t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,Q_phi
0.21,-6.48615,-1.05947,-0.00637728,0.10184,34,-6.48709,-0.999999,-0.0594632,0.016681,0.00469818,0.00195162,0.00104278,0.0588121,0.0816398,-0.00252413,0.00154141,0.184285,52.28,3.00777,3.02009,2.99788,3.01015,5.28916
0.22,-6.48532,-1.0595,-0.00635911,0.104312,36,-6.48633,-0.999998,-0.059488,0.0166846,0.00469966,0.00195241,0.00104328,0.0588428,0.0829301,-0.00254757,0.00185061,0.17138,51.7086,2.80044,2.81219,2.78945,2.80116,5.23136
0.23,-6.48448,-1.05952,-0.00633774,0.106787,38,-6.48557,-0.999998,-0.059513,0.0166881,0.00470115,0.0019532,0.00104379,0.0588719,0.0839724,-0.00257305,0.00217274,0.160956,51.1676,2.63331,2.64462,2.62129,2.63255,5.17663
0.24,-6.48364,-1.05955,-0.00631327,0.109266,40,-6.48481,-0.999998,-0.0595383,0.0166917,0.00470263,0.001954,0.00104429,0.0588997,0.0849904,-0.00259269,0.00248204,0.150775,50.6596,2.47014,2.481,2.45704,2.46784,5.12523
0.25,-6.48278,-1.05957,-0.00628561,0.111746,43,-6.48368,-0.999998,-0.0595638,0.016697,0.00470485,0.00195519,0.00104505,0.0589263,0.0857946,-0.00261515,0.00280214,0.142732,50.1816,2.34159,2.35212,2.3275,2.33797,5.07687
0.26,-6.48192,-1.0596,-0.00625484,0.114219,45,-6.48292,-0.999998,-0.0595896,0.0167006,0.00470633,0.00195598,0.00104555,0.0589518,0.0865999,-0.00263235,0.00311111,0.13468,49.7313,2.21288,2.22305,2.19776,2.20787,5.03132
0.27,-6.48113,-1.05962,-0.00617427,0.167809,47,-6.48216,-0.999997,-0.0596128,0.0167042,0.00470782,0.00195678,0.00104606,0.0589762,0.0872297,-0.00249149,0.00353075,0.128381,39.0923,2.11239,2.12675,2.09548,2.10973,3.95497
0.28,-6.48017,-1.05965,-0.00618606,0.116703,50,-6.48102,-0.999997,-0.0596417,0.0167095,0.00471004,0.00195797,0.00104682,0.059,0.0878639,-0.00268761,0.00376968,0.122039,49.3156,2.01003,2.01948,1.99339,2.00276,4.98926
0.29,-6.47929,-1.05967,-0.00614444,0.120995,52,-6.48027,-0.999997,-0.0596681,0.0167131,0.00471153,0.00195877,0.00104733,0.0590231,0.0883652,-0.00267869,0.00396928,0.117047,50.9906,1.92834,1.93774,1.91334,1.92267,5.15872
0.3,-6.4784,-1.0597,-0.00610201,0.123392,54,-6.47951,-0.999997,-0.0596944,0.0167167,0.00471301,0.00195956,0.00104783,0.0590454,0.0888768,-0.00268326,0.00426042,0.111913,47.9759,1.85073,1.85993,1.83181,1.84092,4.85372
0.31,-6.47751,-1.05973,-0.00605655,0.125871,57,-6.47837,-0.999996,-0.059721,0.016722,0.00471524,0.00196076,0.00104859,0.0590672,0.089265,-0.00270955,0.00458506,0.108031,47.5629,1.78954,1.79862,1.76981,1.77879,4.81194
0.32,-6.4767,-1.05975,-0.005964,0.17792,59,-6.47761,-0.999996,-0.059745,0.0167256,0.00471673,0.00196155,0.0010491,0.0590884,0.0896378,-0.00256925,0.00500927,0.104303,37.1093,1.73126,1.74375,1.70971,1.72205,3.75435
0.33,-6.47571,-1.05978,-0.00595833,0.128289,61,-6.47685,-0.999996,-0.0597748,0.0167292,0.00471822,0.00196235,0.00104961,0.0591092,0.0899472,-0.00275989,0.00522856,0.101214,47.5237,1.68027,1.68896,1.65979,1.66838,4.80798
0.34,-6.47481,-1.05981,-0.00590246,0.132428,64,-6.47572,-0.999995,-0.0598019,0.0167345,0.00472045,0.00196355,0.00105037,0.0591296,0.0902693,-0.00273989,0.00539899,0.0980141,49.1228,1.6268,1.63549,1.60863,1.61722,4.96975
0.35,-6.4739,-1.05983,-0.00584578,0.134755,66,-6.47496,-0.999995,-0.059829,0.0167381,0.00472193,0.00196434,0.00105088,0.0591496,0.0905188,-0.00274452,0.00568195,0.0955044,46.3604,1.59209,1.60074,1.56988,1.57841,4.69028
0.36,-6.473,-1.05986,-0.0057862,0.137166,69,-6.47382,-0.999994,-0.0598562,0.0167435,0.00472417,0.00196554,0.00105164,0.0591692,0.090772,-0.00276548,0.00599119,0.0929729,45.8841,1.55281,1.56141,1.52981,1.53828,4.64209
0.37,-6.47209,-1.05989,-0.00572359,0.139499,71,-6.47307,-0.999994,-0.0598836,0.0167471,0.00472566,0.00196634,0.00105215,0.0591885,0.0909602,-0.00278047,0.00628946,0.0910973,45.9789,1.52291,1.53149,1.50012,1.50857,4.65169
0.38,-6.47118,-1.05991,-0.00565808,0.141801,73,-6.47231,-0.999994,-0.0599111,0.0167506,0.00472715,0.00196714,0.00105266,0.0592075,0.0911589,-0.00278784,0.00657355,0.0891133,45.6726,1.49204,1.50059,1.46884,1.47725,4.6207
0.39,-6.47026,-1.05994,-0.00554313,0.191637,76,-6.47117,-0.999993,-0.0599387,0.016756,0.00472938,0.00196834,0.00105342,0.0592263,0.0913098,-0.00279634,0.00685792,0.0875956,35.5324,1.47013,1.48159,1.44514,1.4564,3.59481
0.4,-6.46935,-1.05997,-0.00551884,0.14609,78,-6.47042,-0.999993,-0.0599666,0.0167596,0.00473087,0.00196914,0.00105393,0.0592448,0.0914571,-0.0028237,0.00711617,0.0861677,49.3622,1.43679,1.44527,1.42048,1.42887,4.99397
0.41,-6.46843,-1.06,-0.00539921,0.19523,81,-6.46928,-0.999992,-0.0599944,0.016765,0.00473311,0.00197034,0.00105469,0.0592631,0.0915843,-0.00279719,0.00729561,0.0848899,39.3304,1.41878,1.43004,1.40075,1.41188,3.97905
0.42,-6.46752,-1.06002,-0.0053695,0.150198,83,-6.46852,-0.999992,-0.0600223,0.0167686,0.0047346,0.00197114,0.0010552,0.0592811,0.0917052,-0.00282075,0.00760277,0.0836803,46.7829,1.40298,1.4115,1.38287,1.39127,4.73302
0.43,-6.4666,-1.06005,-0.00529099,0.152267,85,-6.46777,-0.999991,-0.0600502,0.0167721,0.00473609,0.00197194,0.00105571,0.059299,0.0918018,-0.00281509,0.00785095,0.0827064,44.7708,1.39241,1.40098,1.36897,1.3774,4.52947
0.44,-6.46568,-1.06008,-0.00516458,0.200586,88,-6.46663,-0.999991,-0.0600782,0.0167775,0.00473833,0.00197314,0.00105648,0.0593167,0.0919064,-0.00282317,0.00811946,0.0816529,34.8624,1.37837,1.38963,1.35307,1.36412,3.52703
0.45,-6.46476,-1.06011,-0.00512792,0.154491,90,-6.46588,-0.99999,-0.0601064,0.0167811,0.00473982,0.00197394,0.00105699,0.0593343,0.0919654,-0.002853,0.00843455,0.0810713,43.6606,1.36907,1.37762,1.34382,1.35222,4.41714
0.46,-6.46384,-1.06013,-0.00504034,0.158168,93,-6.46474,-0.99999,-0.0601347,0.0167865,0.00474207,0.00197514,0.00105776,0.0593517,0.0920542,-0.0028318,0.00857628,0.0802103,46.239,1.34855,1.35718,1.32961,1.33812,4.678
0.47,-6.46292,-1.06016,-0.00495213,0.160217,95,-6.46398,-0.999989,-0.0601628,0.0167901,0.00474356,0.00197595,0.00105827,0.0593689,0.092122,-0.0028265,0.00881615,0.0795205,43.4202,1.34511,1.35384,1.321,1.32957,4.39282
0.48,-6.462,-1.06019,-0.00481703,0.207365,98,-6.46285,-0.999988,-0.060191,0.0167955,0.0047458,0.00197715,0.00105904,0.0593861,0.092189,-0.00283965,0.00908618,0.078843,33.6997,1.33745,1.34875,1.31143,1.32251,3.4094
0.49,-6.46107,-1.06022,-0.00476819,0.164271,100,-6.46209,-0.999988,-0.0602194,0.016799,0.0047473,0.00197795,0.00105955,0.0594031,0.0922235,-0.00286643,0.009342,0.0785364,46.3749,1.32073,1.32952,1.30454,1.31322,4.69175
0.5,-6.46015,-1.06024,-0.00467253,0.166102,102,-6.46134,-0.999988,-0.0602478,0.0168026,0.00474879,0.00197876,0.00106006,0.05942,0.0922853,-0.00283903,0.00954235,0.0779066,43.4124,1.31905,1.32792,1.29705,1.30578,4.39203
0.51,-6.45923,-1.06027,-0.00457462,0.168202,105,-6.4602,-0.999987,-0.0602761,0.016808,0.00475104,0.00197996,0.00106083,0.0594367,0.0923237,-0.00284416,0.0097965,0.0775194,41.9126,1.3172,1.32618,1.2927,1.30151,4.2403
0.52,-6.4583,-1.0603,-0.00447418,0.17026,107,-6.45945,-0.999986,-0.0603045,0.0168116,0.00475254,0.00198076,0.00106134,0.0594534,0.092367,-0.00285418,0.0100555,0.0770934,41.986,1.31,1.31904,1.28656,1.29544,4.24773
0.53,-6.45738,-1.06033,-0.004328,0.215886,110,-6.45831,-0.999986,-0.060333,0.016817,0.00475478,0.00198197,0.00106211,0.05947,0.0923954,-0.00285721,0.0103064,0.0768034,32.5216,1.30895,1.32048,1.28357,1.29488,3.29021
0.54,-6.45645,-1.06035,-0.00426607,0.173976,112,-6.45756,-0.999985,-0.0603617,0.0168206,0.00475628,0.00198278,0.00106262,0.0594865,0.0924211,-0.0028759,0.0105247,0.0765881,45.7753,1.28935,1.29844,1.27693,1.28594,4.63108
0.55,-6.45553,-1.06038,-0.00415869,0.175694,115,-6.45642,-0.999984,-0.0603902,0.016826,0.00475853,0.00198398,0.00106339,0.059503,0.0924538,-0.00284391,0.0107051,0.0762473,42.1936,1.29506,1.30429,1.27489,1.28397,4.26872
0.56,-6.45461,-1.06041,-0.00404921,0.177696,117,-6.45567,-0.999984,-0.0604187,0.0168296,0.00476003,0.00198479,0.00106391,0.0595193,0.0924863,-0.00284879,0.0109484,0.0759211,40.6782,1.29448,1.30381,1.27164,1.28081,4.11541
0.57,-6.45368,-1.06044,-0.00393731,0.179653,120,-6.45453,-0.999983,-0.0604472,0.016835,0.00476228,0.001986,0.00106468,0.0595356,0.0925039,-0.00285862,0.011197,0.0757525,40.8394,1.29092,1.30033,1.26963,1.27889,4.13172
0.58,-6.45275,-1.06047,-0.003823,0.181545,122,-6.45378,-0.999982,-0.0604758,0.0168386,0.00476378,0.00198681,0.00106519,0.0595518,0.0925283,-0.00285871,0.0114302,0.0755152,40.7918,1.28688,1.29636,1.26662,1.27596,4.1269
0.59,-6.45183,-1.06049,-0.00366464,0.225391,124,-6.45302,-0.999982,-0.0605044,0.0168422,0.00476528,0.00198761,0.00106571,0.059568,0.092544,-0.00285716,0.0116593,0.0753544,31.6348,1.28827,1.30014,1.266,1.27767,3.2005
0.6,-6.4509,-1.06052,-0.00358776,0.185031,127,-6.45189,-0.999981,-0.0605331,0.0168476,0.00476753,0.00198882,0.00106648,0.059584,0.092555,-0.00287361,0.0118678,0.0752806,44.14,1.27032,1.27986,1.26139,1.27086,4.46565
0.61,-6.44998,-1.06055,-0.00346703,0.186632,129,-6.45113,-0.99998,-0.0605618,0.0168512,0.00476904,0.00198963,0.001067,0.0596001,0.0925766,-0.00284155,0.0120364,0.0750549,40.7826,1.27815,1.28785,1.26136,1.27092,4.12598
0.62,-6.44905,-1.06058,-0.00334432,0.188509,132,-6.45,-0.999979,-0.0605902,0.0168566,0.00477129,0.00199084,0.00106777,0.059616,0.0925963,-0.00284397,0.0122643,0.0748578,39.354,1.27966,1.28946,1.26028,1.26993,3.98145
0.63,-6.44812,-1.0606,-0.00321936,0.190327,134,-6.44925,-0.999978,-0.0606188,0.0168602,0.0047728,0.00199165,0.00106828,0.059632,0.0926056,-0.00285099,0.0124965,0.0747726,39.5589,1.27697,1.28685,1.25954,1.26929,4.00218
0.64,-6.4472,-1.06063,-0.00305154,0.23275,137,-6.44811,-0.999978,-0.0606474,0.0168656,0.00477505,0.00199286,0.00106906,0.0596478,0.0926202,-0.00284853,0.012718,0.0746235,30.6676,1.27881,1.291,1.25929,1.27129,3.10264
0.65,-6.44627,-1.06066,-0.00296304,0.193552,139,-6.44736,-0.999977,-0.0606761,0.0168692,0.00477656,0.00199367,0.00106957,0.0596636,0.0926194,-0.00286315,0.0129083,0.0746674,43.3862,1.2594,1.26932,1.25562,1.2655,4.38939
0.66,-6.44535,-1.06069,-0.00283198,0.195052,142,-6.44623,-0.999976,-0.0607047,0.0168746,0.00477881,0.00199489,0.00107035,0.0596794,0.0926416,-0.00282658,0.0130615,0.0744358,39.662,1.26936,1.27943,1.25608,1.26605,4.01261
0.67,-6.44442,-1.06072,-0.0026593,0.236664,144,-6.44547,-0.999975,-0.0607331,0.0168782,0.00478032,0.0019957,0.00107087,0.0596951,0.0926514,-0.00282883,0.013269,0.0743347,30.9172,1.27206,1.2844,1.25671,1.26889,3.12789
0.68,-6.44349,-1.06074,-0.00256413,0.198417,146,-6.44472,-0.999974,-0.0607617,0.0168818,0.00478183,0.00199651,0.00107138,0.0597108,0.0926525,-0.00284902,0.0134974,0.0743481,41.2429,1.26011,1.27028,1.25461,1.26474,4.17254
0.69,-6.44256,-1.06077,-0.0024272,0.199848,149,-6.44359,-0.999973,-0.0607902,0.0168872,0.00478409,0.00199772,0.00107216,0.0597265,0.0926643,-0.00282243,0.0136567,0.0742304,39.5081,1.26443,1.27472,1.25508,1.26529,3.99703
0.7,-6.44164,-1.0608,-0.00228845,0.201531,151,-6.44283,-0.999973,-0.0608186,0.0168909,0.00478559,0.00199853,0.00107268,0.0597421,0.0926763,-0.00281577,0.0138577,0.0741108,37.7463,1.26886,1.27928,1.25573,1.26604,3.81879
0.71,-6.44071,-1.06083,-0.00210866,0.242062,154,-6.4417,-0.999972,-0.060847,0.0168963,0.00478786,0.00199975,0.00107345,0.0597576,0.092682,-0.00281916,0.0140759,0.074051,29.2127,1.27246,1.28509,1.25719,1.26967,2.95545
0.72,-6.43978,-1.06085,-0.00200501,0.204582,156,-6.44095,-0.999971,-0.0608755,0.0168999,0.00478936,0.00200056,0.00107397,0.0597732,0.0926809,-0.00283279,0.0142594,0.0740944,41.5056,1.25122,1.26164,1.25289,1.26334,4.19912
0.73,-6.43886,-1.06088,-0.00186052,0.205954,159,-6.43981,-0.99997,-0.0609039,0.0169053,0.00479163,0.00200178,0.00107475,0.0597887,0.0926952,-0.0027963,0.0144014,0.0739467,38.2328,1.2618,1.27239,1.25462,1.26515,3.86801
0.74,-6.43793,-1.06091,-0.0016761,0.245685,161,-6.43906,-0.999969,-0.0609321,0.0169089,0.00479314,0.00200259,0.00107527,0.0598041,0.0927037,-0.00279465,0.0145909,0.0738595,29.8489,1.26498,1.27773,1.25567,1.26833,3.01981
0.75,-6.437,-1.06093,-0.0015676,0.20754,164,-6.43793,-0.999968,-0.0609604,0.0169143,0.0047954,0.00200381,0.00107605,0.0598195,0.0926995,-0.00281135,0.0148343,0.0739127,36.7765,1.26632,1.27703,1.25641,1.26704,3.72068
0.76,-6.43607,-1.06096,-0.00141661,0.210196,166,-6.43718,-0.999967,-0.0609887,0.0169179,0.00479691,0.00200462,0.00107657,0.0598349,0.0927108,-0.00278773,0.0149337,0.0738168,39.3552,1.25203,1.26276,1.25319,1.26394,3.98156
0.77,-6.43515,-1.06099,-0.00122765,0.249133,169,-6.43605,-0.999966,-0.0610168,0.0169234,0.00479918,0.00200584,0.00107735,0.0598503,0.0927218,-0.00276974,0.0150775,0.0737059,31.133,1.25477,1.26761,1.25388,1.2667,3.14973
0.78,-6.43422,-1.06102,-0.00111349,0.21163,171,-6.43529,-0.999965,-0.0610448,0.016927,0.00480069,0.00200666,0.00107787,0.0598656,0.0927184,-0.00278429,0.0153231,0.0737462,36.4296,1.26255,1.27345,1.25603,1.26687,3.68559
0.79,-6.43329,-1.06104,-0.000957371,0.214351,174,-6.43416,-0.999964,-0.061073,0.0169324,0.00480296,0.00200788,0.00107865,0.0598809,0.0927247,-0.00276571,0.0154433,0.0736966,38.041,1.25287,1.26382,1.25466,1.26563,3.84861
0.8,-6.43227,-1.06107,-0.00078504,0.215788,176,-6.43341,-0.999963,-0.0611036,0.016936,0.00480448,0.00200869,0.00107917,0.0598961,0.09278,-0.00258688,0.0157735,0.0731484,35.9676,1.25234,1.26337,1.24859,1.25958,3.63884
0.81,-6.43144,-1.0611,-0.000642696,0.217291,178,-6.43265,-0.999962,-0.0611287,0.0169397,0.00480599,0.00200951,0.00107969,0.0599114,0.0927344,-0.00275033,0.0158056,0.0736089,35.6641,1.26014,1.27132,1.25748,1.26863,3.60814
0.82,-6.43051,-1.06112,-0.000482609,0.218731,181,-6.43152,-0.999961,-0.0611566,0.0169451,0.00480826,0.00201073,0.00108047,0.0599265,0.0927363,-0.00274555,0.0159889,0.0735985,35.7653,1.25842,1.26966,1.2579,1.26914,3.61838
0.83,-6.42958,-1.06115,-0.000320733,0.220138,183,-6.43077,-0.99996,-0.0611844,0.0169487,0.00480978,0.00201155,0.00108099,0.0599417,0.0927399,-0.00273648,0.016164,0.0735691,35.5661,1.25776,1.26907,1.25835,1.26966,3.59823
0.84,-6.42865,-1.06118,-0.000157122,0.221535,186,-6.42964,-0.999959,-0.0612121,0.0169542,0.00481205,0.00201277,0.00108177,0.0599568,0.0927446,-0.00272758,0.0163368,0.0735303,35.3333,1.25711,1.26849,1.25869,1.27008,3.57467
0.85,-6.42773,-1.0612,8.20682e-06,0.222912,188,-6.42889,-0.999958,-0.0612397,0.0169578,0.00481357,0.00201359,0.0010823,0.0599719,0.092748,-0.00271914,0.0165082,0.0735035,35.1208,1.25653,1.26797,1.25919,1.27066,3.55317
0.86,-6.4268,-1.06123,0.000175237,0.224273,191,-6.42776,-0.999956,-0.0612673,0.0169632,0.00481584,0.00201482,0.00108308,0.059987,0.0927521,-0.0027104,0.0166776,0.0734702,34.9305,1.25574,1.26725,1.25955,1.2711,3.53391
0.87,-6.42587,-1.06125,0.000343946,0.22561,193,-6.42701,-0.999955,-0.0612948,0.0169668,0.00481736,0.00201563,0.0010836,0.060002,0.0927551,-0.00270138,0.0168448,0.0734475,34.7395,1.25509,1.26667,1.26008,1.2717,3.51459
0.88,-6.42494,-1.06128,0.000514316,0.226935,196,-6.42588,-0.999954,-0.0613223,0.0169723,0.00481963,0.00201686,0.00108439,0.060017,0.0927588,-0.00269191,0.01701,0.073418,34.5267,1.25446,1.2661,1.26052,1.27222,3.49306
0.89,-6.42402,-1.06131,0.000686324,0.228238,198,-6.42512,-0.999953,-0.0613496,0.0169759,0.00482115,0.00201768,0.00108491,0.060032,0.0927615,-0.00268239,0.0171734,0.0733982,34.3261,1.25388,1.26559,1.2611,1.27287,3.47278
0.9,-6.42309,-1.06133,0.000859952,0.229525,201,-6.42399,-0.999952,-0.0613769,0.0169814,0.00482343,0.00201891,0.00108569,0.0600469,0.0927648,-0.00267256,0.0173345,0.0733737,34.1579,1.25308,1.26485,1.26155,1.2734,3.45575
0.91,-6.42216,-1.06136,0.00103518,0.230789,203,-6.42324,-0.999951,-0.0614041,0.016985,0.00482495,0.00201972,0.00108622,0.0600618,0.0927672,-0.00266235,0.0174935,0.0733566,33.9529,1.25256,1.26439,1.26217,1.27409,3.43501
0.92,-6.42123,-1.06138,0.00121198,0.232041,206,-6.42211,-0.999949,-0.0614312,0.0169904,0.00482723,0.00202095,0.001087,0.0600767,0.0927701,-0.00265193,0.0176506,0.0733351,33.761,1.25191,1.2638,1.26269,1.27468,3.4156
0.93,-6.4203,-1.06141,0.00142456,0.266911,208,-6.42136,-0.999948,-0.0614582,0.0169941,0.00482875,0.00202177,0.00108753,0.0600916,0.0927723,-0.00264135,0.0178074,0.0733147,26.3552,1.25656,1.27038,1.26523,1.27915,2.66635
0.94,-6.41938,-1.06144,0.00157004,0.234277,210,-6.42061,-0.999947,-0.0614851,0.0169977,0.00483027,0.00202259,0.00108805,0.0601064,0.0927683,-0.00264486,0.0179474,0.0733692,36.5739,1.23521,1.24706,1.26035,1.27244,3.70018
0.95,-6.41845,-1.06146,0.00175108,0.235231,213,-6.41948,-0.999946,-0.061512,0.0170031,0.00483256,0.00202382,0.00108884,0.0601212,0.0927771,-0.00260887,0.018047,0.0732885,34.2913,1.24465,1.25664,1.26266,1.27482,3.46926
0.96,-6.41752,-1.06149,0.00193342,0.236447,215,-6.41873,-0.999945,-0.0615386,0.0170068,0.00483408,0.00202465,0.00108936,0.060136,0.0927805,-0.00259837,0.0181973,0.0732622,32.6218,1.25164,1.26376,1.2652,1.27745,3.30035
0.97,-6.41659,-1.06151,0.00211727,0.237641,218,-6.4176,-0.999943,-0.0615652,0.0170122,0.00483636,0.00202588,0.00109015,0.0601507,0.0927815,-0.00259535,0.0183583,0.0732606,32.7873,1.24936,1.26153,1.26552,1.27785,3.3171
0.98,-6.41566,-1.06154,0.00230266,0.238779,220,-6.41685,-0.999942,-0.0615917,0.0170159,0.00483789,0.0020267,0.00109068,0.0601654,0.0927827,-0.00258423,0.0185067,0.0732564,32.7498,1.24811,1.26032,1.26606,1.27844,3.3133
0.99,-6.41474,-1.06156,0.0024895,0.239908,223,-6.41572,-0.999941,-0.0616181,0.0170213,0.00484017,0.00202793,0.00109147,0.0601801,0.0927847,-0.00257092,0.0186498,0.0732436,32.5116,1.2478,1.26007,1.26674,1.27919,3.2892
1,-6.41381,-1.06159,0.00271056,0.273141,225,-6.41497,-0.999939,-0.0616444,0.017025,0.0048417,0.00202875,0.00109199,0.0601947,0.092786,-0.00255856,0.0187931,0.0732329,25.4476,1.25262,1.26674,1.26951,1.28382,2.57453
1.01,-6.41288,-1.06161,0.00286725,0.241925,228,-6.41384,-0.999938,-0.0616706,0.0170304,0.00484399,0.00202999,0.00109278,0.0602093,0.0927817,-0.00255987,0.0189211,0.0732855,35.1749,1.23112,1.24334,1.26436,1.2769,3.55865
1.02,-6.41195,-1.06164,0.003058,0.242822,230,-6.41309,-0.999937,-0.0616967,0.0170341,0.00484551,0.00203081,0.00109331,0.0602239,0.0927892,-0.00252297,0.0190155,0.0732217,32.5466,1.24323,1.25561,1.26765,1.28028,3.29274
1.03,-6.41102,-1.06166,0.00324996,0.243961,233,-6.41196,-0.999935,-0.0617225,0.0170395,0.0048478,0.00203205,0.0010941,0.0602385,0.092791,-0.00251306,0.0191593,0.0732132,31.1857,1.24917,1.26167,1.27015,1.28286,3.15505
1.04,-6.4101,-1.06168,0.00344334,0.245038,235,-6.41121,-0.999934,-0.0617483,0.0170432,0.00484933,0.00203287,0.00109463,0.060253,0.0927907,-0.00250822,0.0193076,0.0732236,31.5612,1.24576,1.25828,1.27026,1.28303,3.19305
1.05,-6.40917,-1.06171,0.00363812,0.246062,238,-6.41009,-0.999932,-0.0617741,0.0170486,0.00485162,0.00203411,0.00109542,0.0602675,0.0927918,-0.00249436,0.0194412,0.0732198,31.5432,1.24435,1.25691,1.2707,1.28353,3.19123
