t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.12,-6.56173,-1.00035,-0.000133321,0.000427731,0.0127392,-0.000877173,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0393535,-0.000621224,-5.23255e-05,3.21293,1.75833,46.6932,0,0,0,0,0.297627,0.0380135,-189.635,-189.635,0.372065,32.8765,9.88035,32.8765
0.13,-6.56115,-1.00036,-0.000131469,0.000427138,0.0127262,-0.000875872,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0632897,-0.000746672,0.00027915,2.73421,1.79959,47.1447,0,0,0,0,0.259653,0.0366181,-140.496,-140.496,0.380796,24.7827,9.9759,24.7827
0.14,-6.56035,-1.00036,-0.000150363,0.000430571,0.0128557,-0.000888633,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0825314,0.000597027,-0.00340073,2.34938,1.84479,48.0154,0,0,0,0,0.23564,0.037509,-100.994,-100.994,0.390361,18.2762,10.1601,18.2762
0.15,-6.55946,-1.00036,-0.000159793,0.000434998,0.0130232,-0.000905099,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0897003,-0.000573989,0.000821267,2.206,1.8753,48.7767,0,0,0,0,0.231768,0.0398598,-86.2772,-86.2772,0.396816,15.8523,10.3212,15.8523
0.16,-6.55857,-1.00037,-0.000165502,0.000435913,0.0130567,-0.000908502,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0900418,0.000323669,-0.000564752,2.19917,1.85995,48.9091,0,0,0,0,0.232437,0.0374417,-85.5764,-85.5764,0.393569,15.7368,10.3492,15.7368
0.17,-6.55768,-1.00038,-0.000177325,0.000439388,0.0131714,-0.000919869,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0895701,-0.00109858,-0.000838562,2.2086,1.88754,49.3157,0,0,0,0,0.237239,0.0414351,-86.5442,-86.5442,0.399406,15.8962,10.4353,15.8962
0.18,-6.5567,-1.00039,-0.000193835,0.00044468,0.0133279,-0.00093531,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890026,-0.000726359,-0.00148299,2.21995,1.8839,49.873,0,0,0,0,0.243768,0.0411155,-87.7093,-87.7093,0.398636,16.0881,10.5532,16.0881
0.19,-6.55589,-1.0004,-0.000204973,0.000447842,0.0134494,-0.00094736,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0898525,-0.00100881,-0.000935573,2.20295,1.91631,50.3326,0,0,0,0,0.246829,0.0453445,-85.9643,-85.9643,0.405494,15.8007,10.6504,15.8007
0.2,-6.55499,-1.00041,-0.00021932,0.000452332,0.0135915,-0.000961396,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0903773,0.00079876,-0.00112413,2.19246,1.91371,50.8615,0,0,0,0,0.251179,0.0447787,-84.888,-84.888,0.404944,15.6234,10.7624,15.6234
0.21,-6.5541,-1.00042,-0.000231764,0.000455642,0.0137215,-0.000974284,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0899343,-0.00109644,-0.000857878,2.20131,1.94486,51.3246,0,0,0,0,0.256548,0.0492538,-85.7965,-85.7965,0.411535,15.7731,10.8604,15.7731
0.22,-6.5532,-1.00043,-0.000245735,0.000460959,0.013858,-0.000987761,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0902942,0.000885852,-0.0011576,2.19412,1.94014,51.8295,0,0,0,0,0.260915,0.0484704,-85.0585,-85.0585,0.410536,15.6515,10.9672,15.6515
0.23,-6.55231,-1.00044,-0.00025796,0.000463902,0.0139868,-0.00100054,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0899076,-0.00111962,-0.000824435,2.20184,1.97156,52.2898,0,0,0,0,0.266206,0.0529518,-85.8511,-85.8511,0.417185,15.7821,11.0646,15.7821
0.24,-6.55141,-1.00044,-0.000271511,0.000468501,0.0141195,-0.00101366,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0903544,0.000807743,-0.00108827,2.19292,1.96746,52.7835,0,0,0,0,0.27032,0.0521981,-84.935,-84.935,0.416317,15.6312,11.1691,15.6312
0.25,-6.55052,-1.00046,-0.000283631,0.000471561,0.0142462,-0.00102623,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089962,-0.00116314,-0.000817398,2.20076,1.99845,53.2361,0,0,0,0,0.275575,0.0566215,-85.7394,-85.7394,0.422875,15.7637,11.2648,15.7637
0.26,-6.54962,-1.00046,-0.000297357,0.000476146,0.0143794,-0.0010394,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0902535,0.000913477,-0.00115481,2.19494,1.99439,53.7284,0,0,0,0,0.279961,0.0559185,-85.1423,-85.1423,0.422015,15.6653,11.369,15.6653
0.27,-6.54873,-1.00048,-0.000309237,0.000479198,0.014505,-0.00105187,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089944,-0.00117838,-0.000796383,2.20112,2.02518,54.1795,0,0,0,0,0.285091,0.0602776,-85.7764,-85.7764,0.42853,15.7698,11.4645,15.7698
0.28,-6.54783,-1.00048,-0.000322756,0.000483812,0.0146366,-0.0010649,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.090318,0.000839624,-0.00109368,2.19365,2.0212,54.6688,0,0,0,0,0.289326,0.0595432,-85.01,-85.01,0.427689,15.6435,11.568,15.6435
0.29,-6.54694,-1.0005,-0.000334703,0.00048683,0.0147617,-0.00107733,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0899906,-0.00120691,-0.000802669,2.20018,2.05176,55.118,0,0,0,0,0.294508,0.0638656,-85.6806,-85.6806,0.434156,15.754,11.663,15.754
0.3,-6.54605,-1.0005,-0.000348676,0.000491418,0.0148956,-0.0010906,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0901939,0.000986726,-0.00122824,2.19613,2.04792,55.6126,0,0,0,0,0.299159,0.0631917,-85.2649,-85.2649,0.433343,15.6855,11.7677,15.6855
0.31,-6.54515,-1.00052,-0.000360494,0.000494492,0.0150218,-0.00110317,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0899814,-0.00123788,-0.000778582,2.20037,2.07876,56.0696,0,0,0,0,0.304262,0.0674923,-85.6993,-85.6993,0.439869,15.7571,11.8644,15.7571
0.32,-6.54426,-1.00053,-0.000368649,0.000498312,0.0151162,-0.00111257,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089919,-0.00177477,-3.7852e-05,2.20161,2.07074,56.4166,0,0,0,0,0.308101,0.0663018,-85.8271,-85.8271,0.438171,15.7781,11.9378,15.7781
0.33,-6.54336,-1.00054,-0.000367041,0.000497054,0.0151003,-0.00111107,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890682,-0.000877327,2.58489e-05,2.21863,2.08468,56.3429,0,0,0,0,0.309378,0.0684708,-87.5746,-87.5746,0.441122,16.0659,11.9222,16.0659
0.34,-6.54246,-1.00054,-0.000367985,0.000497456,0.015106,-0.00111165,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.090055,-0.000505716,-0.000189767,2.1989,2.08693,56.386,0,0,0,0,0.307764,0.068459,-85.5489,-85.5489,0.441597,15.7323,11.9314,15.7323
0.35,-6.54157,-1.00055,-0.000369167,0.000497751,0.0151196,-0.00111299,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0892114,-0.00076836,-9.44837e-05,2.21577,2.0868,56.4171,0,0,0,0,0.309863,0.0687032,-87.2806,-87.2806,0.44157,16.0175,11.9379,16.0175
0.36,-6.54067,-1.00055,-0.000370871,0.000498018,0.0151344,-0.00111447,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0903363,-0.000571329,-0.000231551,2.19327,2.09083,56.4958,0,0,0,0,0.30828,0.0688954,-84.9714,-84.9714,0.442423,15.6372,11.9546,15.6372
0.37,-6.53977,-1.00056,-0.000372046,0.000498288,0.0151489,-0.0011159,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0892684,-0.000738037,-7.62282e-05,2.21463,2.09042,56.5254,0,0,0,0,0.310844,0.0691709,-87.1636,-87.1636,0.442337,15.9983,11.9609,15.9983
0.38,-6.53887,-1.00057,-0.000373793,0.000498503,0.0151637,-0.00111737,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0905129,-0.000600657,-0.000243468,2.18974,2.09476,56.6064,0,0,0,0,0.309019,0.0693675,-84.6089,-84.6089,0.443254,15.5775,11.978,15.5775
0.39,-6.53797,-1.00057,-0.000374993,0.000498763,0.0151787,-0.00111886,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0893044,-0.000719094,-6.95824e-05,2.21391,2.09417,56.635,0,0,0,0,0.311877,0.0696619,-87.0898,-87.0898,0.443129,15.9861,11.984,15.9861
0.4,-6.53707,-1.00058,-0.000376818,0.00049897,0.015194,-0.00112037,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0906871,-0.000618125,-0.000255572,2.18626,2.09887,56.7207,0,0,0,0,0.309792,0.0698659,-84.2513,-84.2513,0.444123,15.5186,12.0022,15.5186
0.41,-6.53617,-1.00058,-0.000378031,0.000499234,0.0152095,-0.0011219,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0893274,-0.000710449,-6.46607e-05,2.21345,2.09802,56.7475,0,0,0,0,0.312959,0.0701741,-87.0424,-87.0424,0.443944,15.9783,12.0079,15.9783
0.42,-6.53526,-1.00059,-0.000379924,0.000499455,0.0152252,-0.00112346,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.09076,-0.000627636,-0.000268963,2.1848,2.10286,56.8356,0,0,0,0,0.310779,0.0703828,-84.1015,-84.1015,0.444968,15.4939,12.0265,15.4939
0.43,-6.53436,-1.0006,-0.000381146,0.000499739,0.0152411,-0.00112503,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0893205,-0.000706507,-5.95018e-05,2.21359,2.10188,56.8622,0,0,0,0,0.314122,0.0706988,-87.0566,-87.0566,0.44476,15.9806,12.0321,15.9806
0.44,-6.53346,-1.0006,-0.000383067,0.000499981,0.0152568,-0.00112659,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908369,-0.000632813,-0.000275818,2.18326,2.10687,56.9524,0,0,0,0,0.31177,0.0709028,-83.9436,-83.9436,0.445817,15.4679,12.0512,15.4679
0.45,-6.53256,-1.00061,-0.000384217,0.000500267,0.0152723,-0.00112812,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0892676,-0.000706193,-4.56689e-05,2.21465,2.10556,56.9748,0,0,0,0,0.31536,0.0712159,-87.1653,-87.1653,0.44554,15.9985,12.0559,15.9985
0.46,-6.53166,-1.00061,-0.00038609,0.000500505,0.0152874,-0.00112961,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909154,-0.000633278,-0.000276096,2.18169,2.11073,57.0652,0,0,0,0,0.312719,0.0714017,-83.7826,-83.7826,0.446634,15.4414,12.0751,15.4414
0.47,-6.53084,-1.00062,-0.000387417,0.000500763,0.0153013,-0.00113099,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0911449,-0.000510552,-0.000244185,2.1771,2.11286,57.121,0,0,0,0,0.312781,0.0716177,-83.3115,-83.3115,0.447084,15.3638,12.0869,15.3638
0.48,-6.52985,-1.00063,-0.000388865,0.000501002,0.0153156,-0.0011324,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0907043,-0.000637049,-0.000266566,2.18591,2.1137,57.1633,0,0,0,0,0.314145,0.0718708,-84.2159,-84.2159,0.447263,15.5127,12.0958,15.5127
0.49,-6.52896,-1.00063,-0.000389766,0.000501262,0.0153289,-0.00113372,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889093,-0.000710981,-1.52986e-05,2.22181,2.11165,57.1729,0,0,0,0,0.318117,0.0721546,-87.9008,-87.9008,0.446828,16.1197,12.0979,16.1197
0.5,-6.52806,-1.00064,-0.000391556,0.000501503,0.0153426,-0.00113507,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0907835,-0.00063121,-0.000278059,2.18433,2.11708,57.2632,0,0,0,0,0.314965,0.0723043,-84.0532,-84.0532,0.447977,15.4859,12.117,15.4859
0.51,-6.52716,-1.00065,-0.000392429,0.000501779,0.015356,-0.0011364,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889806,-0.000714678,-6.0843e-06,2.22039,2.11499,57.2729,0,0,0,0,0.318964,0.0725871,-87.7545,-87.7545,0.447535,16.0956,12.119,16.0956
0.52,-6.52625,-1.00065,-0.000394235,0.000502041,0.0153696,-0.00113774,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909338,-0.000628665,-0.000284821,2.18132,2.12054,57.3646,0,0,0,0,0.315643,0.0727283,-83.7447,-83.7447,0.44871,15.4351,12.1384,15.4351
0.53,-6.52536,-1.00066,-0.000395129,0.000502348,0.0153833,-0.0011391,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889732,-0.000719091,-7.09046e-06,2.22053,2.11812,57.3719,0,0,0,0,0.319969,0.0730177,-87.7697,-87.7697,0.448198,16.0981,12.14,16.0981
0.54,-6.52445,-1.00066,-0.000397046,0.000502668,0.0153977,-0.00114052,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0910508,-0.000626261,-0.000300816,2.17898,2.12398,57.4695,0,0,0,0,0.316424,0.0731613,-83.5045,-83.5045,0.449437,15.3956,12.1606,15.3956
0.55,-6.52355,-1.00067,-0.000398009,0.000503037,0.0154124,-0.00114197,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890215,-0.000722772,-1.02702e-05,2.21957,2.12146,57.4787,0,0,0,0,0.320926,0.0734608,-87.6704,-87.6704,0.448903,16.0817,12.1626,16.0817
0.56,-6.52265,-1.00068,-0.00040007,0.000503449,0.0154281,-0.00114352,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0911221,-0.00062203,-0.000316832,2.17756,2.12742,57.5813,0,0,0,0,0.317367,0.0736123,-83.3582,-83.3582,0.450165,15.3715,12.1843,15.3715
0.57,-6.52175,-1.00068,-0.000401052,0.000503887,0.0154432,-0.00114502,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890003,-0.000725845,-6.59307e-06,2.21999,2.12468,57.5903,0,0,0,0,0.322082,0.0739132,-87.7139,-87.7139,0.449585,16.0889,12.1862,16.0889
0.58,-6.52075,-1.00069,-0.000403296,0.000502834,0.0154612,-0.0011468,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0914708,-0.00049811,-0.000282636,2.17058,2.13386,57.7094,0,0,0,0,0.317886,0.0743506,-82.6423,-82.6423,0.451528,15.2536,12.2114,15.2536
0.59,-6.51995,-1.00069,-0.000404037,0.000503159,0.0154735,-0.00114801,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889766,-0.00072951,3.56293e-08,2.22047,2.13009,57.6998,0,0,0,0,0.323246,0.0746283,-87.7627,-87.7627,0.45073,16.0969,12.2094,16.0969
0.6,-6.51904,-1.0007,-0.00040608,0.000503564,0.0154886,-0.00114951,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912373,-0.000616576,-0.000326027,2.17525,2.13633,57.804,0,0,0,0,0.319329,0.0747641,-83.1218,-83.1218,0.452051,15.3325,12.2314,15.3325
0.61,-6.51814,-1.00071,-0.000407008,0.000503921,0.0155036,-0.00115099,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889406,-0.000732107,5.49268e-06,2.22119,2.1333,57.8086,0,0,0,0,0.324412,0.0750814,-87.8365,-87.8365,0.45141,16.1091,12.2324,16.1091
0.62,-6.51724,-1.00071,-0.000409061,0.000504284,0.0155187,-0.00115249,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0913374,-0.000613371,-0.000328656,2.17325,2.13989,57.9157,0,0,0,0,0.320212,0.0752184,-82.9162,-82.9162,0.452803,15.2987,12.255,15.2987
0.63,-6.51634,-1.00072,-0.000409963,0.000504617,0.0155335,-0.00115395,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889543,-0.000735923,9.12433e-06,2.22091,2.13668,57.9178,0,0,0,0,0.325475,0.0755398,-87.8083,-87.8083,0.452125,16.1044,12.2555,16.1044
0.64,-6.51543,-1.00072,-0.000412018,0.000504957,0.0155486,-0.00115544,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.091368,-0.000611249,-0.000331507,2.17264,2.14333,58.0249,0,0,0,0,0.321224,0.0756784,-82.8534,-82.8534,0.453533,15.2883,12.2782,15.2883
0.65,-6.51453,-1.00073,-0.000412878,0.000505279,0.0155618,-0.00115688,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0888673,-0.000738544,1.50653e-05,2.22265,2.13988,58.0256,0,0,0,0,0.327118,0.0758665,-87.987,-87.987,0.452802,16.1339,12.2783,16.1339
0.66,-6.51363,-1.00074,-0.000414912,0.000505603,0.0155765,-0.00115834,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0913804,-0.000609382,-0.000330967,2.17239,2.14673,58.1338,0,0,0,0,0.322646,0.0760037,-82.8279,-82.8279,0.454251,15.2841,12.3012,15.2841
0.67,-6.51273,-1.00074,-0.000415733,0.00050591,0.0155908,-0.00115975,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0888714,-0.000740901,2.23297e-05,2.22257,2.1432,58.1311,0,0,0,0,0.328168,0.0763171,-87.9786,-87.9786,0.453504,16.1325,12.3006,16.1325
0.68,-6.51182,-1.00075,-0.00041773,0.000506217,0.015605,-0.00116116,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0914131,-0.000608036,-0.000329394,2.17174,2.15007,58.2383,0,0,0,0,0.32361,0.0764467,-82.7608,-82.7608,0.454958,15.2731,12.3233,15.2731
0.69,-6.51092,-1.00076,-0.000418501,0.000506511,0.0156188,-0.00116253,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0887985,-0.000743276,2.76709e-05,2.22403,2.14627,58.2316,0,0,0,0,0.329346,0.0767563,-88.1282,-88.1282,0.454154,16.1571,12.3219,16.1571
0.7,-6.51002,-1.00076,-0.000420483,0.00050681,0.0156328,-0.00116391,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0913974,-0.000606792,-0.000329499,2.17205,2.15324,58.3393,0,0,0,0,0.324653,0.0768799,-82.793,-82.793,0.45563,15.2784,12.3447,15.2784
0.71,-6.50912,-1.00077,-0.000421247,0.000507103,0.0156465,-0.00116527,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0887967,-0.000745311,2.96724e-05,2.22406,2.14946,58.3328,0,0,0,0,0.330379,0.0771866,-88.1318,-88.1318,0.454829,16.1577,12.3433,16.1577
0.72,-6.50821,-1.00077,-0.000423248,0.000507403,0.0156606,-0.00116667,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0914866,-0.000605826,-0.000331532,2.17027,2.15665,58.4429,0,0,0,0,0.325495,0.0773085,-82.6098,-82.6098,0.45635,15.2482,12.3666,15.2482
0.73,-6.50731,-1.00078,-0.000424007,0.000507697,0.0156744,-0.00116803,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0887844,-0.000747633,2.97118e-05,2.22431,2.15264,58.4341,0,0,0,0,0.331444,0.0776164,-88.1571,-88.1571,0.455502,16.1619,12.3647,16.1619
0.74,-6.50641,-1.00079,-0.000426006,0.000507998,0.0156884,-0.00116943,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0914512,-0.000605093,-0.000332662,2.17097,2.15978,58.5436,0,0,0,0,0.326593,0.077738,-82.6825,-82.6825,0.457013,15.2602,12.3879,15.2602
0.75,-6.50551,-1.00079,-0.000426774,0.000508296,0.0157022,-0.0011708,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0887838,-0.000748916,2.98855e-05,2.22432,2.15585,58.536,0,0,0,0,0.332496,0.0780437,-88.1583,-88.1583,0.456181,16.1621,12.3863,16.1621
0.76,-6.5046,-1.0008,-0.000428777,0.0005086,0.0157163,-0.0011722,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.091473,-0.00060441,-0.000333104,2.17054,2.16305,58.6461,0,0,0,0,0.327587,0.0781646,-82.6378,-82.6378,0.457704,15.2528,12.4096,15.2528
0.77,-6.50371,-1.0008,-0.000429552,0.0005089,0.0157302,-0.00117358,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0887865,-0.000750222,2.86634e-05,2.22427,2.15907,58.6384,0,0,0,0,0.333552,0.0784693,-88.1528,-88.1528,0.456862,16.1612,12.408,16.1612
