t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.22,-6.42945,-1.00053,5.2224e-05,-0.0158283,0.000174267,-0.000949114,242,-6.4313,-0.999965,-0.000531558,0.0150553,0.00415758,0.00177656,0,0.0002295,0.135622,-0.00386651,0.00214602,0.772262,4.32265,4.88121,5.96958,5.96012,5.96889,5.95956,-1.14086,-1.18415,-74.4447,-74.454,0.83537,11.9284,0.943314,11.9297
0.23,-6.42809,-1.00057,7.21522e-05,-0.015263,0.00140045,-0.000949388,247,-6.42989,-0.999963,-0.000572657,0.0150611,0.00416009,0.001778,0,0.00024442,0.136219,-0.00381718,0.00231027,0.765067,4.16079,4.68522,5.9144,5.90452,5.91369,5.90396,-1.27935,-1.17835,-73.7533,-73.7627,0.80409,11.8176,0.905438,11.8189
0.24,-6.42672,-1.00061,9.33586e-05,-0.0146486,0.00262673,-0.000944097,251,-6.42876,-0.999962,-0.000613184,0.0150658,0.0041621,0.00177915,0,0.000259785,0.13728,-0.00374917,0.00240799,0.752323,4.03193,4.50533,5.8163,5.8061,5.8156,5.80557,-1.40755,-1.15179,-72.5272,-72.5364,0.779188,11.6212,0.870675,11.6224
0.25,-6.42535,-1.00065,0.000116023,-0.0139985,0.0038584,-0.000941758,256,-6.42734,-0.999961,-0.000653031,0.0150717,0.00416462,0.00178059,0,0.000275515,0.137628,-0.00367609,0.00254967,0.748148,3.91606,4.35153,5.78439,5.77381,5.78374,5.77333,-1.50943,-1.11213,-72.1273,-72.1358,0.756795,11.5571,0.840951,11.5582
0.26,-6.42397,-1.00068,0.000139823,-0.0133197,0.00507942,-0.000938272,261,-6.42593,-0.999959,-0.000692115,0.0150776,0.00416714,0.00178203,0,0.000291538,0.138465,-0.00359073,0.00263325,0.7381,3.82095,4.22604,5.70707,5.69621,5.70646,5.69579,-1.60156,-1.06246,-71.1612,-71.169,0.738415,11.4023,0.8167,11.4033
0.27,-6.42258,-1.00072,0.000164908,-0.012622,0.00628147,-0.000933645,266,-6.42452,-0.999958,-0.000730364,0.0150835,0.00416965,0.00178347,0,0.000307791,0.138623,-0.00350393,0.00275734,0.736206,3.7306,4.10394,5.69274,5.68153,5.69221,5.6812,-1.67635,-1.00339,-70.9813,-70.988,0.720954,11.3734,0.793103,11.3743
0.28,-6.42119,-1.00075,0.000190939,-0.0119084,0.00746398,-0.000928051,271,-6.42311,-0.999956,-0.000767713,0.0150894,0.00417217,0.00178491,0,0.000324217,0.139302,-0.00340563,0.0028243,0.728066,3.65378,3.99529,5.63011,5.61866,5.62966,5.61843,-1.74839,-0.941409,-70.1993,-70.2049,0.706108,11.2481,0.772106,11.2488
0.29,-6.41979,-1.00079,0.000218097,-0.0111876,0.00862065,-0.000921471,276,-6.42169,-0.999954,-0.000804131,0.0150953,0.0041747,0.00178636,0,0.000340765,0.139326,-0.0033111,0.00293442,0.727789,3.58379,3.88956,5.62823,5.61645,5.6279,5.61634,-1.80677,-0.868362,-70.1754,-70.1795,0.692582,11.2442,0.751674,11.2447
0.3,-6.4184,-1.00082,0.000246059,-0.0104623,0.0097491,-0.000914064,281,-6.42028,-0.999953,-0.000839574,0.0151012,0.00417722,0.0017878,0,0.000357392,0.139884,-0.00320564,0.00298799,0.7211,3.52818,3.80772,5.57675,5.56478,5.57653,5.56478,-1.85646,-0.794795,-69.5332,-69.5358,0.681835,11.1413,0.735858,11.1415
0.31,-6.417,-1.00085,0.000274998,-0.00973865,0.0108435,-0.000905818,286,-6.41887,-0.999951,-0.000874031,0.0151071,0.00417975,0.00178925,0,0.000374058,0.139823,-0.00310723,0.00308298,0.721848,3.47274,3.72647,5.58276,5.57048,5.58267,5.57063,-1.89737,-0.713546,-69.6081,-69.6089,0.671123,11.1533,0.720155,11.1532
0.32,-6.4156,-1.00088,0.000304603,-0.00901783,0.0119041,-0.000896881,291,-6.41746,-0.999949,-0.000907478,0.015113,0.00418227,0.00179069,0,0.000390728,0.1403,-0.00299828,0.00312403,0.716142,3.43104,3.66111,5.53883,5.52639,5.53887,5.52668,-1.93228,-0.634726,-69.0606,-69.0596,0.663062,11.0655,0.707524,11.0652
0.33,-6.4142,-1.00091,0.000335068,-0.00830338,0.0129288,-0.000887218,296,-6.41605,-0.999948,-0.000939928,0.0151189,0.0041848,0.00179214,0,0.00040737,0.140166,-0.0028997,0.00320758,0.717761,3.38138,3.58799,5.55153,5.53882,5.55171,5.53926,-1.96556,-0.551685,-69.2194,-69.2164,0.653465,11.091,0.693395,11.0903
0.34,-6.41279,-1.00094,0.000366051,-0.00759425,0.0139211,-0.000877006,301,-6.41464,-0.999946,-0.000971346,0.0151248,0.00418733,0.00179359,0,0.000423957,0.140579,-0.00278875,0.00323687,0.71283,3.34132,3.52184,5.51356,5.50071,5.51388,5.5013,-1.99588,-0.474739,-68.7465,-68.7417,0.645724,11.0152,0.68061,11.0143
0.35,-6.41139,-1.00097,0.000397765,-0.00689619,0.0148764,-0.00086619,306,-6.41322,-0.999944,-0.00100176,0.0151307,0.00418986,0.00179505,0,0.000440466,0.140412,-0.00269111,0.00330959,0.71485,3.30418,3.46163,5.52932,5.51623,5.5298,5.51698,-2.02014,-0.387503,-68.9438,-68.9369,0.638546,11.0468,0.668975,11.0455
0.36,-6.40998,-1.00099,0.000429913,-0.00620821,0.0157967,-0.000854909,311,-6.41181,-0.999942,-0.00103116,0.0151366,0.0041924,0.0017965,0,0.000456875,0.140779,-0.00258146,0.00333083,0.710464,3.2737,3.40832,5.49553,5.48233,5.49615,5.48323,-2.04015,-0.30945,-68.5233,-68.5144,0.632656,10.9794,0.658672,10.9779
0.37,-6.40857,-1.00102,0.000462685,-0.00553429,0.016679,-0.000843126,316,-6.4104,-0.99994,-0.00105958,0.0151425,0.00419493,0.00179795,0,0.000473164,0.14059,-0.00248636,0.00339342,0.712751,3.24359,3.35742,5.51331,5.49991,5.5141,5.50098,-2.05816,-0.222254,-68.7462,-68.7351,0.626838,11.0151,0.648836,11.0132
0.38,-6.40716,-1.00104,0.000495801,-0.00487307,0.0175256,-0.000830968,321,-6.40899,-0.999938,-0.00108701,0.0151485,0.00419747,0.00179941,0,0.000489318,0.140927,-0.00237892,0.00340649,0.708719,3.21955,3.31454,5.48224,5.46875,5.48316,5.46997,-2.07,-0.145707,-68.3597,-68.3467,0.622191,10.9531,0.640549,10.951
0.39,-6.40576,-1.00106,0.000529458,-0.00422692,0.018335,-0.000818386,326,-6.40758,-0.999936,-0.00111349,0.0151544,0.00420001,0.00180086,0,0.000505322,0.140715,-0.00228777,0.00346089,0.711288,3.19035,3.26761,5.50218,5.48851,5.50327,5.48989,-2.08519,-0.0622791,-68.6096,-68.5945,0.616548,10.9932,0.631479,10.9907
0.4,-6.40435,-1.00109,0.00056336,-0.00359384,0.0191105,-0.000805523,331,-6.40617,-0.999934,-0.00113901,0.0151603,0.00420254,0.00180232,0,0.000521164,0.141025,-0.00218275,0.00346593,0.70758,3.16804,3.22783,5.47357,5.45985,5.4748,5.46137,-2.09321,0.0102092,-68.254,-68.2371,0.612236,10.9362,0.623792,10.9334
0.41,-6.40294,-1.00111,0.000597707,-0.00297671,0.0198503,-0.000792328,336,-6.40476,-0.999932,-0.00116361,0.0151662,0.00420509,0.00180378,0,0.000536834,0.140805,-0.00209533,0.00351202,0.710239,3.14199,3.18568,5.49419,5.48031,5.49557,5.48199,-2.10539,0.0906727,-68.5124,-68.4935,0.607202,10.9776,0.615647,10.9745
0.42,-6.40153,-1.00113,0.000632237,-0.00237354,0.0205575,-0.000778915,341,-6.40335,-0.99993,-0.00118728,0.0151721,0.00420763,0.00180524,0,0.000552321,0.141095,-0.00199404,0.00351161,0.70678,3.12252,3.15028,5.46749,5.45358,5.469,5.45539,-2.10941,0.159526,-68.1807,-68.16,0.60344,10.9244,0.608805,10.9211
0.43,-6.40012,-1.00115,0.000667137,-0.00178684,0.0212305,-0.000765238,346,-6.40195,-0.999928,-0.00121008,0.0151781,0.00421017,0.0018067,0,0.000567617,0.14087,-0.00191091,0.00355067,0.709491,3.09909,3.11242,5.4885,5.47445,5.49016,5.47642,-2.11908,0.23652,-68.444,-68.4213,0.598912,10.9666,0.601488,10.9629
0.44,-6.39871,-1.00117,0.000702153,-0.00121444,0.0218723,-0.000751409,351,-6.40054,-0.999926,-0.00123199,0.015184,0.00421272,0.00180816,0,0.000582716,0.141143,-0.00181333,0.00354471,0.706231,3.08153,3.08062,5.46332,5.44926,5.4651,5.45135,-2.11988,0.301193,-68.1312,-68.1069,0.595519,10.9164,0.595343,10.9126
0.45,-6.3973,-1.00118,0.000737471,-0.000658634,0.0224817,-0.00073738,356,-6.39913,-0.999924,-0.00125306,0.0151899,0.00421527,0.00180963,0,0.000597613,0.140917,-0.00173463,0.00357746,0.708957,3.06004,3.04639,5.48442,5.47025,5.48634,5.47249,-2.12757,0.374261,-68.3958,-68.3696,0.591365,10.9588,0.588728,10.9547
0.46,-6.39589,-1.0012,0.000772845,-0.000117596,0.0230613,-0.000723258,361,-6.39772,-0.999922,-0.00127329,0.0151959,0.00421782,0.00181109,0,0.000612302,0.14118,-0.00164102,0.00356666,0.705823,3.0455,3.01921,5.46019,5.44604,5.46222,5.44838,-2.12488,0.435239,-68.0949,-68.0673,0.588556,10.9106,0.583475,10.9062
0.47,-6.39448,-1.00122,0.000808462,0.000407326,0.0236103,-0.000708989,366,-6.39631,-0.99992,-0.00129273,0.0152018,0.00422037,0.00181256,0,0.000626779,0.140951,-0.00156691,0.00359383,0.708583,3.0239,2.98701,5.48154,5.46729,5.48371,5.46977,-2.13162,0.503382,-68.3626,-68.3331,0.584381,10.9535,0.577252,10.9488
0.48,-6.39307,-1.00123,0.000844083,0.000918319,0.0241321,-0.000694679,371,-6.3949,-0.999918,-0.00131137,0.0152078,0.00422292,0.00181403,0,0.000641041,0.141199,-0.00147725,0.00357872,0.705624,3.00866,2.96043,5.45866,5.44444,5.46092,5.44702,-2.12787,0.559157,-68.0784,-68.0477,0.581435,10.9079,0.572115,10.9031
0.49,-6.39166,-1.00125,0.000879889,0.00141303,0.0246251,-0.000680276,376,-6.3935,-0.999915,-0.00132925,0.0152137,0.00422548,0.00181549,0,0.000655086,0.140976,-0.00140747,0.00360085,0.708306,2.99041,2.93218,5.4794,5.4651,5.48178,5.4678,-2.13254,0.624124,-68.3384,-68.306,0.57791,10.9496,0.566655,10.9445
0.5,-6.39024,-1.00126,0.000915653,0.00189418,0.0250928,-0.000665875,381,-6.39209,-0.999913,-0.00134638,0.0152197,0.00422803,0.00181696,0,0.000668912,0.141212,-0.00132191,0.00358219,0.705487,2.97447,2.90589,5.45759,5.44334,5.46006,5.44613,-2.12806,0.674785,-68.0675,-68.034,0.574829,10.9062,0.561575,10.9009
0.51,-6.38883,-1.00127,0.000951555,0.00235944,0.0255336,-0.000651425,386,-6.39068,-0.999911,-0.0013628,0.0152256,0.00423059,0.00181843,0,0.000682518,0.140994,-0.00125649,0.0036,0.708118,2.95891,2.88154,5.47791,5.4636,5.48049,5.46651,-2.13081,0.736465,-68.3223,-68.2873,0.571821,10.947,0.55687,10.9415
0.52,-6.38742,-1.00129,0.000987377,0.00281103,0.0259502,-0.000637016,391,-6.38927,-0.999909,-0.0013785,0.0152316,0.00423315,0.00181991,0,0.000695902,0.141225,-0.00117489,0.00357802,0.70536,2.94465,2.85875,5.45656,5.44232,5.45922,5.44529,-2.12404,0.783244,-68.0572,-68.0212,0.569065,10.9045,0.552465,10.8989
0.53,-6.38601,-1.0013,0.0010233,0.00324734,0.0263417,-0.000622595,396,-6.38787,-0.999906,-0.00139353,0.0152375,0.00423571,0.00182138,0,0.000709065,0.141005,-0.00111396,0.00359208,0.708009,2.9291,2.83641,5.47702,5.46273,5.47978,5.46581,-2.1261,0.840478,-68.3136,-68.2763,0.56606,10.9456,0.548148,10.9398
0.54,-6.3846,-1.00131,0.00105909,0.00367062,0.0267109,-0.000608252,401,-6.38646,-0.999904,-0.00140789,0.0152435,0.00423828,0.00182286,0,0.000722006,0.14123,-0.00103617,0.00356699,0.705324,2.91569,2.81564,5.45623,5.44201,5.45905,5.44515,-2.11797,0.883223,-68.0553,-68.0172,0.56347,10.9042,0.544135,10.8982
0.55,-6.38319,-1.00132,0.00109495,0.00407921,0.0270567,-0.000593933,406,-6.38505,-0.999901,-0.00142162,0.0152495,0.00424084,0.00182433,0,0.000734726,0.141013,-0.000979397,0.00357755,0.707931,2.90087,2.79552,5.47636,5.46211,5.47927,5.46534,-2.11917,0.936455,-68.3076,-68.2683,0.560605,10.9446,0.540247,10.9385
0.56,-6.38178,-1.00133,0.00113066,0.00447463,0.0273813,-0.000579723,411,-6.38365,-0.999899,-0.00143472,0.0152554,0.00424341,0.00182581,0,0.000747226,0.141235,-0.000905509,0.00355006,0.705283,2.89087,2.77916,5.45585,5.44168,5.45882,5.44497,-2.10853,0.976569,-68.0528,-68.0127,0.558673,10.9038,0.537085,10.8975
0.57,-6.38037,-1.00134,0.00116639,0.00485502,0.0276839,-0.000565565,416,-6.38224,-0.999896,-0.00144723,0.0152614,0.00424597,0.00182729,0,0.000759507,0.141028,-0.00085299,0.00355808,0.707777,2.87961,2.7614,5.47509,5.46091,5.47814,5.46428,-2.10863,1.02699,-68.2939,-68.2528,0.556497,10.9424,0.533653,10.936
0.58,-6.37895,-1.00135,0.00120195,0.00522315,0.0279674,-0.000551543,421,-6.38084,-0.999894,-0.00145914,0.0152674,0.00424854,0.00182877,0,0.00077157,0.141243,-0.000782873,0.00352822,0.705196,2.86794,2.7447,5.45509,5.44101,5.45818,5.44441,-2.09816,1.06203,-68.0454,-68.0037,0.554242,10.9026,0.530425,10.8961
0.59,-6.37754,-1.00136,0.0012375,0.00557796,0.0282314,-0.000537603,426,-6.37943,-0.999891,-0.0014705,0.0152733,0.00425111,0.00183025,0,0.000783416,0.141036,-0.000734129,0.00353333,0.707698,2.85408,2.72554,5.4744,5.46031,5.47756,5.46378,-2.09944,1.10722,-68.2872,-68.2446,0.551564,10.9413,0.526722,10.9347
0.6,-6.37613,-1.00136,0.00127285,0.00592152,0.0284783,-0.000523818,431,-6.37803,-0.999889,-0.00148131,0.0152793,0.00425369,0.00183173,0,0.000795047,0.141245,-0.000667835,0.00350229,0.705189,2.84262,2.71047,5.45495,5.44096,5.45815,5.44446,-2.08817,1.13873,-68.0455,-68.0024,0.549348,10.9026,0.52381,10.8959
0.61,-6.37472,-1.00137,0.00130817,0.00625223,0.0287067,-0.000510136,436,-6.37662,-0.999886,-0.00149161,0.0152853,0.00425626,0.00183321,0,0.000806466,0.141043,-0.000622622,0.00350489,0.707627,2.82957,2.69462,5.47376,5.45977,5.47701,5.46333,-2.08807,1.1806,-68.2811,-68.2372,0.546827,10.9403,0.520747,10.9335
0.62,-6.37331,-1.00138,0.00134327,0.00657248,0.0289196,-0.00049663,441,-6.37522,-0.999884,-0.00150138,0.0152913,0.00425884,0.0018347,0,0.000817675,0.141246,-0.000559726,0.00347231,0.705198,2.81713,2.67915,5.45493,5.44104,5.4582,5.44463,-2.07717,1.20819,-68.0469,-68.0028,0.544423,10.9028,0.517758,10.896
0.63,-6.3719,-1.00138,0.00137832,0.00688054,0.0291157,-0.000483246,446,-6.37381,-0.999881,-0.00151068,0.0152972,0.00426142,0.00183618,0,0.000828675,0.141043,-0.000518032,0.00347309,0.707635,2.80514,2.66458,5.47372,5.45986,5.47705,5.46349,-2.07682,1.24725,-68.2823,-68.2375,0.542106,10.9405,0.514941,10.9336
0.64,-6.37049,-1.00139,0.00141313,0.00717774,0.029297,-0.000470056,451,-6.37241,-0.999878,-0.00151948,0.0153032,0.004264,0.00183767,0,0.000839469,0.141244,-0.000458389,0.00343922,0.705231,2.79719,2.65371,5.45507,5.44132,5.45842,5.44496,-2.06363,1.27376,-68.0504,-68.0054,0.540569,10.9034,0.51284,10.8964
0.65,-6.36907,-1.00139,0.00144787,0.00746252,0.0294624,-0.000457003,456,-6.371,-0.999876,-0.00152784,0.0153092,0.00426658,0.00183916,0,0.000850059,0.14105,-0.000420162,0.00343857,0.707568,2.78747,2.64095,5.4731,5.45937,5.47649,5.46305,-2.06256,1.31027,-68.2761,-68.2305,0.538691,10.9395,0.510375,10.9325
0.66,-6.36766,-1.0014,0.00148236,0.00773735,0.0296147,-0.000444159,461,-6.3696,-0.999873,-0.00153575,0.0153152,0.00426916,0.00184065,0,0.000860448,0.141247,-0.000363734,0.00340353,0.705214,2.77821,2.62973,5.45484,5.44122,5.45824,5.44492,-2.04984,1.33286,-68.049,-68.0032,0.536901,10.9032,0.508207,10.8961
0.67,-6.36625,-1.0014,0.00151676,0.00800119,0.0297528,-0.000431469,466,-6.3682,-0.99987,-0.00154325,0.0153212,0.00427174,0.00184214,0,0.000870639,0.141053,-0.000328588,0.0034011,0.707543,2.76657,2.61727,5.4728,5.45921,5.47624,5.46294,-2.04915,1.36529,-68.2738,-68.2276,0.534651,10.9392,0.505798,10.932
0.68,-6.3647,-1.00141,0.0015543,0.00825753,0.0298827,-0.000419907,472,-6.36651,-0.999867,-0.00155113,0.0153284,0.00427485,0.00184393,0,0.000880646,0.141062,-0.000533612,0.00336945,0.70747,2.76129,2.61395,5.47218,5.45867,5.47564,5.46241,-2.04085,1.39188,-68.2667,-68.2203,0.533631,10.938,0.505156,10.9308
0.69,-6.36343,-1.00141,0.00158493,0.00849888,0.0299916,-0.000406692,476,-6.36539,-0.999864,-0.001557,0.0153332,0.00427692,0.00184513,0,0.000890449,0.141071,-0.000242682,0.00336137,0.707339,2.7523,2.60034,5.47111,5.45767,5.47458,5.46143,-2.03243,1.41729,-68.254,-68.2074,0.531894,10.936,0.502527,10.9288
0.7,-6.36202,-1.00141,0.0016187,0.00873062,0.0300911,-0.000394616,481,-6.36399,-0.999862,-0.0015633,0.0153392,0.00427951,0.00184662,0,0.000900061,0.141266,-0.000193183,0.00332654,0.705001,2.74962,2.59619,5.45296,5.43965,5.45644,5.4434,-2.01655,1.43695,-68.0283,-67.9816,0.531375,10.8998,0.501724,10.8926
0.71,-6.36061,-1.00141,0.00165236,0.00895395,0.0301804,-0.000382705,486,-6.36258,-0.999859,-0.00156925,0.0153452,0.0042821,0.00184812,0,0.000909486,0.141079,-0.000164197,0.00332203,0.707255,2.73457,2.58137,5.47035,5.45707,5.47384,5.46084,-2.01799,1.4614,-68.2457,-68.1988,0.528466,10.9347,0.49886,10.9274
0.72,-6.35919,-1.00142,0.00168574,0.00917085,0.0302616,-0.000371027,491,-6.36118,-0.999856,-0.00157483,0.0153512,0.00428469,0.00184961,0,0.000918727,0.141258,-0.000117066,0.00328625,0.705108,2.72298,2.56972,5.45369,5.44054,5.45717,5.44429,-2.00673,1.47486,-68.0384,-67.9917,0.526227,10.9015,0.496609,10.8942
0.73,-6.35778,-1.00142,0.001719,0.00937883,0.0303328,-0.000359528,496,-6.35978,-0.999853,-0.00158009,0.0153572,0.00428729,0.00185111,0,0.000927787,0.141076,-9.0085e-05,0.00328067,0.7073,2.71215,2.55919,5.47058,5.45747,5.47408,5.46124,-2.00613,1.49933,-68.2497,-68.2028,0.524135,10.9353,0.494575,10.9281
0.74,-6.35637,-1.00142,0.00175198,0.00957896,0.0303952,-0.000348268,501,-6.35838,-0.99985,-0.00158501,0.0153632,0.00428988,0.00185261,0,0.000936668,0.141251,-4.54922e-05,0.00324473,0.705203,2.70557,2.55282,5.45431,5.44132,5.4578,5.44507,-1.99252,1.51326,-68.0472,-68.0004,0.522863,10.9029,0.493343,10.8956
