t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
22.49,-3.29027,-0.889377,0.0853861,0.013574,0.0595209,3.96688e-05,14257,-3.29209,-0.889634,6.6821e-05,0.0480967,0.0241462,0.0177475,0,0.00140064,0.140325,0.0176809,0.00738973,0.703496,-2.90006,-3.21443,5.44903,5.41961,5.46911,5.44096,-3.71555,4.19764,-68.102,-67.8342,-0.560449,10.9101,-0.621202,10.8686
22.5,-3.28887,-0.889257,0.0854602,0.0133717,0.0591694,4.74048e-05,14265,-3.29072,-0.889517,8.47117e-05,0.0481299,0.0241706,0.01777,0,0.00140006,0.141333,0.00622289,0.00733546,0.705304,-2.8898,-3.16775,5.4629,5.43351,5.48292,5.45479,-3.68036,4.19935,-68.2744,-68.0075,-0.558467,10.9377,-0.612181,10.8964
22.51,-3.28746,-0.889085,0.0855336,0.0131177,0.0587649,5.44447e-05,14273,-3.28935,-0.8894,0.000116751,0.0481631,0.0241951,0.0177926,0,0.00139949,0.140346,0.0182108,0.00725745,0.70259,-2.8789,-3.13477,5.44167,5.41251,5.46157,5.43364,-3.60459,4.19357,-68.009,-67.7438,-0.556359,10.8952,-0.605808,10.8542
22.52,-3.28606,-0.888936,0.0856067,0.012853,0.0583494,6.10632e-05,14281,-3.28798,-0.889282,0.000146057,0.0481964,0.0242195,0.0178151,0,0.00139893,0.140442,0.0177183,0.00721125,0.70202,-2.85913,-3.08767,5.43706,5.40803,5.45688,5.42907,-3.54021,4.19679,-67.9511,-67.687,-0.552539,10.886,-0.596706,10.8451
22.53,-3.28465,-0.888817,0.0856796,0.0126044,0.0579515,6.73677e-05,14289,-3.28661,-0.889165,0.000163405,0.0482297,0.024244,0.0178377,0,0.00139838,0.141432,0.00616071,0.00721946,0.704111,-2.85375,-3.06541,5.45317,5.42416,5.47287,5.44509,-3.52395,4.18582,-68.1508,-67.8881,-0.551499,10.918,-0.592404,10.8773
22.54,-3.28324,-0.888646,0.0857523,0.012323,0.0575368,6.52995e-05,14298,-3.28507,-0.889032,0.000194074,0.0482672,0.0242716,0.0178632,0,0.00139785,0.140429,0.0181338,0.00715719,0.701668,-2.86898,-3.04022,5.43413,5.40533,5.45364,5.42604,-3.47199,4.15823,-67.9117,-67.6517,-0.554443,10.8797,-0.587536,10.8395
22.55,-3.28183,-0.888498,0.0858242,0.0120364,0.0571118,7.07976e-05,14306,-3.2837,-0.888915,0.000221733,0.0483005,0.0242962,0.0178858,0,0.00139733,0.140508,0.0176584,0.00709663,0.701293,-2.85638,-3.02055,5.43109,5.4024,5.45049,5.423,-3.4275,4.15117,-67.873,-67.6144,-0.552008,10.8735,-0.583733,10.8335
22.56,-3.28042,-0.888381,0.0858959,0.0117695,0.0567131,7.58115e-05,14314,-3.28233,-0.888797,0.000237611,0.0483339,0.0243207,0.0179085,0,0.00139681,0.141511,0.0060682,0.00712437,0.703188,-2.84709,-3.00984,5.44571,5.41704,5.46499,5.43752,-3.4199,4.13498,-68.054,-67.797,-0.550212,10.9025,-0.581665,10.8627
22.57,-3.27902,-0.88821,0.0859673,0.0114676,0.0562843,8.06414e-05,14322,-3.28097,-0.888679,0.000267135,0.0483673,0.0243453,0.0179312,0,0.00139631,0.140488,0.0180365,0.00709381,0.701079,-2.86654,-3.021,5.42929,5.4008,5.44837,5.42107,-3.37979,4.10306,-67.8474,-67.5931,-0.553971,10.8694,-0.58382,10.8301
22.58,-3.27761,-0.888063,0.0860384,0.0111669,0.0558783,7.69224e-05,14331,-3.27943,-0.888547,0.000293824,0.0484049,0.024373,0.0179567,0,0.00139582,0.140565,0.0175218,0.00705076,0.700763,-2.85489,-2.97608,5.42672,5.39833,5.44569,5.41848,-3.33872,4.09107,-67.8144,-67.5616,-0.55172,10.8642,-0.57514,10.825
22.59,-3.27634,-0.887934,0.0861022,0.0108752,0.0554676,8.24889e-05,14338,-3.27823,-0.888443,0.000314698,0.0484342,0.0243946,0.0179766,0,0.00139535,0.140577,0.0174673,0.00702807,0.700692,-2.86638,-2.9904,5.42613,5.39783,5.44492,5.4178,-3.32379,4.05962,-67.8053,-67.5549,-0.55394,10.8627,-0.577907,10.824
22.6,-3.27479,-0.887777,0.08618,0.0105765,0.0550621,8.53139e-05,14347,-3.2767,-0.888311,0.000336719,0.0484718,0.0244223,0.0180022,0,0.00139488,0.140533,0.0178512,0.0070216,0.700759,-2.86266,-2.97848,5.42658,5.39835,5.44523,5.41818,-3.29911,4.03806,-67.8095,-67.5609,-0.553221,10.8634,-0.575603,10.8249
22.61,-3.27339,-0.887632,0.0862504,0.0102652,0.054647,8.90858e-05,14355,-3.27533,-0.888193,0.000361941,0.0485053,0.024447,0.018025,0,0.00139442,0.140601,0.0173355,0.00697702,0.700552,-2.84816,-2.95881,5.42487,5.39673,5.44342,5.41644,-3.26195,4.02532,-67.7873,-67.54,-0.550419,10.8599,-0.571802,10.8216
22.62,-3.27198,-0.887517,0.0863206,0.00998104,0.0542808,8.43101e-05,14364,-3.2738,-0.88806,0.000374954,0.048543,0.0244748,0.0180507,0,0.00139397,0.141621,0.00563399,0.00697461,0.702204,-2.83931,-2.92098,5.43764,5.4095,5.45606,5.42908,-3.25804,3.99923,-67.945,-67.6995,-0.548708,10.8851,-0.564492,10.8471
22.63,-3.27057,-0.887348,0.0863906,0.00966531,0.0538723,8.76229e-05,14372,-3.27243,-0.887942,0.000402085,0.0485765,0.0244995,0.0180736,0,0.00139353,0.140582,0.0176575,0.00695007,0.700401,-2.86139,-2.94134,5.42363,5.39564,5.44186,5.41502,-3.23032,3.96244,-67.7685,-67.5255,-0.552975,10.8569,-0.568426,10.8193
22.64,-3.26902,-0.887217,0.0864672,0.00936936,0.0534932,8.92866e-05,14381,-3.2709,-0.887809,0.000419013,0.0486143,0.0245274,0.0180993,0,0.0013931,0.141669,0.00547216,0.0069278,0.701755,-2.82943,-2.90416,5.43404,5.40605,5.4522,5.42536,-3.20833,3.9542,-67.8975,-67.6554,-0.546799,10.8776,-0.561241,10.8401
22.65,-3.26775,-0.88709,0.0865299,0.00907318,0.0531293,8.52215e-05,14389,-3.26953,-0.887691,0.000437229,0.0486479,0.0245522,0.0181222,0,0.00139268,0.141687,0.00540239,0.00691005,0.701589,-2.84048,-2.89243,5.43273,5.40482,5.45072,5.42395,-3.19763,3.91757,-67.8794,-67.6396,-0.548935,10.8747,-0.558974,10.8376
22.66,-3.26634,-0.886922,0.0865993,0.00876096,0.0527414,8.79715e-05,14397,-3.26817,-0.887572,0.000463116,0.0486815,0.024577,0.0181452,0,0.00139227,0.140644,0.0174609,0.00689336,0.699893,-2.86311,-2.91497,5.41956,5.39177,5.43737,5.41072,-3.17391,3.88055,-67.7133,-67.4759,-0.553308,10.8481,-0.563331,10.8113
22.67,-3.26493,-0.886778,0.0866685,0.008454,0.0523651,9.04589e-05,14405,-3.26681,-0.887454,0.000485311,0.0487152,0.0246019,0.0181681,0,0.00139187,0.140711,0.0169465,0.0068594,0.699695,-2.84577,-2.8991,5.41795,5.39022,5.43567,5.40908,-3.14398,3.86643,-67.6924,-67.4562,-0.549957,10.8448,-0.560262,10.8082
22.68,-3.26352,-0.886666,0.0867376,0.00817289,0.0520192,9.27999e-05,14413,-3.26544,-0.887336,0.000495202,0.0487488,0.0246267,0.0181911,0,0.00139147,0.141737,0.00516547,0.00685304,0.70118,-2.82883,-2.87899,5.42943,5.40169,5.44705,5.42044,-3.14013,3.84132,-67.8342,-67.5995,-0.546684,10.8675,-0.556378,10.8311
22.69,-3.26212,-0.886499,0.0868067,0.00786168,0.0516642,8.67355e-05,14422,-3.26391,-0.887202,0.000519879,0.0487867,0.0246547,0.018217,0,0.00139109,0.140676,0.0172529,0.00684634,0.699766,-2.84412,-2.86685,5.41845,5.39081,5.4359,5.40939,-3.11536,3.80759,-67.6956,-67.463,-0.549638,10.8453,-0.554032,10.8093
22.7,-3.26071,-0.886357,0.086875,0.00755707,0.0513031,8.83668e-05,14430,-3.26255,-0.887084,0.000540589,0.0488204,0.0246796,0.01824,0,0.00139071,0.140726,0.0167125,0.00678418,0.699793,-2.82726,-2.84803,5.41859,5.39099,5.43596,5.40949,-3.08833,3.79262,-67.6965,-67.465,-0.546381,10.8454,-0.550395,10.8096
22.71,-3.25929,-0.886246,0.0869431,0.0072804,0.0509762,8.95038e-05,14438,-3.26119,-0.886965,0.000548736,0.0488542,0.0247046,0.0182631,0,0.00139034,0.141782,0.0048682,0.00683099,0.700892,-2.80881,-2.82864,5.42709,5.39949,5.44435,5.41787,-3.08649,3.76446,-67.8011,-67.5711,-0.542815,10.8622,-0.546646,10.8266
22.72,-3.25789,-0.886081,0.0870115,0.00697565,0.0506421,8.27375e-05,14447,-3.25966,-0.886832,0.000571186,0.0488921,0.0247326,0.0182891,0,0.00138998,0.14071,0.0169779,0.00685889,0.699681,-2.82155,-2.81412,5.41768,5.39017,5.43479,5.4084,-3.06556,3.73093,-67.6823,-67.4542,-0.545277,10.8432,-0.54384,10.8078
22.73,-3.25648,-0.885941,0.0870799,0.00667933,0.050304,8.43347e-05,14455,-3.2583,-0.886713,0.000589285,0.0489259,0.0247576,0.0183122,0,0.00138963,0.140766,0.0165037,0.00682707,0.699556,-2.80084,-2.79835,5.41666,5.38918,5.43369,5.40733,-3.04247,3.71478,-67.6686,-67.4416,-0.541274,10.841,-0.540792,10.8058
22.74,-3.25507,-0.885832,0.0871482,0.00641171,0.0499995,8.5741e-05,14463,-3.25694,-0.886594,0.000595127,0.0489597,0.0247826,0.0183353,0,0.00138928,0.141802,0.00471226,0.00681568,0.700743,-2.7817,-2.77782,5.42585,5.39836,5.44277,5.41639,-3.04278,3.68571,-67.7819,-67.5563,-0.537575,10.8592,-0.536826,10.8242
22.75,-3.25366,-0.885668,0.0872163,0.00611603,0.0496716,8.69651e-05,14471,-3.25558,-0.886476,0.000615974,0.0489936,0.0248077,0.0183585,0,0.00138894,0.140725,0.0168731,0.00681912,0.699628,-2.79705,-2.79407,5.4172,5.38978,5.43399,5.40767,-3.0274,3.65194,-67.6725,-67.4488,-0.540542,10.8417,-0.539967,10.807
22.76,-3.25225,-0.885529,0.0872844,0.00583162,0.0493753,7.97467e-05,14480,-3.25405,-0.886342,0.000632524,0.0490317,0.0248359,0.0183846,0,0.00138861,0.140782,0.0163894,0.0067981,0.699509,-2.77449,-2.74752,5.41623,5.38884,5.43295,5.40666,-3.00387,3.63603,-67.6596,-67.4369,-0.536181,10.8396,-0.53097,10.8051
22.77,-3.25084,-0.885421,0.0873525,0.00557534,0.0490924,8.09177e-05,14488,-3.25269,-0.886223,0.000636688,0.0490655,0.024861,0.0184078,0,0.00138828,0.14182,0.00456131,0.00683463,0.70061,-2.75101,-2.72001,5.42475,5.39734,5.44137,5.41506,-3.00221,3.60854,-67.7646,-67.5431,-0.531644,10.8564,-0.525654,10.8221
22.78,-3.24943,-0.885258,0.0874217,0.00529009,0.0487839,8.286e-05,14496,-3.25133,-0.886104,0.000656125,0.0490995,0.0248861,0.0184311,0,0.00138796,0.14071,0.0168828,0.00697136,0.699812,-2.76332,-2.73936,5.41855,5.39119,5.43505,5.40879,-2.99032,3.57801,-67.6859,-67.466,-0.534024,10.8438,-0.529392,10.8097
22.79,-3.24802,-0.885119,0.0874908,0.00501481,0.0485058,7.6654e-05,14505,-3.24981,-0.88597,0.000672562,0.0491376,0.0249143,0.0184573,0,0.00138764,0.14074,0.016535,0.00693466,0.699848,-2.74945,-2.70935,5.4188,5.39145,5.43523,5.40898,-2.97387,3.5606,-67.6882,-67.4692,-0.531343,10.8442,-0.523593,10.8102
22.8,-3.24661,-0.88501,0.0875597,0.00476779,0.0482422,7.86504e-05,14513,-3.24845,-0.885851,0.000677666,0.0491716,0.0249395,0.0184806,0,0.00138733,0.141767,0.0047001,0.00690518,0.701007,-2.7376,-2.69985,5.4278,5.40041,5.44413,5.41785,-2.978,3.5317,-67.7991,-67.5813,-0.529054,10.862,-0.521758,10.8282
22.81,-3.2452,-0.884845,0.0876287,0.00449314,0.0479555,8.05034e-05,14521,-3.24709,-0.885732,0.000698708,0.0492056,0.0249647,0.0185039,0,0.00138703,0.140614,0.0172261,0.00696787,0.700579,-2.76479,-2.73383,5.42449,5.39713,5.44071,5.41446,-2.97228,3.50106,-67.7565,-67.5402,-0.534308,10.8552,-0.528325,10.8216
22.82,-3.24379,-0.884704,0.0876977,0.00422908,0.0476993,7.41302e-05,14530,-3.24557,-0.885598,0.000716808,0.0492438,0.0249931,0.0185302,0,0.00138674,0.140635,0.016823,0.00694165,0.700797,-2.76103,-2.71563,5.42615,5.39879,5.44232,5.41606,-2.95942,3.4853,-67.7765,-67.561,-0.53358,10.8584,-0.524806,10.8249
22.83,-3.24238,-0.884594,0.0877667,0.00399376,0.0474575,7.61047e-05,14538,-3.24421,-0.885479,0.00072334,0.0492779,0.0250183,0.0185536,0,0.00138645,0.141665,0.00483896,0.00691898,0.702004,-2.75507,-2.7111,5.43552,5.40812,5.4516,5.42531,-2.96302,3.45937,-67.8921,-67.6776,-0.53243,10.8769,-0.523931,10.8436
22.84,-3.24097,-0.884426,0.0878358,0.00373048,0.0471903,7.80072e-05,14546,-3.24286,-0.885359,0.000745806,0.0493119,0.0250436,0.018577,0,0.00138617,0.140473,0.0175537,0.00700112,0.701919,-2.79229,-2.75008,5.43487,5.40747,5.45085,5.42457,-2.9585,3.43076,-67.8827,-67.6695,-0.539621,10.8754,-0.531464,10.8423
22.85,-3.23957,-0.884284,0.0879051,0.00347703,0.0469504,7.18254e-05,14555,-3.24133,-0.885225,0.000765515,0.0493503,0.025072,0.0186034,0,0.00138589,0.140486,0.0171041,0.00699009,0.702272,-2.79088,-2.73202,5.43756,5.41016,5.45351,5.42722,-2.94273,3.42018,-67.9158,-67.7031,-0.53935,10.8807,-0.527974,10.8477
22.86,-3.23816,-0.884172,0.0879745,0.00325062,0.0467224,7.41712e-05,14563,-3.23998,-0.885106,0.000773505,0.0493844,0.0250973,0.0186269,0,0.00138563,0.141523,0.00497893,0.00697446,0.703481,-2.78855,-2.73389,5.44695,5.41949,5.46282,5.43649,-2.94589,3.39736,-68.0318,-67.8199,-0.538898,10.8993,-0.528337,10.8664
22.87,-3.23675,-0.884003,0.088044,0.00299442,0.0464687,7.6392e-05,14571,-3.23862,-0.884986,0.000797458,0.0494185,0.0251226,0.0186504,0,0.00138537,0.140293,0.0178916,0.00705026,0.7037,-2.82459,-2.78008,5.44864,5.42117,5.46445,5.4381,-2.94271,3.37546,-68.0519,-67.841,-0.545863,10.9025,-0.537262,10.8698
22.88,-3.23535,-0.883858,0.0881135,0.00274617,0.0462414,7.03565e-05,14580,-3.2371,-0.884852,0.000818994,0.0494569,0.0251512,0.0186768,0,0.00138512,0.140303,0.0174164,0.00701041,0.704124,-2.83028,-2.76998,5.45189,5.42441,5.46768,5.44131,-2.92761,3.36662,-68.0921,-67.8815,-0.546963,10.909,-0.535311,10.8763
22.89,-3.23408,-0.883729,0.0881757,0.00251056,0.0460061,7.39381e-05,14587,-3.23592,-0.884747,0.000836023,0.0494869,0.0251734,0.0186974,0,0.00138488,0.140246,0.0174441,0.00690379,0.704773,-2.85869,-2.79909,5.45694,5.42943,5.47265,5.44625,-2.92574,3.34168,-68.1539,-67.9443,-0.552454,10.9189,-0.540937,10.8864
22.9,-3.23254,-0.883574,0.0882501,0.0022765,0.0457717,7.28611e-05,14596,-3.23439,-0.884612,0.000853836,0.0495253,0.025202,0.0187239,0,0.00138465,0.140115,0.0180714,0.0068138,0.705647,-2.87638,-2.76428,5.46367,5.43613,5.47932,5.4529,-2.89974,3.32484,-68.237,-68.0281,-0.555872,10.9322,-0.53421,10.8998
22.91,-3.23113,-0.883428,0.0883153,0.00203372,0.0455399,6.29811e-05,14605,-3.23287,-0.884478,0.000876442,0.0495639,0.0252306,0.0187505,0,0.00138443,0.140146,0.0175718,0.00645151,0.705838,-2.88179,-2.72352,5.46512,5.43758,5.48074,5.45432,-2.87277,3.31694,-68.2547,-68.0462,-0.556919,10.9351,-0.526331,10.9027
22.92,-3.22973,-0.883279,0.0883762,0.00178536,0.0453002,5.74735e-05,14613,-3.23152,-0.884358,0.000900264,0.0495981,0.0252561,0.0187741,0,0.00138422,0.140186,0.0179396,0.00591479,0.704958,-2.89324,-2.74375,5.45833,5.43083,5.4739,5.44752,-2.86235,3.30254,-68.1695,-67.9617,-0.559131,10.9214,-0.530241,10.8892
22.93,-3.22833,-0.883131,0.0884369,0.00151428,0.0450663,5.02807e-05,14621,-3.23017,-0.884238,0.000924655,0.0496324,0.0252815,0.0187978,0,0.00138402,0.140165,0.0176169,0.00626399,0.705575,-2.83895,-2.73972,5.46299,5.43545,5.47865,5.45224,-2.84579,3.32681,-68.2286,-68.0197,-0.548639,10.9309,-0.529462,10.8984
22.94,-3.22692,-0.882985,0.0884994,0.00123336,0.0448465,3.69316e-05,14630,-3.22865,-0.884103,0.00094712,0.049671,0.0253103,0.0188244,0,0.00138383,0.140121,0.0175346,0.00639272,0.706196,-2.8106,-2.70519,5.46773,5.44015,5.48343,5.45697,-2.82764,3.33252,-68.288,-68.0785,-0.54316,10.9404,-0.52279,10.9079
22.95,-3.22552,-0.882838,0.0885621,0.000949104,0.044611,3.23531e-05,14638,-3.2273,-0.883983,0.000969203,0.0497053,0.0253358,0.0188482,0,0.00138364,0.140085,0.017517,0.00639041,0.70665,-2.81846,-2.71585,5.47124,5.44361,5.48692,5.46042,-2.81968,3.31873,-68.3312,-68.122,-0.54468,10.9473,-0.52485,10.9148
22.96,-3.22412,-0.882692,0.0886247,0.000667878,0.0443832,2.76355e-05,14646,-3.22595,-0.883863,0.000991001,0.0497397,0.0253614,0.0188719,0,0.00138347,0.140056,0.0174905,0.00638095,0.707035,-2.8338,-2.73295,5.47422,5.44655,5.48987,5.46333,-2.81518,3.30103,-68.3678,-68.159,-0.547643,10.9532,-0.528155,10.9208
22.97,-3.22272,-0.882546,0.0886872,0.00038888,0.0441611,2.28411e-05,14654,-3.2246,-0.883743,0.00101243,0.0497741,0.0253869,0.0188957,0,0.00138331,0.140031,0.0174591,0.00638064,0.707373,-2.84469,-2.74315,5.47683,5.44912,5.49245,5.46587,-2.80739,3.28553,-68.3998,-68.1914,-0.549749,10.9583,-0.530125,10.926
22.98,-3.22131,-0.882401,0.0887497,0.000111424,0.0439602,9.53521e-06,14663,-3.22308,-0.883608,0.00103346,0.0498128,0.0254158,0.0189224,0,0.00138316,0.140012,0.0174266,0.00636902,0.707651,-2.84797,-2.71921,5.47898,5.45122,5.49458,5.46796,-2.79552,3.2725,-68.4261,-68.2179,-0.550383,10.9625,-0.525499,10.9302
22.99,-3.21991,-0.882256,0.0888122,-0.000167224,0.0437442,4.60769e-06,14671,-3.22173,-0.883488,0.0010541,0.0498472,0.0254414,0.0189463,0,0.00138302,0.139995,0.0173972,0.00637343,0.707899,-2.85074,-2.72413,5.48088,5.45308,5.49647,5.46981,-2.78566,3.2598,-68.4494,-68.2414,-0.550918,10.9663,-0.52645,10.934
23,-3.21851,-0.882111,0.0888747,-0.000445945,0.0435334,-2.9013e-07,14679,-3.22038,-0.883368,0.00107436,0.0498817,0.0254671,0.0189701,0,0.00138288,0.13998,0.0173668,0.0063816,0.708113,-2.85269,-2.73385,5.48253,5.45468,5.49811,5.4714,-2.77833,3.24692,-68.4695,-68.2617,-0.551294,10.9695,-0.528329,10.9372
23.01,-3.21711,-0.881966,0.0889372,-0.000723507,0.0433448,-1.35893e-05,14688,-3.21887,-0.883233,0.00109423,0.0499205,0.025496,0.018997,0,0.00138276,0.139968,0.0173363,0.0063895,0.708299,-2.85222,-2.7124,5.48397,5.45607,5.49954,5.47278,-2.76849,3.23401,-68.487,-68.2793,-0.551203,10.9723,-0.524182,10.94
23.02,-3.21571,-0.881822,0.0889998,-0.00100162,0.0431416,-1.84095e-05,14696,-3.21752,-0.883112,0.00111372,0.049955,0.0255217,0.0190209,0,0.00138264,0.139958,0.0173064,0.00639695,0.708462,-2.85343,-2.71885,5.48523,5.45727,5.50079,5.47398,-2.76014,3.22053,-68.5022,-68.2947,-0.551438,10.9748,-0.525428,10.9425
23.03,-3.21431,-0.881678,0.0890625,-0.00127886,0.042944,-2.31866e-05,14704,-3.21617,-0.882992,0.00113281,0.0499895,0.0255474,0.0190448,0,0.00138253,0.13995,0.0172765,0.00640584,0.708603,-2.85455,-2.72858,5.48632,5.45831,5.50187,5.47501,-2.75365,3.20673,-68.5154,-68.308,-0.551654,10.9769,-0.52731,10.9446
23.04,-3.21291,-0.881534,0.0891253,-0.00155411,0.0427682,-3.63602e-05,14713,-3.21466,-0.882856,0.00115152,0.0500284,0.0255764,0.0190718,0,0.00138243,0.139943,0.0172467,0.0064153,0.708725,-2.85293,-2.70568,5.48726,5.4592,5.5028,5.47589,-2.74395,3.19321,-68.5267,-68.3194,-0.551341,10.9787,-0.522884,10.9465
23.05,-3.2115,-0.881391,0.0891881,-0.00182927,0.0425778,-4.1024e-05,14721,-3.21331,-0.882736,0.00116983,0.050063,0.0256022,0.0190958,0,0.00138234,0.139937,0.0172175,0.00642475,0.708835,-2.8528,-2.71218,5.48811,5.45999,5.50364,5.47668,-2.73648,3.17932,-68.5369,-68.3297,-0.551316,10.9803,-0.524141,10.9481
23.06,-3.2101,-0.881248,0.089251,-0.00210298,0.0423929,-4.56226e-05,14729,-3.21197,-0.882615,0.00118777,0.0500976,0.025628,0.0191198,0,0.00138225,0.139933,0.0171882,0.00643553,0.708932,-2.85247,-2.72084,5.48887,5.46069,5.5044,5.47738,-2.73031,3.1653,-68.5459,-68.3388,-0.551251,10.9818,-0.525814,10.9496
23.07,-3.2087,-0.881105,0.0893141,-0.00237412,0.0422295,-5.86086e-05,14738,-3.21045,-0.88248,0.00120531,0.0501366,0.0256571,0.0191468,0,0.00138218,0.139929,0.0171591,0.00644658,0.709015,-2.84972,-2.69703,5.48952,5.46127,5.50503,5.47796,-2.72106,3.15147,-68.5535,-68.3464,-0.55072,10.983,-0.521213,10.9508
23.08,-3.2073,-0.880962,0.0893772,-0.0026445,0.0420516,-6.30577e-05,14746,-3.20911,-0.882359,0.00122247,0.0501712,0.025683,0.0191709,0,0.00138211,0.139927,0.0171305,0.00645757,0.70909,-2.84875,-2.70413,5.49011,5.4618,5.50562,5.47849,-2.71474,3.13722,-68.5604,-68.3534,-0.550533,10.9841,-0.522585,10.9519
23.09,-3.2059,-0.88082,0.0894404,-0.00291285,0.041879,-6.74247e-05,14754,-3.20776,-0.882238,0.00123925,0.0502059,0.0257089,0.019195,0,0.00138205,0.139924,0.017102,0.00646978,0.709157,-2.84747,-2.7119,5.49064,5.46226,5.50614,5.47895,-2.70899,3.12301,-68.5666,-68.3596,-0.550286,10.9851,-0.524086,10.9529
23.1,-3.2045,-0.880678,0.0895038,-0.00317812,0.0417279,-8.01743e-05,14763,-3.20625,-0.882102,0.00125564,0.050245,0.025738,0.0192221,0,0.00138199,0.139923,0.0170737,0.0064821,0.709217,-2.84372,-2.68767,5.49111,5.46266,5.50661,5.47936,-2.7004,3.10911,-68.572,-68.3651,-0.549561,10.986,-0.519404,10.9538
23.11,-3.2031,-0.880536,0.0895672,-0.00344217,0.0415618,-8.43631e-05,14771,-3.20491,-0.881982,0.00127166,0.0502797,0.025764,0.0192463,0,0.00138194,0.139922,0.017046,0.00649412,0.709272,-2.84179,-2.69309,5.49154,5.46303,5.50704,5.47973,-2.69412,3.09485,-68.577,-68.3701,-0.549187,10.9868,-0.520451,10.9546
23.12,-3.2017,-0.880395,0.0896308,-0.00370262,0.041419,-9.69396e-05,14780,-3.2034,-0.881846,0.00128731,0.0503188,0.0257932,0.0192735,0,0.0013819,0.139921,0.0170184,0.00650723,0.709322,-2.83822,-2.67398,5.49194,5.46336,5.50743,5.48006,-2.68862,3.08049,-68.5815,-68.3746,-0.548497,10.9875,-0.516757,10.9553
23.13,-3.2003,-0.880254,0.0896945,-0.00396146,0.0412624,-0.000100939,14788,-3.20205,-0.881725,0.00130258,0.0503536,0.0258192,0.0192977,0,0.00138187,0.13992,0.0169913,0.00652048,0.709369,-2.83601,-2.68251,5.49231,5.46367,5.50781,5.48037,-2.68436,3.06623,-68.5858,-68.3789,-0.54807,10.9882,-0.518407,10.956
23.14,-3.1989,-0.880113,0.0897583,-0.00421744,0.0411115,-0.000104835,14796,-3.20071,-0.881604,0.00131748,0.0503884,0.0258452,0.0193219,0,0.00138184,0.13992,0.0169644,0.00653466,0.709412,-2.83389,-2.69229,5.49266,5.46395,5.50816,5.48065,-2.68089,3.05198,-68.5897,-68.3828,-0.54766,10.9888,-0.520296,10.9566
23.15,-3.19749,-0.879972,0.0898222,-0.00446952,0.0409823,-0.000117111,14805,-3.1992,-0.881467,0.00133202,0.0504276,0.0258745,0.0193492,0,0.00138182,0.13992,0.0169379,0.00654878,0.709449,-2.8294,-2.66882,5.49297,5.46417,5.50846,5.48089,-2.67396,3.03817,-68.5931,-68.3861,-0.546794,10.9894,-0.51576,10.9571
23.16,-3.19609,-0.879832,0.0898863,-0.00471962,0.0408379,-0.000120791,14813,-3.19786,-0.881346,0.0013462,0.0504625,0.0259006,0.0193735,0,0.0013818,0.139921,0.016912,0.00656238,0.709484,-2.82674,-2.67433,5.49325,5.46439,5.50875,5.48111,-2.66895,3.02415,-68.5963,-68.3893,-0.546279,10.9899,-0.516826,10.9576
23.17,-3.19469,-0.879692,0.0899505,-0.0049665,0.0406984,-0.00012436,14821,-3.19652,-0.881225,0.00136001,0.0504974,0.0259267,0.0193979,0,0.0013818,0.139921,0.0168863,0.00657691,0.709518,-2.82412,-2.68221,5.49353,5.46459,5.50903,5.48132,-2.6653,3.01014,-68.5993,-68.3923,-0.545773,10.9904,-0.518349,10.9581
23.18,-3.19329,-0.879552,0.0900149,-0.00520915,0.0405803,-0.000136315,14830,-3.19501,-0.881089,0.00137348,0.0505366,0.0259561,0.0194252,0,0.00138179,0.139922,0.0168611,0.00659138,0.709548,-2.81922,-2.65816,5.49378,5.46477,5.50928,5.4815,-2.65884,2.99654,-68.602,-68.3949,-0.544827,10.9908,-0.513702,10.9585
23.19,-3.19189,-0.879412,0.0900794,-0.00544952,0.0404469,-0.000139658,14838,-3.19367,-0.880968,0.00138659,0.0505716,0.0259822,0.0194496,0,0.00138179,0.139922,0.0168365,0.00660533,0.709577,-2.81624,-2.66377,5.49402,5.46493,5.50952,5.48168,-2.65459,2.98272,-68.6046,-68.3975,-0.54425,10.9912,-0.514785,10.959
23.2,-3.19049,-0.879273,0.090144,-0.00568632,0.0403183,-0.000142888,14846,-3.19233,-0.880846,0.00139936,0.0506065,0.0260084,0.019474,0,0.0013818,0.139923,0.0168122,0.00662013,0.709605,-2.8135,-2.67161,5.49426,5.4651,5.50976,5.48185,-2.65162,2.96888,-68.6071,-68.4,-0.543721,10.9916,-0.516299,10.9594
23.21,-3.18909,-0.879134,0.0902088,-0.00591861,0.0402111,-0.000154509,14855,-3.19083,-0.88071,0.00141179,0.0506459,0.0260379,0.0195015,0,0.00138181,0.139924,0.0167883,0.00663484,0.70963,-2.80833,-2.64775,5.49447,5.46523,5.50998,5.482,-2.64595,2.95559,-68.6094,-68.4022,-0.542721,10.992,-0.511689,10.9597
