t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
2.27,-6.12779,-0.998393,0.00620579,0.00548408,0.013661,0.00045655,1328,-6.12965,-0.998951,0.000540919,0.0163952,0.00474324,0.0021189,0,0.000926433,0.148066,-0.00301984,0.000512223,0.623906,-2.84032,-2.60689,5.50105,5.49593,5.50202,5.49694,-0.787235,1.26852,-69.0457,-69.0328,-0.549063,10.999,-0.503938,10.997
2.28,-6.12631,-0.998342,0.00621312,0.0053028,0.0134686,0.000441056,1333,-6.12828,-0.998943,0.000568011,0.0164016,0.00474613,0.00212062,0,0.000924861,0.148017,0.00627507,0.000740364,0.622953,-2.85243,-2.61642,5.49263,5.48755,5.4936,5.48856,-0.780595,1.27491,-68.9402,-68.9273,-0.551404,10.9822,-0.505781,10.9802
2.29,-6.12483,-0.998309,0.00622002,0.00511557,0.0132963,0.000421034,1339,-6.12665,-0.998934,0.000593354,0.0164094,0.00474961,0.0021227,0,0.000923413,0.148024,0.00553984,0.000761977,0.623001,-2.86198,-2.60932,5.49304,5.48798,5.49401,5.48899,-0.776853,1.2797,-68.9454,-68.9326,-0.553251,10.983,-0.504407,10.981
2.3,-6.12335,-0.998299,0.00622614,0.0049351,0.0131389,0.000405193,1344,-6.12528,-0.998926,0.000609712,0.0164159,0.0047525,0.00212442,0,0.00092205,0.148072,-0.0031251,0.000506543,0.623804,-2.84174,-2.58887,5.50012,5.49506,5.5011,5.49608,-0.774315,1.28701,-69.0345,-69.0216,-0.549337,10.9972,-0.500455,10.9952
2.31,-6.12187,-0.998249,0.00623328,0.00472521,0.0129768,0.000385101,1350,-6.12365,-0.998916,0.000635751,0.0164237,0.00475598,0.0021265,0,0.00092081,0.148023,0.00618093,0.000745761,0.62291,-2.84884,-2.58612,5.49224,5.48718,5.49321,5.4882,-0.769454,1.29102,-68.9355,-68.9226,-0.55071,10.9814,-0.499923,10.9794
2.32,-6.12039,-0.998218,0.0062401,0.00451064,0.0128156,0.000369541,1355,-6.12229,-0.998908,0.00065998,0.0164301,0.00475888,0.00212823,0,0.000919686,0.148029,0.00544346,0.000775806,0.622959,-2.85614,-2.59475,5.49268,5.48761,5.49366,5.48864,-0.76794,1.29288,-68.9411,-68.9281,-0.552121,10.9823,-0.501591,10.9803
2.33,-6.11905,-0.998191,0.00624616,0.00429744,0.0126714,0.00035327,1360,-6.12092,-0.9989,0.000679268,0.0164366,0.00476178,0.00212997,0,0.000918654,0.148028,0.00541139,0.000785858,0.622973,-2.84517,-2.58539,5.49281,5.48772,5.4938,5.48875,-0.765072,1.29613,-68.9427,-68.9296,-0.55,10.9826,-0.499783,10.9805
2.34,-6.11743,-0.99816,0.00625354,0.00407333,0.0125357,0.00033389,1366,-6.11929,-0.998891,0.00069996,0.0164444,0.00476526,0.00213205,0,0.000917719,0.148024,0.00607039,0.000779714,0.622935,-2.83486,-2.56888,5.49249,5.48736,5.49349,5.48841,-0.760602,1.30026,-68.9386,-68.9254,-0.548008,10.9819,-0.496591,10.9799
2.35,-6.11594,-0.99813,0.00626058,0.00383771,0.0123922,0.000318609,1371,-6.11793,-0.998883,0.000722917,0.0164509,0.00476817,0.00213378,0,0.000916891,0.148028,0.00533235,0.000815387,0.622996,-2.83882,-2.57626,5.49304,5.48787,5.49405,5.48893,-0.759144,1.29974,-68.9454,-68.932,-0.548773,10.983,-0.498018,10.9809
2.36,-6.11446,-0.998122,0.00626707,0.00361516,0.0122824,0.000298744,1377,-6.11629,-0.998873,0.000736743,0.0164587,0.00477166,0.00213587,0,0.000916127,0.148081,-0.00338779,0.000584427,0.623635,-2.81402,-2.54352,5.4987,5.49348,5.49972,5.49455,-0.758568,1.30012,-69.0163,-69.0027,-0.543979,10.9943,-0.491688,10.9922
2.37,-6.11298,-0.998075,0.00627473,0.00336673,0.0121477,0.000283758,1382,-6.11493,-0.998865,0.000760204,0.0164652,0.00477457,0.00213761,0,0.000915469,0.148028,0.00594827,0.000834791,0.622919,-2.8175,-2.55502,5.49241,5.48714,5.49345,5.48822,-0.756114,1.29895,-68.9371,-68.9235,-0.544652,10.9817,-0.493911,10.9795
2.38,-6.1115,-0.998046,0.00628225,0.00311955,0.0120325,0.000264502,1388,-6.1133,-0.998855,0.000781776,0.016473,0.00477806,0.0021397,0,0.000914908,0.148034,0.00521079,0.000875896,0.622957,-2.82162,-2.55184,5.49277,5.48743,5.49382,5.48853,-0.756993,1.29439,-68.9414,-68.9276,-0.545448,10.9823,-0.493297,10.9802
2.39,-6.11002,-0.998039,0.0062893,0.00288647,0.0119317,0.000249706,1393,-6.11193,-0.998847,0.000794164,0.0164795,0.00478098,0.00214144,0,0.000914402,0.148089,-0.00353593,0.000656682,0.623506,-2.79664,-2.53444,5.49765,5.49223,5.49871,5.49334,-0.757891,1.29216,-69.0024,-68.9884,-0.540619,10.9921,-0.489934,10.9899
2.4,-6.10854,-0.997993,0.00629757,0.00263004,0.0118153,0.000235365,1398,-6.11057,-0.998838,0.000816187,0.016486,0.00478389,0.00214319,0,0.000913993,0.148035,0.00581828,0.000908669,0.622882,-2.79923,-2.54694,5.49218,5.4867,5.49326,5.48782,-0.756672,1.28887,-68.9335,-68.9193,-0.541119,10.9811,-0.492349,10.9789
2.41,-6.10706,-0.997966,0.00630576,0.00237666,0.0117175,0.000216808,1404,-6.10894,-0.998828,0.000836302,0.0164938,0.00478739,0.00214528,0,0.000913671,0.14804,0.00508283,0.000952847,0.622923,-2.80222,-2.54296,5.49258,5.48701,5.49367,5.48815,-0.757503,1.2824,-68.9381,-68.9237,-0.541697,10.9818,-0.49158,10.9796
2.42,-6.10558,-0.997961,0.00631356,0.00213916,0.0116332,0.000202772,1409,-6.10758,-0.99882,0.000847193,0.0165004,0.00479031,0.00214703,0,0.000913396,0.148097,-0.00368974,0.000744626,0.62338,-2.77636,-2.52511,5.49664,5.49098,5.49776,5.49215,-0.758402,1.27808,-68.9889,-68.9742,-0.536699,10.9899,-0.48813,10.9876
2.43,-6.1041,-0.997916,0.0063226,0.00188042,0.011542,0.000184742,1415,-6.10595,-0.99881,0.000867729,0.0165082,0.00479382,0.00214913,0,0.000913208,0.14804,0.005684,0.00099569,0.622859,-2.77686,-2.52291,5.49209,5.48634,5.49322,5.48752,-0.757054,1.27338,-68.9314,-68.9165,-0.536796,10.9807,-0.487705,10.9784
2.44,-6.10262,-0.99789,0.00633162,0.00162526,0.0114501,0.000171514,1420,-6.10459,-0.998802,0.000886349,0.0165147,0.00479674,0.00215088,0,0.000913098,0.148045,0.00495163,0.00104149,0.622904,-2.78044,-2.53456,5.49253,5.48668,5.49367,5.48788,-0.759545,1.26495,-68.9365,-68.9214,-0.537487,10.9816,-0.489956,10.9792
2.45,-6.10114,-0.997886,0.0063403,0.00138869,0.0113906,0.000153873,1426,-6.10296,-0.998792,0.000895713,0.0165225,0.00480026,0.00215298,0,0.000913027,0.148104,-0.00384619,0.000844245,0.623268,-2.75333,-2.50338,5.49578,5.48983,5.49694,5.49105,-0.760734,1.25878,-68.9769,-68.9616,-0.532247,10.988,-0.48393,10.9856
2.46,-6.09966,-0.997843,0.00635026,0.00113117,0.0113033,0.000141251,1431,-6.1016,-0.998783,0.000914742,0.0165291,0.00480318,0.00215474,0,0.000913034,0.148045,0.00554824,0.00109189,0.622849,-2.75409,-2.50985,5.49212,5.48608,5.49331,5.48732,-0.757067,1.25292,-68.9307,-68.9151,-0.532394,10.9806,-0.48518,10.9782
2.47,-6.09818,-0.997818,0.00636021,0.000879713,0.0112323,0.000124473,1437,-6.09997,-0.998773,0.000931856,0.0165369,0.0048067,0.00215685,0,0.00091311,0.148049,0.00481969,0.00113772,0.622894,-2.75663,-2.50323,5.49257,5.48642,5.49377,5.48768,-0.757177,1.24291,-68.9358,-68.92,-0.532885,10.9814,-0.483899,10.979
2.48,-6.0967,-0.997816,0.00636989,0.000647145,0.0111733,0.0001123,1442,-6.09861,-0.998764,0.000939692,0.0165434,0.00480963,0.0021586,0,0.000913217,0.14811,-0.00400216,0.000950115,0.623163,-2.73046,-2.48368,5.49499,5.48873,5.49621,5.49001,-0.757647,1.23492,-68.9658,-68.9497,-0.527826,10.9862,-0.48012,10.9837
2.49,-6.09521,-0.997774,0.00638083,0.000395331,0.0110958,0.000100667,1447,-6.09725,-0.998756,0.000957221,0.01655,0.00481257,0.00216036,0,0.000913394,0.148049,0.00541334,0.00119337,0.622849,-2.73078,-2.49061,5.49226,5.4859,5.4935,5.4872,-0.754878,1.22793,-68.9311,-68.9148,-0.527888,10.9807,-0.481459,10.9782
2.5,-6.09373,-0.99775,0.0063918,0.000150689,0.0110346,8.48933e-05,1453,-6.09562,-0.998746,0.000972841,0.0165578,0.00481609,0.00216247,0,0.000913632,0.148053,0.00468927,0.00123876,0.622894,-2.73352,-2.48512,5.4927,5.48623,5.49395,5.48755,-0.756099,1.21643,-68.9362,-68.9197,-0.528418,10.9815,-0.4804,10.9789
2.51,-6.09225,-0.99775,0.00640254,-7.39355e-05,0.0109853,7.3753e-05,1458,-6.09426,-0.998737,0.000979169,0.0165644,0.00481903,0.00216424,0,0.000913893,0.148115,-0.0041555,0.00106145,0.623072,-2.70744,-2.46603,5.49431,5.48774,5.49559,5.48908,-0.757103,1.20706,-68.956,-68.9393,-0.523376,10.9847,-0.476709,10.9821
2.52,-6.09077,-0.997709,0.00641452,-0.000316407,0.0109269,5.86607e-05,1464,-6.09263,-0.998727,0.000995223,0.0165722,0.00482256,0.00216635,0,0.000914216,0.148052,0.00528128,0.00129875,0.62286,-2.70645,-2.45928,5.49249,5.48581,5.49378,5.48717,-0.754711,1.19944,-68.9327,-68.9157,-0.523184,10.981,-0.475405,10.9783
2.53,-6.08929,-0.997687,0.00642655,-0.000551865,0.0108657,4.84359e-05,1469,-6.09127,-0.998718,0.00100938,0.0165788,0.0048255,0.00216812,0,0.000914592,0.148054,0.0045622,0.00134294,0.622911,-2.71049,-2.46941,5.49299,5.4862,5.4943,5.48758,-0.757477,1.18683,-68.9385,-68.9213,-0.523965,10.9819,-0.477362,10.9792
2.54,-6.08781,-0.997688,0.00643839,-0.000765318,0.0108356,3.38644e-05,1475,-6.08964,-0.998707,0.00101424,0.0165866,0.00482903,0.00217024,0,0.000914984,0.148119,-0.00430431,0.0011763,0.623,-2.68379,-2.43741,5.49382,5.48692,5.49514,5.48831,-0.758977,1.17644,-68.9485,-68.931,-0.518804,10.9835,-0.471176,10.9807
2.55,-6.08633,-0.997648,0.00645145,-0.000997003,0.0107773,2.43449e-05,1480,-6.08828,-0.998699,0.00102887,0.0165932,0.00483198,0.00217201,0,0.000915431,0.148053,0.00515371,0.00140645,0.622887,-2.68363,-2.44614,5.49287,5.48586,5.49421,5.48728,-0.758055,1.16841,-68.9361,-68.9184,-0.518774,10.9815,-0.472863,10.9787
2.56,-6.08485,-0.997627,0.00646458,-0.00121987,0.0107354,1.06943e-05,1486,-6.08666,-0.998688,0.00104161,0.0166011,0.00483552,0.00217413,0,0.000915924,0.148055,0.00443994,0.00144908,0.62294,-2.68726,-2.4434,5.49338,5.48626,5.49473,5.48769,-0.761349,1.15511,-68.942,-68.9241,-0.519474,10.9824,-0.472334,10.9796
2.57,-6.08337,-0.99763,0.00647756,-0.00142111,0.0107054,1.72096e-06,1491,-6.0853,-0.998679,0.00104506,0.0166076,0.00483847,0.0021759,0,0.000916426,0.148121,-0.00444706,0.00129325,0.622942,-2.66196,-2.42674,5.49345,5.48622,5.49482,5.48768,-0.763928,1.144,-68.9425,-68.9243,-0.514585,10.9825,-0.469114,10.9797
2.58,-6.08189,-0.997591,0.00649171,-0.00163925,0.010666,-1.12128e-05,1497,-6.08367,-0.998669,0.0010583,0.0166155,0.00484202,0.00217803,0,0.000916976,0.148054,0.0050318,0.00151536,0.622922,-2.65978,-2.42143,5.49331,5.48598,5.4947,5.48745,-0.762823,1.13662,-68.9403,-68.9219,-0.514164,10.9822,-0.468088,10.9793
2.59,-6.08041,-0.997572,0.00650595,-0.00184916,0.0106236,-1.92656e-05,1502,-6.08232,-0.99866,0.0010697,0.0166221,0.00484497,0.00217981,0,0.000917566,0.148055,0.00432365,0.00155568,0.622975,-2.66512,-2.43414,5.49384,5.48639,5.49524,5.48788,-0.767288,1.12272,-68.9464,-68.9278,-0.515194,10.9831,-0.470544,10.9802
2.6,-6.07893,-0.997575,0.00652008,-0.0020363,0.0106026,-2.71326e-05,1507,-6.08096,-0.998651,0.00107179,0.0166286,0.00484793,0.00218159,0,0.000918159,0.148123,-0.0045828,0.00141109,0.622896,-2.64044,-2.41841,5.49319,5.48564,5.4946,5.48714,-0.770315,1.11115,-68.9377,-68.919,-0.510424,10.9817,-0.467504,10.9788
2.61,-6.07744,-0.997538,0.00653534,-0.00223976,0.0105719,-3.89723e-05,1513,-6.07933,-0.99864,0.00108373,0.0166365,0.00485148,0.00218372,0,0.000918793,0.148054,0.00491655,0.00162386,0.622964,-2.63919,-2.41343,5.49383,5.48617,5.49526,5.4877,-0.769489,1.10347,-68.9454,-68.9264,-0.510183,10.983,-0.46654,10.98
2.62,-6.07596,-0.997519,0.0065507,-0.00243458,0.0105379,-4.59309e-05,1518,-6.07798,-0.998631,0.00109384,0.0166431,0.00485444,0.0021855,0,0.000919461,0.148054,0.00421416,0.00166146,0.623019,-2.6451,-2.42657,5.49436,5.4866,5.4958,5.48814,-0.774144,1.08948,-68.9516,-68.9324,-0.511325,10.9839,-0.469081,10.981
2.63,-6.07448,-0.997524,0.00656597,-0.00260578,0.0105343,-5.72096e-05,1524,-6.07635,-0.998621,0.00109465,0.016651,0.004858,0.00218764,0,0.000920128,0.148123,-0.00471052,0.00152792,0.622862,-2.61985,-2.39711,5.49303,5.48516,5.49448,5.48672,-0.776888,1.07791,-68.9344,-68.9151,-0.506443,10.9812,-0.463386,10.9782
2.64,-6.073,-0.997488,0.00658233,-0.00279411,0.0105018,-6.34538e-05,1529,-6.075,-0.998612,0.00110536,0.0166576,0.00486096,0.00218942,0,0.000920829,0.148052,0.00480882,0.00173044,0.623014,-2.61996,-2.40736,5.49441,5.48644,5.49588,5.48802,-0.777043,1.07045,-68.9513,-68.9317,-0.506465,10.9839,-0.465366,10.9809
2.65,-6.07152,-0.99747,0.00659879,-0.00297248,0.010485,-7.385e-05,1535,-6.07337,-0.998601,0.00111426,0.0166655,0.00486452,0.00219156,0,0.000921559,0.148053,0.00411225,0.00176504,0.623066,-2.62566,-2.4074,5.49492,5.48685,5.4964,5.48843,-0.781815,1.05652,-68.9572,-68.9375,-0.507568,10.9848,-0.465374,10.9818
2.66,-6.07004,-0.997476,0.00661519,-0.00312817,0.0104794,-7.95339e-05,1540,-6.07201,-0.998592,0.00111388,0.0166721,0.00486749,0.00219335,0,0.000922282,0.148123,-0.00482958,0.00164268,0.622838,-2.60173,-2.39314,5.49295,5.48479,5.49444,5.48638,-0.78529,1.04511,-68.932,-68.9122,-0.502941,10.9808,-0.462618,10.9777
2.67,-6.06856,-0.997441,0.00663263,-0.00330004,0.0104636,-8.92308e-05,1546,-6.07039,-0.998581,0.00112343,0.01668,0.00487106,0.0021955,0,0.000923035,0.148051,0.00470899,0.0018346,0.623066,-2.60029,-2.38959,5.495,5.48673,5.49651,5.48835,-0.785145,1.03873,-68.9573,-68.9373,-0.502662,10.9849,-0.461932,10.9817
2.68,-6.06708,-0.997424,0.00665017,-0.00346296,0.0104443,-9.40588e-05,1551,-6.06904,-0.998572,0.00113121,0.0166866,0.00487404,0.00219729,0,0.000923812,0.148051,0.00401827,0.00186575,0.62312,-2.60771,-2.40499,5.49552,5.48716,5.49704,5.48879,-0.790772,1.02492,-68.9634,-68.9433,-0.504097,10.9858,-0.464909,10.9827
2.69,-6.0656,-0.997431,0.00666768,-0.00360192,0.0104551,-0.000103206,1557,-6.06741,-0.998561,0.00112971,0.0166945,0.00487761,0.00219944,0,0.000924578,0.148123,-0.00493985,0.00175486,0.622827,-2.58362,-2.37746,5.49299,5.48454,5.49451,5.48618,-0.794122,1.01365,-68.9312,-68.9109,-0.499439,10.9807,-0.459587,10.9775
2.7,-6.06412,-0.997397,0.00668617,-0.00375818,0.0104362,-0.00010735,1562,-6.06606,-0.998551,0.00113819,0.0167011,0.00488059,0.00220123,0,0.000925369,0.148049,0.00461733,0.0019354,0.623121,-2.58322,-2.38854,5.49562,5.48707,5.49716,5.48873,-0.794403,1.008,-68.9638,-68.9433,-0.499363,10.9859,-0.46173,10.9827
2.71,-6.06264,-0.997381,0.00670476,-0.00390435,0.0104327,-0.000115677,1568,-6.06443,-0.99854,0.00114493,0.0167091,0.00488416,0.00220338,0,0.000926179,0.148048,0.00393235,0.00196303,0.623172,-2.59055,-2.39053,5.49611,5.48747,5.49766,5.48914,-0.799848,0.994481,-68.9695,-68.9489,-0.500779,10.9868,-0.462114,10.9836
2.72,-6.06116,-0.997389,0.00672335,-0.00402769,0.0104398,-0.000119283,1573,-6.06308,-0.998531,0.00114239,0.0167157,0.00488714,0.00220518,0,0.000926974,0.148122,-0.00504103,0.00186339,0.622819,-2.56782,-2.37787,5.49304,5.48432,5.4946,5.486,-0.803612,0.983624,-68.9306,-68.9099,-0.496385,10.9806,-0.459667,10.9774
2.73,-6.05967,-0.997355,0.00674285,-0.00416741,0.0104362,-0.000126951,1579,-6.06146,-0.99852,0.00114989,0.0167236,0.00489073,0.00220734,0,0.00092779,0.148046,0.00453391,0.00203234,0.623176,-2.56643,-2.37509,5.49622,5.48742,5.49779,5.48911,-0.803459,0.97896,-68.9702,-68.9493,-0.496116,10.9869,-0.459129,10.9836
2.74,-6.05819,-0.997341,0.00676245,-0.00429821,0.0104285,-0.000129774,1584,-6.0601,-0.99851,0.00115567,0.0167302,0.00489371,0.00220914,0,0.000928622,0.148045,0.00385463,0.00205608,0.62323,-2.57545,-2.39226,5.49674,5.48785,5.49832,5.48955,-0.809545,0.965809,-68.9763,-68.9553,-0.497861,10.9879,-0.462449,10.9846
2.75,-6.05671,-0.997349,0.00678208,-0.00440575,0.0104408,-0.000132396,1589,-6.05875,-0.998501,0.00115218,0.0167368,0.0048967,0.00221094,0,0.000929435,0.14812,-0.00513335,0.00196796,0.622822,-2.55308,-2.37871,5.49319,5.48423,5.49478,5.48593,-0.812384,0.955544,-68.9313,-68.9102,-0.493536,10.9807,-0.459828,10.9774
2.76,-6.05523,-0.997316,0.00680256,-0.0045298,0.0104406,-0.000139109,1595,-6.05713,-0.99849,0.00115877,0.0167448,0.00490029,0.0022131,0,0.000930266,0.148043,0.00445861,0.00212425,0.623238,-2.55189,-2.37179,5.49689,5.48783,5.49848,5.48956,-0.809577,0.951739,-68.9773,-68.9561,-0.493307,10.988,-0.458492,10.9847
2.77,-6.05375,-0.997303,0.00682313,-0.00464506,0.0104345,-0.000140995,1600,-6.05578,-0.99848,0.00116368,0.0167514,0.00490329,0.00221491,0,0.000931109,0.148042,0.00378474,0.00214331,0.623289,-2.56163,-2.3849,5.49738,5.48825,5.49898,5.48998,-0.81309,0.938954,-68.9831,-68.9618,-0.49519,10.989,-0.461025,10.9856
2.78,-6.05227,-0.997312,0.00684374,-0.00473772,0.0104563,-0.000147224,1606,-6.05416,-0.998469,0.00115933,0.0167594,0.00490688,0.00221708,0,0.00093193,0.148118,-0.00521695,0.00206475,0.622831,-2.53422,-2.3532,5.49337,5.48418,5.49498,5.48592,-0.81296,0.931672,-68.9325,-68.9111,-0.489891,10.9809,-0.454898,10.9776
2.79,-6.05079,-0.99728,0.00686512,-0.00484978,0.0104465,-0.000148528,1611,-6.0528,-0.99846,0.0011651,0.016766,0.00490988,0.00221889,0,0.000932765,0.148041,0.00439123,0.00220827,0.623284,-2.52918,-2.36066,5.4974,5.48812,5.49902,5.48988,-0.810412,0.931071,-68.9827,-68.9611,-0.488916,10.9889,-0.456339,10.9855
2.8,-6.04931,-0.997266,0.00688657,-0.00495369,0.0104499,-0.000154092,1617,-6.05118,-0.998448,0.0011692,0.016774,0.00491348,0.00222106,0,0.00093361,0.148039,0.00372221,0.00222326,0.623335,-2.53357,-2.35999,5.49788,5.48853,5.4995,5.4903,-0.813612,0.921027,-68.9884,-68.9667,-0.489764,10.9898,-0.456211,10.9864
2.81,-6.04783,-0.997276,0.00690807,-0.00503648,0.0104621,-0.000154952,1622,-6.04983,-0.998439,0.00116407,0.0167806,0.00491648,0.00222287,0,0.00093443,0.148117,-0.00529244,0.00215371,0.622836,-2.50713,-2.34241,5.49351,5.48411,5.49514,5.48588,-0.813701,0.913622,-68.9333,-68.9115,-0.484655,10.981,-0.452811,10.9776
2.82,-6.04635,-0.997245,0.00693028,-0.00513724,0.0104617,-0.000159986,1628,-6.04821,-0.998427,0.00116908,0.0167886,0.00492008,0.00222504,0,0.000935262,0.148037,0.00433079,0.00228512,0.623343,-2.50212,-2.33569,5.49801,5.48854,5.49965,5.49032,-0.81088,0.912616,-68.9895,-68.9675,-0.483685,10.99,-0.451512,10.9865
2.83,-6.04487,-0.997232,0.00695254,-0.00523064,0.0104556,-0.000160241,1633,-6.04686,-0.998417,0.00117246,0.0167952,0.00492309,0.00222686,0,0.0009361,0.148036,0.00366665,0.00229552,0.62339,-2.50869,-2.34986,5.49845,5.48892,5.5001,5.49071,-0.814804,0.90196,-68.9948,-68.9727,-0.484954,10.9908,-0.454252,10.9874
2.84,-6.04354,-0.997222,0.00697276,-0.00531503,0.0104591,-0.000162559,1638,-6.04551,-0.998408,0.00117304,0.0168019,0.0049261,0.00222868,0,0.000936934,0.148036,0.00365147,0.00231542,0.623392,-2.50155,-2.34402,5.4985,5.4889,5.50015,5.4907,-0.815121,0.894904,-68.995,-68.9729,-0.483575,10.9908,-0.453122,10.9874
2.85,-6.04191,-0.997212,0.00699779,-0.0053918,0.0104671,-0.000164657,1644,-6.04389,-0.998396,0.00117095,0.0168099,0.00492971,0.00223086,0,0.000937755,0.148037,0.00427806,0.00235354,0.623362,-2.47788,-2.32519,5.49826,5.48861,5.49992,5.49042,-0.81176,0.893658,-68.9918,-68.9695,-0.478999,10.9903,-0.449482,10.9869
2.86,-6.04043,-0.997199,0.00702077,-0.00547372,0.0104705,-0.00016876,1650,-6.04227,-0.998384,0.00117369,0.0168178,0.00493332,0.00223304,0,0.00093858,0.148036,0.0036185,0.00235968,0.623401,-2.48391,-2.32551,5.49863,5.48892,5.50029,5.49073,-0.81552,0.883079,-68.9961,-68.9739,-0.480165,10.991,-0.449544,10.9876
2.87,-6.03895,-0.99721,0.0070438,-0.00553422,0.0104824,-0.000168188,1655,-6.04092,-0.998375,0.00116721,0.0168245,0.00493634,0.00223486,0,0.000939377,0.148115,-0.00541724,0.00230434,0.622838,-2.4593,-2.30745,5.4937,5.48394,5.49536,5.48576,-0.81526,0.875076,-68.9339,-68.9116,-0.475408,10.9811,-0.446053,10.9776
2.88,-6.03746,-0.99718,0.0070674,-0.00561263,0.0104819,-0.000171871,1661,-6.0393,-0.998363,0.00117095,0.0168325,0.00493996,0.00223705,0,0.000940181,0.148032,0.00423281,0.00241385,0.623427,-2.45552,-2.3008,5.4989,5.48909,5.50058,5.49092,-0.812547,0.874194,-68.9991,-68.9766,-0.474677,10.9915,-0.444769,10.988
2.89,-6.03598,-0.997168,0.00709102,-0.00568356,0.0104757,-0.000170829,1666,-6.03795,-0.998353,0.00117312,0.0168392,0.00494298,0.00223888,0,0.000940987,0.14803,0.00357776,0.00241555,0.62348,-2.46422,-2.3156,5.49941,5.48955,5.50108,5.49137,-0.816852,0.863114,-69.0051,-68.9826,-0.476359,10.9925,-0.44763,10.989
2.9,-6.0345,-0.997179,0.00711468,-0.00573201,0.0104971,-0.000174217,1672,-6.03633,-0.998341,0.00116609,0.0168472,0.0049466,0.00224107,0,0.000941763,0.14811,-0.00546596,0.0023653,0.622887,-2.4394,-2.28308,5.4942,5.48431,5.49588,5.48613,-0.816071,0.855234,-68.9395,-68.9171,-0.471561,10.982,-0.441343,10.9785
2.91,-6.03302,-0.997149,0.00713885,-0.00579952,0.0104871,-0.000172812,1677,-6.03499,-0.998331,0.00116933,0.0168538,0.00494963,0.0022429,0,0.000942545,0.148025,0.00419565,0.00246518,0.62352,-2.43752,-2.29073,5.4998,5.48985,5.50148,5.49169,-0.813794,0.854467,-69.0096,-68.987,-0.471198,10.9932,-0.442822,10.9896
2.92,-6.03154,-0.997138,0.00716301,-0.00585855,0.0104903,-0.000175801,1683,-6.03337,-0.99832,0.00117101,0.0168619,0.00495326,0.00224509,0,0.000943328,0.148023,0.00354483,0.00246273,0.623572,-2.44621,-2.29127,5.50028,5.49029,5.50195,5.49212,-0.817734,0.84354,-69.0153,-68.9928,-0.472877,10.9941,-0.442926,10.9906
2.93,-6.03006,-0.99715,0.00718721,-0.00589635,0.0105022,-0.000174153,1688,-6.03202,-0.99831,0.00116351,0.0168685,0.00495628,0.00224693,0,0.000944079,0.148104,-0.00550532,0.0024165,0.622951,-2.42311,-2.27294,5.49483,5.48481,5.49651,5.48665,-0.817248,0.835835,-68.9467,-68.9242,-0.468412,10.9832,-0.439383,10.9796
2.94,-6.02858,-0.99712,0.00721186,-0.00595236,0.0105017,-0.00017684,1694,-6.0304,-0.998298,0.00116632,0.0168766,0.00495992,0.00224913,0,0.000944835,0.148019,0.00416645,0.00250782,0.623602,-2.4207,-2.26635,5.50058,5.49051,5.50226,5.49236,-0.814629,0.835617,-69.0187,-68.9961,-0.467945,10.9946,-0.438109,10.9911
2.95,-6.0271,-0.997109,0.00723649,-0.00600116,0.0104954,-0.000174856,1699,-6.02906,-0.998288,0.0011676,0.0168832,0.00496295,0.00225096,0,0.00094559,0.148017,0.0035194,0.00250169,0.623652,-2.43122,-2.28113,5.50104,5.49094,5.50272,5.49278,-0.818916,0.824893,-69.0242,-69.0017,-0.46998,10.9955,-0.440965,10.992
2.96,-6.02562,-0.997121,0.00726113,-0.00602781,0.0105168,-0.000177355,1705,-6.02744,-0.998276,0.00115972,0.0168913,0.00496659,0.00225317,0,0.000946314,0.148099,-0.00553571,0.00245837,0.623011,-2.40796,-2.24856,5.49541,5.48529,5.49708,5.48712,-0.818072,0.817482,-68.9533,-68.9308,-0.465484,10.9842,-0.434669,10.9807
2.97,-6.02414,-0.997091,0.00728618,-0.00607402,0.0105067,-0.000175123,1710,-6.02609,-0.998266,0.00116217,0.016898,0.00496963,0.00225501,0,0.000947041,0.148013,0.00414476,0.00254232,0.623685,-2.40709,-2.25628,5.50136,5.49121,5.50305,5.49305,-0.815861,0.817729,-69.028,-69.0053,-0.465316,10.9961,-0.436161,10.9926
2.98,-6.02266,-0.99708,0.00731118,-0.00611217,0.01051,-0.000177349,1716,-6.02448,-0.998253,0.00116313,0.016906,0.00497328,0.00225721,0,0.000947766,0.14801,0.00350114,0.00253276,0.623741,-2.4174,-2.25668,5.50187,5.49169,5.50355,5.49353,-0.819747,0.80742,-69.0341,-69.0116,-0.467309,10.9971,-0.43624,10.9936
2.99,-6.02118,-0.997092,0.00733618,-0.00612949,0.0105219,-0.000174978,1721,-6.02313,-0.998243,0.00115494,0.0169127,0.00497632,0.00225906,0,0.000948459,0.148093,-0.0055576,0.00249139,0.623081,-2.3958,-2.23829,5.49607,5.48588,5.49774,5.48771,-0.819192,0.800351,-68.9612,-68.9387,-0.463133,10.9855,-0.432683,10.982
