t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.33,-6.41643,-1.00126,0.000396618,-0.00637024,0.0139392,-0.000792899,288,-6.4183,-0.99995,-0.0012931,0.0151094,0.00418076,0.00178983,0,0.000830124,0.138446,-0.00229889,0.0031051,0.738458,3.73136,3.77236,5.71162,5.6991,5.71159,5.69931,-2.23946,-0.686479,-71.2161,-71.216,0.72131,11.4109,0.729237,11.4107
0.34,-6.41505,-1.00128,0.000426458,-0.00554566,0.0150706,-0.000783758,293,-6.41689,-0.999949,-0.00131539,0.0151153,0.00418328,0.00179127,0,0.000844397,0.139079,-0.0021582,0.0031224,0.730875,3.62528,3.64861,5.65319,5.64055,5.65329,5.6409,-2.28557,-0.605095,-70.4878,-70.486,0.700804,11.2942,0.705314,11.2937
0.35,-6.41365,-1.0013,0.000457086,-0.00473198,0.0161609,-0.000774013,298,-6.41548,-0.999947,-0.00133649,0.0151213,0.00418581,0.00179272,0,0.000858456,0.139062,-0.00205425,0.00321071,0.731103,3.54101,3.55102,5.65511,5.64225,5.65538,5.64278,-2.31366,-0.50121,-70.5128,-70.5086,0.684514,11.2982,0.686449,11.2974
0.36,-6.41226,-1.00132,0.00048815,-0.00393171,0.0172096,-0.000763757,303,-6.41407,-0.999945,-0.0013564,0.0151272,0.00418834,0.00179417,0,0.000872288,0.13961,-0.00191478,0.00321755,0.724553,3.45353,3.44929,5.60462,5.59167,5.60503,5.59235,-2.34256,-0.414732,-69.8839,-69.8778,0.667602,11.1974,0.666783,11.1963
0.37,-6.41086,-1.00133,0.000519873,-0.00314986,0.018214,-0.000753015,308,-6.41266,-0.999943,-0.00137515,0.0151331,0.00419088,0.00179563,0,0.000885879,0.139518,-0.00181409,0.00329512,0.725671,3.39026,3.37167,5.61336,5.60021,5.61397,5.60109,-2.3575,-0.304324,-69.9944,-69.9857,0.655371,11.2151,0.651779,11.2136
0.38,-6.40947,-1.00135,0.000551941,-0.00238632,0.0191752,-0.000741853,313,-6.41125,-0.999941,-0.00139275,0.015139,0.00419341,0.00179708,0,0.000899218,0.140006,-0.00167868,0.00329391,0.719838,3.31543,3.28288,5.56837,5.55516,5.56913,5.55619,-2.37539,-0.217829,-69.4344,-69.4238,0.640907,11.1253,0.634614,11.1235
0.39,-6.40807,-1.00136,0.000584563,-0.00164589,0.0200897,-0.000730303,318,-6.40984,-0.999939,-0.00140923,0.0151449,0.00419594,0.00179853,0,0.000912295,0.139875,-0.00158324,0.0033622,0.721433,3.26411,3.21861,5.58078,5.56739,5.58173,5.56863,-2.38194,-0.107688,-69.5908,-69.5775,0.630986,11.1504,0.622191,11.1482
0.4,-6.40667,-1.00137,0.000617442,-0.000926938,0.0209605,-0.000718418,323,-6.40843,-0.999938,-0.00142462,0.0151508,0.00419848,0.00179999,0,0.000925103,0.140313,-0.00145328,0.00335369,0.716194,3.20322,3.14491,5.54033,5.52691,5.54144,5.5283,-2.389,-0.0216131,-69.0878,-69.0725,0.619214,11.0697,0.607943,11.0672
0.41,-6.40526,-1.00138,0.000650783,-0.000233965,0.0217758,-0.000701958,327,-6.4073,-0.999936,-0.00143894,0.0151556,0.00420051,0.00180115,0,0.000937636,0.140148,-0.00136417,0.00341356,0.71819,3.16032,3.07859,5.55581,5.54224,5.55711,5.54383,-2.38946,0.085961,-69.2826,-69.2647,0.610921,11.1009,0.595122,11.0981
0.42,-6.40386,-1.00139,0.000684296,0.000436796,0.0225575,-0.00068952,332,-6.40589,-0.999934,-0.00145223,0.0151615,0.00420305,0.00180261,0,0.000949888,0.140544,-0.00124031,0.00339845,0.713458,3.10558,3.0127,5.51927,5.50568,5.52071,5.50742,-2.39046,0.167064,-68.8282,-68.8084,0.60034,11.0281,0.582385,11.0249
0.43,-6.40245,-1.0014,0.000718204,0.0010827,0.0232951,-0.000676842,337,-6.40448,-0.999932,-0.00146453,0.0151674,0.00420559,0.00180407,0,0.000961856,0.140359,-0.00115811,0.00345116,0.715699,3.06742,2.96739,5.5366,5.52289,5.53824,5.52482,-2.38666,0.268951,-69.0463,-69.024,0.592963,11.0631,0.573627,11.0595
0.44,-6.40105,-1.00141,0.000752204,0.00170483,0.0239898,-0.000663993,342,-6.40307,-0.99993,-0.00147585,0.0151733,0.00420814,0.00180553,0,0.000973538,0.140721,-0.00104059,0.00342912,0.711367,3.01987,2.91417,5.50313,5.48942,5.50489,5.49149,-2.37994,0.345575,-68.6303,-68.6062,0.583772,10.9964,0.563338,10.9925
0.45,-6.39964,-1.00142,0.000786517,0.00230162,0.0246418,-0.000650983,347,-6.40166,-0.999928,-0.00148625,0.0151793,0.00421068,0.00180699,0,0.000984932,0.140519,-0.000965323,0.00347474,0.713811,2.98814,2.87716,5.52202,5.5082,5.52396,5.51045,-2.37235,0.442652,-68.8677,-68.8412,0.577638,11.0344,0.556185,11.0302
0.46,-6.39824,-1.00142,0.000820866,0.00287426,0.0252533,-0.000637855,352,-6.40025,-0.999926,-0.00149575,0.0151852,0.00421323,0.00180846,0,0.000996036,0.140863,-0.000855091,0.00344827,0.709695,2.94705,2.83061,5.49019,5.47641,5.49226,5.47877,-2.36128,0.513883,-68.4722,-68.4441,0.569695,10.971,0.547185,10.9666
0.47,-6.39683,-1.00143,0.000855458,0.00342003,0.0258226,-0.000624628,357,-6.39885,-0.999924,-0.00150439,0.0151911,0.00421578,0.00180992,0,0.00100685,0.140643,-0.00078711,0.00348763,0.712342,2.92496,2.80339,5.51063,5.49676,5.51287,5.4993,-2.3495,0.607538,-68.7291,-68.6987,0.565425,11.0122,0.541923,11.0074
0.48,-6.39542,-1.00143,0.000890027,0.0039423,0.0263545,-0.000611342,362,-6.39744,-0.999922,-0.00151221,0.0151971,0.00421833,0.00181138,0,0.00101738,0.140965,-0.000684037,0.00345688,0.708492,2.88867,2.76093,5.48084,5.46702,5.48319,5.46967,-2.33601,0.672599,-68.3589,-68.3271,0.55841,10.9529,0.533716,10.9479
0.49,-6.39401,-1.00144,0.000924782,0.00443881,0.0268477,-0.000598009,367,-6.39603,-0.999919,-0.00151924,0.015203,0.00422088,0.00181285,0,0.00102762,0.140738,-0.000623166,0.00349114,0.711226,2.86925,2.7368,5.50194,5.48805,5.50444,5.49085,-2.32359,0.759237,-68.6238,-68.59,0.554655,10.9953,0.529052,10.99
0.5,-6.3926,-1.00144,0.000959467,0.00491309,0.0273064,-0.000584662,372,-6.39462,-0.999917,-0.00152552,0.015209,0.00422343,0.00181432,0,0.00103758,0.141043,-0.000527137,0.00345691,0.707574,2.83535,2.69795,5.47367,5.45984,5.47627,5.46274,-2.30824,0.817315,-68.2726,-68.2375,0.548102,10.939,0.521542,10.9335
0.51,-6.39119,-1.00144,0.00099429,0.00536269,0.0277292,-0.000571312,377,-6.39321,-0.999915,-0.00153108,0.0152149,0.00422599,0.00181579,0,0.00104726,0.140812,-0.000473129,0.00348661,0.71036,2.81911,2.67796,5.49517,5.48129,5.49791,5.48433,-2.29474,0.89757,-68.5424,-68.5054,0.544962,10.9822,0.517678,10.9765
0.52,-6.38978,-1.00144,0.001029,0.00579063,0.0281198,-0.000557993,382,-6.39181,-0.999913,-0.00153596,0.0152209,0.00422855,0.00181726,0,0.00105666,0.141102,-0.000383832,0.00344915,0.706896,2.78958,2.64403,5.46834,5.45453,5.47116,5.45765,-2.27715,0.950061,-68.209,-68.171,0.539255,10.9288,0.511118,10.9229
0.53,-6.38837,-1.00144,0.0010638,0.00619553,0.0284775,-0.000544705,387,-6.3904,-0.99991,-0.00154018,0.0152268,0.0042311,0.00181873,0,0.00106578,0.140868,-0.000336451,0.00347505,0.709706,2.77519,2.62712,5.49002,5.47617,5.49296,5.47941,-2.26319,1.02353,-68.4809,-68.4413,0.536472,10.9724,0.507848,10.9662
0.54,-6.38696,-1.00144,0.00109846,0.00657979,0.0288055,-0.00053148,392,-6.38899,-0.999908,-0.00154379,0.0152328,0.00423366,0.0018202,0,0.00107463,0.141148,-0.000253806,0.00343526,0.706356,2.74853,2.59698,5.46406,5.4503,5.46707,5.45361,-2.24405,1.06997,-68.1583,-68.1178,0.531319,10.9207,0.502022,10.9144
0.55,-6.38555,-1.00144,0.00113317,0.00694176,0.0291027,-0.000518324,397,-6.38759,-0.999906,-0.00154681,0.0152387,0.00423622,0.00182168,0,0.00108322,0.140914,-0.000212533,0.00345736,0.709172,2.73791,2.58444,5.48578,5.47199,5.4889,5.4754,-2.22899,1.13791,-68.4306,-68.3886,0.529266,10.9643,0.499598,10.9578
0.56,-6.38414,-1.00144,0.00116771,0.00728437,0.0293729,-0.000505261,402,-6.38618,-0.999903,-0.00154927,0.0152447,0.00423879,0.00182315,0,0.00109154,0.141184,-0.000136235,0.00341557,0.705941,2.71388,2.55771,5.46074,5.44704,5.46391,5.45051,-2.20872,1.17858,-68.1193,-68.0767,0.524621,10.9144,0.494431,10.9078
0.57,-6.38273,-1.00144,0.00120227,0.00760597,0.0296149,-0.000492295,407,-6.38477,-0.999901,-0.0015512,0.0152506,0.00424135,0.00182463,0,0.0010996,0.140953,-0.000100821,0.00343471,0.708713,2.70536,2.54783,5.48211,5.4684,5.48538,5.47196,-2.19339,1.24039,-68.3872,-68.3432,0.522973,10.9573,0.492521,10.9505
0.58,-6.38132,-1.00144,0.00123662,0.00790998,0.0298414,-0.000483738,413,-6.38309,-0.999898,-0.00155264,0.0152578,0.00424443,0.0018264,0,0.00110741,0.141211,-3.04784e-05,0.00339117,0.705618,2.68449,2.53744,5.45812,5.44451,5.46142,5.44811,-2.17211,1.27566,-68.0888,-68.0444,0.518939,10.9095,0.490513,10.9026
0.59,-6.37991,-1.00144,0.00127097,0.0081943,0.0300335,-0.000471014,418,-6.38168,-0.999895,-0.0015536,0.0152638,0.004247,0.00182788,0,0.00111498,0.140979,-4.14001e-07,0.00340749,0.708406,2.67656,2.529,5.47961,5.466,5.483,5.46968,-2.1573,1.33124,-68.3581,-68.3126,0.517406,10.9527,0.488882,10.9456
0.6,-6.3785,-1.00143,0.0013051,0.00846201,0.0302043,-0.00045843,423,-6.38027,-0.999893,-0.00155412,0.0152697,0.00424957,0.00182936,0,0.00112229,0.14123,6.43853e-05,0.00336312,0.705397,2.65585,2.50394,5.45629,5.44278,5.4597,5.44648,-2.13772,1.36087,-68.068,-68.0221,0.513403,10.9062,0.484036,10.8991
0.61,-6.37709,-1.00143,0.0013392,0.00871191,0.0303532,-0.000445983,428,-6.37887,-0.99989,-0.00155423,0.0152757,0.00425214,0.00183084,0,0.00112938,0.141004,8.93876e-05,0.00337796,0.708122,2.64932,2.49427,5.47729,5.46379,5.48078,5.46756,-2.12443,1.41097,-68.3311,-68.2843,0.51214,10.9483,0.482169,10.9411
0.62,-6.37568,-1.00143,0.00137306,0.00894621,0.0304826,-0.000433691,433,-6.37746,-0.999888,-0.00155394,0.0152817,0.00425472,0.00183232,0,0.00113622,0.14125,0.000148921,0.00333285,0.705166,2.63104,2.473,5.45437,5.44098,5.45787,5.44477,-2.10367,1.43625,-68.0458,-67.9989,0.508607,10.9026,0.478056,10.8954
0.63,-6.37427,-1.00142,0.00140688,0.00916352,0.0305912,-0.000421547,438,-6.37606,-0.999885,-0.00155329,0.0152877,0.00425729,0.00183381,0,0.00114284,0.141024,0.000169205,0.0033457,0.707887,2.62721,2.46821,5.47534,5.46197,5.4789,5.4658,-2.08905,1.48211,-68.3084,-68.2607,0.507866,10.9447,0.477129,10.9373
0.64,-6.37285,-1.00142,0.00144044,0.00936668,0.0306824,-0.000409577,443,-6.37465,-0.999883,-0.00155229,0.0152937,0.00425987,0.00183529,0,0.00114924,0.141262,0.000223949,0.00329955,0.705036,2.61009,2.44957,5.45324,5.43998,5.45681,5.44382,-2.06799,1.50283,-68.0333,-67.9854,0.504556,10.9006,0.473526,10.8932
0.65,-6.37144,-1.00142,0.00147394,0.00955453,0.0307549,-0.000397773,448,-6.37325,-0.99988,-0.00155097,0.0152996,0.00426245,0.00183678,0,0.00115542,0.141038,0.000240028,0.00331057,0.707727,2.60632,2.44623,5.47398,5.46074,5.4776,5.46462,-2.05373,1.54343,-68.2929,-68.2444,0.503828,10.9422,0.472882,10.9347
0.66,-6.37003,-1.00141,0.00150718,0.00972939,0.0308113,-0.00038615,453,-6.37185,-0.999877,-0.00154935,0.0153056,0.00426503,0.00183827,0,0.00116139,0.141272,0.000290118,0.00326414,0.704912,2.5905,2.43059,5.45215,5.43903,5.45576,5.44291,-2.03209,1.55994,-68.0211,-67.9727,0.50077,10.8987,0.469858,10.8912
0.67,-6.36862,-1.00141,0.00154034,0.00988973,0.0308505,-0.000374705,458,-6.37044,-0.999875,-0.00154745,0.0153116,0.00426761,0.00183976,0,0.00116715,0.141052,0.000302328,0.00327352,0.707563,2.58893,2.43028,5.47258,5.45948,5.47623,5.46339,-2.01734,1.59665,-68.2766,-68.2277,0.500466,10.9396,0.469798,10.9321
0.68,-6.36721,-1.0014,0.00157323,0.0100383,0.0308756,-0.000363452,463,-6.36904,-0.999872,-0.00154529,0.0153176,0.00427019,0.00184125,0,0.00117271,0.141281,0.000348182,0.00322676,0.704811,2.57447,2.4165,5.45124,5.43826,5.45488,5.44217,-1.9958,1.60937,-68.0109,-67.9621,0.497671,10.897,0.467134,10.8895
0.69,-6.3658,-1.0014,0.00160603,0.0101735,0.0308852,-0.000352386,468,-6.36764,-0.999869,-0.00154289,0.0153236,0.00427278,0.00184274,0,0.00117808,0.141061,0.000356761,0.00323493,0.707457,2.57406,2.41766,5.47163,5.45868,5.4753,5.46261,-1.98144,1.64213,-68.2659,-68.2168,0.497593,10.9379,0.467359,10.9303
0.7,-6.36438,-1.00139,0.00163855,0.0102982,0.0308827,-0.000341521,473,-6.36623,-0.999866,-0.00154027,0.0153296,0.00427537,0.00184423,0,0.00118325,0.141286,0.000398839,0.00318793,0.704747,2.55969,2.40428,5.45061,5.43779,5.45427,5.4417,-1.96073,1.65079,-68.0041,-67.9552,0.494814,10.896,0.464772,10.8884
0.71,-6.36297,-1.00138,0.00167096,0.0104108,0.0308668,-0.000330856,478,-6.36483,-0.999863,-0.00153744,0.0153356,0.00427795,0.00184572,0,0.00118824,0.141072,0.000404819,0.00319431,0.707316,2.55958,2.40387,5.47042,5.45762,5.47409,5.46155,-1.94802,1.67935,-68.2517,-68.2026,0.494793,10.9356,0.464693,10.928
0.72,-6.36156,-1.00138,0.00170309,0.0105137,0.0308441,-0.000320395,483,-6.36343,-0.99986,-0.00153441,0.0153416,0.00428054,0.00184722,0,0.00119305,0.141294,0.000443219,0.0031499,0.704651,2.54689,2.37806,5.44976,5.43708,5.45341,5.44099,-1.93424,1.6851,-67.9943,-67.9454,0.49234,10.8944,0.459704,10.8868
0.73,-6.36015,-1.00137,0.00173511,0.0106055,0.0308172,-0.000310113,488,-6.36202,-0.999858,-0.00153121,0.0153476,0.00428314,0.00184872,0,0.00119768,0.141085,0.000445843,0.00316135,0.707163,2.54726,2.34765,5.46914,5.45649,5.47281,5.46041,-1.9366,1.7101,-68.2366,-68.1876,0.492411,10.9332,0.453824,10.9256
0.74,-6.35874,-1.00136,0.00176687,0.0106887,0.0307905,-0.000299998,493,-6.36062,-0.999855,-0.00152786,0.0153536,0.00428573,0.00185021,0,0.00120214,0.141303,0.000480858,0.00312164,0.70455,2.53525,2.30798,5.4489,5.43636,5.45255,5.44026,-1.92991,1.71387,-67.9844,-67.9356,0.490091,10.8928,0.446156,10.8853
0.75,-6.35733,-1.00136,0.00179856,0.0107617,0.0307637,-0.000290028,498,-6.35922,-0.999852,-0.00152436,0.0153596,0.00428832,0.00185171,0,0.00120644,0.141099,0.00048095,0.00313611,0.706992,2.5361,2.26967,5.46774,5.45523,5.47141,5.45914,-1.93596,1.7369,-68.2199,-68.1709,0.490255,10.9305,0.43875,10.923
