t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
20.13,-3.82957,-0.926677,0.060051,-0.0186511,0.0159393,-0.00243218,11286,-3.83121,-0.929326,0.00257296,0.0372602,0.0165511,0.0109773,0,0.00228794,0.132259,0.00697815,0.0031393,0.810913,-3.93692,3.89892,5.35821,5.34026,5.36196,5.34453,-0.682273,0.762166,-66.282,-66.2312,-0.398299,10.7065,0.394454,10.6985
20.14,-3.82827,-0.926603,0.0600852,-0.0186379,0.0159746,-0.00244117,11292,-3.83006,-0.929254,0.00256578,0.0372793,0.0165638,0.0109882,0,0.00228808,0.132202,0.00686038,0.00329686,0.811658,-3.91278,3.96533,5.36312,5.34516,5.36688,5.34943,-0.676598,0.763684,-66.3427,-66.2918,-0.395856,10.7163,0.401172,10.7083
20.15,-3.82698,-0.926528,0.0601187,-0.0186249,0.0160294,-0.00245757,11299,-3.82872,-0.92917,0.00255927,0.0373016,0.0165786,0.0110008,0,0.00228822,0.12495,0.00680064,0.00311072,0.898633,-3.91676,3.94404,5.93782,5.91792,5.94201,5.92268,-0.758506,0.855867,-73.4521,-73.3955,-0.396259,11.8647,0.399018,11.8557
20.16,-3.82567,-0.926463,0.0601498,-0.0185937,0.016103,-0.00247649,11306,-3.82738,-0.929085,0.00254346,0.0373239,0.0165934,0.0110134,0,0.00228834,0.127605,0.00636534,0.00304181,0.867038,-3.84894,4.11467,5.72905,5.70985,5.73309,5.71444,-0.71673,0.826012,-70.8696,-70.8149,-0.389397,11.4475,0.416281,11.4389
20.17,-3.82437,-0.926402,0.0601851,-0.0185494,0.0162042,-0.00249133,11313,-3.82604,-0.929001,0.00252226,0.0373463,0.0166082,0.0110261,0,0.00228846,0.126548,0.00643394,0.00303975,0.879667,-3.79958,4.12539,5.81252,5.79303,5.81662,5.79769,-0.760082,0.834439,-71.9021,-71.8467,-0.384403,11.6143,0.417366,11.6056
20.18,-3.82305,-0.92634,0.0602212,-0.0185079,0.0162999,-0.00250597,11320,-3.82469,-0.928917,0.00250195,0.0373686,0.016623,0.0110388,0,0.00228856,0.128965,0.00642147,0.00338303,0.850709,-3.72574,4.2488,5.62118,5.60231,5.62515,5.60682,-0.73791,0.805798,-69.5351,-69.4814,-0.376933,11.232,0.429851,11.2235
20.19,-3.82174,-0.926279,0.0602589,-0.0184665,0.0163827,-0.00251202,11326,-3.82354,-0.928845,0.00248101,0.0373877,0.0166358,0.0110497,0,0.00228866,0.127013,0.00578268,0.0038146,0.874448,-3.67178,4.29248,5.77803,5.75861,5.78212,5.76326,-0.76474,0.83198,-71.4754,-71.4201,-0.371474,11.5454,0.43427,11.5366
20.2,-3.82041,-0.926211,0.0602989,-0.0184228,0.0164684,-0.0025234,11333,-3.8222,-0.92876,0.00245894,0.0374101,0.0166506,0.0110624,0,0.00228874,0.131646,0.00970873,0.00452256,0.81681,-3.57206,4.4918,5.39714,5.37899,5.40097,5.38334,-0.696604,0.778221,-66.7637,-66.7119,-0.361385,10.7843,0.454436,10.7761
20.21,-3.81909,-0.926158,0.0603446,-0.0183696,0.0165584,-0.00252903,11340,-3.82086,-0.928676,0.00243289,0.0374325,0.0166655,0.0110751,0,0.00228881,0.129762,0.00689795,0.00519311,0.840901,-3.5131,4.56226,5.5563,5.53759,5.56025,5.54208,-0.71975,0.8011,-68.7325,-68.6791,-0.35542,11.1023,0.461564,11.0939
20.22,-3.81776,-0.926111,0.0603949,-0.0183006,0.0166459,-0.0025289,11347,-3.81952,-0.928591,0.00239812,0.0374549,0.0166804,0.0110878,0,0.00228887,0.130526,0.00604819,0.00513325,0.83221,-3.40671,4.68688,5.49888,5.48035,5.50279,5.48479,-0.707779,0.793563,-68.0221,-67.9692,-0.344656,10.9876,0.474172,10.9792
20.23,-3.81643,-0.926035,0.0604372,-0.0182583,0.0167162,-0.00253584,11354,-3.81818,-0.928507,0.00237708,0.0374773,0.0166953,0.0111005,0,0.00228891,0.131853,0.0139202,0.00452564,0.812051,-3.33322,4.80899,5.36571,5.34762,5.36952,5.35196,-0.682696,0.774591,-66.3748,-66.3231,-0.337222,10.7215,0.486526,10.7133
20.24,-3.8151,-0.925996,0.0604901,-0.0181863,0.0168084,-0.00253625,11361,-3.81684,-0.928422,0.0023414,0.0374997,0.0167102,0.0111133,0,0.00228894,0.131196,0.00839575,0.00631601,0.822912,-3.23496,4.86295,5.43737,5.41904,5.44125,5.42344,-0.710052,0.784854,-67.2613,-67.2088,-0.327281,10.8647,0.491984,10.8564
20.25,-3.81378,-0.925961,0.0605485,-0.0180994,0.0168924,-0.00252662,11368,-3.8155,-0.928338,0.00229829,0.0375221,0.0167251,0.0111261,0,0.00228894,0.128157,0.00527728,0.00539592,0.861032,-3.1239,4.96147,5.68932,5.67012,5.69339,5.67474,-0.732606,0.826948,-70.378,-70.323,-0.316045,11.3681,0.501952,11.3594
20.26,-3.81244,-0.925903,0.0605977,-0.0180341,0.0169809,-0.00252655,11375,-3.81417,-0.928253,0.00226629,0.0375446,0.01674,0.0111388,0,0.00228893,0.132009,0.00881792,0.00471431,0.812934,-3.0128,5.01799,5.37157,5.35343,5.3754,5.35779,-0.721881,0.775308,-66.4473,-66.3954,-0.304805,10.7332,0.50767,10.725
20.27,-3.81111,-0.925839,0.0606471,-0.0179774,0.017066,-0.00252799,11382,-3.81283,-0.928168,0.00223819,0.037567,0.016755,0.0111516,0,0.00228891,0.131941,0.0131299,0.00503259,0.81142,-2.9291,5.11174,5.36155,5.34343,5.36539,5.34779,-0.719616,0.775437,-66.3233,-66.2714,-0.296337,10.7132,0.517155,10.705
20.28,-3.80979,-0.925802,0.0606956,-0.0179051,0.0171784,-0.00252928,11389,-3.81149,-0.928083,0.00220231,0.0375895,0.0167699,0.0111645,0,0.00228886,0.129468,0.00617235,0.0046987,0.844841,-2.83606,5.17275,5.58242,5.56352,5.58643,5.56809,-0.757062,0.812683,-69.0556,-69.0013,-0.286924,11.1545,0.523327,11.1459
20.29,-3.80845,-0.925735,0.0607456,-0.0178522,0.0172749,-0.00252999,11396,-3.81015,-0.927999,0.00217603,0.037612,0.0167849,0.0111773,0,0.00228881,0.131373,0.011971,0.00492728,0.818857,-2.74892,5.24024,5.41072,5.39238,5.41463,5.39682,-0.748658,0.787019,-66.9317,-66.879,-0.278108,10.8114,0.530155,10.8031
20.3,-3.80712,-0.925684,0.0607942,-0.017785,0.0174042,-0.00253164,11403,-3.80881,-0.927914,0.0021424,0.0376345,0.0167999,0.0111901,0,0.00228874,0.131537,0.0119616,0.00492594,0.816893,-2.64877,5.29289,5.39777,5.37944,5.40169,5.38388,-0.767835,0.787578,-66.7716,-66.7187,-0.267976,10.7856,0.535482,10.7772
20.31,-3.80579,-0.925632,0.0608418,-0.0177185,0.0175425,-0.00253416,11410,-3.80748,-0.927829,0.00210956,0.037657,0.0168149,0.011203,0,0.00228865,0.131514,0.0120423,0.0048308,0.817124,-2.55212,5.35915,5.39932,5.38094,5.40326,5.38541,-0.782918,0.791428,-66.7908,-66.7376,-0.258198,10.7887,0.542185,10.7803
20.32,-3.80446,-0.92558,0.0608902,-0.017652,0.0176883,-0.00253613,11417,-3.80614,-0.927744,0.00207654,0.0376796,0.0168299,0.0112158,0,0.00228854,0.131469,0.0120749,0.0048561,0.817642,-2.45515,5.42636,5.40277,5.38433,5.40674,5.38883,-0.79722,0.796271,-66.8336,-66.78,-0.248387,10.7956,0.548985,10.7871
20.33,-3.80313,-0.92553,0.0609396,-0.0175833,0.0178417,-0.00253709,11424,-3.8048,-0.927659,0.00204287,0.0377021,0.0168449,0.0112287,0,0.00228842,0.131419,0.0120802,0.00492152,0.818246,-2.35691,5.48743,5.40679,5.38827,5.41079,5.39281,-0.813397,0.801676,-66.8833,-66.8293,-0.238448,10.8036,0.555163,10.7951
20.34,-3.8018,-0.925488,0.0609833,-0.0175126,0.0180157,-0.00254257,11431,-3.80347,-0.927574,0.00200839,0.0377247,0.01686,0.0112416,0,0.00228829,0.130524,0.00659331,0.00420735,0.831967,-2.2604,5.55287,5.49752,5.47863,5.50163,5.48329,-0.840592,0.822173,-68.0058,-67.9504,-0.228685,10.9849,0.561784,10.9762
20.35,-3.80033,-0.925437,0.0610318,-0.0174387,0.0181593,-0.00254335,11438,-3.80213,-0.927489,0.00197212,0.0377473,0.016875,0.0112545,0,0.00228813,0.134509,0.00347305,0.00354602,0.785898,-2.13368,5.75431,5.19315,5.17525,5.19705,5.17968,-0.780406,0.778823,-64.2406,-64.188,-0.215864,10.3767,0.582163,10.3684
20.36,-3.79914,-0.925366,0.0610677,-0.0173993,0.018272,-0.00255261,11444,-3.80099,-0.927416,0.0019537,0.0377666,0.016888,0.0112656,0,0.00228797,0.132412,0.0110023,0.00475822,0.806926,-2.08472,5.86867,5.33204,5.31363,5.33607,5.3182,-0.77947,0.807785,-65.9589,-65.9044,-0.210911,10.6543,0.593734,10.6457
20.37,-3.79781,-0.925323,0.0611108,-0.0173213,0.0184304,-0.00255785,11451,-3.79965,-0.927331,0.00191567,0.0377892,0.016903,0.0112786,0,0.00228778,0.131603,0.009003,0.00349133,0.817717,-1.97759,5.92431,5.40344,5.38473,5.40755,5.3894,-0.81348,0.822516,-66.8422,-66.7867,-0.200072,10.797,0.599362,10.7882
20.38,-3.79648,-0.925263,0.0611502,-0.0172629,0.0185974,-0.00257088,11458,-3.79832,-0.927246,0.00188763,0.0378118,0.0169181,0.0112915,0,0.00228759,0.132027,0.01066,0.0047563,0.811731,-1.89063,6.00322,5.36386,5.34523,5.36797,5.34989,-0.826162,0.820494,-66.3526,-66.2971,-0.191275,10.7179,0.607345,10.7091
20.39,-3.79516,-0.925218,0.0611944,-0.0171844,0.0187688,-0.00257608,11465,-3.79698,-0.92716,0.00184922,0.0378345,0.0169332,0.0113045,0,0.00228737,0.13175,0.0099379,0.00411656,0.815451,-1.77854,6.11897,5.38849,5.36972,5.39266,5.37444,-0.833191,0.830225,-66.6574,-66.6012,-0.179935,10.7671,0.619056,10.7582
20.4,-3.79383,-0.92517,0.0612334,-0.0171097,0.0189469,-0.00258713,11472,-3.79565,-0.927075,0.00181302,0.0378571,0.0169484,0.0113174,0,0.00228714,0.131743,0.00996347,0.00392812,0.815525,-1.67032,6.23876,5.38901,5.37018,5.39321,5.37494,-0.840618,0.835594,-66.6639,-66.6073,-0.168986,10.7681,0.631176,10.7592
20.41,-3.79237,-0.925142,0.0612773,-0.0170126,0.0191565,-0.00260112,11480,-3.79412,-0.926978,0.00176604,0.037883,0.0169657,0.0113323,0,0.00228688,0.133497,-0.00128824,0.00405285,0.800684,-1.52406,6.40597,5.29097,5.27242,5.29511,5.27712,-0.836842,0.824034,-65.4511,-65.3952,-0.154189,10.5722,0.648092,10.5634
20.42,-3.79118,-0.925075,0.0613136,-0.0169531,0.0193202,-0.00260811,11486,-3.79298,-0.926904,0.00173705,0.0379025,0.0169786,0.0113434,0,0.00228661,0.131544,0.0102759,0.00407523,0.81774,-1.44439,6.46151,5.4037,5.3847,5.40798,5.38954,-0.865717,0.849049,-66.8458,-66.7882,-0.146128,10.7975,0.653711,10.7884
20.43,-3.78985,-0.925032,0.0613582,-0.0168732,0.0195234,-0.00261575,11493,-3.79165,-0.926819,0.00169811,0.0379251,0.0169938,0.0113565,0,0.00228633,0.131144,0.00865687,0.00520008,0.823419,-1.33132,6.52968,5.44121,5.422,5.44556,5.42693,-0.895061,0.861643,-67.3099,-67.2514,-0.134689,10.8725,0.660608,10.8632
20.44,-3.78853,-0.924991,0.0614095,-0.0167934,0.0197107,-0.00261499,11500,-3.79032,-0.926734,0.00165863,0.0379478,0.017009,0.0113695,0,0.00228602,0.130643,0.00642189,0.00526943,0.830666,-1.21794,6.63138,5.48913,5.46967,5.49356,5.47469,-0.903878,0.878125,-67.9028,-67.8431,-0.123219,10.9683,0.670896,10.9588
20.45,-3.78721,-0.924942,0.0614697,-0.0167189,0.0198896,-0.00260628,11507,-3.78898,-0.926648,0.00162129,0.0379706,0.0170242,0.0113826,0,0.00228569,0.130539,0.00717925,0.00593579,0.831492,-1.11085,6.61198,5.49459,5.47503,5.49908,5.48011,-0.943755,0.885273,-67.9705,-67.9101,-0.112384,10.9792,0.668934,10.9696
20.46,-3.78588,-0.924895,0.0615334,-0.0166424,0.0200635,-0.00259358,11514,-3.78765,-0.926562,0.00158271,0.0379933,0.0170394,0.0113956,0,0.00228535,0.130734,0.00698682,0.00622735,0.829266,-0.999564,6.6553,5.47991,5.46031,5.48443,5.46543,-0.954994,0.890721,-67.789,-67.7281,-0.101126,10.9499,0.673316,10.9402
20.47,-3.78455,-0.924853,0.0615946,-0.0165607,0.0202652,-0.00258157,11521,-3.78632,-0.926477,0.00154164,0.038016,0.0170546,0.0114087,0,0.00228499,0.134492,0.00554399,0.00549825,0.785023,-0.865889,6.64499,5.18765,5.16901,5.19197,5.1739,-0.965314,0.844223,-64.1737,-64.1156,-0.087602,10.3659,0.672273,10.3567
20.48,-3.78323,-0.924785,0.0616496,-0.0165021,0.0204917,-0.00257779,11528,-3.78499,-0.926391,0.00151238,0.0380388,0.0170698,0.0114218,0,0.00228461,0.131742,0.0128974,0.00604342,0.813918,-0.793823,6.53675,5.37864,5.35919,5.38319,5.36434,-1.05125,0.887061,-66.5365,-66.4753,-0.0803111,10.7475,0.661323,10.7378
20.49,-3.78191,-0.924733,0.0616964,-0.0164346,0.0207352,-0.00257869,11535,-3.78366,-0.926305,0.00147913,0.0380616,0.017085,0.0114349,0,0.00228422,0.13158,0.0134348,0.00444605,0.815559,-0.699138,6.61083,5.38963,5.37002,5.39427,5.37526,-1.06098,0.900466,-66.6728,-66.6105,-0.0707318,10.7695,0.668818,10.7596
20.5,-3.78059,-0.924689,0.0617531,-0.0163583,0.0209993,-0.00257542,11542,-3.78233,-0.92622,0.00144124,0.0380844,0.0171003,0.011448,0,0.00228381,0.131863,0.011212,0.00628477,0.813397,-0.587121,6.78557,5.37527,5.35557,5.37998,5.36089,-1.02989,0.914494,-66.4953,-66.432,-0.0593991,10.7409,0.686496,10.7308
20.51,-3.77926,-0.92467,0.0618145,-0.0162587,0.0212527,-0.00256388,11549,-3.781,-0.926134,0.00139137,0.0381072,0.0171156,0.0114612,0,0.00228337,0.13269,0.00158696,0.0059522,0.808838,-0.440627,6.79854,5.34523,5.32551,5.34998,5.33088,-1.06412,0.919335,-66.1239,-66.0601,-0.0445782,10.6809,0.687808,10.6707
20.52,-3.77795,-0.924595,0.0618593,-0.0162096,0.0215166,-0.00256859,11556,-3.77967,-0.926048,0.00136735,0.03813,0.0171308,0.0114743,0,0.00228292,0.130507,0.00970113,0.00542696,0.830491,-0.381271,6.71664,5.48844,5.46805,5.49341,5.47366,-1.13963,0.957095,-67.8959,-67.8293,-0.0385732,10.9671,0.679522,10.9565
20.53,-3.77662,-0.92456,0.0619127,-0.016128,0.0218299,-0.00256561,11563,-3.77834,-0.925962,0.00132687,0.0381528,0.0171461,0.0114875,0,0.00228246,0.13313,0.00400278,0.00548124,0.802219,-0.252821,6.85149,5.30167,5.28181,5.30657,5.28733,-1.10966,0.93822,-65.5857,-65.52,-0.0255779,10.5939,0.693166,10.5835
20.54,-3.77531,-0.924504,0.0619674,-0.016058,0.0221031,-0.00255369,11569,-3.7772,-0.925889,0.00129149,0.0381724,0.0171593,0.0114988,0,0.00228198,0.131641,0.00749538,0.00531525,0.818127,-0.157149,6.76053,5.4069,5.38648,5.41199,5.39222,-1.17925,0.972393,-66.8878,-66.8195,-0.0158988,10.8042,0.683963,10.7934
20.55,-3.77399,-0.924455,0.06201,-0.0159868,0.0224246,-0.00256023,11576,-3.77587,-0.925803,0.0012568,0.0381953,0.0171746,0.011512,0,0.00228148,0.131761,0.00656235,0.00458623,0.817211,-0.0570533,6.76341,5.40098,5.38042,5.40616,5.38626,-1.22158,0.984701,-66.8149,-66.7455,-0.00577208,10.7924,0.684254,10.7814
20.56,-3.77267,-0.924422,0.0620583,-0.0159031,0.0227622,-0.00256304,11583,-3.77454,-0.925717,0.00121555,0.0382181,0.0171899,0.0115252,0,0.00228096,0.132154,-0.000191823,0.00506225,0.81628,0.0659599,7.01222,5.39484,5.37412,5.40014,5.38008,-1.17242,1.00578,-66.7394,-66.6684,0.00667316,10.7802,0.709426,10.769
20.57,-3.77136,-0.924379,0.0621189,-0.0158034,0.0230828,-0.00255529,11590,-3.77321,-0.925631,0.00116599,0.038241,0.0172053,0.0115384,0,0.00228042,0.125834,0.00426103,0.00652407,0.889559,0.17959,6.92297,5.87913,5.85637,5.88503,5.86301,-1.30435,1.12036,-72.7311,-72.652,0.0181691,11.748,0.700396,11.7355
20.58,-3.77003,-0.924333,0.06216,-0.0157304,0.0234389,-0.00255817,11597,-3.77189,-0.925544,0.00112967,0.0382639,0.0172206,0.0115516,0,0.00227986,0.13246,0.00202192,0.00270573,0.811395,0.323069,6.95873,5.36285,5.34189,5.36834,5.34807,-1.27519,1.03145,-66.3446,-66.2711,0.0326848,10.7164,0.704015,10.7047
20.59,-3.7687,-0.924272,0.0621996,-0.0156684,0.0237646,-0.00257184,11604,-3.77056,-0.925458,0.00110009,0.0382868,0.017236,0.0115649,0,0.00227928,0.137171,0.00486994,0.00441589,0.753327,0.425757,7.14644,4.97908,4.95946,4.98425,4.96528,-1.20456,0.962785,-61.5969,-61.5276,0.0430738,9.94953,0.723005,9.93853
20.6,-3.76738,-0.924229,0.0622542,-0.0155855,0.024131,-0.00256959,11611,-3.76923,-0.925372,0.00105904,0.0383098,0.0172514,0.0115781,0,0.00227869,0.135341,0.00402348,0.00568325,0.775737,0.534631,6.95267,5.12726,5.10687,5.13271,5.113,-1.33804,1.00702,-63.4306,-63.3578,0.0540886,10.2457,0.703401,10.2341
20.61,-3.76607,-0.924185,0.0623133,-0.0155009,0.0245808,-0.00256127,11618,-3.7679,-0.925286,0.00101698,0.0383327,0.0172668,0.0115914,0,0.00227808,0.134007,0.0040392,0.00610469,0.791731,0.646241,6.67966,5.23312,5.21205,5.23885,5.2185,-1.48884,1.04759,-64.741,-64.6646,0.0653802,10.4574,0.675781,10.4452
20.62,-3.76475,-0.924142,0.0623727,-0.0154167,0.0250597,-0.00255163,11625,-3.76658,-0.9252,0.000974705,0.0383557,0.0172822,0.0116047,0,0.00227745,0.136159,0.00412852,0.00589112,0.765885,0.775827,6.68004,5.06245,5.04179,5.06817,5.04822,-1.50019,1.03457,-62.6303,-62.5541,0.0784905,10.1164,0.675819,10.1042
20.63,-3.76346,-0.9241,0.0624336,-0.0153324,0.025527,-0.00254152,11632,-3.76525,-0.925113,0.000932415,0.0383787,0.0172976,0.011618,0,0.0022768,0.132375,0.00381857,0.0062588,0.811422,0.879116,6.66124,5.36352,5.34134,5.36979,5.34838,-1.57212,1.13247,-66.356,-66.2724,0.0889401,10.7182,0.673917,10.7049
20.64,-3.76215,-0.924056,0.0624934,-0.0152492,0.0259935,-0.00253142,11639,-3.76393,-0.925027,0.000890648,0.0384016,0.0173131,0.0116313,0,0.00227612,0.135355,0.00423942,0.00597562,0.775478,1.0114,6.72252,5.12609,5.10461,5.13225,5.11153,-1.5492,1.103,-63.4192,-63.337,0.102323,10.2438,0.680118,10.2307
20.65,-3.76085,-0.924014,0.0625549,-0.0151654,0.0264318,-0.00252059,11646,-3.7626,-0.924941,0.00084856,0.0384246,0.0173285,0.0116447,0,0.00227543,0.132814,0.00385259,0.00621919,0.806151,1.12,6.76032,5.32892,5.30632,5.33552,5.31373,-1.59024,1.17937,-65.9295,-65.8414,0.113311,10.6492,0.683941,10.6352
20.66,-3.75955,-0.923971,0.062616,-0.0150835,0.0268593,-0.0025024,11652,-3.76146,-0.924866,0.000806984,0.0384444,0.0173418,0.0116561,0,0.00227472,0.133246,0.00412247,0.00620985,0.800827,1.23843,6.73383,5.29386,5.27113,5.3006,5.2787,-1.61678,1.19585,-65.4966,-65.4066,0.125291,10.5793,0.681262,10.565
20.67,-3.75826,-0.923928,0.0626776,-0.0150005,0.0272851,-0.00249093,11659,-3.76014,-0.92478,0.000765273,0.0384674,0.0173573,0.0116695,0,0.00227399,0.13402,0.00406111,0.00613671,0.79159,1.36074,6.81097,5.2329,5.21018,5.23975,5.21786,-1.60717,1.20647,-64.7433,-64.6519,0.137666,10.4576,0.689066,10.4431
20.68,-3.75697,-0.923885,0.0627403,-0.0149178,0.0277022,-0.00247907,11666,-3.75882,-0.924693,0.000723687,0.0384905,0.0173728,0.0116829,0,0.00227324,0.1316,0.00394239,0.00640507,0.820672,1.46794,6.78777,5.42524,5.40142,5.43253,5.40959,-1.67344,1.28046,-67.124,-67.0266,0.148512,10.8421,0.686719,10.8267
20.69,-3.75567,-0.923841,0.0628023,-0.0148356,0.0281197,-0.00246699,11673,-3.75749,-0.924607,0.000682372,0.0385135,0.0173883,0.0116963,0,0.00227247,0.134223,0.00422876,0.00617118,0.789072,1.59697,6.84484,5.21648,5.19333,5.22367,5.20137,-1.64767,1.25008,-64.5419,-64.446,0.161565,10.425,0.692492,10.4098
20.7,-3.75427,-0.923793,0.0628724,-0.0147465,0.0285133,-0.00244781,11680,-3.75617,-0.92452,0.000637262,0.0385366,0.0174038,0.0117097,0,0.00227168,0.12606,0.00467823,0.00650083,0.886664,1.68834,6.81785,5.86168,5.83539,5.86999,5.84468,-1.78716,1.44944,-72.5262,-72.4151,0.170809,11.7147,0.689762,11.6971
20.71,-3.75309,-0.923755,0.0629288,-0.0146715,0.0289258,-0.00244149,11687,-3.75485,-0.924434,0.000599761,0.0385597,0.0174193,0.0117231,0,0.00227088,0.133393,0.00424847,0.00632568,0.799015,1.82762,6.87451,5.28241,5.25847,5.29005,5.26701,-1.70166,1.31466,-65.3595,-65.2575,0.1849,10.5571,0.695494,10.5409
20.72,-3.7518,-0.923712,0.0629929,-0.0145903,0.0292405,-0.00242087,11693,-3.75371,-0.924359,0.000558472,0.0385795,0.0174327,0.0117346,0,0.00227005,0.133174,0.00408199,0.00638454,0.801743,1.94422,7.09757,5.30046,5.27624,5.30828,5.28498,-1.63821,1.34473,-65.5837,-65.479,0.196697,10.5933,0.718061,10.5767
20.73,-3.75051,-0.923668,0.0630574,-0.0145085,0.0295966,-0.00240706,11700,-3.75239,-0.924272,0.000517325,0.0386026,0.0174482,0.011748,0,0.0022692,0.131995,0.00410411,0.00655299,0.81586,2.05449,6.95482,5.39392,5.36905,5.40204,5.37812,-1.73749,1.3871,-66.7409,-66.6324,0.207853,10.7802,0.703619,10.763
20.74,-3.74922,-0.923624,0.0631218,-0.0144271,0.0299884,-0.00239287,11707,-3.75107,-0.924186,0.000476256,0.0386257,0.0174638,0.0117615,0,0.00226834,0.133752,0.00424449,0.00641007,0.794724,2.17763,6.89225,5.25434,5.22988,5.26241,5.2389,-1.76265,1.3674,-65.0147,-64.9068,0.220311,10.5013,0.697289,10.4842
20.75,-3.74793,-0.923581,0.0631875,-0.0143456,0.0303855,-0.00237812,11714,-3.74974,-0.924099,0.000435101,0.0386489,0.0174794,0.011775,0,0.00226746,0.131445,0.00402253,0.00666742,0.822515,2.28354,6.84941,5.43816,5.41259,5.44672,5.42215,-1.83837,1.44353,-67.2904,-67.176,0.231026,10.8689,0.692955,10.8507
20.76,-3.74664,-0.923537,0.0632527,-0.0142648,0.0307886,-0.00236319,11721,-3.74842,-0.924012,0.000394293,0.038672,0.017495,0.0117885,0,0.00226655,0.133195,0.00430094,0.00653438,0.801379,2.40637,6.86514,5.29856,5.27339,5.30708,5.28291,-1.83103,1.42619,-65.564,-65.4501,0.243453,10.59,0.694546,10.5719
20.77,-3.74536,-0.923493,0.063319,-0.0141845,0.0311585,-0.00234033,11727,-3.74729,-0.923937,0.000353294,0.0386919,0.0175084,0.0118001,0,0.00226563,0.132105,0.00409776,0.00666277,0.814574,2.51607,6.87752,5.38588,5.36005,5.39474,5.36994,-1.85939,1.47631,-66.6456,-66.5272,0.254551,10.7647,0.695798,10.7459
20.78,-3.74407,-0.923449,0.0633854,-0.014104,0.0315451,-0.00232454,11734,-3.74597,-0.92385,0.000312588,0.0387151,0.017524,0.0118136,0,0.00226469,0.132,0.00422895,0.0067183,0.815752,2.63023,6.85546,5.39378,5.36767,5.40285,5.37778,-1.89367,1.50111,-66.7445,-66.6233,0.266101,10.7806,0.693567,10.7614
20.79,-3.74278,-0.923405,0.0634521,-0.0140235,0.0319252,-0.00230828,11741,-3.74465,-0.923763,0.000271863,0.0387383,0.0175397,0.0118271,0,0.00226373,0.13292,0.00425522,0.00665377,0.80472,2.74914,6.88843,5.32095,5.29495,5.33008,5.30513,-1.88975,1.50183,-65.8443,-65.7223,0.278131,10.6352,0.696902,10.6159
20.8,-3.74139,-0.923356,0.0635269,-0.0139366,0.0322923,-0.00228466,11748,-3.74333,-0.923676,0.000227587,0.0387615,0.0175553,0.0118407,0,0.00226276,0.124608,0.00462164,0.00700918,0.90414,2.83725,6.8416,5.97834,5.94886,5.98886,5.96059,-2.06684,1.73212,-73.9811,-73.8403,0.287045,11.9494,0.692164,11.9272
20.81,-3.74021,-0.923316,0.0635869,-0.0138633,0.0326726,-0.00227477,11755,-3.74201,-0.923589,0.000190763,0.0387847,0.017571,0.0118542,0,0.00226176,0.133413,0.00440183,0.00669876,0.79874,2.9798,6.91768,5.28161,5.25534,5.29105,5.26585,-1.9155,1.53402,-65.3597,-65.2336,0.301466,10.5569,0.699861,10.5369
20.82,-3.73892,-0.923272,0.0636554,-0.013784,0.0329456,-0.00225009,11761,-3.74088,-0.923515,0.000150198,0.0388047,0.0175844,0.0118659,0,0.00226075,0.132178,0.00421202,0.00687722,0.813651,3.08932,7.13084,5.38018,5.35323,5.38996,5.36412,-1.87063,1.58882,-66.5805,-66.4496,0.312547,10.7541,0.721427,10.7334
20.83,-3.73752,-0.923222,0.0637315,-0.0136967,0.0332796,-0.00223249,11769,-3.73937,-0.923415,0.000106125,0.0388312,0.0176024,0.0118814,0,0.00225971,0.124454,0.00454104,0.0071884,0.906048,3.17973,6.95893,5.99122,5.96098,6.00233,5.97336,-2.10393,1.80359,-74.1439,-73.9951,0.321693,11.9757,0.704035,11.9522
20.84,-3.73634,-0.923182,0.0637927,-0.0136245,0.0336247,-0.00221415,11775,-3.73824,-0.92334,6.93791e-05,0.0388512,0.0176158,0.0118931,0,0.00225866,0.133493,0.00437573,0.00686157,0.797799,3.32086,6.97393,5.27562,5.24878,5.28554,5.25982,-1.95095,1.58922,-65.2886,-65.156,0.335972,10.5454,0.705552,10.5244
20.85,-3.73504,-0.923136,0.0638624,-0.0135449,0.0339041,-0.0021956,11782,-3.73692,-0.923253,2.90393e-05,0.0388745,0.0176316,0.0119067,0,0.00225759,0.132568,0.00434737,0.0070284,0.808916,3.43171,7.12229,5.34914,5.32175,5.35935,5.33311,-1.93329,1.63371,-66.1994,-66.0627,0.347186,10.6925,0.720562,10.6709
20.86,-3.73375,-0.923091,0.0639322,-0.0134654,0.0342356,-0.00217645,11789,-3.7356,-0.923165,-1.12912e-05,0.0388978,0.0176473,0.0119203,0,0.00225651,0.133731,0.00446454,0.00695615,0.794911,3.54837,6.94784,5.25671,5.22958,5.26689,5.24092,-1.99919,1.61653,-65.0564,-64.9202,0.358989,10.5078,0.702913,10.4863
20.87,-3.73246,-0.923046,0.0640028,-0.013386,0.0346086,-0.00215679,11796,-3.73428,-0.923078,-5.16892e-05,0.0389211,0.0176631,0.011934,0,0.00225546,0.13221,0.00430926,0.00713541,0.813229,3.65395,6.80461,5.37797,5.34998,5.3886,5.36182,-2.10302,1.67655,-66.5585,-66.4165,0.369671,10.7504,0.688423,10.728
