t,x,y,theta,phiR,phiF,thetapsr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.02,-6.49865,-1.06307,-1.46243e-05,0.131294,0.130075,-2.29878e-05,2,-6.49943,-1,-0.0630668,0.0147761,0.00403887,0.00170898,0.000966741,0.0565334,0.0001493,-0.00334662,-2.66803e-07,1.49915,78.7715,77.5902,25.7549,25.7548,25.7549,25.7548,0.00282119,0.0286906,-329.833,-329.833,7.96931,51.5097,7.8498,51.5097
0.03,-6.49865,-1.06297,-1.35528e-05,0.249516,0.247178,-2.29954e-05,2,-6.49943,-1,-0.0630705,0.0147761,0.00403887,0.00170898,0.000966741,0.0587124,0.000131745,-0.00368829,-7.63092e-06,1.70878,14.5613,15.0578,29.3564,29.3563,29.3564,29.3563,-0.388109,-0.0461783,-375.957,-375.957,1.47317,58.7127,1.52339,58.7127
0.04,-6.49855,-1.06311,-1.39977e-05,0.131375,0.130158,-2.25335e-05,2,-6.49943,-1,-0.0631061,0.0147761,0.00403887,0.00170898,0.000966741,0.0598108,0.0148191,-0.00380069,0.000103202,1.2791,78.8202,77.6394,21.9746,21.9745,21.9746,21.9745,-0.412736,-0.0591321,-281.42,-281.42,7.97424,43.9491,7.85477,43.9491
0.05,-6.49832,-1.06315,-2.0627e-05,0.129424,0.128128,-3.17466e-05,3,-6.49915,-1,-0.0631397,0.0147772,0.00403935,0.00170926,0.000966935,0.0604766,0.0273675,-0.00335691,-0.000908034,1.08811,84.1143,82.9646,18.6934,18.6934,18.6934,18.6934,1.33299,1.16113,-239.399,-239.399,8.50984,37.3867,8.39353,37.3867
0.06,-6.49797,-1.06318,-3.03773e-05,0.128787,0.127428,-4.57535e-05,4,-6.49886,-1,-0.0631712,0.0147784,0.00403984,0.00170953,0.000967129,0.0609257,0.0374469,-0.00334493,-0.000900747,0.93466,79.9291,78.7833,16.057,16.057,16.057,16.057,-0.883288,-1.2635,-205.636,-205.636,8.08643,32.1139,7.9705,32.1139
0.07,-6.49754,-1.06321,-3.84415e-05,0.130198,0.128737,-5.84387e-05,5,-6.49858,-1,-0.0632026,0.0147795,0.00404033,0.00170981,0.000967323,0.061251,0.0454159,-0.00333212,-0.000709102,0.816998,76.8047,75.8105,14.0356,14.0356,14.0356,14.0357,-3.18745,-2.79429,-179.749,-179.749,7.77033,28.0713,7.66975,28.0712
0.08,-6.49704,-1.06324,-4.44905e-05,0.132953,0.131331,-7.33156e-05,7,-6.49801,-1,-0.0632336,0.0147818,0.0040413,0.00171036,0.000967711,0.0614988,0.0520033,-0.00324301,-0.000544609,0.722564,73.3744,72.5361,12.4133,12.4134,12.4134,12.4135,-5.67214,-4.17526,-158.975,-158.974,7.42329,24.8269,7.33847,24.8267
0.09,-6.49648,-1.06326,-4.90474e-05,0.136684,0.134885,-8.66384e-05,9,-6.49744,-1,-0.0632631,0.0147841,0.00404228,0.00171091,0.0009681,0.0616948,0.0573533,-0.00304183,-0.000423507,0.64853,69.7963,69.0936,11.1416,11.1418,11.1418,11.142,-8.00983,-5.31029,-142.69,-142.688,7.06129,22.2837,6.9902,22.2834
0.1,-6.49588,-1.06328,-5.25957e-05,0.141103,0.13913,-9.88816e-05,11,-6.49687,-1,-0.0632903,0.0147864,0.00404325,0.00171147,0.000968488,0.0618544,0.0617943,-0.00276131,-0.000341653,0.58944,66.2128,65.6276,10.1267,10.127,10.127,10.1273,-10.0388,-6.14017,-129.695,-129.692,6.69875,20.2543,6.63954,20.2538
0.11,-6.49523,-1.0633,-5.54858e-05,0.145954,0.143822,-0.000110411,13,-6.4963,-1,-0.0633142,0.0147887,0.00404423,0.00171202,0.000968877,0.0619871,0.0656163,-0.00240127,-0.000285861,0.540468,62.7341,62.2526,9.2858,9.28613,9.28616,9.28649,-11.6987,-6.66633,-118.927,-118.922,6.34681,18.5726,6.2981,18.5719
