t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
17.78,-5.00181,-0.97845,0.0317039,-0.0252634,-0.0635792,0.00384771,5774,-5.00347,-0.980767,0.00226038,0.0234608,0.00822504,0.00440368,0,0.00206341,0.0883157,0.00419039,-0.0027119,2.23173,-90.4276,-195.678,0,0,0,0,-3.40597,-5.10799,-88.998,-88.9529,-19.1346,16.2995,-41.4057,16.2925
17.79,-5.00092,-0.978412,0.0316766,-0.0254003,-0.0632798,0.00380367,5777,-5.00277,-0.980747,0.00227432,0.0234666,0.00822814,0.00440587,0,0.00206353,0.0912872,0.00389421,-0.00257009,2.17252,-90.9263,-194.499,0,0,0,0,-3.41785,-5.05308,-82.9192,-82.8748,-19.2401,15.2982,-41.1563,15.2914
17.8,-5.00004,-0.978372,0.031649,-0.0255454,-0.0629358,0.00375432,5781,-5.00183,-0.980721,0.00228917,0.0234743,0.00823227,0.0044088,0,0.00206366,0.088213,0.00421449,-0.00271941,2.23377,-91.4318,-193.343,0,0,0,0,-3.37699,-5.10086,-89.2069,-89.1618,-19.3471,16.3339,-40.9118,16.3269
17.81,-4.99916,-0.978334,0.0316217,-0.0256819,-0.0625803,0.00370467,5785,-5.00089,-0.980695,0.00230322,0.023482,0.00823641,0.00441172,0,0.00206379,0.0913557,0.00392862,-0.00253225,2.17112,-91.929,-191.955,0,0,0,0,-3.38968,-5.043,-82.776,-82.7316,-19.4523,15.2746,-40.618,15.2678
17.82,-4.99828,-0.978294,0.0315939,-0.0258286,-0.0622362,0.00365514,5789,-4.99995,-0.980669,0.00231822,0.0234897,0.00824054,0.00441465,0,0.00206393,0.0882079,0.0042546,-0.00273263,2.23384,-92.4401,-190.802,0,0,0,0,-3.34752,-5.09197,-89.2142,-89.1692,-19.5605,16.3351,-40.374,16.3281
17.83,-4.99739,-0.978256,0.0315663,-0.0259676,-0.061937,0.00361089,5792,-4.99925,-0.980649,0.00233237,0.0234955,0.00824365,0.00441685,0,0.00206408,0.0913265,0.00394324,-0.00261462,2.1717,-92.9464,-189.618,0,0,0,0,-3.36171,-5.0346,-82.8345,-82.7903,-19.6676,15.2843,-40.1234,15.2774
17.84,-4.99652,-0.978216,0.0315382,-0.0261154,-0.0615903,0.00356099,5796,-4.99831,-0.980623,0.00234748,0.0235033,0.00824779,0.00441978,0,0.00206424,0.0882129,0.004279,-0.00276472,2.23373,-93.462,-188.454,0,0,0,0,-3.31917,-5.08291,-89.2021,-89.1572,-19.7767,16.3331,-39.8772,16.3261
17.85,-4.99563,-0.978177,0.0315103,-0.0262547,-0.0612325,0.00351083,5800,-4.99738,-0.980596,0.00236181,0.023511,0.00825193,0.00442271,0,0.00206441,0.0913612,0.00398913,-0.00259598,2.17097,-93.9683,-187.056,0,0,0,0,-3.33288,-5.02494,-82.7598,-82.7157,-19.8838,15.272,-39.5813,15.2651
17.86,-4.99476,-0.978137,0.031482,-0.0264041,-0.0608857,0.00346074,5804,-4.99644,-0.98057,0.00237708,0.0235187,0.00825608,0.00442565,0,0.00206458,0.0882839,0.00431727,-0.00278583,2.23228,-94.4905,-185.892,0,0,0,0,-3.29,-5.07257,-89.0534,-89.0086,-19.9943,16.3086,-39.335,16.3017
17.87,-4.99387,-0.978098,0.0314538,-0.0265451,-0.0605272,0.00341034,5808,-4.9955,-0.980544,0.00239156,0.0235265,0.00826023,0.00442858,0,0.00206477,0.0913216,0.00402387,-0.00268643,2.17174,-95.0018,-184.493,0,0,0,0,-3.30318,-5.01647,-82.8384,-82.7943,-20.1025,15.2849,-39.039,15.2781
17.88,-4.99299,-0.978057,0.0314251,-0.0266974,-0.0602336,0.00336531,5811,-4.9948,-0.980524,0.00240698,0.0235323,0.00826334,0.00443079,0,0.00206496,0.0883045,0.00435061,-0.00280644,2.23185,-95.5353,-183.521,0,0,0,0,-3.26133,-5.06306,-89.0087,-88.964,-20.2154,16.3012,-38.8334,16.2943
17.89,-4.99211,-0.978017,0.0313934,-0.0268495,-0.0598594,0.00331217,5815,-4.99387,-0.980498,0.00242258,0.02354,0.00826749,0.00443373,0,0.00206516,0.0905253,0.0043292,-0.00315012,2.18746,-96.0838,-182.09,0,0,0,0,-3.26643,-5.02032,-84.4522,-84.408,-20.3315,15.5507,-38.5305,15.5439
17.9,-4.99123,-0.977969,0.0313442,-0.0270521,-0.0593668,0.00324186,5819,-4.99293,-0.980472,0.00244335,0.0235478,0.00827164,0.00443667,0,0.00206537,0.0907223,0.0058187,-0.0037072,2.1826,-96.8058,-180.287,0,0,0,0,-3.24657,-5.00865,-83.9523,-83.9082,-20.4843,15.4684,-38.1491,15.4616
17.91,-4.99035,-0.977926,0.031305,-0.0272515,-0.058954,0.00317956,5823,-4.99199,-0.980445,0.00246363,0.0235555,0.0082758,0.00443962,0,0.00206559,0.0899663,0.00472912,-0.00312964,2.19839,-97.5134,-178.789,0,0,0,0,-3.21845,-5.01588,-85.5734,-85.5292,-20.634,15.7354,-37.8319,15.7286
17.92,-4.98948,-0.97789,0.0312735,-0.0273812,-0.0586103,0.00313136,5826,-4.99129,-0.980426,0.00247701,0.0235613,0.00827892,0.00444183,0,0.00206582,0.0862094,0.00348216,-0.00298618,2.27426,-97.9659,-177.645,0,0,0,0,-3.16511,-5.07604,-93.3624,-93.3173,-20.7297,17.0183,-37.5899,17.0114
17.93,-4.9886,-0.977852,0.0312454,-0.0275046,-0.0582324,0.00308084,5830,-4.99036,-0.980399,0.00248984,0.0235691,0.00828308,0.00444477,0,0.00206606,0.0899646,0.00366791,-0.00280304,2.19908,-98.4142,-176.152,0,0,0,0,-3.18748,-5.00736,-85.6443,-85.6001,-20.8246,15.7471,-37.2741,15.7403
17.94,-4.98772,-0.977815,0.0312164,-0.0276269,-0.0578536,0.00302966,5834,-4.98942,-0.980373,0.00250262,0.0235768,0.00828724,0.00444772,0,0.0020663,0.0870842,0.00373125,-0.00273613,2.25662,-98.8417,-174.842,0,0,0,0,-3.14169,-5.05226,-91.5511,-91.5063,-20.9151,16.72,-36.9968,16.7131
17.95,-4.98682,-0.977777,0.031188,-0.0277466,-0.0574735,0.00297909,5838,-4.98848,-0.980347,0.00251511,0.0235846,0.00829141,0.00445068,0,0.00206655,0.0906932,0.00363959,-0.00267672,2.18453,-99.2761,-173.336,0,0,0,0,-3.16277,-4.98639,-84.1506,-84.1066,-21.007,15.5011,-36.6781,15.4942
17.96,-4.98594,-0.977739,0.03116,-0.0278714,-0.0571577,0.00293454,5841,-4.98778,-0.980327,0.00252793,0.0235904,0.00829453,0.00445289,0,0.00206681,0.0875551,0.00373777,-0.0027075,2.2472,-99.7119,-172.288,0,0,0,0,-3.11694,-5.03536,-90.5839,-90.5393,-21.0992,16.5607,-36.4565,16.5538
17.97,-4.98504,-0.977702,0.0311321,-0.0279909,-0.056782,0.0028845,5845,-4.98685,-0.9803,0.00254039,0.0235982,0.0082987,0.00445585,0,0.00206707,0.0910167,0.00367357,-0.00264787,2.17804,-100.145,-170.805,0,0,0,0,-3.13759,-4.972,-83.4841,-83.4402,-21.1908,15.3913,-36.1427,15.3845
17.98,-4.98415,-0.977664,0.0311041,-0.0281131,-0.0564092,0.0028345,5849,-4.98591,-0.980274,0.0025531,0.0236059,0.00830287,0.00445881,0,0.00206734,0.0878362,0.00372369,-0.00271599,2.24158,-100.571,-169.555,0,0,0,0,-3.08966,-5.02162,-90.0074,-89.9629,-21.281,16.4658,-35.8781,16.4589
17.99,-4.98325,-0.977626,0.0310764,-0.0282326,-0.0560346,0.00278459,5853,-4.98498,-0.980247,0.00256557,0.0236137,0.00830704,0.00446176,0,0.00206762,0.0911759,0.00369261,-0.0026243,2.17484,-101.003,-168.08,0,0,0,0,-3.10981,-4.96035,-83.1557,-83.1119,-21.3725,15.3372,-35.566,15.3304
18,-4.98236,-0.977588,0.0310484,-0.0283538,-0.0556612,0.00273464,5857,-4.98404,-0.980221,0.00257818,0.0236215,0.00831122,0.00446473,0,0.0020679,0.0880955,0.00371341,-0.00271993,2.2364,-101.427,-166.825,0,0,0,0,-3.0624,-5.00826,-89.4757,-89.4313,-21.462,16.3782,-35.3005,16.3713
18.01,-4.98146,-0.97755,0.0310208,-0.0284729,-0.0552867,0.00268479,5861,-4.98311,-0.980195,0.0025906,0.0236293,0.00831539,0.00446769,0,0.00206819,0.0912464,0.00370171,-0.00260997,2.17342,-101.857,-165.356,0,0,0,0,-3.08124,-4.95021,-83.0102,-82.9665,-21.553,15.3133,-34.9897,15.3065
18.02,-4.98066,-0.977516,0.0309952,-0.0285826,-0.0549836,0.00264308,5864,-4.98241,-0.980175,0.00260194,0.0236351,0.00831853,0.00446991,0,0.00206849,0.0881144,0.00385121,-0.00290048,2.23594,-102.24,-164.36,0,0,0,0,-3.03495,-4.99939,-89.4277,-89.3834,-21.6341,16.3703,-34.7788,16.3634
18.03,-4.97967,-0.977475,0.0309653,-0.0287132,-0.0545943,0.00259056,5868,-4.98147,-0.980148,0.0026155,0.0236429,0.00832271,0.00447288,0,0.00206879,0.0912869,0.00370514,-0.00259849,2.17261,-102.71,-162.836,0,0,0,0,-3.0536,-4.94066,-82.9265,-82.8829,-21.7337,15.2995,-34.4563,15.2927
18.04,-4.97878,-0.977437,0.0309373,-0.0288326,-0.0542192,0.00254064,5872,-4.98054,-0.980122,0.00262795,0.0236507,0.00832689,0.00447585,0,0.0020691,0.0885126,0.00370384,-0.00272364,2.22807,-103.129,-161.567,0,0,0,0,-3.00845,-4.98334,-88.6196,-88.5754,-21.8222,16.2372,-34.1878,16.2303
18.05,-4.97787,-0.977399,0.0309098,-0.0289505,-0.0538441,0.00249087,5876,-4.9796,-0.980095,0.00264025,0.0236584,0.00833107,0.00447882,0,0.00206942,0.0912734,0.00370358,-0.00259121,2.17288,-103.552,-160.108,0,0,0,0,-3.02423,-4.93196,-82.9538,-82.9102,-21.9118,15.304,-33.879,15.2972
18.06,-4.97698,-0.977361,0.0308818,-0.029069,-0.053468,0.00244092,5880,-4.97867,-0.980069,0.00265262,0.0236662,0.00833526,0.00448179,0,0.00206974,0.088636,0.0037012,-0.00272725,2.2256,-103.968,-158.832,0,0,0,0,-2.98009,-4.97229,-88.3661,-88.3221,-21.9998,16.1954,-33.609,16.1886
18.07,-4.97607,-0.977323,0.0308544,-0.029186,-0.0530923,0.00239118,5884,-4.97773,-0.980042,0.00266484,0.023674,0.00833945,0.00448477,0,0.00207007,0.09125,0.00369876,-0.00258363,2.17335,-104.388,-157.375,0,0,0,0,-2.99476,-4.92343,-83.0018,-82.9583,-22.0887,15.3119,-33.3007,15.3051
18.08,-4.97518,-0.977286,0.0308264,-0.0293052,-0.0527724,0.00234681,5887,-4.97703,-0.980022,0.00267713,0.0236799,0.00834259,0.004487,0,0.00207041,0.0886286,0.00369542,-0.00272276,2.22575,-104.807,-156.302,0,0,0,0,-2.95152,-4.96354,-88.3813,-88.3373,-22.1773,16.1979,-33.0738,16.1911
18.09,-4.97428,-0.977248,0.0307989,-0.0294217,-0.0523958,0.00229703,5891,-4.9761,-0.979995,0.0026893,0.0236877,0.00834679,0.00448998,0,0.00207075,0.0912122,0.00369547,-0.00258236,2.1741,-105.225,-154.843,0,0,0,0,-2.96631,-4.91521,-83.0793,-83.0358,-22.2658,15.3246,-32.7649,15.3179
18.1,-4.97339,-0.97721,0.030771,-0.0295385,-0.0520185,0.00224714,5895,-4.97517,-0.979969,0.0027015,0.0236955,0.00835098,0.00449296,0,0.0020711,0.0887022,0.00369161,-0.00272014,2.22428,-105.635,-153.559,0,0,0,0,-2.92268,-4.95335,-88.2301,-88.1862,-22.3526,16.173,-32.4933,16.1662
18.11,-4.97248,-0.977172,0.0307437,-0.0296538,-0.0516418,0.00219747,5899,-4.97423,-0.979942,0.00271356,0.0237033,0.00835518,0.00449594,0,0.00207145,0.0912151,0.00368944,-0.00257493,2.17404,-106.048,-152.101,0,0,0,0,-2.93719,-4.90625,-83.0732,-83.0298,-22.44,15.3236,-32.1847,15.3169
18.12,-4.97159,-0.977135,0.0307157,-0.0297697,-0.0512637,0.0021476,5903,-4.9733,-0.979916,0.00272568,0.0237111,0.00835938,0.00449893,0,0.00207181,0.0887454,0.00368825,-0.00271751,2.22342,-106.456,-150.814,0,0,0,0,-2.89357,-4.94369,-88.1413,-88.0975,-22.5262,16.1584,-31.9124,16.1516
18.13,-4.97068,-0.977097,0.0306884,-0.0298841,-0.0508863,0.00209795,5907,-4.97237,-0.979889,0.00273765,0.0237189,0.00836358,0.00450191,0,0.00207218,0.0911111,0.00368176,-0.00257137,2.17613,-106.865,-149.357,0,0,0,0,-2.90682,-4.89911,-83.2869,-83.2436,-22.6128,15.3588,-31.6043,15.3521
18.14,-4.96988,-0.977063,0.0306629,-0.0299892,-0.0505796,0.00205635,5910,-4.97167,-0.979869,0.00274855,0.0237247,0.00836674,0.00450415,0,0.00207255,0.088569,0.00383655,-0.00290742,2.22685,-107.235,-148.333,0,0,0,0,-2.86411,-4.93817,-88.4937,-88.4499,-22.6911,16.2164,-31.3874,16.2097
18.15,-4.96889,-0.977022,0.0306333,-0.0301142,-0.0501863,0.00200402,5914,-4.97073,-0.979842,0.00276158,0.0237325,0.00837094,0.00450714,0,0.00207293,0.0911491,0.00367805,-0.00256774,2.17537,-107.682,-146.81,0,0,0,0,-2.87934,-4.88963,-83.2086,-83.1654,-22.7856,15.3459,-31.0653,15.3392
18.16,-4.96799,-0.976984,0.0306054,-0.0302283,-0.049807,0.00195421,5918,-4.9698,-0.979815,0.00277353,0.0237404,0.00837515,0.00451014,0,0.00207332,0.0889173,0.0036833,-0.00271184,2.21998,-108.084,-145.512,0,0,0,0,-2.8377,-4.92302,-87.7882,-87.7446,-22.8707,16.1002,-30.7905,16.0935
18.17,-4.96709,-0.976947,0.0305782,-0.0303408,-0.0494281,0.0019046,5922,-4.96887,-0.979789,0.00278533,0.0237482,0.00837936,0.00451313,0,0.00207371,0.0910696,0.00366959,-0.00256398,2.17696,-108.486,-144.057,0,0,0,0,-2.84927,-4.8821,-83.372,-83.3288,-22.9557,15.3729,-30.4827,15.3662
18.18,-4.9662,-0.976909,0.0305503,-0.0304541,-0.0490482,0.00185481,5926,-4.96793,-0.979762,0.0027972,0.023756,0.00838357,0.00451613,0,0.00207411,0.0889501,0.00368108,-0.00270944,2.21932,-108.885,-142.753,0,0,0,0,-2.80859,-4.91356,-87.7207,-87.6771,-23.0402,16.0891,-30.2066,16.0824
18.19,-4.96529,-0.976872,0.0305231,-0.0305657,-0.0486686,0.00180522,5930,-4.967,-0.979735,0.00280891,0.0237638,0.00838779,0.00451912,0,0.00207451,0.0911076,0.0036651,-0.00256117,2.1762,-109.283,-141.294,0,0,0,0,-2.82064,-4.87258,-83.294,-83.2509,-23.1245,15.36,-29.8981,15.3533
18.2,-4.9644,-0.976834,0.0304952,-0.0306781,-0.0482877,0.00175543,5934,-4.96607,-0.979708,0.00282069,0.0237716,0.008392,0.00452212,0,0.00207492,0.0889865,0.00367754,-0.0027088,2.21859,-109.68,-139.987,0,0,0,0,-2.77955,-4.90405,-87.6458,-87.6023,-23.2084,16.0768,-29.6215,16.0701
18.21,-4.96349,-0.976797,0.0304681,-0.0307888,-0.0479073,0.00170586,5938,-4.96514,-0.979682,0.00283231,0.0237795,0.00839622,0.00452513,0,0.00207534,0.0911323,0.00366026,-0.00255913,2.17571,-110.074,-138.526,0,0,0,0,-2.79187,-4.86328,-83.2433,-83.2003,-23.2918,15.3517,-29.3122,15.345
18.22,-4.9626,-0.976759,0.0304402,-0.0309017,-0.0475821,0.0016616,5941,-4.96444,-0.979661,0.00284401,0.0237853,0.00839939,0.00452738,0,0.00207576,0.0890171,0.00367333,-0.00270886,2.21798,-110.473,-137.421,0,0,0,0,-2.75166,-4.89471,-87.5829,-87.5395,-23.3763,16.0664,-29.0785,16.0597
18.23,-4.96169,-0.976722,0.0304131,-0.0310114,-0.0472009,0.00161203,5945,-4.96351,-0.979635,0.00285554,0.0237932,0.00840361,0.00453038,0,0.00207619,0.0910947,0.00365422,-0.00255732,2.17646,-110.864,-135.958,0,0,0,0,-2.7635,-4.85511,-83.3204,-83.2775,-23.459,15.3644,-28.769,15.3577
18.24,-4.9608,-0.976684,0.0303852,-0.031122,-0.0468181,0.00156224,5949,-4.96257,-0.979608,0.00286716,0.023801,0.00840784,0.00453339,0,0.00207662,0.0890424,0.00366938,-0.00270865,2.21748,-111.254,-134.643,0,0,0,0,-2.72251,-4.88539,-87.5309,-87.4875,-23.5416,16.0579,-28.4907,16.0511
18.25,-4.95989,-0.976647,0.0303581,-0.0312307,-0.0464359,0.00151267,5953,-4.96164,-0.979581,0.0028786,0.0238089,0.00841206,0.0045364,0,0.00207706,0.0909888,0.00364518,-0.00255465,2.17858,-111.641,-133.181,0,0,0,0,-2.73305,-4.84803,-83.538,-83.4951,-23.6234,15.4002,-28.1814,15.3935
18.26,-4.959,-0.97661,0.0303303,-0.0313403,-0.0460523,0.00146289,5957,-4.96071,-0.979554,0.00289012,0.0238167,0.00841629,0.00453941,0,0.00207751,0.0889852,0.00366372,-0.00270718,2.21862,-112.028,-131.862,0,0,0,0,-2.6923,-4.87748,-87.6484,-87.6051,-23.7054,16.0772,-27.9022,16.0705
18.27,-4.9581,-0.976572,0.0303032,-0.0314482,-0.0456693,0.00141334,5961,-4.95978,-0.979527,0.00290148,0.0238245,0.00842052,0.00454243,0,0.00207796,0.0909428,0.00363879,-0.00255251,2.1795,-112.412,-130.397,0,0,0,0,-2.70336,-4.83995,-83.6324,-83.5896,-23.7865,15.4157,-27.5921,15.4091
18.28,-4.9572,-0.976535,0.0302753,-0.0315569,-0.0452848,0.00136355,5965,-4.95885,-0.9795,0.00291292,0.0238324,0.00842476,0.00454544,0,0.00207841,0.0890311,0.00366111,-0.00270654,2.21771,-112.796,-129.071,0,0,0,0,-2.66345,-4.86782,-87.5541,-87.5109,-23.8678,16.0617,-27.3117,16.055
18.29,-4.9563,-0.976498,0.0302483,-0.0316637,-0.044901,0.00131402,5969,-4.95792,-0.979473,0.00292418,0.0238402,0.00842899,0.00454846,0,0.00207888,0.0909259,0.00363187,-0.00254923,2.17984,-113.176,-127.604,0,0,0,0,-2.67405,-4.83137,-83.6672,-83.6245,-23.9481,15.4215,-27.0013,15.4149
18.3,-4.95541,-0.97646,0.0302205,-0.0317731,-0.0445726,0.00126981,5972,-4.95722,-0.979453,0.00293555,0.0238461,0.00843217,0.00455073,0,0.00207934,0.0890241,0.00365721,-0.00270402,2.21785,-113.563,-126.483,0,0,0,0,-2.63513,-4.85913,-87.5683,-87.5252,-24.0302,16.064,-26.7639,16.0573
18.31,-4.9545,-0.976423,0.0301934,-0.031879,-0.0441881,0.0012203,5976,-4.95629,-0.979426,0.00294672,0.023854,0.00843641,0.00455375,0,0.00207982,0.09091,0.00362538,-0.00254587,2.18016,-113.939,-125.013,0,0,0,0,-2.64596,-4.82286,-83.7,-83.6573,-24.1097,15.4269,-26.453,15.4203
18.32,-4.95361,-0.976386,0.0301656,-0.0319859,-0.0438022,0.00117055,5980,-4.95536,-0.979399,0.00295799,0.0238618,0.00844066,0.00455677,0,0.0020803,0.0890211,0.00365316,-0.0027022,2.21791,-114.318,-123.683,0,0,0,0,-2.60566,-4.85032,-87.5745,-87.5314,-24.1898,16.0651,-26.1715,16.0584
18.33,-4.95271,-0.976349,0.0301386,-0.0320909,-0.0434169,0.00112106,5984,-4.95443,-0.979372,0.00296908,0.0238697,0.0084449,0.0045598,0,0.00208078,0.0909275,0.00362069,-0.0025431,2.17982,-114.69,-122.21,0,0,0,0,-2.61714,-4.81372,-83.6641,-83.6215,-24.2686,15.421,-25.8598,15.4144
18.34,-4.95181,-0.976312,0.0301109,-0.0321969,-0.0430302,0.00107133,5988,-4.9535,-0.979345,0.00298027,0.0238776,0.00844915,0.00456282,0,0.00208127,0.0890349,0.00364831,-0.00270081,2.21763,-115.065,-120.877,0,0,0,0,-2.57645,-4.84123,-87.546,-87.503,-24.348,16.0604,-25.5778,16.0537
18.35,-4.95091,-0.976275,0.0300839,-0.0323009,-0.0426441,0.00102185,5992,-4.95256,-0.979318,0.00299126,0.0238854,0.0084534,0.00456585,0,0.00208177,0.0908294,0.0036122,-0.00254014,2.18178,-115.434,-119.405,0,0,0,0,-2.58673,-4.80654,-83.8657,-83.8231,-24.426,15.4542,-25.2662,15.4476
18.36,-4.95002,-0.976237,0.0300561,-0.032406,-0.0422566,0.000972129,5996,-4.95163,-0.979291,0.00300236,0.0238933,0.00845765,0.00456888,0,0.00208227,0.0889726,0.00364213,-0.00269899,2.21888,-115.806,-118.068,0,0,0,0,-2.54618,-4.83344,-87.674,-87.6311,-24.5048,16.0815,-24.9834,16.0748
18.37,-4.94911,-0.9762,0.0300292,-0.0325106,-0.0419266,0.000928232,5999,-4.95094,-0.979271,0.00301327,0.0238992,0.00846084,0.00457116,0,0.00208278,0.0908256,0.00360725,-0.00253765,2.18186,-116.177,-116.796,0,0,0,0,-2.55883,-4.79784,-83.8734,-83.8309,-24.5833,15.4555,-24.7143,15.4489
18.38,-4.94822,-0.976163,0.0300015,-0.0326148,-0.0415383,0.000878518,6003,-4.95001,-0.979244,0.00302428,0.0239071,0.00846509,0.00457419,0,0.00208329,0.0890137,0.00363828,-0.00269787,2.21806,-116.546,-115.456,0,0,0,0,-2.51858,-4.82397,-87.5896,-87.5468,-24.6614,16.0676,-24.4306,16.0609
18.39,-4.94732,-0.976126,0.0299745,-0.0327169,-0.0411507,0.000829081,6007,-4.94908,-0.979217,0.0030351,0.023915,0.00846935,0.00457723,0,0.00208381,0.0908234,0.003602,-0.00253358,2.1819,-116.908,-113.976,0,0,0,0,-2.52976,-4.78905,-83.8779,-83.8355,-24.7379,15.4562,-24.1176,15.4496
18.4,-4.94642,-0.976089,0.0299468,-0.0328202,-0.0407617,0.00077939,6011,-4.94815,-0.979189,0.00304603,0.0239228,0.00847361,0.00458027,0,0.00208433,0.0891087,0.00363687,-0.00269594,2.21616,-117.274,-112.63,0,0,0,0,-2.49058,-4.81353,-87.3946,-87.3518,-24.8154,16.0354,-23.8327,16.0288
18.41,-4.94552,-0.976052,0.02992,-0.0329214,-0.0403734,0.000729981,6015,-4.94722,-0.979162,0.00305676,0.0239307,0.00847787,0.00458331,0,0.00208486,0.0908877,0.00359806,-0.00252923,2.18062,-117.632,-111.149,0,0,0,0,-2.50168,-4.77914,-83.7459,-83.7035,-24.891,15.4345,-23.5192,15.4279
18.42,-4.94463,-0.976015,0.0298923,-0.0330237,-0.0399836,0.000680315,6019,-4.94629,-0.979135,0.0030676,0.0239386,0.00848214,0.00458635,0,0.00208539,0.0891121,0.00363202,-0.00269317,2.21609,-117.995,-109.803,0,0,0,0,-2.4613,-4.80465,-87.3876,-87.3449,-24.9679,16.0343,-23.2344,16.0277
18.43,-4.94372,-0.975978,0.0298655,-0.033124,-0.0395948,0.000630946,6023,-4.94536,-0.979108,0.00307824,0.0239465,0.0084864,0.0045894,0,0.00208593,0.0908523,0.00359178,-0.00252393,2.18133,-118.349,-108.321,0,0,0,0,-2.47218,-4.77094,-83.8186,-83.7764,-25.0428,15.4464,-22.9208,15.4399
18.44,-4.94283,-0.975942,0.0298378,-0.0332268,-0.0392613,0.000586873,6026,-4.94466,-0.979088,0.00308899,0.0239524,0.0084896,0.00459168,0,0.00208647,0.0890793,0.00362637,-0.00269134,2.21675,-118.715,-107.179,0,0,0,0,-2.43273,-4.79646,-87.455,-87.4123,-25.1202,16.0454,-22.6793,16.0388
18.45,-4.94193,-0.975905,0.029811,-0.0333263,-0.0388715,0.000537486,6030,-4.94373,-0.97906,0.00309956,0.0239603,0.00849387,0.00459473,0,0.00208702,0.090775,0.0035856,-0.00252381,2.18288,-119.066,-105.695,0,0,0,0,-2.44325,-4.76351,-83.9774,-83.9352,-25.1945,15.4726,-22.3652,15.466
18.46,-4.94103,-0.975868,0.0297833,-0.0334268,-0.0384804,0.00048786,6034,-4.9428,-0.979033,0.00311022,0.0239682,0.00849815,0.00459778,0,0.00208758,0.0890672,0.00362155,-0.0026893,2.21699,-119.423,-104.342,0,0,0,0,-2.40324,-4.78785,-87.4797,-87.4372,-25.2701,16.0495,-22.0789,16.0429
18.47,-4.94013,-0.975831,0.0297566,-0.0335251,-0.0380901,0.000438548,6038,-4.94187,-0.979006,0.00312068,0.0239761,0.00850242,0.00460084,0,0.00208814,0.0907479,0.00357675,-0.00251535,2.18342,-119.77,-102.856,0,0,0,0,-2.41389,-4.75518,-84.0333,-83.9911,-25.3434,15.4818,-21.7645,15.4753
18.48,-4.93924,-0.975794,0.029729,-0.0336246,-0.0376982,0.000388942,6042,-4.94094,-0.978979,0.00313126,0.023984,0.0085067,0.00460389,0,0.0020887,0.0890237,0.00361657,-0.00268888,2.21787,-120.123,-101.502,0,0,0,0,-2.37331,-4.77979,-87.5691,-87.5266,-25.4183,16.0642,-21.4779,16.0576
18.49,-4.93833,-0.975758,0.0297023,-0.033722,-0.0373072,0.000339644,6046,-4.94002,-0.978952,0.00314163,0.0239919,0.00851098,0.00460695,0,0.00208927,0.0907259,0.00357093,-0.00251202,2.18386,-120.467,-100.012,0,0,0,0,-2.3846,-4.74678,-84.0785,-84.0364,-25.4909,15.4892,-21.1627,15.4827
18.5,-4.93744,-0.975721,0.0296747,-0.0338207,-0.0369145,0.000290043,6050,-4.93909,-0.978924,0.00315212,0.0239998,0.00851526,0.00461001,0,0.00208985,0.0890936,0.00361468,-0.00268883,2.21647,-120.817,-98.6512,0,0,0,0,-2.34511,-4.76982,-87.4255,-87.3831,-25.5651,16.0405,-20.8747,16.034
18.51,-4.93654,-0.975684,0.029648,-0.0339171,-0.0365226,0.000240753,6054,-4.93816,-0.978897,0.0031624,0.0240077,0.00851954,0.00461307,0,0.00209042,0.0907786,0.0035663,-0.0025095,2.18281,-121.157,-97.1583,0,0,0,0,-2.35647,-4.73712,-83.9704,-83.9283,-25.6369,15.4714,-20.5588,15.4649
18.52,-4.93564,-0.975647,0.0296204,-0.0340161,-0.0361861,0.00019678,6057,-4.93746,-0.978877,0.00317278,0.0240137,0.00852276,0.00461537,0,0.00209101,0.0891095,0.00360961,-0.0026866,2.21615,-121.509,-96.004,0,0,0,0,-2.31734,-4.76085,-87.3929,-87.3506,-25.7116,16.0352,-20.3146,16.0286
18.53,-4.93474,-0.975611,0.0295937,-0.0341117,-0.0357931,0.000147457,6061,-4.93653,-0.978849,0.00318299,0.0240216,0.00852704,0.00461843,0,0.0020916,0.0907146,0.00356053,-0.00251105,2.18409,-121.846,-94.5099,0,0,0,0,-2.32774,-4.72949,-84.1019,-84.0599,-25.7828,15.4931,-19.9984,15.4866
18.54,-4.93385,-0.975574,0.0295661,-0.0342085,-0.0353986,9.7861e-05,6065,-4.93561,-0.978822,0.00319331,0.0240295,0.00853133,0.0046215,0,0.00209219,0.0890686,0.00360525,-0.00268749,2.21697,-122.19,-93.1443,0,0,0,0,-2.28744,-4.75275,-87.4769,-87.4346,-25.8557,16.049,-19.7095,16.0424
18.55,-4.93295,-0.975538,0.0295395,-0.034303,-0.0350051,4.86074e-05,6069,-4.93468,-0.978794,0.0032034,0.0240374,0.00853562,0.00462457,0,0.00209279,0.0907028,0.00355191,-0.00250254,2.18433,-122.522,-91.6467,0,0,0,0,-2.29863,-4.72093,-84.1264,-84.0845,-25.9259,15.4971,-19.3926,15.4906
