t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.26,-6.55084,-1.00043,-0.000274217,0.00144022,0.0489684,-0.000929952,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.090886,-0.000631767,-0.000247368,2.1823,-0.163602,-3.99087,0,0,0,0,-9.9602,-0.526967,-83.8449,-83.8449,-0.0346185,15.4516,-0.844475,15.4516
0.27,-6.54994,-1.00043,-0.000275416,0.00144112,0.0490288,-0.000931369,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0895165,-0.000680896,-4.76542e-05,2.20969,-0.16109,-3.94442,0,0,0,0,-10.0954,-0.532514,-86.6564,-86.6564,-0.0340869,15.9147,-0.834645,15.9147
0.28,-6.54903,-1.00044,-0.00027727,0.00144204,0.0490871,-0.000932768,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908856,-0.00062934,-0.000254256,2.18231,-0.163636,-4.023,0,0,0,0,-9.98538,-0.527987,-83.8457,-83.8457,-0.0346256,15.4518,-0.851273,15.4518
0.29,-6.54813,-1.00045,-0.00027839,0.00144298,0.0491436,-0.000934146,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0894056,-0.000685067,-3.57868e-05,2.21191,-0.160979,-3.96732,0,0,0,0,-10.1298,-0.533902,-86.8841,-86.8841,-0.0340633,15.9522,-0.839491,15.9522
0.3,-6.54723,-1.00045,-0.000280228,0.00144393,0.0491987,-0.000935508,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909179,-0.00062538,-0.0002591,2.18166,-0.163841,-4.04987,0,0,0,0,-10.0058,-0.528795,-83.7794,-83.7794,-0.0346691,15.4408,-0.856958,15.4408
0.31,-6.54633,-1.00046,-0.000281281,0.00144489,0.0492525,-0.000936851,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0893356,-0.000689392,-2.52843e-05,2.21331,-0.16103,-3.98694,0,0,0,0,-10.159,-0.535065,-87.0279,-87.0279,-0.0340743,15.9759,-0.843642,15.9759
0.32,-6.54542,-1.00046,-0.00028311,0.00144586,0.0493053,-0.000938186,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909214,-0.000622713,-0.000263512,2.18159,-0.164057,-4.07122,0,0,0,0,-10.0274,-0.529646,-83.7722,-83.7722,-0.0347147,15.4397,-0.861476,15.4397
0.33,-6.54452,-1.00047,-0.000284103,0.00144682,0.0493571,-0.000939495,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0892948,-0.000693465,-1.61937e-05,2.21413,-0.161186,-4.00472,0,0,0,0,-10.1845,-0.536071,-87.1117,-87.1117,-0.0341072,15.9897,-0.847406,15.9897
0.34,-6.54362,-1.00048,-0.000285882,0.00144777,0.0494079,-0.000940771,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909561,-0.000621055,-0.000261596,2.1809,-0.164404,-4.09275,0,0,0,0,-10.0454,-0.530345,-83.7008,-83.7008,-0.0347881,15.4279,-0.866031,15.4279
0.35,-6.54272,-1.00048,-0.000286766,0.00144871,0.0494572,-0.000941989,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0892851,-0.000698357,-5.8571e-06,2.21432,-0.161516,-4.02507,0,0,0,0,-10.2064,-0.536937,-87.1315,-87.1315,-0.034177,15.993,-0.851712,15.993
0.36,-6.54181,-1.00049,-0.000288533,0.00144964,0.0495059,-0.000943236,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0910096,-0.000618384,-0.000264429,2.17983,-0.164832,-4.11468,0,0,0,0,-10.0608,-0.530941,-83.5911,-83.5911,-0.0348787,15.4098,-0.870672,15.4098
0.37,-6.54092,-1.00049,-0.000289425,0.00145056,0.0495541,-0.000944476,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089246,-0.000700839,-2.72852e-06,2.2151,-0.161699,-4.03935,0,0,0,0,-10.23,-0.53786,-87.2119,-87.2119,-0.0342158,16.0062,-0.854733,16.0062
0.38,-6.54001,-1.0005,-0.000291183,0.00145149,0.0496017,-0.000945707,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909973,-0.000616332,-0.00026629,2.18007,-0.165066,-4.12963,0,0,0,0,-10.0814,-0.531739,-83.6164,-83.6164,-0.0349282,15.414,-0.873835,15.414
0.39,-6.53911,-1.00051,-0.000292079,0.00145241,0.0496491,-0.000946956,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0892156,-0.000704347,-2.62085e-06,2.21571,-0.161866,-4.05168,0,0,0,0,-10.2523,-0.538724,-87.2743,-87.2743,-0.0342511,16.0165,-0.857341,16.0165
0.4,-6.53821,-1.00051,-0.000293903,0.00145335,0.0496967,-0.000948236,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0911051,-0.000613448,-0.000276658,2.17792,-0.165432,-4.14613,0,0,0,0,-10.0907,-0.532061,-83.395,-83.395,-0.0350056,15.3775,-0.877327,15.3775
0.41,-6.53731,-1.00052,-0.000294838,0.0014543,0.0497446,-0.000949541,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0892444,-0.000707361,-3.77543e-06,2.21513,-0.162036,-4.06218,0,0,0,0,-10.269,-0.539343,-87.2152,-87.2152,-0.0342871,16.0068,-0.859563,16.0068
0.42,-6.5364,-1.00052,-0.0002967,0.00145526,0.0497929,-0.000950851,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0911102,-0.000611112,-0.000282494,2.17781,-0.165562,-4.15526,0,0,0,0,-10.1094,-0.532756,-83.3845,-83.3845,-0.0350333,15.3758,-0.87926,15.3758
0.43,-6.5355,-1.00053,-0.000297643,0.00145624,0.0498416,-0.000952173,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0891984,-0.000709499,-2.36395e-06,2.21605,-0.162082,-4.06874,0,0,0,0,-10.2928,-0.540248,-87.3096,-87.3096,-0.0342967,16.0223,-0.860952,16.0223
0.44,-6.53469,-1.00053,-0.000298779,0.00145715,0.0498879,-0.000953241,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0894132,-0.000578218,9.47588e-06,2.21175,-0.162839,-4.09308,0,0,0,0,-10.2833,-0.539854,-86.8682,-86.8682,-0.0344569,15.9496,-0.866101,15.9496
0.45,-6.53369,-1.00054,-0.000300507,0.00145817,0.0499382,-0.000954861,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0893903,-0.000709929,-5.05099e-06,2.21221,-0.162467,-4.08323,0,0,0,0,-10.2947,-0.540239,-86.9156,-86.9156,-0.0343782,15.9574,-0.864018,15.9574
0.46,-6.53278,-1.00055,-0.000302461,0.0014592,0.0499889,-0.000956242,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0914788,-0.00060644,-0.000294243,2.17044,-0.166435,-4.18734,0,0,0,0,-10.1146,-0.532814,-82.6279,-82.6279,-0.0352179,15.2512,-0.886048,15.2512
0.47,-6.53188,-1.00055,-0.000303398,0.00146022,0.0500395,-0.000957582,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0893667,-0.000715582,2.78357e-06,2.21269,-0.162647,-4.09274,0,0,0,0,-10.3174,-0.541101,-86.9641,-86.9641,-0.0344163,15.9654,-0.86603,15.9654
0.48,-6.53098,-1.00056,-0.00030534,0.00146124,0.0500901,-0.000958931,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0913149,-0.000605051,-0.000298052,2.17372,-0.166399,-4.19196,0,0,0,0,-10.1498,-0.534192,-82.9642,-82.9642,-0.0352104,15.3066,-0.887026,15.3066
0.49,-6.53007,-1.00057,-0.000306293,0.00146226,0.0501408,-0.000960293,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089185,-0.000717057,2.67301e-06,2.21632,-0.162539,-4.0953,0,0,0,0,-10.3546,-0.542562,-87.3371,-87.3371,-0.0343934,16.0268,-0.866572,16.0268
0.5,-6.52917,-1.00057,-0.000308279,0.00146329,0.0501919,-0.000961677,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912695,-0.000602778,-0.00030336,2.17463,-0.166514,-4.20021,0,0,0,0,-10.1742,-0.535122,-83.0574,-83.0574,-0.0352346,15.3219,-0.88877,15.3219
0.51,-6.52827,-1.00058,-0.000309253,0.00146432,0.0502433,-0.00096307,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0891998,-0.000718778,3.48576e-06,2.21603,-0.162742,-4.10556,0,0,0,0,-10.374,-0.543284,-87.3068,-87.3068,-0.0344364,16.0218,-0.868742,16.0218
0.52,-6.52736,-1.00058,-0.000311256,0.00146536,0.050295,-0.000964463,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0913326,-0.000600828,-0.000306483,2.17337,-0.166825,-4.21346,0,0,0,0,-10.1889,-0.535653,-82.9279,-82.9279,-0.0353004,15.3006,-0.891575,15.3006
0.53,-6.52646,-1.00059,-0.00031221,0.00146641,0.0503467,-0.000965844,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0891358,-0.000721098,5.73474e-06,2.2173,-0.16284,-4.11346,0,0,0,0,-10.4009,-0.544317,-87.4381,-87.4381,-0.0344572,16.0435,-0.870413,16.0435
0.54,-6.52555,-1.00059,-0.000314224,0.00146745,0.0503986,-0.00096724,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912976,-0.000599278,-0.000308675,2.17407,-0.166987,-4.22326,0,0,0,0,-10.2128,-0.536563,-82.9998,-82.9998,-0.0353347,15.3124,-0.893648,15.3124
0.55,-6.52465,-1.0006,-0.000315181,0.00146849,0.0504505,-0.000968628,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890891,-0.000722804,6.54468e-06,2.21824,-0.162974,-4.12241,0,0,0,0,-10.4263,-0.545291,-87.5339,-87.5339,-0.0344854,16.0592,-0.872308,16.0592
0.56,-6.52375,-1.00061,-0.000317193,0.00146954,0.0505026,-0.000970021,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912791,-0.000599312,-0.000308621,2.17444,-0.167189,-4.23425,0,0,0,0,-10.2353,-0.537416,-83.0378,-83.0378,-0.0353774,15.3187,-0.895973,15.3187
0.57,-6.52285,-1.00061,-0.000318129,0.00147058,0.0505545,-0.000971394,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890068,-0.000725268,9.7596e-06,2.21989,-0.16307,-4.13076,0,0,0,0,-10.4551,-0.546408,-87.703,-87.703,-0.0345059,16.0871,-0.874075,16.0871
0.58,-6.52194,-1.00062,-0.000320142,0.00147162,0.0506064,-0.000972778,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912984,-0.000597025,-0.000310478,2.17405,-0.167486,-4.24806,0,0,0,0,-10.2543,-0.538132,-82.9982,-82.9982,-0.0354403,15.3122,-0.898896,15.3122
0.59,-6.52104,-1.00063,-0.000321049,0.00147265,0.050658,-0.000974133,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889748,-0.000727586,1.43711e-05,2.22052,-0.163279,-4.1423,0,0,0,0,-10.4793,-0.547337,-87.7686,-87.7686,-0.0345501,16.0979,-0.876518,16.0979
0.6,-6.52014,-1.00063,-0.000323029,0.00147368,0.0507094,-0.000975482,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912195,-0.000597599,-0.000308295,2.17563,-0.167641,-4.25866,0,0,0,0,-10.2824,-0.539223,-83.1602,-83.1602,-0.0354731,15.3388,-0.901138,15.3388
0.61,-6.51924,-1.00064,-0.00032392,0.0014747,0.0507605,-0.000976819,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889379,-0.000729277,1.55735e-05,2.22126,-0.163503,-4.15464,0,0,0,0,-10.5038,-0.548285,-87.8445,-87.8445,-0.0345975,16.1104,-0.879128,16.1104
0.62,-6.51834,-1.00064,-0.000325883,0.00147571,0.0508113,-0.000978155,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912436,-0.000598845,-0.000305345,2.17515,-0.167979,-4.27412,0,0,0,0,-10.3007,-0.539916,-83.1107,-83.1107,-0.0355446,15.3307,-0.904411,15.3307
0.63,-6.51744,-1.00065,-0.000326751,0.00147672,0.0508617,-0.000979468,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889592,-0.00073129,1.73089e-05,2.22084,-0.163837,-4.16994,0,0,0,0,-10.5227,-0.549002,-87.8007,-87.8007,-0.0346681,16.1032,-0.882365,16.1032
0.64,-6.51653,-1.00065,-0.000328684,0.00147771,0.0509118,-0.000980778,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912601,-0.000600866,-0.000301361,2.17482,-0.168315,-4.28972,0,0,0,0,-10.3194,-0.54063,-83.0767,-83.0767,-0.0356157,15.3251,-0.907712,15.3251
0.65,-6.51563,-1.00066,-0.000329526,0.0014787,0.0509614,-0.000982065,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889196,-0.000733068,1.96905e-05,2.22163,-0.164065,-4.18266,0,0,0,0,-10.5469,-0.549944,-87.882,-87.882,-0.0347163,16.1166,-0.885057,16.1166
0.66,-6.51473,-1.00067,-0.000331453,0.00147968,0.0510108,-0.000983366,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912969,-0.000599558,-0.000302361,2.17408,-0.168676,-4.30595,0,0,0,0,-10.336,-0.541256,-83.0012,-83.0012,-0.035692,15.3127,-0.911146,15.3127
0.67,-6.51383,-1.00067,-0.000332283,0.00148065,0.0510598,-0.000984645,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889763,-0.000734865,2.09623e-05,2.2205,-0.164443,-4.19908,0,0,0,0,-10.5619,-0.550503,-87.7657,-87.7657,-0.0347963,16.0974,-0.888532,16.0974
0.68,-6.51292,-1.00068,-0.000334178,0.00148162,0.0511085,-0.000985919,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912977,-0.000602491,-0.000297878,2.17406,-0.168965,-4.32026,0,0,0,0,-10.3556,-0.542008,-82.9995,-82.9995,-0.0357533,15.3124,-0.914174,15.3124
0.69,-6.51202,-1.00069,-0.000334991,0.00148258,0.0511568,-0.000987176,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0889862,-0.000736583,2.14421e-05,2.2203,-0.164746,-4.21361,0,0,0,0,-10.581,-0.551232,-87.7454,-87.7454,-0.0348604,16.0941,-0.891607,16.0941
0.7,-6.51112,-1.00069,-0.000336863,0.00148353,0.0512048,-0.000988434,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912927,-0.000604465,-0.000294481,2.17416,-0.169241,-4.33417,0,0,0,0,-10.3756,-0.542772,-83.0099,-83.0099,-0.0358116,15.3141,-0.917118,15.3141
0.71,-6.51022,-1.0007,-0.000337678,0.00148448,0.0512525,-0.000989687,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890423,-0.000737862,2.02914e-05,2.21918,-0.165113,-4.22962,0,0,0,0,-10.5955,-0.55177,-87.6301,-87.6301,-0.0349381,16.0751,-0.894994,16.0751
0.72,-6.50931,-1.0007,-0.000339531,0.00148543,0.0513,-0.000990934,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0913256,-0.000606623,-0.000291015,2.17351,-0.169565,-4.34912,0,0,0,0,-10.3917,-0.543379,-82.9424,-82.9424,-0.0358802,15.303,-0.92028,15.303
0.73,-6.50841,-1.00071,-0.000340329,0.00148636,0.0513472,-0.000992166,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890391,-0.0007397,2.01845e-05,2.21924,-0.165372,-4.24274,0,0,0,0,-10.6153,-0.552529,-87.6368,-87.6368,-0.0349929,16.0762,-0.897771,16.0762
0.74,-6.50751,-1.00072,-0.000342159,0.00148729,0.0513941,-0.000993397,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0913018,-0.000609289,-0.000287237,2.17398,-0.169789,-4.36142,0,0,0,0,-10.4129,-0.544195,-82.9911,-82.9911,-0.0359276,15.311,-0.922884,15.311
0.75,-6.50661,-1.00072,-0.000342951,0.00148822,0.0514407,-0.000994616,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0890402,-0.000741119,1.93772e-05,2.21922,-0.165633,-4.25583,0,0,0,0,-10.6344,-0.553261,-87.6345,-87.6345,-0.0350482,16.0758,-0.900539,16.0758
