t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phi, Q_varphif, Q_varphir
35.83,-3.20345,-0.863203,0.111205,-0.0197478,11392,-3.20399,-0.866911,0.00364179,0.0543682,0.024273,0.0132032,0.0054831,0.0150884,0.0918512,-0.000423643,0.00519835,0.0875312,-0.745231,1.40463,1.40325,1.40519,1.40381,0.358303,-0.232193,-18.1528,-18.16,-0.075395,2.80788,2.809
35.84,-3.20254,-0.863048,0.111261,-0.01978,11396,-3.20314,-0.866825,0.00367059,0.054389,0.0242843,0.013208,0.00547912,0.0150852,0.0907919,0.0203378,0.00606648,0.0750111,-0.769315,1.20175,1.20056,1.20222,1.20103,0.320656,-0.189994,-15.5305,-15.5366,-0.0778316,2.40231,2.40325
35.85,-3.20162,-0.862971,0.111313,-0.0197876,11400,-3.20229,-0.866739,0.00367704,0.0544098,0.0242956,0.0132128,0.00547513,0.015082,0.0933625,0.00713067,0.00558372,0.0641308,-0.766075,1.02849,1.02748,1.02888,1.02786,0.28769,-0.154214,-13.2916,-13.2967,-0.0775038,2.05597,2.05675
35.86,-3.20072,-0.862845,0.111366,-0.0198015,11405,-3.20123,-0.866632,0.00369675,0.0544358,0.0243097,0.0132187,0.00547012,0.0150789,0.0880875,0.0159018,0.00592991,0.106805,-0.82958,1.71236,1.71066,1.71306,1.71136,0.417081,-0.295531,-22.1294,-22.1385,-0.0839286,3.42302,3.42442
35.87,-3.1998,-0.862772,0.111417,-0.0198098,11409,-3.20037,-0.866546,0.00370332,0.0544566,0.0243211,0.0132235,0.00546608,0.0150757,0.0917629,-0.000190976,0.00443323,0.0881687,-0.820738,1.41484,1.41344,1.41541,1.41401,0.359701,-0.234637,-18.2847,-18.292,-0.0830341,2.82828,2.82941
35.88,-3.19888,-0.862625,0.111473,-0.0198401,11413,-3.19952,-0.86646,0.00372993,0.0544774,0.0243324,0.0132282,0.00546204,0.0150725,0.0906394,0.0168326,0.00525743,0.0804007,-0.846904,1.28878,1.28751,1.28929,1.28801,0.336657,-0.208219,-16.6553,-16.6619,-0.0856812,2.57629,2.5773
35.89,-3.19796,-0.862533,0.111526,-0.0198516,11417,-3.19867,-0.866374,0.0037391,0.0544983,0.0243437,0.013233,0.00545797,0.0150694,0.0950728,0.0108855,0.00477637,0.0429584,-0.817707,0.688577,0.687894,0.68881,0.688126,0.22385,-0.083732,-8.89868,-8.9017,-0.0827275,1.37647,1.37694
35.9,-3.19706,-0.862424,0.111581,-0.0198622,11422,-3.19761,-0.866266,0.00375469,0.0545243,0.0243578,0.0132389,0.00545287,0.0150662,0.0880245,0.0116791,0.00501007,0.112116,-0.906125,1.79815,1.79636,1.79889,1.7971,0.433542,-0.313065,-23.2381,-23.2477,-0.0916727,3.59451,3.59599
35.91,-3.19613,-0.862325,0.111635,-0.0198789,11426,-3.19676,-0.86618,0.00376891,0.0545451,0.0243692,0.0132437,0.00544877,0.0150631,0.0939412,0.00648534,0.00515739,0.0591038,-0.87002,0.947934,0.946993,0.948286,0.947344,0.271693,-0.138045,-12.2505,-12.2551,-0.0880199,1.89493,1.89563
35.92,-3.19522,-0.862201,0.111689,-0.0199017,11430,-3.1959,-0.866094,0.003789,0.054566,0.0243805,0.0132484,0.00544465,0.0150599,0.0907482,0.0136562,0.00579826,0.0828422,-0.919452,1.32811,1.32679,1.32863,1.32731,0.345204,-0.215642,-17.1636,-17.1704,-0.093021,2.6549,2.65595
35.93,-3.19431,-0.862095,0.111743,-0.0199085,11435,-3.19484,-0.865987,0.003802,0.0545921,0.0243947,0.0132544,0.00543947,0.0150568,0.0905977,0.0138418,0.00606813,0.0841293,-0.930298,1.34869,1.34734,1.34922,1.34788,0.348435,-0.220312,-17.4295,-17.4364,-0.0941183,2.69603,2.6971
35.94,-3.19339,-0.862013,0.111792,-0.0199206,11439,-3.19399,-0.865901,0.0038133,0.0546129,0.024406,0.0132591,0.00543532,0.0150537,0.091938,4.89719e-05,0.00486747,0.0861938,-0.946837,1.38314,1.38176,1.38369,1.38231,0.354726,-0.227459,-17.8749,-17.8821,-0.0957915,2.7649,2.766
35.95,-3.19248,-0.861856,0.111846,-0.0199538,11443,-3.19314,-0.865815,0.00384419,0.0546338,0.0244173,0.0132638,0.00543114,0.0150505,0.0906642,0.0204359,0.00596467,0.0761022,-0.974425,1.21929,1.21807,1.21976,1.21854,0.324428,-0.193343,-15.7571,-15.7632,-0.0985825,2.43736,2.43831
35.96,-3.19166,-0.861769,0.111891,-0.0199609,11447,-3.19229,-0.865728,0.00385404,0.0546546,0.0244287,0.0132685,0.00542695,0.0150474,0.0883768,0.0161725,0.00577227,0.103587,-1.01281,1.66076,1.6591,1.66143,1.65978,0.407858,-0.284552,-21.4624,-21.4712,-0.102465,3.31986,3.32121
35.97,-3.19065,-0.861648,0.111948,-0.0199765,11452,-3.19123,-0.865621,0.00387291,0.0546807,0.0244428,0.0132744,0.00542169,0.0150443,0.0885474,0.0162292,0.00572979,0.101824,-1.02951,1.63247,1.63084,1.63314,1.63151,0.402367,-0.278798,-21.0969,-21.1055,-0.104156,3.26331,3.26464
35.98,-3.18972,-0.861573,0.111997,-0.0199853,11456,-3.19038,-0.865534,0.00388106,0.0547016,0.0244542,0.0132792,0.00541746,0.0150412,0.0923966,-3.76983e-05,0.00434399,0.081751,-1.0194,1.31186,1.31055,1.31238,1.31107,0.340729,-0.213063,-16.9537,-16.9605,-0.103133,2.62241,2.62345
35.99,-3.1888,-0.861422,0.112051,-0.0200087,11461,-3.18932,-0.865427,0.00391036,0.0547277,0.0244684,0.013285,0.00541215,0.0150381,0.0912075,0.0170846,0.00513405,0.0744253,-1.03794,1.19292,1.19173,1.19338,1.19219,0.318971,-0.18815,-15.4164,-15.4224,-0.105008,2.38465,2.38558
36,-3.18787,-0.861326,0.112101,-0.0200214,11465,-3.18847,-0.86534,0.00392239,0.0547486,0.0244797,0.0132897,0.00540788,0.015035,0.0955502,0.0112374,0.00458526,0.0378086,-1.01182,0.605956,0.60535,0.606151,0.605544,0.208301,-0.0666217,-7.83091,-7.83344,-0.102366,1.21131,1.2117
36.01,-3.18697,-0.861213,0.112152,-0.020041,11469,-3.18762,-0.865254,0.00394102,0.0547695,0.024491,0.0132944,0.00540359,0.015032,0.0886073,0.0118126,0.00473366,0.106154,-1.10904,1.70254,1.70084,1.70324,1.70153,0.416031,-0.292976,-22.0025,-22.0116,-0.112202,3.40338,3.40477
36.02,-3.18604,-0.86111,0.112203,-0.0200512,11474,-3.18656,-0.865146,0.00395862,0.0547956,0.0245052,0.0133003,0.00539821,0.0150289,0.0942501,0.00688299,0.00478514,0.0556012,-1.06811,0.891745,0.890851,0.892071,0.891177,0.261483,-0.126187,-11.5243,-11.5285,-0.108061,1.7826,1.78325
36.03,-3.18512,-0.860988,0.112254,-0.0200765,11478,-3.18571,-0.86506,0.00398293,0.0548166,0.0245166,0.013305,0.00539389,0.0150258,0.094101,0.00922162,0.0051375,0.0544632,-1.09426,0.873258,0.872382,0.873575,0.872698,0.259157,-0.121655,-11.2853,-11.2895,-0.110706,1.74564,1.74627
36.04,-3.18421,-0.860865,0.112313,-0.0201117,11482,-3.18486,-0.864973,0.0040129,0.0548375,0.0245279,0.0133097,0.00538955,0.0150228,0.0933936,0.00900239,0.00578272,0.0617383,-1.14481,0.989918,0.988923,0.990288,0.989293,0.280888,-0.145974,-12.793,-12.7978,-0.115821,1.97884,1.97958
36.05,-3.1833,-0.860742,0.112376,-0.0201425,11487,-3.1838,-0.864865,0.00404319,0.0548636,0.0245421,0.0133155,0.00538409,0.0150197,0.0933171,0.00911579,0.00616232,0.0623701,-1.18191,0.999993,0.998986,1.00037,0.99936,0.282867,-0.148017,-12.9231,-12.928,-0.119574,1.99898,1.99973
36.06,-3.18239,-0.86062,0.11244,-0.0201818,11491,-3.18295,-0.864779,0.00407277,0.0548846,0.0245535,0.0133202,0.00537971,0.0150167,0.093004,0.00893398,0.00625218,0.065685,-1.23269,1.05319,1.05213,1.05359,1.05252,0.292799,-0.159089,-13.6106,-13.6158,-0.124711,2.10531,2.10611
36.07,-3.18149,-0.860498,0.112505,-0.0202209,11495,-3.1821,-0.864693,0.00410198,0.0549055,0.0245648,0.0133249,0.00537532,0.0150137,0.0928403,0.00894722,0.00624616,0.0672967,-1.28093,1.07905,1.07796,1.07946,1.07837,0.297737,-0.164404,-13.9448,-13.9501,-0.129591,2.15701,2.15783
36.08,-3.18058,-0.860377,0.112569,-0.0202518,11500,-3.18104,-0.864585,0.00413111,0.0549317,0.024579,0.0133307,0.00536979,0.0150106,0.0926334,0.00890793,0.00621992,0.0693953,-1.31987,1.11273,1.11161,1.11316,1.11203,0.304125,-0.171352,-14.3801,-14.3856,-0.133532,2.22434,2.22519
36.09,-3.17968,-0.860255,0.112634,-0.0202906,11504,-3.1802,-0.864498,0.00416026,0.0549526,0.0245904,0.0133354,0.00536536,0.0150076,0.092481,0.00891187,0.00620698,0.0709051,-1.36759,1.13696,1.13581,1.1374,1.13624,0.308752,-0.176331,-14.6932,-14.6989,-0.138359,2.27277,2.27364
36.1,-3.17878,-0.860134,0.112698,-0.0203293,11508,-3.17935,-0.864412,0.00418942,0.0549736,0.0246017,0.01334,0.0053609,0.0150046,0.0923304,0.00889731,0.00620168,0.0724169,-1.41528,1.16122,1.16004,1.16167,1.16049,0.313369,-0.181327,-15.0067,-15.0125,-0.143184,2.32126,2.32216
36.11,-3.17788,-0.860013,0.112762,-0.0203679,11512,-3.1785,-0.864325,0.00421858,0.0549945,0.0246131,0.0133447,0.00535643,0.0150017,0.0922035,0.00889289,0.00620059,0.0736825,-1.46266,1.18153,1.18033,1.18199,1.18079,0.317245,-0.185502,-15.2691,-15.2751,-0.147978,2.36186,2.36277
36.12,-3.17698,-0.859892,0.112826,-0.0203986,11517,-3.17744,-0.864217,0.00424774,0.0550207,0.0246273,0.0133505,0.00535082,0.0149987,0.0920872,0.00888478,0.00619973,0.0748468,-1.50028,1.20022,1.19899,1.20068,1.19946,0.32082,-0.189338,-15.5106,-15.5167,-0.151783,2.39921,2.40014
36.13,-3.17608,-0.859771,0.11289,-0.0204372,11521,-3.1766,-0.86413,0.0042769,0.0550417,0.0246387,0.0133551,0.0053463,0.0149957,0.0919875,0.00888076,0.00619882,0.0758419,-1.54732,1.21619,1.21494,1.21666,1.21542,0.323875,-0.192618,-15.717,-15.7231,-0.156542,2.43113,2.43208
36.14,-3.17519,-0.85965,0.112955,-0.0204759,11525,-3.17575,-0.864044,0.00430605,0.0550627,0.02465,0.0133598,0.00534178,0.0149928,0.0918994,0.00887747,0.00619767,0.0767201,-1.59422,1.23028,1.22902,1.23076,1.2295,0.326574,-0.19551,-15.8991,-15.9053,-0.161287,2.4593,2.46026
36.15,-3.17429,-0.859529,0.113019,-0.0205145,11529,-3.1749,-0.863957,0.00433521,0.0550836,0.0246614,0.0133644,0.00533723,0.0149898,0.0918204,0.00887552,0.00619634,0.077507,-1.641,1.24291,1.24163,1.24339,1.24212,0.328996,-0.198099,-16.0623,-16.0686,-0.16602,2.48454,2.48551
36.16,-3.1734,-0.859408,0.113083,-0.0205451,11534,-3.17384,-0.863849,0.00436437,0.0551099,0.0246756,0.0133702,0.00533152,0.0149869,0.0917503,0.00887469,0.00619506,0.0782031,-1.67801,1.25408,1.25279,1.25457,1.25328,0.331152,-0.200381,-16.2066,-16.213,-0.169764,2.50687,2.50785
36.17,-3.1725,-0.859287,0.113147,-0.0205836,11538,-3.173,-0.863762,0.00439354,0.0551309,0.024687,0.0133748,0.00532693,0.0149839,0.0916882,0.00887475,0.00619383,0.07882,-1.72457,1.26398,1.26268,1.26447,1.26317,0.333059,-0.202406,-16.3345,-16.341,-0.174475,2.52665,2.52764
36.18,-3.17161,-0.859166,0.113211,-0.0206222,11542,-3.17215,-0.863675,0.00442271,0.0551519,0.0246984,0.0133794,0.00532233,0.014981,0.0916338,0.0088758,0.0061927,0.0793583,-1.77103,1.27262,1.2713,1.27312,1.2718,0.334728,-0.204171,-16.4462,-16.4526,-0.179176,2.54392,2.54492
36.19,-3.17072,-0.859045,0.113275,-0.0206608,11546,-3.17131,-0.863589,0.00445189,0.0551729,0.0247098,0.013384,0.00531771,0.0149781,0.0915848,0.00887731,0.0061915,0.0798438,-1.81743,1.28041,1.27909,1.28091,1.27959,0.336237,-0.20576,-16.5468,-16.5534,-0.183869,2.55949,2.5605
36.2,-3.16983,-0.858924,0.113339,-0.0206913,11551,-3.17025,-0.86348,0.00448107,0.0551991,0.024724,0.0133898,0.00531191,0.0149752,0.0915414,0.00887966,0.00619037,0.0802715,-1.8541,1.28727,1.28594,1.28778,1.28645,0.337579,-0.207152,-16.6355,-16.6421,-0.187579,2.57321,2.57422
36.21,-3.16893,-0.858803,0.113403,-0.0207299,11555,-3.1694,-0.863394,0.00451027,0.0552201,0.0247354,0.0133944,0.00530724,0.0149723,0.0915033,0.00888257,0.0061893,0.080646,-1.90035,1.29328,1.29194,1.29379,1.29245,0.338751,-0.208373,-16.7132,-16.7198,-0.192259,2.58522,2.58624
36.22,-3.16804,-0.858682,0.113467,-0.0207684,11559,-3.16856,-0.863307,0.00453947,0.0552412,0.0247467,0.013399,0.00530257,0.0149694,0.091469,0.00888584,0.00618821,0.080983,-1.94656,1.29869,1.29734,1.2992,1.29785,0.339809,-0.20947,-16.7831,-16.7897,-0.196933,2.59603,2.59705
36.23,-3.16715,-0.858561,0.113531,-0.020807,11563,-3.16771,-0.86322,0.00456868,0.0552622,0.0247581,0.0134036,0.00529787,0.0149666,0.0914386,0.00888965,0.00618717,0.0812802,-1.99272,1.30346,1.3021,1.30397,1.30262,0.340747,-0.210434,-16.8447,-16.8514,-0.201604,2.60556,2.60659
36.24,-3.16626,-0.85844,0.113595,-0.0208455,11567,-3.16687,-0.863133,0.0045979,0.0552832,0.0247695,0.0134082,0.00529315,0.0149637,0.0914109,0.00889381,0.00618614,0.0815493,-2.03885,1.30778,1.30642,1.30829,1.30693,0.341599,-0.211306,-16.9005,-16.9072,-0.20627,2.6142,2.61522
36.25,-3.16537,-0.858319,0.113659,-0.020876,11572,-3.16581,-0.863025,0.00462714,0.0553095,0.0247837,0.0134139,0.00528723,0.0149609,0.0913864,0.00889818,0.00618516,0.0817879,-2.07527,1.31161,1.31024,1.31213,1.31076,0.342368,-0.21207,-16.95,-16.9567,-0.209955,2.62185,2.62288
36.26,-3.16448,-0.858198,0.113723,-0.0209146,11576,-3.16497,-0.862938,0.00465638,0.0553306,0.0247951,0.0134185,0.00528248,0.014958,0.0913646,0.00890291,0.00618422,0.081998,-2.12132,1.31498,1.31361,1.3155,1.31412,0.343042,-0.212746,-16.9935,-17.0003,-0.214614,2.62859,2.62962
36.27,-3.16359,-0.858076,0.113787,-0.0209531,11580,-3.16412,-0.862851,0.00468563,0.0553516,0.0248065,0.013423,0.0052777,0.0149552,0.0913455,0.00890785,0.00618332,0.0821815,-2.16734,1.31793,1.31655,1.31845,1.31706,0.343635,-0.213333,-17.0316,-17.0383,-0.21927,2.63447,2.63551
36.28,-3.1627,-0.857955,0.113851,-0.0209916,11584,-3.16328,-0.862764,0.0047149,0.0553727,0.0248179,0.0134276,0.00527291,0.0149524,0.0913287,0.00891311,0.00618244,0.0823425,-2.21334,1.32051,1.31913,1.32103,1.31965,0.344159,-0.213846,-17.0649,-17.0717,-0.223924,2.63964,2.64068
36.29,-3.16181,-0.857834,0.113915,-0.0210221,11589,-3.16223,-0.862655,0.00474417,0.055399,0.0248322,0.0134333,0.0052669,0.0149495,0.0913135,0.00891854,0.00618157,0.0824862,-2.24964,1.32282,1.32143,1.32334,1.32195,0.344641,-0.214296,-17.0947,-17.1015,-0.227596,2.64424,2.64529
36.3,-3.16092,-0.857713,0.113979,-0.0210606,11593,-3.16138,-0.862568,0.00477346,0.0554201,0.0248436,0.0134378,0.00526206,0.0149467,0.0913,0.0089241,0.00618074,0.0826132,-2.2956,1.32486,1.32346,1.32538,1.32398,0.345062,-0.214696,-17.1211,-17.1279,-0.232246,2.64832,2.64936
36.31,-3.16003,-0.857591,0.114043,-0.0210992,11597,-3.16054,-0.862481,0.00480276,0.0554411,0.024855,0.0134424,0.00525721,0.0149439,0.0912883,0.0089298,0.00617995,0.0827225,-2.34154,1.32661,1.32521,1.32713,1.32574,0.34543,-0.215038,-17.1437,-17.1505,-0.236893,2.65182,2.65287
36.32,-3.15914,-0.85747,0.114107,-0.0211377,11601,-3.1597,-0.862394,0.00483207,0.0554622,0.0248664,0.0134469,0.00525234,0.0149412,0.0912778,0.00893569,0.00617919,0.0828195,-2.38747,1.32817,1.32676,1.32869,1.32729,0.345761,-0.215338,-17.1638,-17.1706,-0.24154,2.65493,2.65598
36.33,-3.15825,-0.857349,0.114171,-0.0211682,11606,-3.15864,-0.862285,0.00486139,0.0554886,0.0248806,0.0134526,0.00524623,0.0149384,0.0912686,0.00894162,0.00617845,0.0829042,-2.4237,1.32953,1.32812,1.33005,1.32864,0.346063,-0.215592,-17.1814,-17.1882,-0.245205,2.65765,2.6587
36.34,-3.15736,-0.857227,0.114235,-0.0212067,11610,-3.1578,-0.862198,0.00489073,0.0555097,0.024892,0.0134571,0.00524132,0.0149356,0.0912603,0.00894767,0.00617774,0.0829786,-2.4696,1.33072,1.32931,1.33125,1.32984,0.346325,-0.215817,-17.1968,-17.2036,-0.24985,2.66003,2.66108
36.35,-3.15647,-0.857106,0.114299,-0.0212453,11614,-3.15696,-0.862111,0.00492008,0.0555308,0.0249034,0.0134617,0.00523639,0.0149329,0.091253,0.00895378,0.00617706,0.0830443,-2.5155,1.33178,1.33036,1.3323,1.33089,0.346561,-0.216014,-17.2104,-17.2173,-0.254493,2.66214,2.66319
36.36,-3.15558,-0.856984,0.114362,-0.0212838,11618,-3.15611,-0.862024,0.00494944,0.0555519,0.0249148,0.0134662,0.00523145,0.0149301,0.0912464,0.00895994,0.00617641,0.083102,-2.56139,1.3327,1.33129,1.33323,1.33181,0.346773,-0.216184,-17.2224,-17.2292,-0.259136,2.66399,2.66504
36.37,-3.15469,-0.856863,0.114426,-0.0213143,11623,-3.15506,-0.861915,0.00497881,0.0555782,0.0249291,0.0134718,0.00522524,0.0149274,0.0912405,0.00896614,0.00617579,0.0831527,-2.59759,1.33352,1.3321,1.33404,1.33262,0.346972,-0.216325,-17.2329,-17.2397,-0.262798,2.66562,2.66667
36.38,-3.1538,-0.856741,0.11449,-0.0213529,11627,-3.15422,-0.861828,0.00500819,0.0555994,0.0249405,0.0134764,0.00522025,0.0149247,0.0912352,0.00897237,0.0061752,0.0831973,-2.64347,1.33423,1.33281,1.33476,1.33334,0.347144,-0.216451,-17.2421,-17.249,-0.26744,2.66704,2.6681
36.39,-3.15291,-0.856619,0.114554,-0.0213914,11631,-3.15338,-0.861741,0.00503759,0.0556205,0.0249519,0.0134809,0.00521524,0.0149219,0.0912305,0.00897862,0.00617464,0.0832364,-2.68935,1.33486,1.33344,1.33539,1.33396,0.3473,-0.21656,-17.2503,-17.2571,-0.272081,2.6683,2.66935
36.4,-3.15202,-0.856497,0.114618,-0.0214299,11635,-3.15253,-0.861654,0.005067,0.0556416,0.0249633,0.0134854,0.00521022,0.0149192,0.0912263,0.00898489,0.00617411,0.0832707,-2.73523,1.33541,1.33398,1.33594,1.33451,0.34744,-0.216652,-17.2573,-17.2642,-0.276723,2.6694,2.67045
36.41,-3.15113,-0.856376,0.114682,-0.0214605,11640,-3.15148,-0.861545,0.00509642,0.055668,0.0249776,0.013491,0.00520391,0.0149165,0.0912225,0.00899117,0.00617361,0.0833,-2.77141,1.33588,1.33445,1.33641,1.33498,0.347575,-0.216722,-17.2634,-17.2703,-0.280383,2.67034,2.67139
36.42,-3.15024,-0.856254,0.114746,-0.021499,11644,-3.15064,-0.861457,0.00512586,0.0556891,0.024989,0.0134955,0.00519884,0.0149138,0.091219,0.00899743,0.00617313,0.0833271,-2.81728,1.33632,1.33488,1.33685,1.33541,0.347694,-0.21679,-17.269,-17.2759,-0.285025,2.6712,2.67226
36.43,-3.14935,-0.856132,0.114809,-0.0215376,11648,-3.1498,-0.86137,0.0051553,0.0557103,0.0250004,0.0135,0.00519376,0.0149112,0.091216,0.0090037,0.0061727,0.0833498,-2.86316,1.33669,1.33525,1.33721,1.33577,0.3478,-0.216844,-17.2737,-17.2806,-0.289666,2.67193,2.67299
36.44,-3.14846,-0.85601,0.114873,-0.0215761,11652,-3.14896,-0.861283,0.00518476,0.0557314,0.0250118,0.0135044,0.00518866,0.0149085,0.0912132,0.00900996,0.00617229,0.0833696,-2.90904,1.337,1.33556,1.33753,1.33609,0.347897,-0.216888,-17.2778,-17.2847,-0.294308,2.67257,2.67362
36.45,-3.14757,-0.855888,0.114937,-0.0216147,11656,-3.14812,-0.861195,0.00521423,0.0557526,0.0250232,0.0135089,0.00518353,0.0149058,0.0912107,0.0090162,0.00617191,0.0833868,-2.95492,1.33728,1.33584,1.33781,1.33636,0.347986,-0.216923,-17.2814,-17.2883,-0.29895,2.67312,2.67417
36.46,-3.14668,-0.855766,0.115001,-0.0216452,11661,-3.14707,-0.861086,0.00524372,0.055779,0.0250375,0.0135145,0.00517711,0.0149032,0.0912084,0.00902243,0.00617156,0.0834013,-2.9911,1.33751,1.33607,1.33804,1.33659,0.348076,-0.216944,-17.2844,-17.2913,-0.30261,2.67358,2.67464
36.47,-3.14579,-0.855644,0.115065,-0.0216838,11665,-3.14622,-0.860999,0.00527321,0.0558002,0.0250489,0.013519,0.00517194,0.0149006,0.0912064,0.00902864,0.00617124,0.0834138,-3.03699,1.33772,1.33627,1.33824,1.33679,0.348151,-0.216964,-17.287,-17.2939,-0.307252,2.67398,2.67504
36.48,-3.14491,-0.855521,0.115129,-0.0217224,11669,-3.14538,-0.860912,0.00530272,0.0558214,0.0250604,0.0135234,0.00516676,0.0148979,0.0912046,0.00903482,0.00617095,0.0834244,-3.08288,1.33789,1.33643,1.33841,1.33696,0.348221,-0.216977,-17.2892,-17.296,-0.311895,2.67432,2.67538
36.49,-3.14402,-0.855399,0.115192,-0.0217609,11673,-3.14454,-0.860824,0.00533224,0.0558425,0.0250718,0.0135279,0.00516156,0.0148953,0.0912029,0.00904098,0.00617069,0.0834334,-3.12877,1.33803,1.33658,1.33856,1.3371,0.348285,-0.216985,-17.291,-17.2979,-0.316538,2.67461,2.67566
36.5,-3.14313,-0.855277,0.115256,-0.0217915,11678,-3.14349,-0.860715,0.00536178,0.055869,0.0250861,0.0135334,0.00515503,0.0148927,0.0912014,0.00904711,0.00617046,0.0834406,-3.16496,1.33815,1.33669,1.33868,1.33722,0.348353,-0.216982,-17.2925,-17.2994,-0.320199,2.67484,2.67589
36.51,-3.14224,-0.855155,0.11532,-0.0218301,11682,-3.14265,-0.860627,0.00539132,0.0558902,0.0250975,0.0135379,0.00514978,0.0148901,0.0912,0.00905321,0.00617027,0.0834466,-3.21086,1.33824,1.33678,1.33877,1.33731,0.348409,-0.21698,-17.2938,-17.3006,-0.324842,2.67503,2.67608
36.52,-3.14135,-0.855032,0.115384,-0.0218687,11686,-3.14181,-0.86054,0.00542088,0.0559114,0.0251089,0.0135423,0.00514452,0.0148875,0.0911987,0.00905928,0.0061701,0.0834515,-3.25677,1.33832,1.33686,1.33885,1.33739,0.348461,-0.216974,-17.2948,-17.3016,-0.329487,2.67519,2.67624
36.53,-3.14046,-0.85491,0.115448,-0.0219073,11690,-3.14098,-0.860452,0.00545045,0.0559326,0.0251204,0.0135468,0.00513924,0.0148849,0.0911976,0.00906531,0.00616996,0.0834554,-3.30268,1.33839,1.33692,1.33891,1.33745,0.34851,-0.216965,-17.2956,-17.3024,-0.334132,2.67531,2.67636
36.54,-3.13957,-0.854787,0.115512,-0.0219378,11695,-3.13993,-0.860343,0.00548003,0.0559591,0.0251347,0.0135523,0.00513261,0.0148823,0.0911966,0.0090713,0.00616986,0.0834581,-3.33888,1.33843,1.33696,1.33896,1.33749,0.348565,-0.216947,-17.2961,-17.303,-0.337794,2.67539,2.67645
36.55,-3.13868,-0.854665,0.115575,-0.0219764,11699,-3.13909,-0.860255,0.00550962,0.0559803,0.0251461,0.0135567,0.00512729,0.0148798,0.0911956,0.00907726,0.00616978,0.08346,-3.3848,1.33846,1.33699,1.33899,1.33752,0.348608,-0.216931,-17.2965,-17.3034,-0.34244,2.67546,2.67651
36.56,-3.13779,-0.854542,0.115639,-0.0220151,11703,-3.13825,-0.860168,0.00553923,0.0560015,0.0251575,0.0135611,0.00512195,0.0148772,0.0911947,0.00908318,0.00616974,0.0834613,-3.43073,1.33848,1.33701,1.33901,1.33754,0.348649,-0.216913,-17.2968,-17.3036,-0.347087,2.67549,2.67655
36.57,-3.1369,-0.854419,0.115703,-0.0220537,11707,-3.13741,-0.86008,0.00556885,0.0560228,0.025169,0.0135655,0.00511658,0.0148747,0.0911939,0.00908906,0.00616972,0.0834618,-3.47667,1.33849,1.33702,1.33902,1.33755,0.348688,-0.216893,-17.2969,-17.3037,-0.351735,2.67551,2.67657
36.58,-3.13601,-0.854296,0.115767,-0.0220843,11712,-3.13636,-0.859971,0.00559848,0.0560493,0.0251833,0.013571,0.00510985,0.0148721,0.0911932,0.0090949,0.00616974,0.0834617,-3.51288,1.33849,1.33701,1.33902,1.33754,0.348734,-0.216865,-17.2968,-17.3037,-0.355398,2.6755,2.67656
36.59,-3.13513,-0.854174,0.115831,-0.0221229,11716,-3.13552,-0.859883,0.00562812,0.0560705,0.0251947,0.0135754,0.00510445,0.0148696,0.0911925,0.0091007,0.00616979,0.0834611,-3.55883,1.33848,1.337,1.33901,1.33753,0.34877,-0.216841,-17.2967,-17.3036,-0.360047,2.67548,2.67654
36.6,-3.13424,-0.854051,0.115894,-0.0221615,11720,-3.13468,-0.859795,0.00565777,0.0560918,0.0252062,0.0135798,0.00509902,0.0148671,0.0911919,0.00910646,0.00616987,0.08346,-3.60479,1.33847,1.33698,1.33899,1.33751,0.348805,-0.216815,-17.2965,-17.3033,-0.364697,2.67545,2.6765
36.61,-3.13335,-0.853928,0.115958,-0.0221921,11725,-3.13364,-0.859686,0.00568744,0.0561183,0.0252205,0.0135853,0.00509222,0.0148646,0.0911913,0.00911217,0.00616997,0.0834584,-3.64102,1.33844,1.33696,1.33897,1.33748,0.348846,-0.216782,-17.2961,-17.303,-0.368362,2.67539,2.67645
36.62,-3.13246,-0.853805,0.116022,-0.0222308,11729,-3.1328,-0.859598,0.00571711,0.0561396,0.0252319,0.0135897,0.00508675,0.0148621,0.0911908,0.00911784,0.00617011,0.0834565,-3.68699,1.33841,1.33692,1.33894,1.33745,0.348878,-0.216754,-17.2957,-17.3026,-0.373013,2.67533,2.67639
36.63,-3.13157,-0.853682,0.116086,-0.0222695,11733,-3.13196,-0.85951,0.0057468,0.0561608,0.0252434,0.0135941,0.00508126,0.0148596,0.0911903,0.00912347,0.00617029,0.0834542,-3.73298,1.33837,1.33689,1.3389,1.33741,0.348909,-0.216724,-17.2953,-17.3021,-0.377665,2.67526,2.67632
