t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.12,-6.44364,-1.00057,-4.06657e-06,-0.0136697,-0.00435528,-0.000803706,192,-6.44545,-0.999978,-0.000555137,0.0149966,0.00413254,0.00176225,0,0.000443793,0.0873887,-0.00218668,0.000687933,1.12658,6.81552,7.50547,9.52582,9.5186,9.52593,9.51875,1.43019,-0.240828,-115.624,-115.623,1.44218,19.0447,1.58817,19.0444
0.13,-6.44273,-1.00059,5.68516e-07,-0.014387,-0.00428706,-0.000810593,195,-6.4446,-0.999977,-0.000577926,0.0150001,0.00413404,0.00176311,0,0.000454111,0.0923395,-0.00238638,0.000866678,1.07696,6.18156,7.17845,9.10675,9.09891,9.10674,9.09896,1.20886,-0.477941,-110.53,-110.53,1.30803,18.2057,1.51897,18.2057
0.14,-6.44177,-1.00061,7.23572e-06,-0.0147929,-0.00419739,-0.000820135,199,-6.44347,-0.999976,-0.000602446,0.0150048,0.00413604,0.00176425,0,0.000464706,0.0975768,-0.00251097,0.000880444,1.02448,5.56435,7.31066,8.6634,8.65535,8.66324,8.65526,1.13547,-0.706046,-105.144,-105.146,1.17742,17.3185,1.54695,17.3188
0.15,-6.44077,-1.00064,1.54353e-05,-0.0149133,-0.00411325,-0.000824533,202,-6.44262,-0.999976,-0.000628187,0.0150083,0.00413754,0.00176511,0,0.000475605,0.101408,-0.00262257,0.00093136,0.986043,4.94698,7.40664,8.3388,8.33079,8.33845,8.33051,1.06921,-0.959214,-101.2,-101.205,1.04679,16.669,1.56726,16.6696
0.16,-6.43972,-1.00066,2.4463e-05,-0.0148532,-0.00399739,-0.000832488,206,-6.44149,-0.999975,-0.000654849,0.015013,0.00413954,0.00176625,0,0.000486808,0.105587,-0.0026864,0.000944415,0.944201,4.75995,7.42716,7.98508,7.97735,7.98466,7.97701,0.972111,-1.03003,-96.9061,-96.9114,1.00721,15.9617,1.5716,15.9624
0.17,-6.43865,-1.00069,3.40306e-05,-0.0147858,-0.00381446,-0.000839826,210,-6.44035,-0.999974,-0.000682269,0.0150177,0.00414154,0.00176739,0,0.000498305,0.108529,-0.00275903,0.00104398,0.914775,4.84267,7.30485,7.73622,7.72865,7.73582,7.72832,0.836176,-0.993447,-93.8855,-93.8906,1.02472,15.4641,1.54572,15.4649
0.18,-6.43754,-1.00072,4.375e-05,-0.0147176,-0.00354415,-0.000842444,213,-6.43951,-0.999973,-0.000710273,0.0150212,0.00414304,0.00176825,0,0.000510081,0.111951,-0.00279689,0.00107992,0.880558,4.92085,7.09627,7.44686,7.4394,7.44649,7.4391,0.652593,-0.948581,-90.373,-90.3779,1.04126,14.8856,1.50158,14.8863
0.19,-6.4364,-1.00075,5.40337e-05,-0.0146478,-0.00315598,-0.000848675,217,-6.43837,-0.999972,-0.000738818,0.0150259,0.00414504,0.00176939,0,0.00052212,0.114194,-0.00285766,0.00121345,0.858125,4.99463,6.83123,7.2572,7.24967,7.25685,7.24939,0.452902,-0.907376,-88.0699,-88.0745,1.05687,14.5062,1.4455,14.5069
0.2,-6.43524,-1.00077,6.47958e-05,-0.014577,-0.00265764,-0.0008541,221,-6.43724,-0.999971,-0.00076785,0.0150306,0.00414705,0.00177054,0,0.000534407,0.116996,-0.00288634,0.0012861,0.830098,5.07162,6.55681,7.02027,7.01263,7.01996,7.0124,0.234733,-0.852788,-85.1928,-85.197,1.07316,14.0324,1.38743,14.0329
0.21,-6.43406,-1.0008,7.64565e-05,-0.014497,-0.00204554,-0.000862829,226,-6.43583,-0.999969,-0.000797312,0.0150365,0.00414955,0.00177197,0,0.000546926,0.118682,-0.00293443,0.00144276,0.813224,5.10447,6.26932,6.87772,6.86979,6.87744,6.86959,0.0224274,-0.819637,-83.4605,-83.4645,1.08011,13.747,1.3266,13.7475
0.22,-6.43286,-1.00083,8.89319e-05,-0.0143868,-0.0013467,-0.000866249,230,-6.4347,-0.999968,-0.000827119,0.0150412,0.00415156,0.00177311,0,0.000559662,0.121014,-0.0029471,0.00152635,0.789891,5.08781,5.99003,6.68061,6.67242,6.68035,6.67225,-0.195693,-0.798682,-81.0658,-81.0697,1.07659,13.3526,1.2675,13.353
0.23,-6.43164,-1.00086,0.000102632,-0.0142246,-0.00056276,-0.000868524,234,-6.43356,-0.999967,-0.000857181,0.0150459,0.00415356,0.00177426,0,0.000572598,0.122259,-0.00297639,0.00168809,0.777411,4.99303,5.70288,6.57535,6.56678,6.57508,6.56661,-0.398233,-0.813101,-79.7854,-79.7894,1.05653,13.1417,1.20674,13.1421
0.24,-6.4304,-1.00089,0.000117385,-0.0139987,0.00030326,-0.000873864,239,-6.43215,-0.999966,-0.000887373,0.0150517,0.00415607,0.0017757,0,0.000585713,0.124186,-0.00296582,0.00177125,0.758117,4.87764,5.45641,6.41249,6.40361,6.41221,6.40344,-0.597901,-0.827319,-77.806,-77.8103,1.03212,12.8156,1.15458,12.8161
0.25,-6.42915,-1.00092,0.000133494,-0.013708,0.00122111,-0.000873732,243,-6.43102,-0.999965,-0.000917579,0.0150564,0.00415808,0.00177685,0,0.000598988,0.125098,-0.00297068,0.00192979,0.748969,4.73112,5.19803,6.33548,6.32619,6.33518,6.32601,-0.77655,-0.850349,-76.8683,-76.8728,1.00111,12.6612,1.09991,12.6617
0.26,-6.42789,-1.00094,0.000150699,-0.0133526,0.00218842,-0.000872404,247,-6.42989,-0.999963,-0.000947662,0.0150611,0.00416009,0.001778,0,0.000612398,0.126716,-0.00293423,0.00200586,0.732766,4.58771,4.97089,6.1988,6.18921,6.19848,6.18903,-0.949294,-0.863929,-75.2069,-75.2116,0.970766,12.3875,1.05185,12.388
0.27,-6.42662,-1.00097,0.000169251,-0.0129368,0.00320276,-0.000874159,252,-6.42847,-0.999962,-0.000977505,0.015067,0.00416261,0.00177943,0,0.000625921,0.127341,-0.00291488,0.00215588,0.726486,4.43089,4.7563,6.14605,6.13607,6.14572,6.13589,-1.0989,-0.875857,-74.5641,-74.5689,0.937584,12.2816,1.00644,12.2821
0.28,-6.42534,-1.001,0.00018884,-0.0124658,0.00423774,-0.000870535,256,-6.42734,-0.999961,-0.00100698,0.0150717,0.00416462,0.00178059,0,0.00063953,0.128725,-0.00285473,0.00222175,0.71263,4.28607,4.55461,6.02921,6.01897,6.02888,6.01879,-1.24551,-0.877385,-73.1439,-73.1488,0.90694,12.0477,0.963763,12.0482
0.29,-6.42405,-1.00103,0.000209722,-0.0119467,0.00530146,-0.000870062,261,-6.42593,-0.999959,-0.00103601,0.0150776,0.00416714,0.00178203,0,0.000653202,0.129132,-0.00281581,0.00236387,0.708537,4.13959,4.36836,5.99493,5.98433,5.99462,5.98418,-1.36864,-0.869353,-72.7259,-72.7306,0.875943,11.9788,0.924352,11.9793
0.3,-6.42275,-1.00105,0.000231541,-0.0113866,0.006376,-0.000868571,266,-6.42452,-0.999958,-0.00106446,0.0150835,0.00416965,0.00178347,0,0.00066691,0.130316,-0.00273545,0.00241653,0.696693,4.01158,4.21113,5.89508,5.88425,5.89479,5.88413,-1.48439,-0.852093,-71.5125,-71.5169,0.848857,11.7789,0.891083,11.7793
0.31,-6.42144,-1.00108,0.000254531,-0.0107933,0.00744432,-0.000861839,270,-6.42339,-0.999956,-0.00109227,0.0150882,0.00417167,0.00178462,0,0.000680632,0.130527,-0.00268,0.00254557,0.694567,3.87985,4.04379,5.87741,5.86624,5.87716,5.86617,-1.58145,-0.824448,-71.2967,-71.3005,0.820982,11.7433,0.855673,11.7437
0.32,-6.42013,-1.0011,0.000278359,-0.0101723,0.00851779,-0.000858453,275,-6.42198,-0.999955,-0.00111937,0.0150941,0.00417419,0.00178607,0,0.000694342,0.131554,-0.00258578,0.00258833,0.684296,3.77165,3.91445,5.79082,5.77946,5.79061,5.77945,-1.67073,-0.789611,-70.2449,-70.248,0.798087,11.5701,0.828303,11.5703
0.33,-6.41881,-1.00112,0.000303243,-0.00953037,0.00958149,-0.000854201,280,-6.42056,-0.999953,-0.0011457,0.0151,0.00417672,0.00178751,0,0.00070802,0.131612,-0.00251932,0.00270592,0.683717,3.65801,3.78244,5.7862,5.77452,5.78606,5.77459,-1.74603,-0.744649,-70.188,-70.1901,0.77404,11.5607,0.800369,11.5607
0.34,-6.41749,-1.00115,0.000328844,-0.00887327,0.0106222,-0.000844887,284,-6.41943,-0.999952,-0.0011712,0.0151047,0.00417874,0.00178867,0,0.000721643,0.132521,-0.00241463,0.00273715,0.674628,3.56596,3.66199,5.70955,5.69772,5.70949,5.69788,-1.81505,-0.696846,-69.2575,-69.2586,0.754563,11.4074,0.774882,11.4073
0.35,-6.41617,-1.00117,0.000355388,-0.00820537,0.0116536,-0.000839082,289,-6.41802,-0.99995,-0.00119585,0.0151106,0.00418126,0.00179012,0,0.000735192,0.132476,-0.00234174,0.00284491,0.675085,3.46919,3.54937,5.71365,5.70153,5.71368,5.70179,-1.87348,-0.637991,-69.3069,-69.3067,0.734085,11.4155,0.751051,11.4152
0.36,-6.41484,-1.00119,0.00038254,-0.0075313,0.0126631,-0.000832585,294,-6.41661,-0.999948,-0.00121961,0.0151165,0.00418379,0.00179156,0,0.000748648,0.133293,-0.00223039,0.00286557,0.666922,3.39288,3.45871,5.6448,5.63257,5.64493,5.63293,-1.92388,-0.580671,-68.4715,-68.4701,0.71794,11.2779,0.731869,11.2774
0.37,-6.41351,-1.00121,0.000410527,-0.00685559,0.013639,-0.000821171,298,-6.41548,-0.999947,-0.00124246,0.0151213,0.00418581,0.00179272,0,0.000761994,0.133148,-0.0021541,0.00296346,0.668376,3.30868,3.35101,5.65729,5.64479,5.65754,5.64528,-1.96907,-0.512108,-68.6233,-68.6202,0.700121,11.3028,0.709079,11.3021
0.38,-6.41217,-1.00123,0.000439013,-0.0061798,0.0145973,-0.000813437,303,-6.41407,-0.999945,-0.00126439,0.0151272,0.00418834,0.00179417,0,0.000775215,0.133892,-0.00203886,0.0029742,0.660944,3.24272,3.27342,5.59458,5.582,5.59493,5.58259,-2.00568,-0.449802,-67.8627,-67.8582,0.686164,11.1775,0.692661,11.1766
0.39,-6.41083,-1.00125,0.000468238,-0.0055085,0.0155262,-0.000805149,308,-6.41266,-0.999943,-0.00128539,0.0151331,0.00419088,0.00179563,0,0.000788296,0.133684,-0.00196202,0.00306357,0.663041,3.17238,3.19255,5.61247,5.59965,5.61296,5.60039,-2.03864,-0.373775,-68.0804,-68.0741,0.67128,11.2133,0.675549,11.2121
0.4,-6.40949,-1.00126,0.000497864,-0.00484373,0.0164247,-0.000796366,313,-6.41125,-0.999941,-0.00130544,0.015139,0.00419341,0.00179708,0,0.000801225,0.134374,-0.00184522,0.00306511,0.656152,3.11823,3.12769,5.55431,5.54143,5.55491,5.54229,-2.06278,-0.307449,-67.3754,-67.3676,0.659823,11.0972,0.661824,11.0957
0.41,-6.40815,-1.00128,0.000528134,-0.00418867,0.0172826,-0.000782849,317,-6.41012,-0.99994,-0.00132457,0.0151437,0.00419544,0.00179824,0,0.00081399,0.1341,-0.00176975,0.00314651,0.658904,3.05638,3.04533,5.57772,5.56461,5.57846,5.56563,-2.08853,-0.227623,-67.6602,-67.6504,0.646734,11.1441,0.644398,11.1423
0.42,-6.4068,-1.00129,0.000558717,-0.00354439,0.0181168,-0.000773192,322,-6.40871,-0.999938,-0.00134277,0.0151496,0.00419797,0.0017997,0,0.00082658,0.134751,-0.00165336,0.00314009,0.65241,3.0136,2.99277,5.52286,5.50973,5.52372,5.51086,-2.1014,-0.158801,-66.9955,-66.9841,0.637682,11.0346,0.633276,11.0326
0.43,-6.40546,-1.00131,0.000589863,-0.00291319,0.0189171,-0.000763152,327,-6.4073,-0.999936,-0.00136006,0.0151556,0.00420051,0.00180115,0,0.000838986,0.134435,-0.00158107,0.00321446,0.655576,2.96143,2.93317,5.54974,5.53641,5.55076,5.5377,-2.1192,-0.0769262,-67.3228,-67.3093,0.626643,11.0885,0.620664,11.0861
0.44,-6.40411,-1.00132,0.000621232,-0.00229493,0.0196846,-0.000752786,332,-6.40589,-0.999934,-0.00137644,0.0151615,0.00420305,0.00180261,0,0.000851201,0.135047,-0.00146588,0.0031996,0.649466,2.92122,2.88525,5.49811,5.48478,5.49924,5.48619,-2.1261,-0.0113327,-66.6974,-66.6824,0.618135,10.9854,0.610523,10.9829
0.45,-6.40276,-1.00133,0.000653095,-0.00169221,0.0204096,-0.000737831,336,-6.40476,-0.999932,-0.00139193,0.0151662,0.00420509,0.00180378,0,0.000863217,0.134693,-0.00139787,0.00326843,0.653019,2.87499,2.82125,5.52823,5.51471,5.52952,5.51629,-2.13983,0.0707359,-67.0641,-67.047,0.608352,11.0458,0.596981,11.0429
0.46,-6.40141,-1.00135,0.000685111,-0.00110441,0.0211107,-0.000726887,341,-6.40335,-0.99993,-0.00140655,0.0151721,0.00420763,0.00180524,0,0.000875029,0.135282,-0.00128535,0.00324739,0.647148,2.84249,2.78113,5.4786,5.4651,5.48,5.46679,-2.13947,0.135374,-66.4631,-66.4444,0.601475,10.9468,0.588492,10.9437
0.47,-6.40006,-1.00136,0.000717552,-0.000533612,0.0217776,-0.000715698,346,-6.40195,-0.999928,-0.00142032,0.0151781,0.00421017,0.0018067,0,0.000886631,0.134896,-0.00122198,0.00330996,0.651011,2.80317,2.73722,5.51133,5.49766,5.51288,5.49951,-2.14793,0.216618,-66.8615,-66.8408,0.593154,11.0124,0.5792,11.009
0.48,-6.39871,-1.00137,0.000750075,2.09036e-05,0.0224121,-0.000704313,351,-6.40054,-0.999926,-0.00143326,0.015184,0.00421272,0.00180816,0,0.000898019,0.135463,-0.00111243,0.00328229,0.645353,2.77373,2.7014,5.46347,5.44985,5.46513,5.4518,-2.14297,0.277235,-66.282,-66.2599,0.586925,10.9169,0.571621,10.9133
0.49,-6.39735,-1.00137,0.000782962,0.000557479,0.0230142,-0.000692742,356,-6.39913,-0.999924,-0.00144539,0.0151899,0.00421527,0.00180963,0,0.00090919,0.135053,-0.00105456,0.00334061,0.649465,2.74029,2.66149,5.49829,5.48452,5.5001,5.48663,-2.14946,0.357026,-66.7059,-66.6817,0.57985,10.9867,0.563176,10.9828
0.5,-6.396,-1.00138,0.000815871,0.00107562,0.0235749,-0.00067675,360,-6.398,-0.999922,-0.00145672,0.0151947,0.00421731,0.0018108,0,0.000920141,0.135616,-0.000948607,0.00330736,0.643849,2.71718,2.62352,5.45077,5.43706,5.45267,5.43926,-2.13779,0.415372,-66.1305,-66.105,0.57496,10.8919,0.555141,10.8878
0.51,-6.39465,-1.00139,0.000849096,0.00157612,0.0241128,-0.0006649,365,-6.39659,-0.99992,-0.0014673,0.0152006,0.00421986,0.00181226,0,0.000930869,0.135175,-0.000896615,0.00336119,0.648265,2.6855,2.58936,5.48814,5.47429,5.49019,5.47665,-2.14197,0.491227,-66.5854,-66.558,0.568257,10.9668,0.547912,10.9624
0.52,-6.39329,-1.0014,0.00088229,0.00205828,0.0246189,-0.000652958,370,-6.39519,-0.999918,-0.00147714,0.0152066,0.00422241,0.00181373,0,0.000941375,0.135734,-0.000794552,0.00332277,0.642691,2.66845,2.56933,5.44096,5.4272,5.4431,5.42964,-2.12471,0.546198,-66.0141,-65.9855,0.564648,10.8727,0.543674,10.8682
0.53,-6.39194,-1.0014,0.000915748,0.00252184,0.0250942,-0.000640929,375,-6.39378,-0.999916,-0.00148627,0.0152125,0.00422497,0.0018152,0,0.000951656,0.135279,-0.000748499,0.00337273,0.647244,2.64091,2.53967,5.47949,5.4656,5.48176,5.46818,-2.12725,0.618801,-66.4829,-66.4525,0.558821,10.9499,0.537397,10.9451
0.54,-6.39058,-1.00141,0.000949129,0.00296758,0.0255405,-0.00062885,380,-6.39237,-0.999914,-0.0014947,0.0152185,0.00422752,0.00181667,0,0.000961712,0.135828,-0.000650601,0.00333009,0.641759,2.62535,2.51988,5.43305,5.41926,5.4354,5.42191,-2.10875,0.668356,-65.9206,-65.8892,0.555529,10.8573,0.533211,10.8523
0.55,-6.38923,-1.00141,0.000982726,0.00339512,0.0259496,-0.000612446,384,-6.39124,-0.999912,-0.00150247,0.0152232,0.00422957,0.00181785,0,0.000971544,0.135353,-0.000610243,0.00337651,0.64652,2.598,2.47992,5.47332,5.45942,5.4758,5.4622,-2.11223,0.736331,-66.4105,-66.3774,0.549742,10.938,0.524754,10.9327
0.56,-6.38787,-1.00142,0.0010162,0.00380624,0.0263407,-0.000600321,389,-6.38984,-0.999909,-0.0015096,0.0152292,0.00423213,0.00181932,0,0.000981152,0.135895,-0.000516299,0.00332971,0.641106,2.58355,2.46361,5.42747,5.41368,5.43002,5.41653,-2.09098,0.780729,-65.8553,-65.8214,0.546684,10.8465,0.521303,10.8412
0.57,-6.38651,-1.00142,0.00104986,0.00419962,0.0267042,-0.000588182,394,-6.38843,-0.999907,-0.00151612,0.0152351,0.00423469,0.00182079,0,0.000990538,0.135413,-0.00048184,0.00337369,0.645938,2.5612,2.4414,5.46833,5.45444,5.47099,5.45741,-2.09152,0.84582,-66.3524,-66.3168,0.541954,10.9284,0.516604,10.9228
0.58,-6.38515,-1.00142,0.00108336,0.00457645,0.0270422,-0.00057607,399,-6.38702,-0.999905,-0.00152205,0.0152411,0.00423725,0.00182227,0,0.000999702,0.135952,-0.000391883,0.00332323,0.640551,2.54863,2.42667,5.4227,5.40894,5.42542,5.41195,-2.06874,0.885395,-65.7998,-65.7635,0.539295,10.8374,0.513488,10.8316
0.59,-6.3838,-1.00142,0.00111701,0.00493662,0.0273554,-0.000563985,404,-6.38562,-0.999902,-0.0015274,0.0152471,0.00423981,0.00182374,0,0.00100865,0.135453,-0.000362789,0.00336436,0.645546,2.52684,2.40453,5.46495,5.45109,5.46777,5.45421,-2.07053,0.945865,-66.3135,-66.2759,0.534684,10.922,0.508803,10.916
0.6,-6.38244,-1.00143,0.00115047,0.00528033,0.0276448,-0.000551955,409,-6.38421,-0.9999,-0.00153222,0.015253,0.00424238,0.00182522,0,0.00101737,0.135997,-0.000276829,0.00331122,0.640109,2.51836,2.39361,5.41889,5.40517,5.42175,5.40833,-2.04495,0.982036,-65.7556,-65.7173,0.532889,10.8301,0.506492,10.8241
0.61,-6.38108,-1.00143,0.00118404,0.00560723,0.0279019,-0.000535689,413,-6.38309,-0.999898,-0.00153651,0.0152578,0.00424443,0.0018264,0,0.00102588,0.135489,-0.000253177,0.00335035,0.645202,2.49801,2.36277,5.46195,5.44814,5.46491,5.45141,-2.04684,1.03874,-66.2792,-66.2396,0.528582,10.9163,0.499967,10.9101
0.62,-6.37973,-1.00143,0.0012174,0.00591951,0.0281464,-0.000523794,418,-6.38168,-0.999895,-0.0015403,0.0152638,0.004247,0.00182788,0,0.00103418,0.136029,-0.000171039,0.00329437,0.639803,2.48909,2.35277,5.4162,5.40255,5.4192,5.40584,-2.02054,1.06947,-65.725,-65.6851,0.526695,10.825,0.497849,10.8188
0.63,-6.37837,-1.00143,0.00125085,0.00621634,0.0283689,-0.000511976,423,-6.38027,-0.999893,-0.00154362,0.0152697,0.00424957,0.00182936,0,0.00104227,0.135511,-0.000152597,0.00333181,0.644981,2.4714,2.33719,5.45999,5.44626,5.46307,5.44964,-2.02112,1.12259,-66.2573,-66.2162,0.522953,10.9127,0.494554,10.9062
0.64,-6.37701,-1.00143,0.00128405,0.00649808,0.0285704,-0.000500261,428,-6.37887,-0.99989,-0.00154648,0.0152757,0.00425214,0.00183084,0,0.00105014,0.136059,-7.40547e-05,0.00327323,0.639508,2.4662,2.33171,5.41361,5.40003,5.41671,5.40343,-1.99194,1.15011,-65.6953,-65.6539,0.521851,10.8201,0.493394,10.8136
0.65,-6.37565,-1.00143,0.00131733,0.00676508,0.028752,-0.000488648,433,-6.37746,-0.999888,-0.00154891,0.0152817,0.00425472,0.00183232,0,0.00105782,0.135534,-6.05918e-05,0.00330919,0.644766,2.44969,2.31671,5.45806,5.44442,5.46125,5.4479,-1.99346,1.19919,-66.2357,-66.1933,0.518358,10.9091,0.490219,10.9025
0.66,-6.37429,-1.00143,0.00135034,0.00701802,0.0289148,-0.000477158,438,-6.37606,-0.999885,-0.00155093,0.0152877,0.00425729,0.00183381,0,0.00106529,0.136084,1.44182e-05,0.00324859,0.639265,2.44527,2.31156,5.41145,5.39797,5.41464,5.40145,-1.964,1.22227,-65.6708,-65.6282,0.517424,10.8161,0.489129,10.8094
0.67,-6.37294,-1.00143,0.0013834,0.0072567,0.0290507,-0.00046149,442,-6.37494,-0.999883,-0.00155255,0.0152925,0.00425935,0.001835,0,0.00107256,0.135551,2.31227e-05,0.00328364,0.644599,2.42885,2.28595,5.45655,5.44301,5.45981,5.44656,-1.96669,1.26746,-66.2189,-66.1754,0.513949,10.9064,0.483711,10.8996
0.68,-6.37144,-1.00142,0.00141944,0.00748237,0.0291802,-0.000451304,448,-6.37325,-0.99988,-0.00155383,0.0152996,0.00426245,0.00183678,0,0.00107964,0.13611,0.000239144,0.00322987,0.638996,2.42754,2.28824,5.40906,5.39569,5.41233,5.39924,-1.93446,1.28743,-65.6433,-65.5998,0.513672,10.8116,0.484194,10.8048
0.69,-6.37022,-1.00142,0.00144901,0.00769439,0.0292879,-0.000439142,452,-6.37213,-0.999878,-0.00155471,0.0153044,0.00426451,0.00183797,0,0.00108652,0.135571,9.86681e-05,0.00325593,0.644397,2.41384,2.2741,5.45472,5.4413,5.45805,5.44491,-1.93637,1.3296,-66.1982,-66.1539,0.510772,10.903,0.481203,10.896
0.7,-6.36886,-1.00142,0.00148152,0.00789456,0.0293826,-0.000428192,457,-6.37072,-0.999875,-0.00155528,0.0153104,0.00426709,0.00183946,0,0.00109322,0.13613,0.000167585,0.00319095,0.638807,2.41039,2.27162,5.40735,5.39411,5.41067,5.39771,-1.90553,1.34427,-65.624,-65.5797,0.510042,10.8084,0.480679,10.8015
0.71,-6.3675,-1.00142,0.00151406,0.00808269,0.0294621,-0.000417387,462,-6.36932,-0.999872,-0.00155554,0.0153164,0.00426968,0.00184095,0,0.00109973,0.135585,0.000167317,0.00322495,0.644261,2.39724,2.26151,5.45346,5.44017,5.45683,5.44382,-1.90794,1.38278,-66.1842,-66.1392,0.50726,10.9007,0.478538,10.8936
0.72,-6.36614,-1.00141,0.00154629,0.00825969,0.0295279,-0.000406747,467,-6.36792,-0.99987,-0.00155549,0.0153224,0.00427226,0.00184244,0,0.00110606,0.136148,0.000233195,0.003159,0.638632,2.39453,2.25951,5.40576,5.39265,5.40912,5.39628,-1.87699,1.39397,-65.6058,-65.561,0.506686,10.8054,0.478115,10.7984
0.73,-6.36492,-1.00141,0.00157525,0.00842571,0.0295783,-0.000395175,471,-6.36679,-0.999867,-0.00155513,0.0153272,0.00427433,0.00184363,0,0.00111221,0.136145,0.000401852,0.00315333,0.638653,2.37946,2.24306,5.40588,5.39283,5.40925,5.39647,-1.86781,1.41236,-65.6078,-65.5629,0.503498,10.8057,0.474634,10.7987
0.74,-6.36343,-1.00141,0.00161043,0.00858284,0.0296138,-0.000381657,476,-6.36539,-0.999864,-0.00155458,0.0153332,0.00427692,0.00184513,0,0.00111819,0.136122,0.000292684,0.00312389,0.638901,2.37067,2.22895,5.40793,5.39495,5.41131,5.39859,-1.85539,1.43385,-65.6332,-65.5881,0.501638,10.8099,0.47165,10.8029
