t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
11.21,-4.95163,-0.978052,0.0289541,-0.00632162,0.0165322,-3.80147e-05,5988,-4.9535,-0.979345,0.0012401,0.0238776,0.00844915,0.00456282,0,0.00111068,0.135569,0.00717699,0.00347926,0.642914,-2.26641,-2.32074,5.44155,5.42737,5.4448,5.43093,-1.13506,1.12752,-66.0319,-65.9886,-0.479575,10.8757,-0.491072,10.8689
11.22,-4.95027,-0.978012,0.0289888,-0.00633068,0.016485,-3.6701e-05,5994,-4.9521,-0.979305,0.00124187,0.0238894,0.00845552,0.00456737,0,0.00111079,0.135579,0.0066647,0.0034402,0.642939,-2.28306,-2.3308,5.44177,5.42761,5.44499,5.43115,-1.13962,1.11669,-66.0343,-65.9914,-0.483098,10.8761,-0.4932,10.8694
11.23,-4.94892,-0.977997,0.0290234,-0.00631893,0.0164593,-3.54721e-05,6000,-4.9507,-0.979264,0.00123357,0.0239012,0.0084619,0.00457192,0,0.0011109,0.135865,-0.00337903,0.00345474,0.642564,-2.26452,-2.30786,5.43858,5.42446,5.44178,5.42797,-1.13862,1.11136,-65.9956,-65.9529,-0.479175,10.8698,-0.488348,10.863
11.24,-4.94756,-0.977937,0.029058,-0.00633148,0.0164101,-3.43545e-05,6006,-4.94931,-0.979223,0.00123688,0.023913,0.00846829,0.00457647,0,0.00111101,0.135562,0.00718801,0.00345039,0.642974,-2.26259,-2.30162,5.44204,5.42793,5.44523,5.43144,-1.13226,1.11447,-66.0376,-65.995,-0.478768,10.8767,-0.487026,10.87
11.25,-4.9462,-0.977896,0.0290924,-0.00633853,0.0163562,-2.78e-05,6011,-4.94815,-0.979189,0.00123862,0.0239228,0.00847361,0.00458027,0,0.00111113,0.135572,0.00667631,0.00341248,0.643006,-2.28029,-2.32726,5.44231,5.42822,5.44548,5.43171,-1.13804,1.10412,-66.0407,-65.9984,-0.482513,10.8772,-0.492453,10.8705
11.26,-4.94485,-0.977882,0.0291268,-0.00632417,0.0163359,-2.68878e-05,6017,-4.94675,-0.979149,0.0012303,0.0239347,0.00848,0.00458483,0,0.00111123,0.135859,-0.0033691,0.00342504,0.642625,-2.26195,-2.30458,5.43908,5.42503,5.44223,5.42849,-1.13745,1.09924,-66.0015,-65.9594,-0.478632,10.8707,-0.487653,10.8641
11.27,-4.94349,-0.977821,0.029161,-0.00633423,0.0162918,-2.60784e-05,6023,-4.94536,-0.979108,0.0012336,0.0239465,0.0084864,0.0045894,0,0.00111134,0.135555,0.00720046,0.00342348,0.643038,-2.26025,-2.29795,5.44255,5.42851,5.4457,5.43198,-1.13113,1.10278,-66.0437,-66.0016,-0.478272,10.8777,-0.486249,10.8711
11.28,-4.94213,-0.977781,0.0291951,-0.00633821,0.0162546,-2.53897e-05,6029,-4.94396,-0.979067,0.00123534,0.0239583,0.00849281,0.00459397,0,0.00111145,0.135565,0.00668931,0.00338659,0.643062,-2.27704,-2.30877,5.44276,5.42875,5.44589,5.43219,-1.13665,1.09294,-66.0461,-66.0043,-0.481826,10.8781,-0.48854,10.8715
11.29,-4.94078,-0.977766,0.0292292,-0.0063223,0.0162393,-2.47774e-05,6035,-4.94257,-0.979026,0.00122702,0.0239702,0.00849921,0.00459855,0,0.00111155,0.135854,-0.00335737,0.00339735,0.642678,-2.25657,-2.28681,5.43949,5.42552,5.44261,5.42894,-1.1366,1.0897,-66.0064,-65.9649,-0.477494,10.8716,-0.483892,10.865
11.3,-4.93942,-0.977705,0.0292633,-0.00633127,0.0162006,-2.4258e-05,6041,-4.94118,-0.978986,0.00123032,0.023982,0.00850563,0.00460313,0,0.00111166,0.13555,0.00721398,0.00339918,0.643088,-2.25356,-2.28158,5.44295,5.42898,5.44607,5.43241,-1.1312,1.09438,-66.0485,-66.0069,-0.476858,10.8785,-0.482787,10.8719
11.31,-4.93806,-0.977664,0.0292971,-0.00633571,0.0161573,-1.82742e-05,6046,-4.94002,-0.978952,0.00123206,0.0239919,0.00851098,0.00460695,0,0.00111177,0.13556,0.00670292,0.00336408,0.643112,-2.2693,-2.30807,5.44315,5.42921,5.44625,5.43261,-1.13776,1.08601,-66.0508,-66.0095,-0.480187,10.8789,-0.488392,10.8724
11.32,-4.93671,-0.97765,0.029331,-0.00631976,0.0161476,-1.79276e-05,6052,-4.93862,-0.978911,0.00122374,0.0240038,0.0085174,0.00461154,0,0.00111186,0.13585,-0.00334521,0.00337391,0.642724,-2.24862,-2.28582,5.43986,5.42594,5.44295,5.42934,-1.13771,1.08324,-66.0109,-65.9697,-0.475811,10.8723,-0.483683,10.8658
11.33,-4.93549,-0.977615,0.0293613,-0.0063195,0.0161299,-2.10346e-05,6058,-4.93723,-0.97887,0.00122276,0.0240157,0.00852383,0.00461613,0,0.00111196,0.135848,-0.00334126,0.00336689,0.642746,-2.23466,-2.26099,5.44003,5.42613,5.44312,5.42952,-1.13134,1.08746,-66.013,-65.9719,-0.472858,10.8726,-0.478429,10.8662
11.34,-4.934,-0.977548,0.0293984,-0.00633237,0.0160877,-1.74864e-05,6064,-4.93584,-0.978829,0.00122878,0.0240275,0.00853026,0.00462073,0,0.00111206,0.135552,0.0067163,0.00334518,0.643187,-2.26062,-2.29253,5.44377,5.42987,5.44684,5.43325,-1.13887,1.08013,-66.0583,-66.0173,-0.478351,10.8801,-0.485104,10.8736
11.35,-4.93264,-0.977533,0.029432,-0.00631639,0.0160834,-1.73697e-05,6070,-4.93445,-0.978788,0.00122046,0.0240394,0.0085367,0.00462533,0,0.00111216,0.135842,-0.00333306,0.00335444,0.64281,-2.23965,-2.27179,5.44057,5.4267,5.44363,5.43007,-1.13978,1.07786,-66.0194,-65.9786,-0.473914,10.8737,-0.480713,10.8673
11.36,-4.93128,-0.977472,0.0294656,-0.00632522,0.0160556,-1.73151e-05,6076,-4.93305,-0.978747,0.00122376,0.0240513,0.00854314,0.00462994,0,0.00111226,0.135535,0.00724064,0.00336233,0.643222,-2.23707,-2.26742,5.44404,5.43017,5.44711,5.43355,-1.13509,1.08298,-66.0617,-66.0208,-0.473367,10.8807,-0.47979,10.8742
11.37,-4.92993,-0.977431,0.029499,-0.00632958,0.016023,-1.17598e-05,6081,-4.93189,-0.978712,0.0012255,0.0240612,0.00854851,0.00463379,0,0.00111236,0.135546,0.00672962,0.00333025,0.64324,-2.25277,-2.29419,5.4442,5.43035,5.44726,5.43371,-1.14199,1.0753,-66.0636,-66.0229,-0.476691,10.881,-0.485453,10.8746
11.38,-4.92857,-0.977416,0.0295325,-0.00631357,0.0160238,-1.18283e-05,6087,-4.9305,-0.978671,0.00121718,0.0240731,0.00855497,0.0046384,0,0.00111245,0.135839,-0.00332072,0.00333933,0.642844,-2.23165,-2.27261,5.44084,5.42701,5.44389,5.43036,-1.14248,1.07343,-66.0227,-65.9822,-0.47222,10.8742,-0.480888,10.8679
11.39,-4.92721,-0.977355,0.029566,-0.00632235,0.0160005,-1.19449e-05,6093,-4.92911,-0.97863,0.00122049,0.024085,0.00856142,0.00464302,0,0.00111255,0.135531,0.00725382,0.00334953,0.643252,-2.22923,-2.2673,5.44428,5.43045,5.44733,5.43381,-1.13735,1.07878,-66.0646,-66.0239,-0.471708,10.8811,-0.479764,10.8747
11.4,-4.92586,-0.977313,0.0295993,-0.00632601,0.0159838,-1.21319e-05,6099,-4.92772,-0.978589,0.00122222,0.024097,0.00856789,0.00464765,0,0.00111264,0.135542,0.00674279,0.00331857,0.643275,-2.24392,-2.27875,5.44448,5.43066,5.44752,5.434,-1.14359,1.07143,-66.0669,-66.0264,-0.474817,10.8815,-0.482188,10.8751
11.41,-4.9245,-0.977298,0.0296326,-0.00630999,0.0159885,-1.23542e-05,6105,-4.92633,-0.978548,0.0012139,0.0241089,0.00857435,0.00465228,0,0.00111273,0.135836,-0.00330827,0.00332728,0.642876,-2.22259,-2.25778,5.44111,5.42731,5.44414,5.43064,-1.14448,1.06991,-66.026,-65.9856,-0.470303,10.8748,-0.47775,10.8684
11.42,-4.92314,-0.977237,0.0296659,-0.00631869,0.0159697,-1.26145e-05,6111,-4.92494,-0.978506,0.0012172,0.0241208,0.00858083,0.00465691,0,0.00111282,0.135526,0.0072669,0.0033397,0.643294,-2.22039,-2.25433,5.44463,5.43083,5.44767,5.43417,-1.14041,1.0754,-66.0688,-66.0283,-0.469838,10.8818,-0.47702,10.8755
11.43,-4.92179,-0.977196,0.0296991,-0.00632232,0.0159577,-1.2933e-05,6117,-4.92355,-0.978465,0.00121893,0.0241327,0.0085873,0.00466155,0,0.00111291,0.135537,0.0067559,0.00331002,0.643312,-2.2351,-2.26689,5.44479,5.431,5.44781,5.43432,-1.14726,1.06832,-66.0706,-66.0304,-0.472951,10.8821,-0.479678,10.8758
11.44,-4.92043,-0.97718,0.0297324,-0.00630694,0.0159554,-7.68278e-06,6122,-4.92239,-0.97843,0.00121061,0.0241427,0.00859271,0.00466542,0,0.001113,0.135833,-0.00329576,0.00331913,0.642911,-2.21455,-2.26142,5.4414,5.42762,5.44442,5.43094,-1.14897,1.0672,-66.0295,-65.9893,-0.468602,10.8754,-0.47852,10.869
11.45,-4.91908,-0.977119,0.0297656,-0.00631561,0.0159411,-8.04796e-06,6128,-4.921,-0.978389,0.00121391,0.0241546,0.00859919,0.00467007,0,0.00111309,0.135522,0.00727987,0.00333345,0.643325,-2.21251,-2.25753,5.44488,5.4311,5.44791,5.43443,-1.14464,1.07291,-66.0719,-66.0315,-0.46817,10.8823,-0.477698,10.876
11.46,-4.91772,-0.977078,0.0297987,-0.00631922,0.015933,-8.46059e-06,6134,-4.91962,-0.978348,0.00121564,0.0241666,0.00860569,0.00467472,0,0.00111318,0.135533,0.00676885,0.00330475,0.643349,-2.22722,-2.26917,5.4451,5.43132,5.44811,5.43464,-1.15099,1.06614,-66.0744,-66.0342,-0.471283,10.8827,-0.48016,10.8764
11.47,-4.91636,-0.977062,0.0298319,-0.00630315,0.0159461,-8.88786e-06,6140,-4.91823,-0.978306,0.00120731,0.0241785,0.00861218,0.00467938,0,0.00111326,0.13583,-0.00328324,0.00331421,0.642947,-2.20547,-2.24876,5.44169,5.42793,5.4447,5.43124,-1.15215,1.06541,-66.033,-65.9929,-0.466681,10.8759,-0.475841,10.8696
11.48,-4.91501,-0.977001,0.0298651,-0.00631177,0.0159353,-9.33027e-06,6146,-4.91684,-0.978265,0.0012106,0.0241905,0.00861869,0.00468404,0,0.00111334,0.135519,0.00729282,0.00332968,0.643355,-2.20362,-2.24528,5.44514,5.43137,5.44816,5.43469,-1.14803,1.07123,-66.075,-66.0347,-0.466289,10.8829,-0.475104,10.8765
11.49,-4.91365,-0.976959,0.0298982,-0.00631535,0.0159308,-9.81147e-06,6152,-4.91545,-0.978223,0.00121233,0.0242025,0.00862519,0.00468871,0,0.00111343,0.13553,0.00678182,0.00330199,0.643371,-2.21809,-2.25812,5.44528,5.43152,5.4483,5.43483,-1.15498,1.0648,-66.0767,-66.0365,-0.469352,10.8831,-0.477821,10.8768
11.5,-4.91229,-0.976943,0.0299313,-0.00629925,0.0159477,-1.02985e-05,6158,-4.91406,-0.978181,0.00120399,0.0242145,0.00863171,0.00469338,0,0.00111351,0.135828,-0.00327052,0.00331216,0.642968,-2.19639,-2.23862,5.44187,5.42811,5.44488,5.43142,-1.15659,1.06428,-66.0352,-65.9951,-0.46476,10.8763,-0.473697,10.87
11.51,-4.91094,-0.976882,0.0299645,-0.00630849,0.0159289,-5.18624e-06,6163,-4.91291,-0.978147,0.00120728,0.0242245,0.00863714,0.00469728,0,0.00111359,0.135516,0.00730569,0.00332897,0.643377,-2.19573,-2.25086,5.44532,5.43156,5.44834,5.43488,-1.15335,1.07022,-66.0772,-66.037,-0.464621,10.8832,-0.476285,10.8769
11.52,-4.90958,-0.97684,0.0299975,-0.00631207,0.0159274,-5.70281e-06,6169,-4.91152,-0.978105,0.001209,0.0242364,0.00864366,0.00470196,0,0.00111367,0.135527,0.00679451,0.00330222,0.643395,-2.20999,-2.26078,5.44549,5.43172,5.4485,5.43504,-1.15864,1.0642,-66.0791,-66.0391,-0.467638,10.8835,-0.478385,10.8772
11.53,-4.90823,-0.976824,0.0300307,-0.00629594,0.0159458,-6.21834e-06,6175,-4.91013,-0.978063,0.00120066,0.0242484,0.00865019,0.00470664,0,0.00111375,0.135826,-0.00325787,0.00331232,0.642989,-2.18825,-2.23764,5.44205,5.42829,5.44506,5.4316,-1.15827,1.0639,-66.0374,-65.9973,-0.463037,10.8767,-0.473488,10.8703
11.54,-4.90687,-0.976763,0.0300638,-0.00630447,0.0159394,-6.73646e-06,6181,-4.90875,-0.978022,0.00120395,0.0242604,0.00865672,0.00471133,0,0.00111383,0.135513,0.00731844,0.00332907,0.643397,-2.18671,-2.23242,5.44549,5.43172,5.44851,5.43505,-1.15317,1.06991,-66.0793,-66.039,-0.46271,10.8836,-0.472383,10.8772
11.55,-4.90551,-0.976721,0.0300969,-0.00630802,0.015938,-7.2818e-06,6187,-4.90736,-0.97798,0.00120566,0.0242725,0.00866326,0.00471603,0,0.00111391,0.135525,0.00680738,0.00330218,0.643411,-2.2008,-2.24232,5.44562,5.43185,5.44863,5.43516,-1.15848,1.06397,-66.0807,-66.0406,-0.465692,10.8838,-0.474478,10.8775
11.56,-4.90416,-0.976705,0.03013,-0.00629186,0.0159565,-7.82677e-06,6193,-4.90597,-0.977938,0.00119732,0.0242845,0.0086698,0.00472073,0,0.00111398,0.135825,-0.0032451,0.00331221,0.643003,-2.17903,-2.21864,5.44217,5.42841,5.44518,5.43172,-1.15786,1.06369,-66.0388,-65.9988,-0.461087,10.8769,-0.469467,10.8706
11.57,-4.9028,-0.976643,0.0301632,-0.00630034,0.0159502,-8.37377e-06,6199,-4.90459,-0.977896,0.0012006,0.0242965,0.00867635,0.00472543,0,0.00111405,0.135511,0.00733128,0.00332902,0.643416,-2.17766,-2.21377,5.44565,5.43189,5.44867,5.43521,-1.15301,1.06959,-66.0812,-66.041,-0.460797,10.8839,-0.468438,10.8775
11.58,-4.90145,-0.976601,0.0301962,-0.00630387,0.0159489,-8.94791e-06,6205,-4.9032,-0.977854,0.00120231,0.0243085,0.0086829,0.00473014,0,0.00111413,0.135522,0.00682021,0.00330222,0.643429,-2.19156,-2.22362,5.44577,5.43201,5.44879,5.43532,-1.15834,1.06376,-66.0826,-66.0425,-0.463737,10.8841,-0.470521,10.8778
11.59,-4.90009,-0.976585,0.0302294,-0.00628834,0.0159556,-3.90551e-06,6210,-4.90205,-0.977819,0.00119395,0.0243186,0.00868836,0.00473407,0,0.0011142,0.135824,-0.00323233,0.00331215,0.643021,-2.17078,-2.21413,5.44231,5.42856,5.44533,5.43187,-1.15784,1.06346,-66.0406,-66.0006,-0.459341,10.8772,-0.468512,10.8709
11.6,-4.89873,-0.976523,0.0302625,-0.00629677,0.0159495,-4.47961e-06,6216,-4.90066,-0.977778,0.00119723,0.0243306,0.00869493,0.00473879,0,0.00111427,0.135509,0.00734412,0.00332899,0.643429,-2.16956,-2.20926,5.44576,5.432,5.44879,5.43532,-1.15304,1.06927,-66.0826,-66.0424,-0.459081,10.8841,-0.467482,10.8778
11.61,-4.89738,-0.976481,0.0302956,-0.00630027,0.0159483,-5.08116e-06,6222,-4.89928,-0.977736,0.00119893,0.0243426,0.00870149,0.00474351,0,0.00111434,0.13552,0.0068331,0.0033022,0.643442,-2.18328,-2.21905,5.44589,5.43212,5.4489,5.43543,-1.15838,1.06352,-66.0839,-66.0439,-0.461985,10.8843,-0.469555,10.878
11.62,-4.89602,-0.976465,0.0303287,-0.00628405,0.0159669,-5.68244e-06,6228,-4.8979,-0.977693,0.00119058,0.0243547,0.00870807,0.00474823,0,0.00111441,0.135823,-0.00321955,0.0033121,0.643033,-2.16148,-2.19464,5.44242,5.42866,5.44543,5.43197,-1.15744,1.06325,-66.0419,-66.0018,-0.457372,10.8774,-0.464388,10.8711
11.63,-4.89466,-0.976403,0.0303619,-0.00629242,0.0159609,-6.28551e-06,6234,-4.89651,-0.977651,0.00119384,0.0243668,0.00871464,0.00475297,0,0.00111448,0.135506,0.00735697,0.00332898,0.643447,-2.16043,-2.19013,5.44591,5.43215,5.44893,5.43547,-1.15289,1.06896,-66.0844,-66.0442,-0.45715,10.8844,-0.463435,10.8781
11.64,-4.89331,-0.976361,0.0303949,-0.0062959,0.0159598,-6.9157e-06,6240,-4.89513,-0.977609,0.00119554,0.0243788,0.00872123,0.0047577,0,0.00111455,0.135518,0.00684595,0.00330226,0.643459,-2.17395,-2.19953,5.44603,5.43226,5.44904,5.43557,-1.15805,1.06333,-66.0857,-66.0456,-0.460011,10.8846,-0.465424,10.8783
11.65,-4.89195,-0.976344,0.0304281,-0.00627965,0.0159786,-7.54569e-06,6246,-4.89374,-0.977567,0.00118718,0.0243909,0.00872781,0.00476244,0,0.00111461,0.135821,-0.00320676,0.00331205,0.643049,-2.15213,-2.1749,5.44255,5.4288,5.44556,5.43211,-1.15705,1.06307,-66.0435,-66.0035,-0.455395,10.8777,-0.460213,10.8714
11.66,-4.8906,-0.976282,0.0304612,-0.00628796,0.0159728,-8.17733e-06,6252,-4.89236,-0.977525,0.00119044,0.024403,0.00873441,0.00476719,0,0.00111467,0.135504,0.0073698,0.00332906,0.643463,-2.15126,-2.17077,5.44605,5.43229,5.44907,5.4356,-1.15275,1.06866,-66.086,-66.0459,-0.455211,10.8847,-0.459338,10.8783
11.67,-4.88924,-0.97624,0.0304943,-0.00629209,0.0159599,-3.20745e-06,6257,-4.89121,-0.97749,0.00119214,0.0244131,0.00873991,0.00477115,0,0.00111474,0.135515,0.0068588,0.00330232,0.643479,-2.16558,-2.1944,5.4462,5.43243,5.44921,5.43574,-1.15805,1.06313,-66.0877,-66.0477,-0.458241,10.8849,-0.464338,10.8786
11.68,-4.88788,-0.976223,0.0305274,-0.0062758,0.0159787,-3.86447e-06,6263,-4.88983,-0.977448,0.00118377,0.0244252,0.00874651,0.0047759,0,0.0011148,0.13582,-0.00319397,0.00331203,0.643067,-2.14375,-2.16969,5.44271,5.42895,5.44572,5.43226,-1.15704,1.06286,-66.0454,-66.0053,-0.453621,10.878,-0.459109,10.8717
11.69,-4.88653,-0.976161,0.0305606,-0.00628406,0.015973,-4.52347e-06,6269,-4.88844,-0.977405,0.00118702,0.0244373,0.00875312,0.00478066,0,0.00111486,0.135502,0.00738268,0.00332906,0.643477,-2.14303,-2.16556,5.44617,5.43241,5.44919,5.43572,-1.15279,1.06836,-66.0875,-66.0473,-0.453469,10.8849,-0.458236,10.8786
11.7,-4.88517,-0.976119,0.0305937,-0.0062875,0.015972,-5.20963e-06,6275,-4.88706,-0.977363,0.00118871,0.0244494,0.00875973,0.00478543,0,0.00111492,0.135513,0.00687171,0.00330233,0.643493,-2.15616,-2.17425,5.44631,5.43255,5.44932,5.43586,-1.15765,1.06295,-66.0891,-66.0491,-0.456248,10.8852,-0.460076,10.8789
11.71,-4.88382,-0.976102,0.0306268,-0.00627118,0.015991,-5.89547e-06,6281,-4.88568,-0.977321,0.00118034,0.0244615,0.00876635,0.0047902,0,0.00111498,0.135819,-0.00318115,0.00331199,0.64308,-2.13432,-2.14946,5.44282,5.42906,5.44583,5.43237,-1.15664,1.06269,-66.0467,-66.0066,-0.451625,10.8782,-0.454829,10.8719
11.72,-4.88246,-0.976039,0.03066,-0.00627938,0.0159855,-6.58267e-06,6287,-4.8843,-0.977278,0.00118359,0.0244736,0.00877297,0.00479497,0,0.00111504,0.1355,0.00739556,0.00332914,0.643487,-2.13378,-2.14572,5.44625,5.43249,5.44927,5.4358,-1.15265,1.06806,-66.0885,-66.0483,-0.451511,10.8851,-0.454037,10.8787
11.73,-4.8811,-0.975997,0.030693,-0.0062828,0.0159846,-7.29788e-06,6293,-4.88292,-0.977236,0.00118527,0.0244857,0.0087796,0.00479975,0,0.0011151,0.135511,0.00688463,0.00330237,0.643506,-2.1467,-2.15387,5.44642,5.43265,5.44943,5.43596,-1.15726,1.06278,-66.0904,-66.0504,-0.454245,10.8854,-0.455762,10.8791
11.74,-4.87975,-0.97598,0.0307262,-0.00626642,0.0160037,-8.01214e-06,6299,-4.88154,-0.977193,0.00117689,0.0244979,0.00878623,0.00480453,0,0.00111515,0.135818,-0.00316832,0.003312,0.643092,-2.12484,-2.12899,5.44291,5.42916,5.44592,5.43246,-1.15625,1.06252,-66.0479,-66.0078,-0.44962,10.8784,-0.450498,10.8721
11.75,-4.87839,-0.975918,0.0307593,-0.00627457,0.0159983,-8.72767e-06,6305,-4.88016,-0.977151,0.00118013,0.02451,0.00879287,0.00480932,0,0.00111521,0.135498,0.00740841,0.00332927,0.643504,-2.12449,-2.12564,5.44639,5.43263,5.44941,5.43594,-1.15253,1.06778,-66.0902,-66.05,-0.449545,10.8854,-0.449788,10.879
11.76,-4.87704,-0.975875,0.0307924,-0.00627797,0.0159976,-9.47057e-06,6311,-4.87878,-0.977108,0.00118181,0.0245221,0.00879952,0.00481411,0,0.00111526,0.135509,0.00689753,0.00330248,0.643519,-2.13719,-2.13325,5.44653,5.43276,5.44954,5.43607,-1.15688,1.06262,-66.0917,-66.0517,-0.452234,10.8856,-0.451398,10.8793
11.77,-4.87568,-0.975858,0.0308255,-0.00626224,0.0160048,-4.56879e-06,6316,-4.87763,-0.977073,0.00117342,0.0245323,0.00880506,0.00481811,0,0.00111531,0.135817,-0.00315545,0.00331196,0.643103,-2.11633,-2.12309,5.44301,5.42925,5.44602,5.43256,-1.15625,1.06233,-66.049,-66.009,-0.447818,10.8786,-0.449249,10.8723
11.78,-4.87432,-0.975795,0.0308587,-0.00627033,0.0159996,-5.31116e-06,6322,-4.87625,-0.97703,0.00117666,0.0245444,0.00881171,0.00482291,0,0.00111536,0.135495,0.00742131,0.00332931,0.64352,-2.11613,-2.11977,5.44653,5.43277,5.44955,5.43608,-1.15261,1.06751,-66.0919,-66.0517,-0.447777,10.8856,-0.448547,10.8793
11.79,-4.87297,-0.975753,0.0308917,-0.0062737,0.0159989,-6.08096e-06,6328,-4.87487,-0.976987,0.00117833,0.0245566,0.00881837,0.00482772,0,0.00111542,0.135508,0.0069105,0.00330249,0.643531,-2.12865,-2.12718,5.44663,5.43287,5.44964,5.43617,-1.15687,1.06244,-66.093,-66.0529,-0.450426,10.8858,-0.450115,10.8795
11.8,-4.87161,-0.975736,0.0309249,-0.00625726,0.0160182,-6.85081e-06,6334,-4.87349,-0.976945,0.00116994,0.0245688,0.00882504,0.00483253,0,0.00111546,0.135817,-0.00314258,0.00331197,0.643113,-2.10676,-2.10214,5.4431,5.42934,5.44611,5.43265,-1.15586,1.06218,-66.0501,-66.0101,-0.445794,10.8788,-0.444816,10.8724
11.81,-4.87026,-0.975673,0.030958,-0.00626529,0.0160131,-7.62169e-06,6340,-4.87211,-0.976902,0.00117317,0.0245809,0.00883171,0.00483735,0,0.00111551,0.135493,0.00743421,0.00332943,0.643532,-2.10675,-2.09922,5.44663,5.43286,5.44965,5.43618,-1.15249,1.06724,-66.093,-66.0529,-0.445792,10.8858,-0.444198,10.8795
11.82,-4.8689,-0.97563,0.0309911,-0.00626864,0.0160125,-8.41972e-06,6346,-4.87073,-0.976859,0.00117483,0.0245931,0.00883838,0.00484217,0,0.00111556,0.135506,0.00692345,0.00330259,0.643542,-2.11905,-2.10607,5.44673,5.43296,5.44974,5.43627,-1.15649,1.0623,-66.0941,-66.0541,-0.448395,10.886,-0.445648,10.8797
11.83,-4.86754,-0.975613,0.0310242,-0.00625217,0.0160319,-9.21788e-06,6352,-4.86935,-0.976816,0.00116643,0.0246053,0.00884506,0.00484699,0,0.00111561,0.135816,-0.00312969,0.00331197,0.643123,-2.09714,-2.08095,5.44318,5.42942,5.44619,5.43273,-1.15548,1.06204,-66.0511,-66.0111,-0.443759,10.8789,-0.440331,10.8726
11.84,-4.86619,-0.97555,0.0310574,-0.00626015,0.016027,-1.00169e-05,6358,-4.86797,-0.976774,0.00116966,0.0246175,0.00885175,0.00485183,0,0.00111565,0.135492,0.00744713,0.00332957,0.643543,-2.09727,-2.07841,5.44672,5.43296,5.44974,5.43627,-1.15237,1.06701,-66.0942,-66.054,-0.443785,10.886,-0.439795,10.8797
11.85,-4.86483,-0.975507,0.0310905,-0.00626348,0.0160265,-1.08435e-05,6364,-4.8666,-0.976731,0.00117132,0.0246297,0.00885844,0.00485666,0,0.0011157,0.135504,0.00693643,0.00330265,0.643554,-2.10941,-2.08472,5.44683,5.43306,5.44984,5.43637,-1.15612,1.06217,-66.0953,-66.0553,-0.446354,10.8862,-0.44113,10.8799
11.86,-4.86347,-0.975489,0.0311236,-0.00624697,0.016046,-1.16699e-05,6370,-4.86522,-0.976688,0.00116291,0.0246419,0.00886513,0.0048615,0,0.00111574,0.135815,-0.0031168,0.003312,0.643133,-2.08748,-2.05951,5.44327,5.42951,5.44627,5.43282,-1.1551,1.06191,-66.0521,-66.0121,-0.441714,10.8791,-0.435796,10.8728
11.87,-4.86212,-0.975426,0.0311568,-0.00625557,0.0160292,-6.83639e-06,6375,-4.86407,-0.976652,0.00116613,0.0246521,0.00887072,0.00486554,0,0.00111578,0.135489,0.00746003,0.00332973,0.643558,-2.08871,-2.07199,5.44685,5.43309,5.44987,5.4364,-1.15252,1.06681,-66.0958,-66.0556,-0.441974,10.8863,-0.438436,10.8799
11.88,-4.86076,-0.975383,0.0311898,-0.00625888,0.0160288,-7.68875e-06,6381,-4.8627,-0.976609,0.00116779,0.0246643,0.00887742,0.00487039,0,0.00111583,0.135502,0.00694941,0.00330278,0.643564,-2.10072,-2.07797,5.44691,5.43314,5.44992,5.43645,-1.15612,1.06202,-66.0963,-66.0563,-0.444517,10.8864,-0.439702,10.8801
11.89,-4.85941,-0.975366,0.031223,-0.00624233,0.0160484,-8.54184e-06,6387,-4.86132,-0.976566,0.00115937,0.0246766,0.00888413,0.00487524,0,0.00111586,0.135815,-0.00310388,0.00331204,0.643141,-2.07878,-2.05268,5.44333,5.42957,5.44634,5.43288,-1.15511,1.06175,-66.0529,-66.0129,-0.439874,10.8792,-0.434351,10.8729
11.9,-4.85805,-0.975302,0.0312561,-0.00625022,0.0160437,-9.39543e-06,6393,-4.85994,-0.976523,0.00116259,0.0246888,0.00889085,0.0048801,0,0.0011159,0.135488,0.007473,0.00332981,0.643568,-2.07907,-2.05029,5.44693,5.43317,5.44995,5.43648,-1.15218,1.06663,-66.0967,-66.0566,-0.439934,10.8864,-0.433845,10.8801
11.91,-4.8567,-0.975259,0.0312892,-0.00625351,0.0160434,-1.02761e-05,6399,-4.85857,-0.97648,0.00116423,0.0247011,0.00889757,0.00488497,0,0.00111594,0.1355,0.0069624,0.00330288,0.643577,-2.09098,-2.05612,5.44702,5.43326,5.45003,5.43656,-1.15575,1.0619,-66.0977,-66.0577,-0.442454,10.8866,-0.435079,10.8803
11.92,-4.85534,-0.975242,0.0313223,-0.00623693,0.0160631,-1.11573e-05,6405,-4.85719,-0.976437,0.00115582,0.0247133,0.0089043,0.00488984,0,0.00111598,0.135814,-0.00309098,0.00331213,0.643153,-2.06902,-2.03075,5.44343,5.42967,5.44644,5.43298,-1.15473,1.06164,-66.0541,-66.0141,-0.437807,10.8794,-0.429709,10.8731
11.93,-4.85398,-0.975178,0.0313555,-0.00624479,0.0160585,-1.20388e-05,6411,-4.85582,-0.976393,0.00115902,0.0247256,0.00891103,0.00489471,0,0.00111601,0.135487,0.00748599,0.00332993,0.643572,-2.06939,-2.02853,5.44697,5.4332,5.44999,5.43652,-1.15194,1.06645,-66.0971,-66.057,-0.437885,10.8865,-0.429239,10.8802
