t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
0.02,-6.55037,-1.00029,-0.000122384,0.000453685,0.0126289,-0.000866412,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,-0.325291,-0.000712029,7.37363e-06,10.5058,1.11278,38.6569,0,0,0,0,1.08513,0.0787241,-938.223,-938.223,0.235466,156.177,8.17985,156.177
0.03,-6.55068,-1.00029,-0.000145488,0.000765715,0.0218504,-0.00086662,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,-0.318866,-0.000578012,-0.00020089,10.3773,0.929438,32.0697,0,0,0,0,-11.5459,-0.702455,-925.034,-925.034,0.19667,154.005,6.786,154.005
0.04,-6.55383,-1.00029,-0.000132889,0.00044989,0.0126966,-0.000873032,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,-0.266876,0.000163142,-0.00231456,9.33752,1.18514,40.095,0,0,0,0,0.946596,0.0839411,-818.302,-818.302,0.250776,136.425,8.48416,136.425
0.05,-6.55588,-1.0003,-0.000144422,0.000448822,0.0128211,-0.000885358,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,-0.213891,-0.000339663,-0.00183338,8.27783,1.29677,41.6733,0,0,0,0,0.814896,0.0709789,-709.528,-709.528,0.274399,118.509,8.81814,118.509
0.06,-6.55767,-1.0003,-0.000154157,0.000447851,0.0129448,-0.000897595,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,-0.16173,-0.000538853,-0.000325199,7.23461,1.41784,43.2108,0,0,0,0,0.702516,0.05862,-602.446,-602.446,0.300018,100.871,9.14348,100.871
0.07,-6.55897,-1.00031,-0.000156024,0.00044833,0.0129691,-0.00089996,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,-0.114131,-0.000659686,-2.60587e-05,6.28261,1.50077,44.2979,0,0,0,0,0.598352,0.0530783,-504.727,-504.727,0.317565,84.7756,9.3735,84.7756
0.08,-6.5598,-1.00032,-0.000158184,0.000448666,0.0129864,-0.00090167,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,-0.0669803,-0.000571847,-0.000295618,5.33961,1.58249,45.3527,0,0,0,0,0.502026,0.0480793,-407.931,-407.931,0.334856,68.8322,9.59669,68.8322
0.09,-6.56022,-1.00032,-0.00016093,0.000449348,0.013015,-0.00090451,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,-0.0277328,-0.000599978,-0.000239002,4.55466,1.65087,46.2827,0,0,0,0,0.428198,0.0447253,-327.359,-327.359,0.349326,55.5611,9.79349,55.5611
0.1,-6.56025,-1.00033,-0.000165498,0.000450265,0.0130576,-0.00090861,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0122326,-0.00028919,-0.000518117,3.75535,1.72455,47.273,0,0,0,0,0.357732,0.0424195,-245.313,-245.313,0.364918,42.0472,10.003,42.0472
0.11,-6.55993,-1.00033,-0.000181604,0.000452819,0.0131556,-0.00091829,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0445037,0.00175318,-0.00437403,3.10994,1.78819,48.3076,0,0,0,0,0.307638,0.0415065,-179.062,-179.062,0.378383,31.1349,10.222,31.1349
0.12,-6.55941,-1.00032,-0.000210108,0.000461169,0.0134894,-0.000951189,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0587033,0.000479445,-0.0017365,2.82594,1.83672,49.8131,0,0,0,0,0.298125,0.0447926,-149.912,-149.912,0.388653,26.3336,10.5405,26.3336
0.13,-6.55881,-1.00033,-0.000215235,0.000463447,0.0135637,-0.000958579,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0653607,-0.000383151,-0.000379683,2.69279,1.86654,50.2255,0,0,0,0,0.290305,0.0463182,-136.245,-136.245,0.394964,24.0825,10.6278,24.0825
0.14,-6.55815,-1.00033,-0.000218057,0.000464092,0.0135913,-0.000961403,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0701023,-0.000338034,-0.000379343,2.59796,1.87844,50.431,0,0,0,0,0.283911,0.0463648,-126.51,-126.51,0.39748,22.4791,10.6713,22.4791
0.15,-6.55744,-1.00034,-0.000220715,0.000464678,0.0136161,-0.000963947,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0759961,-0.000451083,-0.000449407,2.48008,1.89153,50.6509,0,0,0,0,0.275537,0.0462577,-114.411,-114.411,0.40025,20.4862,10.7178,20.4862
0.16,-6.5567,-1.00034,-0.0002236,0.000465467,0.0136464,-0.000967104,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0771702,-0.000415281,-0.000288703,2.4566,1.89697,50.7942,0,0,0,0,0.275386,0.046437,-112.001,-112.001,0.401402,20.0892,10.7481,20.0892
0.17,-6.55592,-1.00035,-0.000227862,0.000466405,0.0136845,-0.000970884,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0822438,-0.000305822,-0.000578138,2.35513,1.91083,51.041,0,0,0,0,0.268534,0.0468421,-101.585,-101.585,0.404335,18.3736,10.8004,18.3736
0.18,-6.55514,-1.00035,-0.000231637,0.000467467,0.0137261,-0.000974991,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0817559,-0.000426419,-0.000379154,2.36488,1.91375,51.1815,0,0,0,0,0.270885,0.0473976,-102.586,-102.586,0.404952,18.5386,10.8301,18.5386
0.19,-6.55433,-1.00036,-0.000236729,0.000468606,0.0137736,-0.000979689,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0855854,-0.000224771,-0.000614924,2.28829,1.92739,51.4357,0,0,0,0,0.266363,0.0481525,-94.7249,-94.7249,0.407838,17.2437,10.8839,17.2437
0.2,-6.55351,-1.00036,-0.000240675,0.000469724,0.0138168,-0.000983953,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0850991,-0.000441061,-0.00042463,2.29802,1.92963,51.5819,0,0,0,0,0.268712,0.0486178,-95.7232,-95.7232,0.408314,17.4081,10.9148,17.4081
0.21,-6.55267,-1.00037,-0.000245107,0.000470796,0.0138606,-0.000988278,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0870557,-0.000282954,-0.00048915,2.25889,1.93871,51.7825,0,0,0,0,0.267085,0.0492946,-91.7065,-91.7065,0.410234,16.7465,10.9573,16.7465
0.22,-6.55183,-1.00038,-0.000248543,0.000471717,0.0138965,-0.000991827,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0876472,-0.000464684,-0.000421088,2.24706,1.94297,51.9255,0,0,0,0,0.267395,0.0497077,-90.492,-90.492,0.411135,16.5465,10.9875,16.5465
0.23,-6.55099,-1.00038,-0.00025159,0.00047253,0.0139289,-0.000995042,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0875806,-0.000377853,-0.000320066,2.24839,1.94652,52.0424,0,0,0,0,0.26871,0.0502128,-90.6289,-90.6289,0.411887,16.569,11.0122,16.569
0.24,-6.55014,-1.00039,-0.000254898,0.000473306,0.0139598,-0.0009981,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089408,-0.000423023,-0.00047051,2.21184,1.95322,52.1939,0,0,0,0,0.266814,0.0505821,-86.8774,-86.8774,0.413305,15.9511,11.0443,15.9511
0.25,-6.54928,-1.00039,-0.000257474,0.000474054,0.0139893,-0.00100103,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0879071,-0.000463771,-0.000257254,2.24186,1.95358,52.2697,0,0,0,0,0.270419,0.0510701,-89.9586,-89.9586,0.413381,16.4586,11.0604,16.4586
0.26,-6.54842,-1.0004,-0.000261226,0.00047489,0.0140229,-0.00100435,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0902993,-0.000375085,-0.000514932,2.19402,1.96206,52.4431,0,0,0,0,0.267639,0.0515245,-85.0475,-85.0475,0.415176,15.6497,11.097,15.6497
0.27,-6.54756,-1.0004,-0.000264286,0.000475761,0.014057,-0.00100773,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0884258,-0.000486412,-0.000325151,2.23149,1.9619,52.5272,0,0,0,0,0.272021,0.0520572,-88.8937,-88.8937,0.41514,16.2832,11.1148,16.2832
0.28,-6.5467,-1.00041,-0.000268326,0.000476691,0.0140949,-0.00101147,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0904194,-0.0003271,-0.000505453,2.19161,1.97044,52.7073,0,0,0,0,0.270024,0.0526444,-84.8009,-84.8009,0.416948,15.6091,11.1529,15.6091
0.29,-6.54584,-1.00041,-0.000271392,0.000477547,0.0141283,-0.00101477,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0892052,-0.000502996,-0.000362093,2.2159,1.97113,52.8027,0,0,0,0,0.273265,0.0531004,-87.2935,-87.2935,0.417093,16.0196,11.1731,16.0196
0.3,-6.54497,-1.00042,-0.000274944,0.000478419,0.0141634,-0.00101825,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0900104,-0.00037419,-0.000410799,2.19979,1.97686,52.9476,0,0,0,0,0.273167,0.0536503,-85.6406,-85.6406,0.418306,15.7474,11.2038,15.7474
0.31,-6.54411,-1.00043,-0.000277865,0.000479181,0.0141934,-0.00102121,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0901024,-0.000508169,-0.000383853,2.19795,1.97994,53.0586,0,0,0,0,0.274084,0.0540432,-85.4517,-85.4517,0.418958,15.7163,11.2273,15.7163
0.32,-6.54324,-1.00043,-0.000280399,0.000479868,0.0142209,-0.00102393,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0894727,-0.000433064,-0.000272703,2.21055,1.98188,53.1452,0,0,0,0,0.27617,0.0544962,-86.7445,-86.7445,0.419368,15.9292,11.2456,15.9292
0.33,-6.54237,-1.00044,-0.000283209,0.000480516,0.0142467,-0.00102649,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0907921,-0.00046113,-0.000423856,2.18416,1.98719,53.2676,0,0,0,0,0.274849,0.0548242,-84.0359,-84.0359,0.420493,15.4831,11.2715,15.4831
0.34,-6.54151,-1.00044,-0.000285531,0.000481174,0.0142728,-0.00102908,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0891735,-0.000515343,-0.000263057,2.21653,1.98691,53.3282,0,0,0,0,0.278597,0.0552677,-87.3586,-87.3586,0.420433,16.0304,11.2843,16.0304
0.35,-6.54064,-1.00045,-0.000288824,0.000481921,0.0143029,-0.00103205,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0910416,-0.000426235,-0.000455829,2.17917,1.99402,53.4776,0,0,0,0,0.276462,0.0556802,-83.5237,-83.5237,0.421937,15.3987,11.3159,15.3987
0.36,-6.53977,-1.00045,-0.000291232,0.000482612,0.0143302,-0.00103475,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0893004,-0.000541239,-0.000279745,2.21399,1.9934,53.5396,0,0,0,0,0.280462,0.0561189,-87.0981,-87.0981,0.421807,15.9875,11.3291,15.9875
0.37,-6.5389,-1.00046,-0.000294498,0.000483362,0.0143607,-0.00103777,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908189,-0.000402242,-0.000429749,2.18362,2.00009,53.6831,0,0,0,0,0.278924,0.0565823,-83.9807,-83.9807,0.423222,15.474,11.3594,15.474
0.38,-6.53803,-1.00047,-0.000297013,0.000484055,0.014388,-0.00104047,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0897466,-0.000552517,-0.000317635,2.20507,2.00059,53.7594,0,0,0,0,0.281767,0.0569734,-86.1821,-86.1821,0.423327,15.8366,11.3756,15.8366
0.39,-6.53716,-1.00047,-0.000299837,0.000484747,0.014416,-0.00104324,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0902534,-0.000442676,-0.000349711,2.19493,2.00488,53.8722,0,0,0,0,0.281897,0.0574104,-85.1417,-85.1417,0.424236,15.6652,11.3994,15.6652
0.4,-6.5363,-1.00048,-0.000302322,0.00048538,0.0144411,-0.00104573,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0903908,-0.000547612,-0.000350234,2.19218,2.00768,53.9665,0,0,0,0,0.28256,0.0577492,-84.8595,-84.8595,0.424828,15.6187,11.4194,15.6187
0.41,-6.53543,-1.00048,-0.000304552,0.000485979,0.0144652,-0.00104811,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089698,-0.000490685,-0.000257899,2.20604,2.00906,54.0393,0,0,0,0,0.284663,0.0581476,-86.282,-86.282,0.425121,15.853,11.4348,15.853
0.42,-6.53456,-1.00049,-0.00030707,0.000486556,0.0144883,-0.00105041,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908841,-0.000501837,-0.000392142,2.18232,2.01391,54.1493,0,0,0,0,0.283417,0.0584463,-83.847,-83.847,0.426145,15.452,11.4581,15.452
0.43,-6.53369,-1.0005,-0.000309102,0.000487132,0.0145114,-0.00105269,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0894315,-0.00055858,-0.00024043,2.21137,2.01356,54.2021,0,0,0,0,0.286832,0.0588385,-86.8289,-86.8289,0.426073,15.9431,11.4692,15.9431
0.44,-6.53282,-1.0005,-0.000311819,0.000487744,0.0145362,-0.00105515,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909974,-0.000477151,-0.000397556,2.18005,2.01953,54.3261,0,0,0,0,0.284956,0.0591784,-83.6143,-83.6143,0.427335,15.4136,11.4955,15.4136
0.45,-6.53195,-1.00051,-0.000313754,0.000488296,0.0145583,-0.00105733,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0895043,-0.000588398,-0.000244826,2.20991,2.01885,54.3745,0,0,0,0,0.28841,0.059539,-86.6795,-86.6795,0.427191,15.9185,11.5057,15.9185
0.46,-6.53108,-1.00051,-0.000316292,0.000488875,0.0145821,-0.00105969,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0907364,-0.000475741,-0.000357569,2.18527,2.02414,54.4875,0,0,0,0,0.287076,0.0598898,-84.1501,-84.1501,0.428312,15.5019,11.5296,15.5019
0.47,-6.53021,-1.00052,-0.00031823,0.000489398,0.0146031,-0.00106176,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0899577,-0.000599444,-0.000275778,2.20085,2.02465,54.547,0,0,0,0,0.28922,0.0601954,-85.7486,-85.7486,0.42842,15.7652,11.5422,15.7652
0.48,-6.52934,-1.00053,-0.000320465,0.000489942,0.0146252,-0.00106395,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0902542,-0.000500722,-0.000299877,2.19492,2.02784,54.6341,0,0,0,0,0.289499,0.060541,-85.1401,-85.1401,0.429094,15.665,11.5607,15.665
0.49,-6.52847,-1.00053,-0.000322486,0.000490443,0.0146454,-0.00106595,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0904842,-0.000588881,-0.000312341,2.19032,2.03037,54.7127,0,0,0,0,0.289818,0.0608128,-84.6678,-84.6678,0.429629,15.5872,11.5773,15.5872
0.5,-6.52761,-1.00054,-0.000324335,0.000490936,0.0146654,-0.00106793,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.089769,-0.000550135,-0.000234939,2.20462,2.03122,54.7701,0,0,0,0,0.291841,0.0611459,-86.136,-86.136,0.429808,15.829,11.5894,15.829
0.51,-6.52674,-1.00055,-0.000326486,0.00049142,0.0146851,-0.00106989,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908623,-0.000544928,-0.000353689,2.18275,2.03556,54.8655,0,0,0,0,0.290592,0.0614019,-83.8915,-83.8915,0.430729,15.4593,11.6096,15.4593
0.52,-6.52587,-1.00055,-0.000328053,0.000491871,0.0147034,-0.0010717,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0895376,-0.000605849,-0.000204496,2.20925,2.03493,54.9038,0,0,0,0,0.29366,0.0617188,-86.6112,-86.6112,0.430594,15.9073,11.6177,15.9073
0.53,-6.525,-1.00056,-0.000330187,0.000492337,0.0147227,-0.00107361,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909249,-0.000530311,-0.000340983,2.1815,2.03994,55.0038,0,0,0,0,0.29185,0.0619763,-83.7632,-83.7632,0.431653,15.4382,11.6389,15.4382
0.54,-6.52413,-1.00057,-0.000331633,0.000492748,0.0147395,-0.00107527,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0896822,-0.000633637,-0.000210451,2.20636,2.03919,55.0383,0,0,0,0,0.294717,0.062254,-86.3143,-86.3143,0.431496,15.8584,11.6462,15.8584
0.55,-6.52326,-1.00057,-0.00033357,0.00049318,0.0147575,-0.00107706,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0906476,-0.000533592,-0.000301379,2.18705,2.04329,55.1248,0,0,0,0,0.293621,0.0625167,-84.3323,-84.3323,0.432363,15.5319,11.6645,15.5319
0.56,-6.52239,-1.00058,-0.000335011,0.000493561,0.0147731,-0.0010786,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.090044,-0.000642622,-0.000237765,2.19912,2.04363,55.1687,0,0,0,0,0.295287,0.0627456,-85.5714,-85.5714,0.432435,15.736,11.6738,15.736
0.57,-6.52152,-1.00058,-0.000336678,0.00049396,0.0147897,-0.00108025,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0901948,-0.000558034,-0.000251146,2.19611,2.0459,55.2325,0,0,0,0,0.295626,0.0630086,-85.262,-85.262,0.432916,15.685,11.6873,15.685
0.58,-6.52065,-1.00059,-0.000338183,0.00049432,0.0148046,-0.00108173,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0905025,-0.000633173,-0.000267742,2.18995,2.04806,55.2935,0,0,0,0,0.29561,0.0632037,-84.6302,-84.6302,0.433372,15.581,11.7002,15.581
0.59,-6.51978,-1.0006,-0.000339531,0.000494675,0.0148194,-0.00108319,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0897848,-0.000608929,-0.000195737,2.2043,2.04833,55.3321,0,0,0,0,0.297476,0.0634592,-86.1035,-86.1035,0.433431,15.8236,11.7083,15.8236
0.6,-6.51891,-1.0006,-0.000341149,0.000495023,0.0148339,-0.00108464,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908056,-0.000593135,-0.000301544,2.18389,2.05201,55.4072,0,0,0,0,0.296142,0.0636417,-84.0081,-84.0081,0.434207,15.4785,11.7242,15.4785
0.61,-6.51805,-1.00061,-0.000342199,0.000495328,0.0148468,-0.00108591,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0896204,-0.00065528,-0.000166774,2.20759,2.05103,55.4285,0,0,0,0,0.298798,0.0638706,-86.4412,-86.4412,0.434002,15.8793,11.7288,15.8793
0.62,-6.51717,-1.00062,-0.000343765,0.000495651,0.0148605,-0.00108728,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908555,-0.000582278,-0.000287768,2.18289,2.05515,55.5054,0,0,0,0,0.297035,0.0640493,-83.9055,-83.9055,0.434873,15.4616,11.745,15.4616
0.63,-6.51631,-1.00062,-0.0003447,0.000495918,0.0148719,-0.0010884,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0897727,-0.000680178,-0.000173331,2.20454,2.05414,55.5235,0,0,0,0,0.299449,0.0642406,-86.1283,-86.1283,0.434658,15.8277,11.7489,15.8277
0.64,-6.51544,-1.00063,-0.000346069,0.000496207,0.0148844,-0.00108964,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0905852,-0.000589068,-0.000249531,2.1883,2.05731,55.5868,0,0,0,0,0.298416,0.064421,-84.4604,-84.4604,0.43533,15.553,11.7622,15.553
0.65,-6.51457,-1.00064,-0.000347005,0.000496446,0.0148947,-0.00109067,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0901445,-0.0006871,-0.000198048,2.19711,2.05744,55.6149,0,0,0,0,0.299611,0.0645701,-85.3652,-85.3652,0.435358,15.702,11.7682,15.702
0.66,-6.5137,-1.00064,-0.000348114,0.0004967,0.0149058,-0.00109176,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0901765,-0.000612822,-0.000203997,2.19647,2.05886,55.6561,0,0,0,0,0.29997,0.0647501,-85.2994,-85.2994,0.435658,15.6912,11.7769,15.6912
0.67,-6.51283,-1.00065,-0.000349096,0.000496917,0.0149153,-0.00109271,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0905311,-0.000674593,-0.000226268,2.18938,2.06057,55.6986,0,0,0,0,0.299671,0.0648682,-84.5715,-84.5715,0.43602,15.5713,11.7859,15.5713
0.68,-6.51196,-1.00066,-0.000349877,0.000497122,0.0149244,-0.00109362,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0898281,-0.000665028,-0.00014993,2.20344,2.06024,55.7169,0,0,0,0,0.301325,0.0650347,-86.0146,-86.0146,0.435949,15.809,11.7898,15.809
0.69,-6.51102,-1.00067,-0.000350465,0.00049732,0.0149333,-0.0010945,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0836859,-0.000737714,2.76467e-05,2.32628,2.0493,55.6169,0,0,0,0,0.31317,0.0654464,-98.624,-98.624,0.433635,17.8859,11.7686,17.8859
0.7,-6.51021,-1.00067,-0.000351628,0.000497514,0.014942,-0.00109537,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0907609,-0.000692383,-0.000151179,2.18478,2.06407,55.8015,0,0,0,0,0.30026,0.0652574,-84.0996,-84.0996,0.43676,15.4936,11.8077,15.4936
0.71,-6.50933,-1.00068,-0.000352706,0.000497724,0.0149514,-0.00109631,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.091998,-0.000632801,-0.00023325,2.16004,2.0677,55.8629,0,0,0,0,0.298321,0.0653665,-81.5601,-81.5601,0.437528,15.0753,11.8207,15.0753
0.72,-6.50845,-1.00069,-0.000353076,0.000497833,0.0149568,-0.00109685,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0908295,-0.000732022,-0.000131329,2.18341,2.06589,55.8576,0,0,0,0,0.3007,0.0654738,-83.9588,-83.9588,0.437145,15.4704,11.8196,15.4704
0.73,-6.50757,-1.00069,-0.000353825,0.000497965,0.0149633,-0.0010975,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0912609,-0.000645444,-0.000191718,2.17478,2.06764,55.8909,0,0,0,0,0.300152,0.0655757,-83.0733,-83.0733,0.437516,15.3245,11.8266,15.3245
0.74,-6.5067,-1.0007,-0.000354228,0.000498053,0.0149679,-0.00109796,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.090827,-0.000733338,-0.000158046,2.18346,2.06722,55.8985,0,0,0,0,0.301141,0.0656454,-83.9639,-83.9639,0.437427,15.4712,11.8282,15.4712
0.75,-6.50582,-1.00071,-0.000354743,0.000498154,0.0149732,-0.00109848,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0905774,-0.000670608,-0.000150493,2.18845,2.06744,55.9126,0,0,0,0,0.30182,0.0657461,-84.4764,-84.4764,0.437473,15.5556,11.8312,15.5556
0.76,-6.50495,-1.00071,-0.000355189,0.000498222,0.014977,-0.00109887,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909472,-0.000715918,-0.000185543,2.18106,2.0686,55.9349,0,0,0,0,0.30129,0.0657829,-83.7173,-83.7173,0.437719,15.4306,11.8359,15.4306
0.77,-6.50408,-1.00072,-0.000355366,0.000498271,0.0149802,-0.00109919,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0900979,-0.0007256,-9.87957e-05,2.19804,2.06732,55.9285,0,0,0,0,0.303015,0.0658622,-85.4608,-85.4608,0.437447,15.7178,11.8346,15.7178
0.78,-6.5032,-1.00073,-0.000355895,0.000498327,0.0149837,-0.00109955,176,-6.44998,-0.999981,-1.85518e-05,0.0149779,0.00412457,0.0017577,0,1.85518e-05,0.0909851,-0.000687892,-0.000203056,2.1803,2.06958,55.9608,0,0,0,0,0.301509,0.0658898,-83.6394,-83.6394,0.437926,15.4178,11.8414,15.4178
