t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,Q_phi
0.12,-6.4927,-1.05938,-0.0064887,0.0800409,17,-6.49354,-1,-0.0593747,0.0166507,0.00468561,0.00194489,0.0010385,0.0585047,0.0605974,-0.00206568,-0.000817501,0.394763,59.9313,6.40631,6.4269,6.4044,6.42498,6.06325
0.13,-6.49207,-1.05941,-0.00649556,0.0822454,18,-6.49316,-1,-0.0593965,0.0166525,0.00468635,0.00194528,0.00103875,0.0585733,0.064121,-0.00211473,-0.000549565,0.359519,59.0033,5.83581,5.85509,5.83333,5.8526,5.96937
0.14,-6.4914,-1.05943,-0.0064999,0.0844697,20,-6.4924,-1,-0.0594187,0.0166561,0.00468783,0.00194608,0.00103925,0.0586337,0.0674326,-0.00215294,-0.000295538,0.326399,58.406,5.29984,5.31782,5.29676,5.31473,5.90893
0.15,-6.49071,-1.05945,-0.00650153,0.0867281,22,-6.49164,-0.999999,-0.0594414,0.0166596,0.00468931,0.00194687,0.00103975,0.0586875,0.0702333,-0.00219005,-1.75313e-05,0.298386,57.5005,4.84693,4.86381,4.8431,4.85997,5.81733
0.16,-6.48999,-1.05947,-0.00650033,0.0890542,24,-6.49089,-0.999999,-0.0594644,0.0166632,0.00469079,0.00194766,0.00104026,0.0587361,0.0728388,-0.00222542,0.000271302,0.272323,56.2979,4.42596,4.44179,4.42116,4.43698,5.69565
0.17,-6.48924,-1.0595,-0.0064961,0.0914448,26,-6.49013,-0.999999,-0.0594878,0.0166667,0.00469226,0.00194845,0.00104076,0.0587803,0.0750304,-0.00226152,0.000580763,0.2504,55.2473,4.07223,4.08719,4.06642,4.08137,5.58936
0.18,-6.48848,-1.05952,-0.00648885,0.093872,28,-6.48937,-0.999999,-0.0595115,0.0166703,0.00469374,0.00194924,0.00104126,0.0588209,0.0770769,-0.00229369,0.000885763,0.22993,54.4674,3.74208,3.7562,3.73526,3.74936,5.51047
0.19,-6.48769,-1.05954,-0.00647852,0.0963148,30,-6.48861,-0.999999,-0.0595356,0.0166739,0.00469522,0.00195003,0.00104177,0.0588585,0.0788087,-0.00232453,0.00119945,0.21261,53.852,3.46297,3.47638,3.45519,3.46857,5.4482
0.2,-6.48689,-1.05957,-0.00646509,0.0987705,32,-6.48785,-0.999999,-0.0595599,0.0166774,0.0046967,0.00195083,0.00104227,0.0588936,0.0804088,-0.00235099,0.00150871,0.196606,53.211,3.20531,3.21804,3.19648,3.20918,5.38336
0.21,-6.48608,-1.05959,-0.00644848,0.101246,34,-6.48709,-0.999999,-0.0595846,0.016681,0.00469818,0.00195162,0.00104278,0.0589265,0.0817415,-0.00237885,0.00183013,0.183276,52.5139,2.99111,3.00329,2.98119,2.99333,5.31284
0.22,-6.48525,-1.05962,-0.00642871,0.103737,36,-6.48633,-0.999998,-0.0596095,0.0166846,0.00469966,0.00195241,0.00104328,0.0589576,0.083015,-0.00240274,0.00214749,0.170538,51.8621,2.78656,2.79819,2.77549,2.78707,5.24689
0.23,-6.48441,-1.05964,-0.00640574,0.106235,38,-6.48557,-0.999998,-0.0596347,0.0166881,0.00470115,0.0019532,0.00104379,0.058987,0.084059,-0.0024277,0.00247079,0.160097,51.3235,2.61917,2.63036,2.60705,2.6182,5.1924
0.24,-6.48357,-1.05967,-0.00637959,0.108736,41,-6.48444,-0.999998,-0.0596601,0.0166935,0.00470337,0.0019544,0.00104454,0.059015,0.0850616,-0.00244864,0.0027875,0.15007,50.829,2.4585,2.46926,2.44531,2.45601,5.14237
0.25,-6.48271,-1.05969,-0.00635022,0.111231,43,-6.48368,-0.999998,-0.0596857,0.016697,0.00470485,0.00195519,0.00104505,0.0590419,0.0858848,-0.00247191,0.00311182,0.141838,50.3515,2.32689,2.33731,2.31269,2.32305,5.09406
0.26,-6.48185,-1.05972,-0.0063177,0.11372,45,-6.48292,-0.999998,-0.0597116,0.0167006,0.00470633,0.00195598,0.00104555,0.0590676,0.0866783,-0.0024891,0.0034249,0.133903,49.8868,2.20012,2.21019,2.18487,2.19488,5.04704
0.27,-6.48097,-1.05974,-0.00628201,0.116206,47,-6.48216,-0.999997,-0.0597377,0.0167042,0.00470782,0.00195678,0.00104606,0.0590924,0.0873139,-0.00250854,0.00374328,0.127547,49.4212,2.09892,2.10875,2.08271,2.09246,4.99994
0.28,-6.4801,-1.05977,-0.00624317,0.11869,50,-6.48102,-0.999997,-0.059764,0.0167095,0.00471004,0.00195797,0.00104682,0.0591164,0.0879404,-0.00252568,0.00405787,0.121283,48.9826,1.99919,2.00875,1.98199,1.99146,4.95557
0.29,-6.47921,-1.0598,-0.0062012,0.121161,52,-6.48027,-0.999997,-0.0597904,0.0167131,0.00471153,0.00195877,0.00104733,0.0591397,0.0884385,-0.00254253,0.00437123,0.116303,48.5727,1.92021,1.92959,1.90213,1.91142,4.9141
0.3,-6.47833,-1.05982,-0.00615614,0.123618,54,-6.47951,-0.999997,-0.059817,0.0167167,0.00471301,0.00195956,0.00104783,0.0591622,0.0889332,-0.00255674,0.00467844,0.111357,48.2031,1.84172,1.85089,1.82278,1.83186,4.8767
0.31,-6.47734,-1.05985,-0.00610356,0.126064,57,-6.47837,-0.999996,-0.0598466,0.016722,0.00471524,0.00196076,0.00104859,0.0591843,0.0893464,-0.00272915,0.0048757,0.107217,47.8554,1.77624,1.78527,1.75654,1.76546,4.84154
0.32,-6.47654,-1.05988,-0.00605682,0.12849,59,-6.47761,-0.999996,-0.0598708,0.0167256,0.00471673,0.00196155,0.0010491,0.0592058,0.0897144,-0.00258473,0.00528893,0.103549,47.4895,1.71838,1.72728,1.69793,1.70673,4.80451
0.33,-6.47564,-1.0599,-0.00600262,0.130907,62,-6.47648,-0.999995,-0.0598978,0.016731,0.00471896,0.00196275,0.00104986,0.0592267,0.0900175,-0.00259807,0.00559141,0.10052,47.1288,1.67084,1.67967,1.64973,1.65844,4.76802
0.34,-6.47474,-1.05993,-0.00594543,0.133301,64,-6.47572,-0.999995,-0.0599251,0.0167345,0.00472045,0.00196355,0.00105037,0.0592473,0.0903231,-0.00260947,0.00588811,0.0974664,46.7988,1.62284,1.63157,1.60109,1.6097,4.73464
0.35,-6.47383,-1.05996,-0.00588528,0.135677,66,-6.47496,-0.999995,-0.0599524,0.0167381,0.00472193,0.00196434,0.00105088,0.0592674,0.0905649,-0.00262105,0.00618366,0.0950514,46.4831,1.5851,1.59378,1.56284,1.5714,4.7027
0.36,-6.47292,-1.05998,-0.00582222,0.138039,69,-6.47382,-0.999994,-0.0599799,0.0167435,0.00472417,0.00196554,0.00105164,0.0592872,0.0908049,-0.00263092,0.006474,0.092654,46.1688,1.54764,1.55626,1.52486,1.53335,4.6709
0.37,-6.47202,-1.06001,-0.00575625,0.140376,71,-6.47307,-0.999994,-0.0600075,0.0167471,0.00472566,0.00196634,0.00105215,0.0593067,0.0909924,-0.00264106,0.00676279,0.0907826,45.8656,1.51861,1.52722,1.49544,1.50391,4.64022
0.38,-6.4711,-1.06004,-0.00568743,0.142697,74,-6.47193,-0.999993,-0.0600352,0.0167524,0.00472789,0.00196754,0.00105291,0.0593259,0.0911834,-0.00264952,0.00704682,0.0888757,45.5651,1.48899,1.49757,1.46542,1.47387,4.60982
0.39,-6.47019,-1.06007,-0.00561578,0.144994,76,-6.47117,-0.999993,-0.060063,0.016756,0.00472938,0.00196834,0.00105342,0.0593448,0.0913333,-0.00265834,0.0073294,0.0873805,45.2701,1.46597,1.47456,1.44211,1.45056,4.57997
0.4,-6.46928,-1.06009,-0.00554133,0.147272,78,-6.47042,-0.999993,-0.060091,0.0167596,0.00473087,0.00196914,0.00105393,0.0593634,0.0914883,-0.00266564,0.00760786,0.0858334,44.9678,1.4421,1.45069,1.41795,1.42639,4.54939
0.41,-6.46836,-1.06012,-0.0054641,0.149534,81,-6.46928,-0.999992,-0.060119,0.016765,0.00473311,0.00197034,0.00105469,0.0593818,0.0916071,-0.00267327,0.00788469,0.0846501,44.6769,1.42407,1.43268,1.39972,1.40818,4.51996
0.42,-6.46745,-1.06015,-0.00538414,0.151769,83,-6.46852,-0.999992,-0.060147,0.0167686,0.0047346,0.00197114,0.0010552,0.0594001,0.091729,-0.0026795,0.00815675,0.0834346,44.4033,1.40543,1.41405,1.38094,1.38942,4.49228
0.43,-6.46653,-1.06018,-0.00530147,0.153987,86,-6.46739,-0.999991,-0.0601752,0.0167739,0.00473684,0.00197234,0.00105597,0.0594181,0.0918214,-0.00268582,0.00842645,0.0825148,44.1409,1.39152,1.40018,1.36699,1.3755,4.46573
0.44,-6.46561,-1.0602,-0.00521613,0.156178,88,-6.46663,-0.999991,-0.0602035,0.0167775,0.00473833,0.00197314,0.00105648,0.0594359,0.0919181,-0.00269084,0.00869207,0.0815522,43.8643,1.37691,1.38561,1.35233,1.36088,4.43775
0.45,-6.46469,-1.06023,-0.00512814,0.158347,90,-6.46588,-0.99999,-0.0602318,0.0167811,0.00473982,0.00197394,0.00105699,0.0594536,0.0919925,-0.00269607,0.00895565,0.0808136,43.6001,1.36585,1.3746,1.34133,1.34993,4.41102
0.46,-6.46377,-1.06026,-0.00503754,0.160498,93,-6.46474,-0.99999,-0.0602601,0.0167865,0.00474207,0.00197514,0.00105776,0.0594712,0.092071,-0.00270014,0.00921569,0.0800327,43.3326,1.3541,1.3629,1.32964,1.33828,4.38396
0.47,-6.46285,-1.06029,-0.00494434,0.162624,95,-6.46398,-0.999989,-0.0602886,0.0167901,0.00474356,0.00197595,0.00105827,0.0594885,0.09213,-0.0027044,0.00947357,0.0794471,43.0679,1.34545,1.35431,1.32114,1.32984,4.35718
0.48,-6.46193,-1.06031,-0.0048486,0.164732,98,-6.46285,-0.999988,-0.0603171,0.0167955,0.0047458,0.00197715,0.00105904,0.0595058,0.0921938,-0.00270749,0.00972782,0.0788146,42.8117,1.33601,1.34492,1.31186,1.32061,4.33126
0.49,-6.46101,-1.06034,-0.00475032,0.166814,100,-6.46209,-0.999988,-0.0603456,0.016799,0.0047473,0.00197795,0.00105955,0.0595229,0.0922411,-0.00271074,0.00998003,0.078347,42.5476,1.3292,1.33818,1.30528,1.31411,4.30454
0.5,-6.46008,-1.06037,-0.00464954,0.168877,103,-6.46096,-0.999987,-0.0603742,0.0168044,0.00474954,0.00197916,0.00106032,0.05954,0.0922924,-0.00271294,0.0102285,0.077839,42.3025,1.32167,1.33071,1.29803,1.30691,4.27974
0.51,-6.45916,-1.0604,-0.00454628,0.170915,105,-6.4602,-0.999987,-0.0604028,0.016808,0.00475104,0.00197996,0.00106083,0.0595569,0.0923304,-0.00271519,0.0104749,0.0774644,42.047,1.31628,1.3254,1.29297,1.30193,4.2539
0.52,-6.45824,-1.06043,-0.00444059,0.172929,107,-6.45945,-0.999986,-0.0604314,0.0168116,0.00475254,0.00198076,0.00106134,0.0595737,0.0923716,-0.00271654,0.0107178,0.0770574,41.801,1.3103,1.31949,1.28737,1.29639,4.229
0.53,-6.45731,-1.06045,-0.00433248,0.174925,110,-6.45831,-0.999986,-0.0604601,0.016817,0.00475478,0.00198197,0.00106211,0.0595904,0.0924018,-0.00271785,0.0109582,0.0767608,41.5623,1.30607,1.31534,1.28358,1.29268,4.20486
0.54,-6.45639,-1.06048,-0.00422199,0.176893,112,-6.45756,-0.999985,-0.0604888,0.0168206,0.00475628,0.00198278,0.00106262,0.0596071,0.0924356,-0.00271827,0.0111953,0.0764286,41.3247,1.30122,1.31056,1.27919,1.28837,4.18082
0.55,-6.45546,-1.06051,-0.00410913,0.178845,115,-6.45642,-0.999984,-0.0605176,0.016826,0.00475853,0.00198398,0.00106339,0.0596236,0.0924607,-0.00271877,0.0114305,0.0761837,41.0777,1.2978,1.30721,1.27625,1.28551,4.15583
0.56,-6.45454,-1.06054,-0.00399394,0.18077,117,-6.45567,-0.999984,-0.0605463,0.0168296,0.00476003,0.00198479,0.00106391,0.0596401,0.0924888,-0.00271839,0.0116628,0.0759084,40.8285,1.29385,1.30334,1.2728,1.28214,4.13062
0.57,-6.45362,-1.06057,-0.00387643,0.18268,120,-6.45453,-0.999983,-0.0605751,0.016835,0.00476228,0.001986,0.00106468,0.0596565,0.0925091,-0.0027181,0.011893,0.0757118,40.5828,1.29114,1.30072,1.27065,1.28007,4.10576
0.58,-6.45269,-1.06059,-0.00375665,0.184562,122,-6.45378,-0.999982,-0.0606039,0.0168386,0.00476378,0.00198681,0.00106519,0.0596728,0.0925322,-0.00271696,0.0121199,0.0754861,40.3535,1.28787,1.29752,1.268,1.2775,4.08256
0.59,-6.45176,-1.06062,-0.00363461,0.186427,125,-6.45265,-0.999981,-0.0606326,0.016844,0.00476603,0.00198802,0.00106597,0.0596891,0.092549,-0.00271577,0.0123447,0.0753248,40.12,1.28564,1.29538,1.26641,1.276,4.05894
0.6,-6.45084,-1.06065,-0.00351034,0.188265,127,-6.45189,-0.999981,-0.0606614,0.0168476,0.00476753,0.00198882,0.00106648,0.0597053,0.0925681,-0.00271387,0.0125664,0.0751392,39.89,1.28297,1.29278,1.26442,1.27409,4.03567
0.61,-6.44991,-1.06068,-0.00338386,0.190081,129,-6.45113,-0.99998,-0.0606902,0.0168512,0.00476904,0.00198963,0.001067,0.0597215,0.0925821,-0.00271188,0.0127859,0.0750063,39.6575,1.28112,1.29102,1.26329,1.27305,4.01215
0.62,-6.44899,-1.06071,-0.0032552,0.19188,132,-6.45,-0.999979,-0.060719,0.0168566,0.00477129,0.00199084,0.00106777,0.0597375,0.0925983,-0.00270922,0.0130027,0.07485,39.4285,1.27889,1.28886,1.26177,1.27161,3.98898
0.63,-6.44806,-1.06073,-0.00312439,0.193654,134,-6.44925,-0.999978,-0.0607477,0.0168602,0.0047728,0.00199165,0.00106828,0.0597536,0.09261,-0.00270653,0.0132176,0.0747396,39.1884,1.27739,1.28745,1.26102,1.27095,3.96469
0.64,-6.44714,-1.06076,-0.00299145,0.195411,137,-6.44811,-0.999978,-0.0607765,0.0168656,0.00477505,0.00199286,0.00106906,0.0597696,0.0926237,-0.00270321,0.0134295,0.0746096,38.9688,1.27549,1.28563,1.25992,1.26994,3.94248
0.65,-6.44621,-1.06079,-0.0028564,0.197142,139,-6.44736,-0.999977,-0.0608052,0.0168692,0.00477656,0.00199367,0.00106957,0.0597855,0.0926336,-0.00269971,0.013639,0.074517,38.7488,1.27416,1.28438,1.25943,1.26954,3.92022
0.66,-6.44528,-1.06082,-0.00271927,0.198855,142,-6.44623,-0.999976,-0.0608339,0.0168746,0.00477881,0.00199489,0.00107035,0.0598014,0.0926453,-0.00269563,0.013846,0.0744066,38.5271,1.27254,1.28284,1.25865,1.26884,3.89779
0.67,-6.44436,-1.06084,-0.00258008,0.200543,144,-6.44547,-0.999975,-0.0608626,0.0168782,0.00478032,0.0019957,0.00107087,0.0598172,0.0926539,-0.00269142,0.0140509,0.0743275,38.2993,1.27141,1.28179,1.25839,1.26867,3.87474
0.68,-6.44343,-1.06087,-0.00243885,0.202217,147,-6.44434,-0.999974,-0.0608913,0.0168836,0.00478258,0.00199691,0.00107164,0.059833,0.0926639,-0.00268675,0.0142536,0.0742334,38.0688,1.27006,1.28052,1.25788,1.26824,3.85142
0.69,-6.44251,-1.0609,-0.00229562,0.203864,149,-6.44359,-0.999973,-0.0609199,0.0168872,0.00478409,0.00199772,0.00107216,0.0598488,0.0926714,-0.00268184,0.0144538,0.0741658,37.8538,1.26902,1.27956,1.25779,1.26824,3.82967
0.7,-6.44158,-1.06093,-0.00215039,0.205497,152,-6.44245,-0.999972,-0.0609485,0.0168927,0.00478635,0.00199894,0.00107294,0.0598645,0.0926801,-0.00267652,0.0146519,0.0740853,37.6254,1.26784,1.27845,1.2575,1.26803,3.80656
0.71,-6.44065,-1.06095,-0.0020032,0.207104,154,-6.4417,-0.999972,-0.060977,0.0168963,0.00478786,0.00199975,0.00107345,0.0598801,0.0926864,-0.00267098,0.0148473,0.0740291,37.4195,1.26691,1.2776,1.25758,1.26819,3.78574
0.72,-6.43973,-1.06098,-0.00185407,0.208689,156,-6.44095,-0.999971,-0.0610056,0.0168999,0.00478936,0.00200056,0.00107397,0.0598958,0.0926942,-0.00266484,0.0150401,0.0739586,37.2108,1.26574,1.27651,1.25741,1.26811,3.76462
0.73,-6.4388,-1.06101,-0.00170302,0.210259,159,-6.43981,-0.99997,-0.061034,0.0169053,0.00479163,0.00200178,0.00107475,0.0599114,0.0926997,-0.00265866,0.0152312,0.0739102,36.9899,1.26499,1.27583,1.25763,1.26841,3.74227
0.74,-6.43787,-1.06104,-0.00155008,0.211804,161,-6.43906,-0.999969,-0.0610625,0.0169089,0.00479314,0.00200259,0.00107527,0.0599269,0.0927065,-0.002652,0.0154198,0.0738497,36.7751,1.26398,1.27489,1.25763,1.26849,3.72054
0.75,-6.43694,-1.06106,-0.00139526,0.213333,164,-6.43793,-0.999968,-0.0610908,0.0169143,0.0047954,0.00200381,0.00107605,0.0599424,0.0927115,-0.00264514,0.0156062,0.0738072,36.5694,1.26322,1.27421,1.25792,1.26887,3.69973
0.76,-6.43602,-1.06109,-0.0012386,0.214839,166,-6.43718,-0.999967,-0.0611192,0.0169179,0.00479691,0.00200462,0.00107657,0.0599579,0.0927174,-0.00263787,0.0157905,0.0737546,36.3505,1.26232,1.27338,1.25804,1.26907,3.67758
0.77,-6.43509,-1.06112,-0.0010801,0.216329,169,-6.43605,-0.999966,-0.0611474,0.0169234,0.00479918,0.00200584,0.00107735,0.0599734,0.0927217,-0.00263044,0.0159724,0.0737188,36.1482,1.26162,1.27276,1.25843,1.26954,3.65711
0.78,-6.43416,-1.06115,-0.000919801,0.217794,171,-6.43529,-0.999965,-0.0611756,0.016927,0.00480069,0.00200666,0.00107787,0.0599888,0.0927271,-0.00262248,0.0161517,0.0736725,35.9516,1.26069,1.2719,1.25862,1.26981,3.63722
0.79,-6.43324,-1.06117,-0.000757719,0.219243,174,-6.43416,-0.999964,-0.0612038,0.0169324,0.00480296,0.00200788,0.00107865,0.0600042,0.092731,-0.0026144,0.0163293,0.0736405,35.7427,1.26006,1.27134,1.25906,1.27033,3.61609
0.8,-6.43222,-1.0612,-0.00057785,0.220664,176,-6.43341,-0.999963,-0.0612347,0.016936,0.00480448,0.00200869,0.00107917,0.0600196,0.092692,-0.00276825,0.0163792,0.0740375,35.5202,1.26636,1.27777,1.26676,1.27818,3.59358
0.81,-6.43138,-1.06123,-0.000428284,0.222083,179,-6.43228,-0.999962,-0.0612599,0.0169415,0.00480675,0.00200992,0.00107995,0.0600349,0.0927418,-0.00259729,0.0166785,0.0735471,35.3245,1.25826,1.26967,1.25943,1.27086,3.57378
0.82,-6.43046,-1.06125,-0.00026097,0.223472,181,-6.43152,-0.999961,-0.0612878,0.0169451,0.00480826,0.00201073,0.00108047,0.0600501,0.0927476,-0.0025883,0.0168499,0.0734964,35.1288,1.2572,1.26868,1.25952,1.27102,3.55398
0.83,-6.42953,-1.06128,-9.19583e-05,0.224841,183,-6.43077,-0.99996,-0.0613157,0.0169487,0.00480978,0.00201155,0.00108099,0.0600654,0.0927504,-0.00257909,0.0170189,0.0734761,34.9265,1.25664,1.26819,1.26012,1.2717,3.53351
0.84,-6.4286,-1.06131,7.87305e-05,0.226196,186,-6.42964,-0.999959,-0.0613434,0.0169542,0.00481205,0.00201277,0.00108177,0.0600806,0.0927538,-0.00256951,0.0171858,0.0734498,34.7239,1.25601,1.26763,1.26062,1.27228,3.51302
0.85,-6.42767,-1.06133,0.000251075,0.227528,188,-6.42889,-0.999958,-0.0613712,0.0169578,0.00481357,0.00201359,0.0010823,0.0600958,0.0927562,-0.00255975,0.0173506,0.0734329,34.5216,1.25549,1.26717,1.26126,1.273,3.49255
0.86,-6.42675,-1.06136,0.000425055,0.228846,191,-6.42776,-0.999956,-0.0613988,0.0169632,0.00481584,0.00201482,0.00108308,0.0601109,0.0927593,-0.00254963,0.0175133,0.0734098,34.3282,1.25484,1.26659,1.26179,1.2736,3.47298
0.87,-6.42582,-1.06139,0.000600648,0.230141,193,-6.42701,-0.999955,-0.0614263,0.0169668,0.00481736,0.00201563,0.0010836,0.0601261,0.0927615,-0.0025393,0.0176739,0.0733949,34.133,1.2543,1.26611,1.26245,1.27433,3.45323
0.88,-6.42489,-1.06141,0.000777835,0.231422,196,-6.42588,-0.999954,-0.0614538,0.0169723,0.00481963,0.00201686,0.00108439,0.0601411,0.0927643,-0.00252865,0.0178324,0.0733746,33.9408,1.25367,1.26554,1.263,1.27497,3.43379
0.89,-6.42396,-1.06144,0.000956594,0.23268,198,-6.42512,-0.999953,-0.0614811,0.0169759,0.00482115,0.00201768,0.00108491,0.0601562,0.0927664,-0.00251779,0.017989,0.0733615,33.745,1.25314,1.26507,1.26367,1.27571,3.41398
0.9,-6.42304,-1.06146,0.00113691,0.233926,201,-6.42399,-0.999952,-0.0615084,0.0169814,0.00482343,0.00201891,0.00108569,0.0601712,0.0927689,-0.00250666,0.0181438,0.0733441,33.5466,1.25257,1.26457,1.26428,1.27638,3.39391
0.91,-6.42211,-1.06149,0.00131876,0.23515,203,-6.42324,-0.999951,-0.0615356,0.016985,0.00482495,0.00201972,0.00108622,0.0601862,0.0927707,-0.00249538,0.0182966,0.0733337,33.3514,1.25206,1.26412,1.26498,1.27716,3.37416
0.92,-6.42118,-1.06151,0.00150212,0.236359,206,-6.42211,-0.999949,-0.0615626,0.0169904,0.00482723,0.00202095,0.001087,0.0602012,0.0927729,-0.0024837,0.0184471,0.0733185,33.1751,1.2514,1.26351,1.26557,1.27782,3.35632
0.93,-6.42025,-1.06154,0.00168698,0.237546,208,-6.42136,-0.999948,-0.0615896,0.0169941,0.00482875,0.00202177,0.00108753,0.0602161,0.0927746,-0.00247186,0.0185957,0.0733097,32.9835,1.25088,1.26305,1.26628,1.2786,3.33694
0.94,-6.41933,-1.06157,0.00187331,0.238719,211,-6.42023,-0.999947,-0.0616165,0.0169995,0.00483103,0.002023,0.00108831,0.060231,0.0927766,-0.00245974,0.0187423,0.0732971,32.8009,1.25028,1.26251,1.26691,1.2793,3.31846
0.95,-6.4184,-1.06159,0.00206109,0.23987,213,-6.41948,-0.999946,-0.0616433,0.0170031,0.00483256,0.00202382,0.00108884,0.0602459,0.0927781,-0.00244738,0.0188867,0.0732899,32.6218,1.24971,1.26199,1.2676,1.28007,3.30034
0.96,-6.41747,-1.06162,0.0022503,0.241004,215,-6.41873,-0.999945,-0.0616699,0.0170068,0.00483408,0.00202465,0.00108936,0.0602607,0.0927799,-0.00243476,0.0190295,0.0732793,32.4297,1.24915,1.26149,1.26826,1.28079,3.28091
0.97,-6.41654,-1.06164,0.00244094,0.242126,218,-6.4176,-0.999943,-0.0616965,0.0170122,0.00483636,0.00202588,0.00109015,0.0602755,0.0927811,-0.00242206,0.0191707,0.0732746,32.2366,1.24871,1.2611,1.26901,1.28161,3.26138
0.98,-6.41562,-1.06167,0.00263297,0.243227,220,-6.41685,-0.999942,-0.0617229,0.0170159,0.00483789,0.0020267,0.00109068,0.0602903,0.0927827,-0.00240902,0.0193097,0.0732664,32.0584,1.2481,1.26055,1.26967,1.28233,3.24335
0.99,-6.41469,-1.06169,0.00282638,0.244315,223,-6.41572,-0.999941,-0.0617492,0.0170213,0.00484017,0.00202793,0.00109147,0.060305,0.0927838,-0.00239582,0.0194468,0.0732633,31.8803,1.24759,1.26009,1.27041,1.28314,3.22533
1,-6.41376,-1.06172,0.00302114,0.245382,225,-6.41497,-0.999939,-0.0617754,0.017025,0.0048417,0.00202875,0.00109199,0.0603197,0.0927852,-0.00238229,0.0195819,0.0732569,31.7055,1.24698,1.25953,1.27108,1.28387,3.20765
1.01,-6.41283,-1.06174,0.00321725,0.246436,228,-6.41384,-0.999938,-0.0618015,0.0170304,0.00484399,0.00202999,0.00109278,0.0603344,0.0927861,-0.00236866,0.0197153,0.0732554,31.524,1.24651,1.25912,1.27184,1.2847,3.18928
1.02,-6.4119,-1.06177,0.00341468,0.247469,230,-6.41309,-0.999937,-0.0618275,0.0170341,0.00484551,0.00203081,0.00109331,0.060349,0.0927873,-0.00235476,0.0198468,0.0732513,31.3475,1.24594,1.25859,1.27253,1.28545,3.17142
1.03,-6.41098,-1.06179,0.00361341,0.248489,233,-6.41196,-0.999935,-0.0618533,0.0170395,0.0048478,0.00203205,0.0010941,0.0603636,0.0927881,-0.00234065,0.0199763,0.073251,31.1769,1.24542,1.25812,1.27327,1.28626,3.15417
1.04,-6.41005,-1.06181,0.00381342,0.24949,235,-6.41121,-0.999934,-0.061879,0.0170432,0.00484933,0.00203287,0.00109463,0.0603782,0.0927891,-0.00232635,0.0201043,0.073249,30.994,1.24491,1.25766,1.27399,1.28704,3.13567
1.05,-6.40912,-1.06184,0.00401471,0.250478,238,-6.41009,-0.999932,-0.0619046,0.0170486,0.00485162,0.00203411,0.00109542,0.0603927,0.0927897,-0.00231188,0.0202303,0.0732504,30.8259,1.2444,1.2572,1.27474,1.28786,3.11866
