t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,Q_phi
0.3,-6.47829,-1.06002,-0.00629342,0.124841,55,-6.47913,-0.999996,-0.0600124,0.0167185,0.00471376,0.00195996,0.00104809,0.0593502,0.0888408,-0.00272418,0.00450865,0.112268,48.362,1.85588,1.86756,1.8369,1.84846,4.89278
0.31,-6.4774,-1.06005,-0.00624557,0.127285,57,-6.47837,-0.999996,-0.0600393,0.016722,0.00471524,0.00196076,0.00104859,0.0593725,0.0892385,-0.00273948,0.00481885,0.108292,47.9806,1.79312,1.80463,1.77337,1.78475,4.8542
0.32,-6.4765,-1.06007,-0.00619466,0.129715,59,-6.47761,-0.999996,-0.0600663,0.0167256,0.00471673,0.00196155,0.0010491,0.0593942,0.0896402,-0.00275243,0.00512218,0.104278,47.6285,1.72966,1.74098,1.70915,1.72034,4.81858
0.33,-6.47561,-1.0601,-0.00614072,0.132132,62,-6.47648,-0.999995,-0.0600935,0.016731,0.00471896,0.00196275,0.00104986,0.0594153,0.0899514,-0.00276603,0.00542631,0.101168,47.2854,1.6808,1.69201,1.65965,1.67071,4.78386
0.34,-6.4747,-1.06013,-0.00608377,0.134528,64,-6.47572,-0.999995,-0.0601209,0.0167345,0.00472045,0.00196355,0.00105037,0.0594361,0.0902699,-0.00277728,0.00572391,0.0979853,46.9535,1.63074,1.64181,1.60893,1.61986,4.75029
0.35,-6.4738,-1.06015,-0.00602384,0.136907,66,-6.47496,-0.999995,-0.0601483,0.0167381,0.00472193,0.00196434,0.00105088,0.0594564,0.0905104,-0.00278932,0.00602173,0.095583,46.6083,1.59327,1.60428,1.57092,1.58178,4.71536
0.36,-6.47289,-1.06018,-0.00596097,0.139272,69,-6.47382,-0.999994,-0.060176,0.0167435,0.00472417,0.00196554,0.00105164,0.0594764,0.0907634,-0.00279917,0.00631341,0.0930564,46.3116,1.55369,1.56462,1.53084,1.54161,4.68535
0.37,-6.47198,-1.06021,-0.00589518,0.141611,71,-6.47307,-0.999994,-0.0602037,0.0167471,0.00472566,0.00196634,0.00105215,0.0594961,0.0909522,-0.0028097,0.00660424,0.0911712,46.0131,1.52443,1.53534,1.50121,1.51195,4.65514
0.38,-6.47107,-1.06023,-0.00582652,0.143935,74,-6.47193,-0.999993,-0.0602315,0.0167524,0.00472789,0.00196754,0.00105291,0.0595154,0.0911557,-0.00281808,0.00688999,0.0891392,45.6937,1.49284,1.5037,1.46918,1.47986,4.62283
0.39,-6.47016,-1.06026,-0.005755,0.146235,76,-6.47117,-0.999993,-0.0602595,0.016756,0.00472938,0.00196834,0.00105342,0.0595345,0.0913015,-0.00282754,0.0071745,0.0876856,45.4191,1.47044,1.48131,1.44655,1.45724,4.59506
0.4,-6.46924,-1.06029,-0.00568067,0.148513,78,-6.47042,-0.999993,-0.0602875,0.0167596,0.00473087,0.00196914,0.00105393,0.0595533,0.0914633,-0.00283451,0.00745363,0.086071,45.1218,1.44548,1.45633,1.42129,1.43196,4.56497
0.41,-6.46833,-1.06032,-0.00560354,0.150775,81,-6.46928,-0.999992,-0.0603156,0.016765,0.00473311,0.00197034,0.00105469,0.0595719,0.0915789,-0.00284283,0.00773226,0.0849189,44.8361,1.42792,1.43881,1.40357,1.41427,4.53607
0.42,-6.46741,-1.06034,-0.00552367,0.153012,83,-6.46852,-0.999992,-0.0603439,0.0167686,0.0047346,0.00197114,0.0010552,0.0595903,0.0917088,-0.00284862,0.00800515,0.0836249,44.5533,1.40804,1.41894,1.38352,1.39423,4.50746
0.43,-6.46649,-1.06037,-0.00544107,0.155231,86,-6.46739,-0.999991,-0.0603722,0.0167739,0.00473684,0.00197234,0.00105597,0.0596085,0.0918005,-0.00285564,0.00827754,0.0827116,44.2645,1.39429,1.40524,1.3697,1.38046,4.47824
0.44,-6.46557,-1.0604,-0.00535577,0.157425,88,-6.46663,-0.999991,-0.0604005,0.0167775,0.00473833,0.00197314,0.00105648,0.0596265,0.0919048,-0.00286057,0.00854463,0.0816735,44.0058,1.37841,1.38939,1.3538,1.36459,4.45207
0.45,-6.46465,-1.06043,-0.00526782,0.159599,91,-6.4655,-0.99999,-0.060429,0.0167829,0.00474057,0.00197434,0.00105725,0.0596443,0.0919756,-0.00286634,0.00880989,0.0809707,43.7621,1.36787,1.37893,1.34338,1.35423,4.42741
0.46,-6.46373,-1.06046,-0.00517723,0.161746,93,-6.46474,-0.99999,-0.0604575,0.0167865,0.00474207,0.00197514,0.00105776,0.059662,0.0920594,-0.00287018,0.00907081,0.0801371,43.4924,1.35526,1.36636,1.33082,1.34172,4.40012
0.47,-6.46281,-1.06048,-0.00508404,0.163872,95,-6.46398,-0.999989,-0.0604861,0.0167901,0.00474356,0.00197595,0.00105827,0.0596795,0.0921155,-0.00287493,0.00933037,0.0795814,43.224,1.34709,1.35827,1.32281,1.33379,4.37298
0.48,-6.46189,-1.06051,-0.00498828,0.165981,98,-6.46285,-0.999988,-0.0605147,0.0167955,0.0047458,0.00197715,0.00105904,0.0596969,0.0921843,-0.00287792,0.009586,0.0788981,42.9545,1.33685,1.3481,1.31271,1.32375,4.34571
0.49,-6.46097,-1.06054,-0.00488997,0.168064,100,-6.46209,-0.999988,-0.0605434,0.016799,0.0047473,0.00197795,0.00105955,0.0597142,0.0922294,-0.0028817,0.00983994,0.0784524,42.6975,1.33037,1.3417,1.30649,1.31762,4.31971
0.5,-6.46005,-1.06057,-0.00478915,0.170128,103,-6.46096,-0.999987,-0.0605721,0.0168044,0.00474954,0.00197916,0.00106032,0.0597314,0.0922854,-0.00288384,0.0100898,0.0778978,42.4497,1.32208,1.33349,1.29848,1.30968,4.29463
0.51,-6.45912,-1.0606,-0.00468583,0.172166,105,-6.4602,-0.999987,-0.0606008,0.016808,0.00475104,0.00197996,0.00106083,0.0597484,0.0923215,-0.00288662,0.010338,0.0775426,42.1977,1.31698,1.32848,1.29373,1.30503,4.26914
0.52,-6.4582,-1.06062,-0.00458005,0.174186,108,-6.45907,-0.999986,-0.0606296,0.0168134,0.00475329,0.00198117,0.0010616,0.0597654,0.0923673,-0.00288787,0.0105822,0.0770902,41.9493,1.31028,1.32186,1.28739,1.29876,4.24401
0.53,-6.45727,-1.06065,-0.00447185,0.17618,110,-6.45831,-0.999986,-0.0606585,0.016817,0.00475478,0.00198197,0.00106211,0.0597822,0.0923965,-0.00288966,0.0108249,0.0768039,41.6853,1.30627,1.31795,1.28378,1.29526,4.2173
0.54,-6.45635,-1.06068,-0.00436123,0.178153,112,-6.45756,-0.999985,-0.0606873,0.0168206,0.00475628,0.00198278,0.00106262,0.059799,0.0924344,-0.00289022,0.0110641,0.0764308,41.4337,1.30079,1.31256,1.27873,1.29029,4.19185
0.55,-6.45542,-1.06071,-0.00424824,0.180106,115,-6.45642,-0.999984,-0.0607162,0.016826,0.00475853,0.00198398,0.00106339,0.0598157,0.0924574,-0.00289118,0.011301,0.0762063,41.217,1.29758,1.30945,1.2761,1.28777,4.16993
0.56,-6.4545,-1.06074,-0.00413289,0.182032,117,-6.45567,-0.999984,-0.0607451,0.0168296,0.00476003,0.00198479,0.00106391,0.0598323,0.0924885,-0.00289079,0.0115344,0.0759012,40.978,1.2931,1.30506,1.27215,1.28391,4.14574
0.57,-6.45357,-1.06077,-0.00401522,0.183941,120,-6.45453,-0.999983,-0.060774,0.016835,0.00476228,0.001986,0.00106468,0.0598488,0.0925073,-0.00289082,0.011766,0.07572,40.7352,1.29062,1.30268,1.27025,1.28212,4.12118
0.58,-6.45265,-1.06079,-0.00389526,0.185824,122,-6.45378,-0.999982,-0.0608029,0.0168386,0.00476378,0.00198681,0.00106519,0.0598652,0.0925332,-0.00288978,0.0119944,0.0754673,40.4927,1.28694,1.2991,1.26716,1.27912,4.09664
0.59,-6.45172,-1.06082,-0.00377302,0.187689,125,-6.45265,-0.999981,-0.0608318,0.016844,0.00476603,0.00198802,0.00106597,0.0598816,0.0925485,-0.00288902,0.0122208,0.0753206,40.2618,1.28492,1.29718,1.26581,1.27789,4.07329
0.6,-6.4508,-1.06085,-0.00364853,0.189528,127,-6.45189,-0.999981,-0.0608608,0.0168476,0.00476753,0.00198882,0.00106648,0.0598979,0.0925702,-0.0028872,0.0124441,0.0751099,40.0263,1.28185,1.2942,1.2634,1.27557,4.04946
0.61,-6.44987,-1.06088,-0.00352183,0.191349,130,-6.45076,-0.99998,-0.0608897,0.016853,0.00476979,0.00199003,0.00106725,0.0599142,0.0925826,-0.00288565,0.0126651,0.0749925,39.8102,1.2802,1.29266,1.26251,1.2748,4.0276
0.62,-6.44894,-1.06091,-0.00339293,0.193144,132,-6.45,-0.999979,-0.0609186,0.0168566,0.00477129,0.00199084,0.00106777,0.0599304,0.0926009,-0.00288304,0.0128832,0.0748157,39.5776,1.27761,1.29016,1.26065,1.27304,4.00407
0.63,-6.44802,-1.06093,-0.00326186,0.194919,134,-6.44925,-0.999978,-0.0609475,0.0168602,0.0047728,0.00199165,0.00106828,0.0599465,0.0926114,-0.00288068,0.0130995,0.074717,39.3292,1.27631,1.28898,1.2601,1.2726,3.97893
0.64,-6.44709,-1.06096,-0.00312865,0.196677,137,-6.44811,-0.999978,-0.0609764,0.0168656,0.00477505,0.00199286,0.00106906,0.0599626,0.0926271,-0.0028775,0.0133131,0.0745673,39.1022,1.27411,1.28687,1.25868,1.27128,3.95597
0.65,-6.44617,-1.06099,-0.00299331,0.198409,139,-6.44736,-0.999977,-0.0610053,0.0168692,0.00477656,0.00199367,0.00106957,0.0599787,0.0926359,-0.00287443,0.0135244,0.0744855,38.8796,1.27295,1.28581,1.25837,1.27108,3.93345
0.66,-6.44524,-1.06102,-0.00285587,0.200125,142,-6.44623,-0.999976,-0.0610342,0.0168746,0.00477881,0.00199489,0.00107035,0.0599947,0.0926494,-0.00287045,0.0137331,0.0743575,38.6432,1.27109,1.28405,1.25731,1.27012,3.90953
0.67,-6.44431,-1.06105,-0.00271636,0.201815,144,-6.44547,-0.999975,-0.061063,0.0168782,0.00478032,0.0019957,0.00107087,0.0600106,0.0926569,-0.00286669,0.0139396,0.0742894,38.429,1.27007,1.28313,1.25721,1.27014,3.88786
0.68,-6.44339,-1.06107,-0.00257481,0.203489,147,-6.44434,-0.999974,-0.0610918,0.0168836,0.00478258,0.00199691,0.00107164,0.0600265,0.0926685,-0.00286205,0.0141434,0.0741802,38.2009,1.26844,1.2816,1.25645,1.26948,3.86478
0.69,-6.44246,-1.0611,-0.00243122,0.205137,149,-6.44359,-0.999973,-0.0611206,0.0168872,0.00478409,0.00199772,0.00107216,0.0600424,0.092675,-0.00285757,0.0143452,0.0741226,37.9879,1.26755,1.2808,1.25651,1.26965,3.84323
0.7,-6.44153,-1.06113,-0.00228564,0.206769,152,-6.44245,-0.999972,-0.0611494,0.0168927,0.00478635,0.00199894,0.00107294,0.0600582,0.092685,-0.00285229,0.0145442,0.0740294,37.775,1.26607,1.27942,1.25599,1.26923,3.8217
0.71,-6.4406,-1.06116,-0.00213807,0.208376,154,-6.4417,-0.999972,-0.0611781,0.0168963,0.00478786,0.00199975,0.00107345,0.0600739,0.0926907,-0.00284705,0.0147412,0.0739804,37.5528,1.26531,1.27876,1.2562,1.26955,3.79922
0.72,-6.43968,-1.06118,-0.00198855,0.209967,157,-6.44057,-0.99997,-0.0612067,0.0169017,0.00479012,0.00200097,0.00107423,0.0600897,0.0926995,-0.00284116,0.014936,0.0738996,37.322,1.26409,1.27763,1.25589,1.26934,3.77587
0.73,-6.43875,-1.06121,-0.0018371,0.211535,159,-6.43981,-0.99997,-0.0612354,0.0169053,0.00479163,0.00200178,0.00107475,0.0601054,0.0927044,-0.00283534,0.0151287,0.0738573,37.1029,1.26339,1.27702,1.2562,1.26976,3.7537
0.74,-6.43782,-1.06124,-0.00168373,0.213083,161,-6.43906,-0.999969,-0.0612639,0.0169089,0.00479314,0.00200259,0.00107527,0.060121,0.0927122,-0.00282882,0.015319,0.0737871,36.876,1.26226,1.27599,1.25605,1.26971,3.73074
0.75,-6.43689,-1.06127,-0.00152848,0.214615,164,-6.43793,-0.999968,-0.0612925,0.0169143,0.0047954,0.00200381,0.00107605,0.0601367,0.0927165,-0.00282237,0.015507,0.073751,36.6826,1.26153,1.27535,1.25643,1.27019,3.71117
0.76,-6.43597,-1.06129,-0.00137136,0.216121,166,-6.43718,-0.999967,-0.061321,0.0169179,0.00479691,0.00200462,0.00107657,0.0601522,0.0927234,-0.0028152,0.0156924,0.0736903,36.4773,1.26042,1.27433,1.25639,1.27026,3.69041
0.77,-6.43504,-1.06132,-0.0012124,0.217612,169,-6.43605,-0.999966,-0.0613494,0.0169234,0.00479918,0.00200584,0.00107735,0.0601678,0.0927272,-0.00280804,0.0158757,0.0736597,36.2788,1.25978,1.27378,1.25686,1.27083,3.67033
0.78,-6.43411,-1.06135,-0.00105162,0.219078,171,-6.43529,-0.999965,-0.0613777,0.016927,0.00480069,0.00200666,0.00107787,0.0601833,0.0927332,-0.00280028,0.0160567,0.0736069,36.0671,1.2588,1.27289,1.25695,1.27102,3.64891
0.79,-6.43318,-1.06138,-0.000889047,0.220529,174,-6.43416,-0.999964,-0.061406,0.0169324,0.00480296,0.00200788,0.00107865,0.0601988,0.0927366,-0.00279255,0.0162356,0.0735807,35.8726,1.25817,1.27235,1.25747,1.27165,3.62923
0.8,-6.43226,-1.0614,-0.000724697,0.221956,176,-6.43341,-0.999963,-0.0614343,0.016936,0.00480448,0.00200869,0.00107917,0.0602142,0.092742,-0.0027842,0.0164122,0.0735346,35.6657,1.25725,1.27152,1.25766,1.27193,3.6083
0.81,-6.43133,-1.06143,-0.000558592,0.22337,179,-6.43228,-0.999962,-0.0614624,0.0169415,0.00480675,0.00200992,0.00107995,0.0602296,0.0927451,-0.00277582,0.0165871,0.0735111,35.4352,1.25682,1.27117,1.25826,1.27263,3.58498
0.82,-6.4304,-1.06146,-0.000390753,0.22476,181,-6.43152,-0.999961,-0.0614905,0.0169451,0.00480826,0.00201073,0.00108047,0.060245,0.0927498,-0.0027671,0.0167596,0.0734713,35.2534,1.25585,1.27029,1.25851,1.27298,3.56659
0.83,-6.42947,-1.06148,-0.000221204,0.226133,184,-6.43039,-0.999959,-0.0615185,0.0169505,0.00481053,0.00201196,0.00108125,0.0602603,0.0927525,-0.00275809,0.0169298,0.0734519,35.0641,1.25525,1.26978,1.25911,1.27368,3.54744
0.84,-6.42855,-1.06151,-4.99669e-05,0.227485,186,-6.42964,-0.999959,-0.0615465,0.0169542,0.00481205,0.00201277,0.00108177,0.0602757,0.0927569,-0.00274861,0.0170979,0.0734165,34.8443,1.25452,1.26913,1.25947,1.27413,3.52519
0.85,-6.42762,-1.06154,0.000122941,0.228823,189,-6.42851,-0.999957,-0.0615743,0.0169596,0.00481432,0.002014,0.00108256,0.0602909,0.0927593,-0.00273918,0.0172644,0.0733998,34.6422,1.25401,1.2687,1.26012,1.27488,3.50475
0.86,-6.42669,-1.06156,0.000297498,0.230138,191,-6.42776,-0.999956,-0.0616021,0.0169632,0.00481584,0.00201482,0.00108308,0.0603062,0.0927631,-0.00272925,0.0174287,0.0733692,34.4334,1.25328,1.26805,1.26053,1.27538,3.48363
0.87,-6.42576,-1.06159,0.000473686,0.231436,193,-6.42701,-0.999955,-0.0616298,0.0169668,0.00481736,0.00201563,0.0010836,0.0603214,0.0927654,-0.00271922,0.0175911,0.0733544,34.2191,1.25282,1.26767,1.26121,1.27616,3.46195
0.88,-6.42483,-1.06162,0.000651481,0.232718,196,-6.42588,-0.999954,-0.0616574,0.0169723,0.00481963,0.00201686,0.00108439,0.0603366,0.0927688,-0.00270886,0.0177511,0.0733284,34.0578,1.25192,1.26685,1.26163,1.27667,3.44563
0.89,-6.42391,-1.06164,0.000830861,0.233977,198,-6.42512,-0.999953,-0.0616849,0.0169759,0.00482115,0.00201768,0.00108491,0.0603517,0.0927708,-0.00269818,0.0179087,0.0733161,33.8715,1.25134,1.26635,1.26229,1.27743,3.42678
0.9,-6.42298,-1.06167,0.00101181,0.235222,201,-6.42399,-0.999952,-0.0617123,0.0169814,0.00482343,0.00201891,0.00108569,0.0603668,0.0927739,-0.00268716,0.0180647,0.0732933,33.6597,1.25074,1.26582,1.26282,1.27804,3.40535
0.91,-6.42205,-1.06169,0.0011943,0.236447,203,-6.42324,-0.999951,-0.0617397,0.016985,0.00482495,0.00201972,0.00108622,0.0603819,0.0927756,-0.00267616,0.0182188,0.0732838,33.4726,1.25019,1.26535,1.26352,1.27883,3.38642
0.92,-6.42112,-1.06172,0.00137832,0.237657,206,-6.42211,-0.999949,-0.0617669,0.0169904,0.00482723,0.00202095,0.001087,0.060397,0.0927784,-0.00266465,0.0183709,0.0732645,33.2664,1.2496,1.26483,1.26408,1.27948,3.36556
0.93,-6.4202,-1.06175,0.00156385,0.238846,208,-6.42136,-0.999948,-0.061794,0.0169941,0.00482875,0.00202177,0.00108753,0.060412,0.0927799,-0.00265316,0.0185209,0.0732571,33.0972,1.24898,1.26428,1.26477,1.28027,3.34844
0.94,-6.41927,-1.06177,0.00175086,0.240019,211,-6.42023,-0.999947,-0.061821,0.0169995,0.00483103,0.002023,0.00108831,0.060427,0.0927823,-0.00264115,0.0186686,0.073241,32.9212,1.24826,1.26363,1.26533,1.28091,3.33064
0.95,-6.41834,-1.0618,0.00193933,0.241171,213,-6.41948,-0.999946,-0.061848,0.0170031,0.00483256,0.00202382,0.00108884,0.060442,0.0927837,-0.00262905,0.0188144,0.0732352,32.7378,1.24773,1.26317,1.26605,1.28172,3.31208
0.96,-6.41741,-1.06182,0.00212926,0.24231,216,-6.41835,-0.999944,-0.0618748,0.0170086,0.00483484,0.00202506,0.00108963,0.0604569,0.0927858,-0.00261661,0.0189585,0.0732222,32.5423,1.24716,1.26267,1.26667,1.28243,3.2923
0.97,-6.41648,-1.06185,0.00232061,0.243429,218,-6.4176,-0.999943,-0.0619015,0.0170122,0.00483636,0.00202588,0.00109015,0.0604718,0.092787,-0.00260411,0.0191008,0.0732184,32.353,1.24667,1.26225,1.26743,1.28326,3.27315
0.98,-6.41555,-1.06187,0.00251337,0.244535,221,-6.41647,-0.999942,-0.0619281,0.0170177,0.00483865,0.00202711,0.00109094,0.0604866,0.0927888,-0.00259125,0.0192412,0.0732082,32.1638,1.2461,1.26175,1.26807,1.28399,3.25401
0.99,-6.41463,-1.0619,0.00270752,0.245619,223,-6.41572,-0.999941,-0.0619545,0.0170213,0.00484017,0.00202793,0.00109147,0.0605015,0.0927898,-0.0025783,0.0193795,0.073206,31.993,1.24553,1.26124,1.26881,1.28481,3.23673
1,-6.4137,-1.06192,0.00290304,0.246691,226,-6.41459,-0.999939,-0.0619809,0.0170268,0.00484246,0.00202917,0.00109226,0.0605163,0.0927914,-0.00256494,0.019516,0.0731982,31.8086,1.24496,1.26074,1.26946,1.28555,3.21808
1.01,-6.41277,-1.06195,0.00309991,0.247741,228,-6.41384,-0.999938,-0.0620071,0.0170304,0.00484399,0.00202999,0.00109278,0.060531,0.0927923,-0.00255152,0.0196506,0.0731975,31.6341,1.24442,1.26026,1.27022,1.28638,3.20042
1.02,-6.41184,-1.06197,0.00329811,0.248775,230,-6.41309,-0.999937,-0.0620332,0.0170341,0.00484551,0.00203081,0.00109331,0.0605457,0.0927936,-0.00253777,0.0197832,0.0731921,31.4572,1.24382,1.25972,1.27088,1.28713,3.18252
1.03,-6.41091,-1.062,0.00349763,0.249797,233,-6.41196,-0.999935,-0.0620592,0.0170395,0.0048478,0.00203205,0.0010941,0.0605604,0.0927943,-0.00252388,0.0199142,0.073193,31.2711,1.24339,1.25935,1.27167,1.28799,3.1637
1.04,-6.40999,-1.06202,0.00369845,0.250799,235,-6.41121,-0.999934,-0.0620851,0.0170432,0.00484933,0.00203287,0.00109463,0.0605751,0.0927955,-0.00250977,0.0200434,0.0731899,31.0905,1.24284,1.25886,1.27236,1.28876,3.14542
1.05,-6.40906,-1.06204,0.00390054,0.251788,238,-6.41009,-0.999932,-0.0621108,0.0170486,0.00485162,0.00203411,0.00109542,0.0605897,0.092796,-0.00249551,0.0201705,0.0731924,30.935,1.24226,1.25834,1.27311,1.28959,3.12969
