t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,Q_phi
0.25,-6.48265,-1.05959,-0.00627458,0.111349,43,-6.48368,-0.999998,-0.0595838,0.016697,0.00470485,0.00195519,0.00104505,0.0589441,0.0860002,-0.00246671,0.00314479,0.140685,50.1678,2.30837,2.31871,2.29408,2.30436,5.07548
0.26,-6.48178,-1.05962,-0.00624173,0.113835,45,-6.48292,-0.999998,-0.0596096,0.0167006,0.00470633,0.00195598,0.00104555,0.0589697,0.0867776,-0.00248538,0.0034586,0.132912,49.693,2.18421,2.19422,2.16888,2.17882,5.02744
0.27,-6.48091,-1.05964,-0.00620571,0.116316,48,-6.48178,-0.999997,-0.0596356,0.016706,0.00470856,0.00195718,0.00104631,0.0589943,0.0873986,-0.0025043,0.00377615,0.126703,49.2753,2.08532,2.09509,2.06907,2.07876,4.98519
0.28,-6.48003,-1.05967,-0.00616657,0.118785,50,-6.48102,-0.999997,-0.0596619,0.0167095,0.00471004,0.00195797,0.00104682,0.0590182,0.0880215,-0.00252045,0.00408653,0.120474,48.8552,1.98614,1.99564,1.96892,1.97834,4.94268
0.29,-6.47915,-1.05969,-0.00612431,0.121243,52,-6.48027,-0.999997,-0.0596883,0.0167131,0.00471153,0.00195877,0.00104733,0.0590413,0.0885151,-0.00253762,0.00440023,0.115539,48.4572,1.90786,1.91718,1.88978,1.89902,4.90242
0.3,-6.47826,-1.05972,-0.00607896,0.123695,55,-6.47913,-0.999996,-0.0597148,0.0167185,0.00471376,0.00195996,0.00104809,0.0590637,0.0890089,-0.00255167,0.00470684,0.110602,48.0592,1.82955,1.83867,1.81059,1.81961,4.86215
0.31,-6.47737,-1.05975,-0.00603054,0.126129,57,-6.47837,-0.999996,-0.0597416,0.016722,0.00471524,0.00196076,0.00104859,0.0590856,0.0893818,-0.00256729,0.00501471,0.106875,47.6987,1.77073,1.77973,1.75103,1.75994,4.82568
0.32,-6.47647,-1.05977,-0.00597909,0.128547,59,-6.47761,-0.999996,-0.0597685,0.0167256,0.00471673,0.00196155,0.0010491,0.0591069,0.089772,-0.0025794,0.00531519,0.102975,47.3426,1.7091,1.71796,1.68865,1.6974,4.78965
0.33,-6.47557,-1.0598,-0.00592463,0.130952,62,-6.47648,-0.999995,-0.0597955,0.016731,0.00471896,0.00196275,0.00104986,0.0591278,0.0900596,-0.00259306,0.00561626,0.100102,47.0112,1.66403,1.67282,1.64297,1.65165,4.75612
0.34,-6.47467,-1.05983,-0.00586721,0.133336,64,-6.47572,-0.999995,-0.0598227,0.0167345,0.00472045,0.00196355,0.00105037,0.0591482,0.0903691,-0.00260359,0.00591069,0.0970084,46.6784,1.61538,1.62407,1.59368,1.60225,4.72246
0.35,-6.47376,-1.05985,-0.00580684,0.135702,66,-6.47496,-0.999995,-0.05985,0.0167381,0.00472193,0.00196434,0.00105088,0.0591683,0.0906002,-0.00261564,0.00620583,0.0947008,46.3527,1.57938,1.58803,1.55717,1.5657,4.68951
0.36,-6.47285,-1.05988,-0.00574356,0.138056,69,-6.47382,-0.999994,-0.0598774,0.0167435,0.00472417,0.00196554,0.00105164,0.059188,0.0908477,-0.00262481,0.00649496,0.0922286,46.0269,1.54073,1.54931,1.51797,1.52643,4.65654
0.37,-6.47195,-1.05991,-0.00567738,0.140385,71,-6.47307,-0.999994,-0.059905,0.0167471,0.00472566,0.00196634,0.00105215,0.0592074,0.0910249,-0.00263554,0.00678352,0.09046,45.728,1.51334,1.52192,1.49022,1.49866,4.6263
0.38,-6.47103,-1.05994,-0.00560837,0.142698,74,-6.47193,-0.999993,-0.0599326,0.0167524,0.00472789,0.00196754,0.00105291,0.0592265,0.09122,-0.00264335,0.0070658,0.0885126,45.434,1.48305,1.49159,1.45953,1.46794,4.59656
0.39,-6.47012,-1.05996,-0.00553653,0.144985,76,-6.47117,-0.999993,-0.0599604,0.016756,0.00472938,0.00196834,0.00105342,0.0592453,0.0913567,-0.00265251,0.00734714,0.0871486,45.1517,1.46211,1.47067,1.43835,1.44678,4.568
0.4,-6.46921,-1.05999,-0.00546192,0.147255,79,-6.47004,-0.999993,-0.0599882,0.0167614,0.00473162,0.00196954,0.00105418,0.0592638,0.0915173,-0.00265931,0.00762388,0.0855465,44.863,1.43732,1.44588,1.41328,1.42169,4.53879
0.41,-6.46829,-1.06002,-0.00538454,0.149504,81,-6.46928,-0.999992,-0.0600162,0.016765,0.00473311,0.00197034,0.00105469,0.0592822,0.0916265,-0.00266713,0.00789985,0.084458,44.5515,1.42085,1.42943,1.3966,1.40504,4.50727
0.42,-6.46737,-1.06004,-0.00530443,0.151731,83,-6.46852,-0.999992,-0.0600442,0.0167686,0.0047346,0.00197114,0.0010552,0.0593003,0.091752,-0.00267288,0.00817038,0.0832069,44.2739,1.40163,1.41023,1.37723,1.38568,4.47919
0.43,-6.46646,-1.06007,-0.00522163,0.153939,86,-6.46739,-0.999991,-0.0600723,0.0167739,0.00473684,0.00197234,0.00105597,0.0593183,0.0918387,-0.00267949,0.0084393,0.0823452,44.0227,1.38862,1.39727,1.36422,1.37271,4.45378
0.44,-6.46545,-1.0601,-0.00512799,0.156119,88,-6.46663,-0.999991,-0.0601034,0.0167775,0.00473833,0.00197314,0.00105648,0.0593361,0.0918834,-0.00284166,0.00858786,0.0818944,43.745,1.38227,1.39101,1.35796,1.36654,4.42568
0.45,-6.46462,-1.06013,-0.00504806,0.158286,91,-6.4655,-0.99999,-0.0601287,0.0167829,0.00474057,0.00197434,0.00105725,0.0593538,0.0920105,-0.00268968,0.00896696,0.0806356,43.4843,1.36281,1.37154,1.33841,1.34699,4.39931
0.46,-6.4637,-1.06016,-0.00495736,0.160423,93,-6.46474,-0.99999,-0.060157,0.0167865,0.00474207,0.00197514,0.00105776,0.0593712,0.0920945,-0.00269318,0.00922518,0.0798006,43.2322,1.35013,1.35889,1.32581,1.33442,4.3738
0.47,-6.46278,-1.06018,-0.00486407,0.162539,95,-6.46398,-0.999989,-0.0601854,0.0167901,0.00474356,0.00197595,0.00105827,0.0593885,0.0921455,-0.00269772,0.00948196,0.0792957,42.964,1.34278,1.35162,1.31863,1.32731,4.34667
0.48,-6.46185,-1.06021,-0.00476825,0.164636,98,-6.46285,-0.999988,-0.0602138,0.0167955,0.0047458,0.00197715,0.00105904,0.0594057,0.0922108,-0.00270037,0.00973454,0.078647,42.7042,1.33308,1.34197,1.30908,1.3178,4.32038
0.49,-6.46093,-1.06024,-0.00466991,0.166708,100,-6.46209,-0.999988,-0.0602423,0.016799,0.0047473,0.00197795,0.00105955,0.0594228,0.0922518,-0.00270388,0.00998563,0.0782423,42.4438,1.32727,1.33623,1.30353,1.31233,4.29404
0.5,-6.46001,-1.06027,-0.00456909,0.168763,103,-6.46096,-0.999987,-0.0602708,0.0168044,0.00474954,0.00197916,0.00106032,0.0594398,0.0923058,-0.00270566,0.0102327,0.0777073,42.1939,1.31931,1.32833,1.29583,1.30469,4.26875
0.51,-6.45909,-1.06029,-0.0044658,0.170792,105,-6.4602,-0.999987,-0.0602993,0.016808,0.00475104,0.00197996,0.00106083,0.0594566,0.0923389,-0.00270817,0.0104782,0.0773816,41.9382,1.3147,1.3238,1.29157,1.30051,4.24288
0.52,-6.45816,-1.06032,-0.00436008,0.172803,108,-6.45907,-0.999986,-0.0603279,0.0168134,0.00475329,0.00198117,0.0010616,0.0594734,0.0923826,-0.00270918,0.0107199,0.0769504,41.6901,1.30836,1.31752,1.28556,1.29457,4.21779
0.53,-6.45724,-1.06035,-0.00425195,0.174785,110,-6.45831,-0.999986,-0.0603565,0.016817,0.00475478,0.00198197,0.00106211,0.05949,0.092408,-0.00271071,0.0109591,0.0767017,41.4652,1.30483,1.31408,1.28254,1.29163,4.19503
0.54,-6.45632,-1.06038,-0.00414146,0.176747,113,-6.45718,-0.999985,-0.0603852,0.0168224,0.00475703,0.00198318,0.00106288,0.0595066,0.0924443,-0.00271073,0.0111947,0.0763443,41.232,1.29957,1.30889,1.27773,1.28689,4.17144
0.55,-6.45539,-1.06041,-0.00402862,0.178686,115,-6.45642,-0.999984,-0.0604138,0.016826,0.00475853,0.00198398,0.00106339,0.0595231,0.0924654,-0.00271138,0.0114291,0.0761385,40.9758,1.29679,1.30619,1.27543,1.28468,4.14552
0.56,-6.45447,-1.06043,-0.00391344,0.180605,117,-6.45567,-0.999984,-0.0604425,0.0168296,0.00476003,0.00198479,0.00106391,0.0595395,0.0924957,-0.00271084,0.0116606,0.0758421,40.7128,1.29254,1.30201,1.27164,1.28096,4.11891
0.57,-6.45354,-1.06046,-0.00379597,0.182507,120,-6.45453,-0.999983,-0.0604712,0.016835,0.00476228,0.001986,0.00106468,0.0595559,0.0925123,-0.00271075,0.0118899,0.0756814,40.4768,1.29038,1.29994,1.27007,1.27948,4.09503
0.58,-6.45262,-1.06049,-0.00367622,0.18438,122,-6.45378,-0.999982,-0.0604999,0.0168386,0.00476378,0.00198681,0.00106519,0.0595721,0.0925375,-0.00270929,0.0121153,0.0754358,40.2598,1.28674,1.29637,1.26707,1.27656,4.07308
0.59,-6.45169,-1.06052,-0.00355424,0.186235,125,-6.45265,-0.999981,-0.0605286,0.016844,0.00476603,0.00198802,0.00106597,0.0595884,0.0925514,-0.00270819,0.0123386,0.0753033,40.0392,1.28492,1.29464,1.26595,1.27552,4.05077
0.6,-6.45077,-1.06055,-0.00343003,0.188065,127,-6.45189,-0.999981,-0.0605573,0.0168476,0.00476753,0.00198882,0.00106648,0.0596045,0.0925727,-0.002706,0.0125595,0.0750959,39.7897,1.28196,1.29176,1.2636,1.27325,4.02553
0.61,-6.44984,-1.06057,-0.00330363,0.189879,130,-6.45076,-0.99998,-0.060586,0.016853,0.00476979,0.00199003,0.00106725,0.0596206,0.092584,-0.00270429,0.0127787,0.0749893,39.5494,1.28059,1.29047,1.26291,1.27266,4.00121
0.62,-6.44891,-1.0606,-0.00317505,0.191668,132,-6.45,-0.999979,-0.0606147,0.0168566,0.00477129,0.00199084,0.00106777,0.0596366,0.0926019,-0.00270148,0.0129947,0.074816,39.3182,1.27807,1.28803,1.26111,1.27094,3.97783
0.63,-6.44799,-1.06063,-0.00304433,0.193437,135,-6.44887,-0.999978,-0.0606434,0.016862,0.00477355,0.00199205,0.00106854,0.0596526,0.092611,-0.00269891,0.0132081,0.074732,39.1104,1.27689,1.28693,1.26076,1.27068,3.9568
0.64,-6.44706,-1.06066,-0.00291149,0.195179,137,-6.44811,-0.999978,-0.0606721,0.0168656,0.00477505,0.00199286,0.00106906,0.0596685,0.0926264,-0.00269521,0.0134183,0.074585,38.8975,1.27467,1.28479,1.25936,1.26936,3.93526
0.65,-6.44614,-1.06068,-0.00277656,0.196901,139,-6.44736,-0.999977,-0.0607007,0.0168692,0.00477656,0.00199367,0.00106957,0.0596844,0.0926342,-0.00269186,0.0136271,0.0745134,38.6598,1.27374,1.28395,1.25924,1.26932,3.91122
0.66,-6.44521,-1.06071,-0.00263955,0.198608,142,-6.44623,-0.999976,-0.0607293,0.0168746,0.00477881,0.00199489,0.00107035,0.0597003,0.0926474,-0.00268763,0.0138334,0.0743874,38.4268,1.27192,1.2822,1.2582,1.26837,3.88764
0.67,-6.44428,-1.06074,-0.00250049,0.200291,144,-6.44547,-0.999975,-0.060758,0.0168782,0.00478032,0.0019957,0.00107087,0.059716,0.092654,-0.00268368,0.0140379,0.0743282,38.1948,1.27113,1.28149,1.25827,1.26853,3.86417
0.68,-6.44336,-1.06077,-0.00235941,0.201956,147,-6.44434,-0.999974,-0.0607865,0.0168836,0.00478258,0.00199691,0.00107164,0.0597318,0.0926654,-0.00267879,0.0142391,0.0742208,37.9886,1.26946,1.2799,1.25751,1.26785,3.84331
0.69,-6.44243,-1.06079,-0.00221632,0.203595,149,-6.44359,-0.999973,-0.0608151,0.0168872,0.00478409,0.00199772,0.00107216,0.0597475,0.0926712,-0.00267394,0.0144381,0.0741698,37.7783,1.26867,1.27919,1.25768,1.26811,3.82203
0.7,-6.4415,-1.06082,-0.00207126,0.205218,152,-6.44245,-0.999972,-0.0608436,0.0168927,0.00478635,0.00199894,0.00107294,0.0597631,0.0926811,-0.00266841,0.014635,0.0740775,37.5522,1.26728,1.27788,1.25718,1.26769,3.79916
0.71,-6.44058,-1.06085,-0.00192425,0.206816,154,-6.4417,-0.999972,-0.0608721,0.0168963,0.00478786,0.00199975,0.00107345,0.0597788,0.0926861,-0.00266296,0.0148295,0.0740346,37.3416,1.26659,1.27726,1.25748,1.26808,3.77785
0.72,-6.43965,-1.06088,-0.0017753,0.208398,157,-6.44057,-0.99997,-0.0609005,0.0169017,0.00479012,0.00200097,0.00107423,0.0597943,0.0926949,-0.00265674,0.0150216,0.0739537,37.1276,1.2653,1.27605,1.25715,1.26783,3.7562
0.73,-6.43872,-1.0609,-0.00162444,0.209957,159,-6.43981,-0.99997,-0.0609289,0.0169053,0.00479163,0.00200178,0.00107475,0.0598099,0.0926992,-0.00265069,0.015212,0.0739172,36.9013,1.26474,1.27557,1.25756,1.26833,3.7333
0.74,-6.4378,-1.06093,-0.0014717,0.2115,162,-6.43868,-0.999969,-0.0609573,0.0169107,0.00479389,0.002003,0.00107553,0.0598254,0.0927069,-0.0026439,0.0153997,0.0738471,36.6951,1.26356,1.27446,1.25739,1.26824,3.71245
0.75,-6.43687,-1.06096,-0.00131709,0.213019,164,-6.43793,-0.999968,-0.0609856,0.0169143,0.0047954,0.00200381,0.00107605,0.0598409,0.0927108,-0.00263714,0.0155855,0.0738154,36.4809,1.26299,1.27397,1.25786,1.26879,3.69077
0.76,-6.43594,-1.06099,-0.00116063,0.214519,166,-6.43718,-0.999967,-0.0610138,0.0169179,0.00479691,0.00200462,0.00107657,0.0598563,0.0927176,-0.00262979,0.0157689,0.0737547,36.267,1.26194,1.27299,1.25784,1.26885,3.66913
0.77,-6.43502,-1.06101,-0.00100236,0.216002,169,-6.43605,-0.999966,-0.061042,0.0169234,0.00479918,0.00200584,0.00107735,0.0598717,0.0927211,-0.0026224,0.01595,0.0737273,36.0711,1.26135,1.27247,1.25835,1.26944,3.64932
0.78,-6.43409,-1.06104,-0.00084229,0.21746,171,-6.43529,-0.999965,-0.0610701,0.016927,0.00480069,0.00200666,0.00107787,0.0598871,0.0927271,-0.00261438,0.0161286,0.0736738,35.8677,1.26034,1.27153,1.25842,1.26959,3.62874
0.79,-6.43316,-1.06107,-0.000680445,0.218904,174,-6.43416,-0.999964,-0.0610982,0.0169324,0.00480296,0.00200788,0.00107865,0.0599024,0.0927303,-0.00260638,0.0163054,0.0736498,35.6622,1.25982,1.27108,1.25899,1.27024,3.60794
0.8,-6.43224,-1.06109,-0.000516845,0.220324,176,-6.43341,-0.999963,-0.0611262,0.016936,0.00480448,0.00200869,0.00107917,0.0599177,0.0927356,-0.00259784,0.0164799,0.0736032,35.452,1.25893,1.27025,1.25918,1.27051,3.58668
0.81,-6.43131,-1.06112,-0.000351514,0.221729,179,-6.43228,-0.999962,-0.0611541,0.0169415,0.00480675,0.00200992,0.00107995,0.0599329,0.0927384,-0.00258926,0.0166523,0.0735824,35.2585,1.25837,1.26977,1.25977,1.27118,3.56711
0.82,-6.43038,-1.06115,-0.000184472,0.22311,181,-6.43152,-0.999961,-0.061182,0.0169451,0.00480826,0.00201073,0.00108047,0.0599482,0.0927433,-0.00258013,0.0168225,0.0735415,35.0525,1.25752,1.26899,1.26003,1.27152,3.54626
0.83,-6.42945,-1.06117,-1.57384e-05,0.224478,184,-6.43039,-0.999959,-0.0612097,0.0169505,0.00481053,0.00201196,0.00108125,0.0599634,0.0927458,-0.002571,0.0169909,0.0735237,34.8505,1.25704,1.26857,1.26067,1.27224,3.52582
0.84,-6.42853,-1.0612,0.000154665,0.225823,186,-6.42964,-0.999959,-0.0612374,0.0169542,0.00481205,0.00201277,0.00108177,0.0599785,0.0927501,-0.00256137,0.017157,0.0734879,34.6491,1.25623,1.26782,1.261,1.27264,3.50545
0.85,-6.42769,-1.06122,0.000309267,0.227156,188,-6.42889,-0.999958,-0.0612624,0.0169578,0.00481357,0.00201359,0.0010823,0.0599936,0.0927099,-0.00271692,0.0171618,0.0738968,34.461,1.26258,1.27431,1.26887,1.28066,3.48642
0.86,-6.42667,-1.06125,0.000500397,0.22846,191,-6.42776,-0.999956,-0.0612926,0.0169632,0.00481584,0.00201482,0.00108308,0.0600087,0.0927588,-0.0025414,0.0174834,0.0734163,34.2589,1.25453,1.26625,1.26162,1.27341,3.46598
0.87,-6.42574,-1.06128,0.000675692,0.229754,194,-6.42663,-0.999955,-0.0613201,0.0169687,0.00481812,0.00201604,0.00108386,0.0600238,0.0927633,-0.00253121,0.017644,0.0733785,34.0654,1.25363,1.26542,1.26189,1.27375,3.4464
0.88,-6.42482,-1.0613,0.00085258,0.231026,196,-6.42588,-0.999954,-0.0613474,0.0169723,0.00481963,0.00201686,0.00108439,0.0600389,0.0927665,-0.00252059,0.0178024,0.0733542,33.8543,1.25301,1.26486,1.26239,1.27433,3.42504
0.89,-6.42389,-1.06133,0.00103103,0.23228,198,-6.42512,-0.999953,-0.0613747,0.0169759,0.00482115,0.00201768,0.00108491,0.0600539,0.0927676,-0.0025099,0.0179584,0.0733503,33.667,1.25259,1.2645,1.2632,1.27521,3.40609
0.9,-6.42296,-1.06136,0.00121104,0.23352,201,-6.42399,-0.999952,-0.0614019,0.0169814,0.00482343,0.00201891,0.00108569,0.0600689,0.0927704,-0.00249865,0.0181122,0.0733301,33.4806,1.25192,1.26389,1.26374,1.27582,3.38723
0.91,-6.42203,-1.06138,0.00139256,0.234737,203,-6.42324,-0.999951,-0.061429,0.016985,0.00482495,0.00201972,0.00108622,0.0600838,0.0927714,-0.00248739,0.0182641,0.073327,33.2894,1.25151,1.26354,1.26455,1.2767,3.36789
0.92,-6.42111,-1.06141,0.0015756,0.235941,206,-6.42211,-0.999949,-0.061456,0.0169904,0.00482723,0.00202095,0.001087,0.0600987,0.092774,-0.00247571,0.018414,0.0733092,33.1011,1.25087,1.26296,1.26511,1.27733,3.34884
0.93,-6.42018,-1.06143,0.00176011,0.237121,208,-6.42136,-0.999948,-0.0614829,0.0169941,0.00482875,0.00202177,0.00108753,0.0601136,0.092775,-0.00246392,0.0185616,0.0733067,32.9262,1.25038,1.26252,1.26589,1.27819,3.33114
0.94,-6.41925,-1.06146,0.0019461,0.238289,211,-6.42023,-0.999947,-0.0615097,0.0169995,0.00483103,0.002023,0.00108831,0.0601284,0.0927773,-0.0024517,0.0187074,0.073291,32.7411,1.24974,1.26194,1.26647,1.27883,3.31242
0.95,-6.41842,-1.06148,0.00211453,0.239444,213,-6.41948,-0.999946,-0.0615338,0.0170031,0.00483256,0.00202382,0.00108884,0.0601432,0.0927389,-0.00260739,0.0186949,0.0736849,32.5592,1.25575,1.26807,1.27405,1.28656,3.29401
0.96,-6.4173,-1.06151,0.00234212,0.241752,216,-6.41835,-0.999944,-0.0615657,0.0170086,0.00483484,0.00202506,0.00108963,0.0601581,0.092744,-0.0025926,0.0188647,0.0736435,32.2634,1.25425,1.26668,1.27499,1.28763,3.26409
0.97,-6.41647,-1.06153,0.00254643,0.274739,218,-6.4176,-0.999943,-0.0615894,0.0170122,0.00483636,0.00202588,0.00109015,0.0601728,0.0927875,-0.00241433,0.0191355,0.073206,25.2598,1.25218,1.26638,1.27047,1.28487,2.55553
0.98,-6.41554,-1.06156,0.00270448,0.24278,221,-6.41647,-0.999942,-0.0616158,0.0170177,0.00483865,0.00202711,0.00109094,0.0601875,0.0927863,-0.0024162,0.0192976,0.0732319,32.0359,1.24695,1.25936,1.26868,1.28131,3.24108
0.99,-6.41461,-1.06158,0.00289705,0.243661,223,-6.41572,-0.999941,-0.0616422,0.0170213,0.00484017,0.00202793,0.00109147,0.0602022,0.0927915,-0.00238475,0.0193464,0.0731821,34.8947,1.22892,1.2412,1.26382,1.27645,3.5303
1,-6.41369,-1.06161,0.00309065,0.244498,226,-6.41459,-0.999939,-0.0616682,0.0170268,0.00484246,0.00202917,0.00109226,0.0602169,0.0927968,-0.00236058,0.0194561,0.0731389,33.3027,1.23577,1.24816,1.26589,1.27858,3.36924
1.01,-6.41276,-1.06163,0.00328585,0.245557,228,-6.41384,-0.999938,-0.0616941,0.0170304,0.00484399,0.00202999,0.00109278,0.0602315,0.0927937,-0.0023536,0.0196272,0.0731816,30.7516,1.24927,1.26186,1.27108,1.28389,3.11114
1.02,-6.41183,-1.06166,0.00348275,0.246736,230,-6.41309,-0.999937,-0.06172,0.0170341,0.00484551,0.00203081,0.00109331,0.0602461,0.0927889,-0.00235099,0.0197992,0.073239,29.8928,1.25348,1.26617,1.274,1.2869,3.02426
1.03,-6.4109,-1.06168,0.00368095,0.247817,233,-6.41196,-0.999935,-0.0617458,0.0170395,0.0048478,0.00203205,0.0010941,0.0602607,0.0927891,-0.00233814,0.0199263,0.073243,30.858,1.24655,1.25923,1.27306,1.28601,3.12191
1.04,-6.40998,-1.06171,0.00388024,0.24877,235,-6.41121,-0.999934,-0.0617714,0.0170432,0.00484933,0.00203287,0.00109463,0.0602752,0.0927917,-0.0023184,0.0200304,0.0732215,31.609,1.24041,1.25308,1.27192,1.28491,3.19788
1.05,-6.40914,-1.06173,0.00406041,0.249708,238,-6.41009,-0.999932,-0.0617945,0.0170486,0.00485162,0.00203411,0.00109542,0.0602897,0.0927574,-0.0024712,0.0199924,0.0735781,31.2939,1.24662,1.2594,1.27902,1.29213,3.16601
