t,x,y,theta,phiR,phiF,thetap,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,nu3torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phiR, Q_varphiR, Q_phiF, Q_varphiF
14.37,-4.57237,-0.968939,0.0383396,0.00504944,0.0351519,-0.000352894,7667,-4.57427,-0.966533,-0.00247539,0.0274442,0.0104432,0.00603051,0,0.0021313,0.131852,0.00392774,0.00390675,0.817287,6.59392,6.50737,5.40248,5.38392,5.40813,5.39012,-2.22447,1.51881,-66.8527,-66.7769,0.667107,10.7982,0.65835,10.7864
14.38,-4.57109,-0.968902,0.0383798,0.00532827,0.0354157,-0.0003428,7672,-4.57318,-0.966491,-0.00248906,0.0274557,0.0104498,0.00603552,0,0.00213155,0.131833,0.00396314,0.00391387,0.817517,6.58054,6.46908,5.40401,5.38545,5.40972,5.39169,-2.24156,1.54115,-66.8723,-66.7959,0.665753,10.8014,0.654477,10.7895
14.39,-4.56981,-0.968865,0.0384201,0.00560544,0.0356888,-0.000338686,7678,-4.57186,-0.96644,-0.00250238,0.0274694,0.0104577,0.00604154,0,0.00213181,0.131843,0.00400351,0.00391819,0.817385,6.56662,6.44804,5.40316,5.38459,5.40891,5.39089,-2.25774,1.56193,-66.8623,-66.7853,0.664345,10.7998,0.652348,10.7878
14.4,-4.56867,-0.968833,0.0384568,0.00587832,0.0359633,-0.000338451,7684,-4.57055,-0.966388,-0.00251426,0.0274832,0.0104657,0.00604757,0,0.00213207,0.124502,0.003353,0.00414182,0.905712,6.55204,6.45188,5.9869,5.96633,5.99347,5.9735,-2.45553,1.81445,-74.0884,-74.0005,0.66287,11.967,0.652736,11.9532
14.41,-4.56724,-0.96879,0.0385006,0.00614605,0.0362127,-0.00033045,7690,-4.56924,-0.966337,-0.00252792,0.027497,0.0104736,0.0060536,0,0.00213235,0.132478,0.0041165,0.0039011,0.809725,6.58362,6.50357,5.35251,5.33412,5.35833,5.34047,-2.23415,1.6033,-66.2372,-66.1591,0.666065,10.6988,0.657966,10.6866
14.42,-4.56595,-0.968752,0.0385408,0.00630874,0.0363676,-0.000326395,7696,-4.56792,-0.966286,-0.00254014,0.0275108,0.0104816,0.00605964,0,0.00213263,0.132829,0.00415434,0.00392619,0.805496,6.90154,6.81191,5.32426,5.30597,5.33039,5.31262,-2.10423,1.73691,-65.8917,-65.8099,0.698229,10.643,0.689161,10.6302
14.43,-4.56466,-0.968713,0.0385814,0.00649519,0.0365503,-0.00032201,7702,-4.56661,-0.966235,-0.00255225,0.0275245,0.0104896,0.00606569,0,0.00213292,0.132728,0.00416709,0.00395422,0.806712,6.73279,6.5776,5.3325,5.31418,5.33849,5.3207,-2.21048,1.67959,-65.992,-65.9118,0.681157,10.6592,0.665456,10.6467
14.44,-4.56337,-0.968674,0.0386221,0.00674983,0.0367983,-0.000317489,7708,-4.56529,-0.966184,-0.00256412,0.0275383,0.0104975,0.00607174,0,0.00213322,0.13263,0.00419261,0.00396703,0.807887,6.52598,6.3574,5.34046,5.32211,5.34632,5.32851,-2.31053,1.61934,-66.0888,-66.0104,0.660233,10.6748,0.643178,10.6626
14.45,-4.56208,-0.968635,0.038663,0.00703856,0.0370766,-0.000312863,7714,-4.56398,-0.966133,-0.00257568,0.0275521,0.0105055,0.00607779,0,0.00213353,0.132518,0.00422326,0.00397637,0.809225,6.43147,6.26631,5.34939,5.33101,5.35524,5.3374,-2.35637,1.61423,-66.1991,-66.1208,0.650672,10.6926,0.633963,10.6804
14.46,-4.56079,-0.968595,0.0387039,0.00732891,0.0373408,-0.000302162,7719,-4.56289,-0.96609,-0.00258687,0.0275636,0.0105122,0.00608285,0,0.00213384,0.132437,0.00426061,0.00397718,0.810184,6.40427,6.22334,5.35574,5.33735,5.36165,5.34379,-2.37329,1.63809,-66.2784,-66.1993,0.64792,10.7054,0.629615,10.6931
14.47,-4.55951,-0.968555,0.0387448,0.00761201,0.0376079,-0.000297496,7725,-4.56158,-0.966039,-0.0025977,0.0275774,0.0105202,0.00608891,0,0.00213416,0.132359,0.0042967,0.00397647,0.811113,6.40172,6.21678,5.36187,5.34346,5.36785,5.34997,-2.38205,1.67083,-66.3551,-66.2751,0.647662,10.7178,0.628952,10.7053
14.48,-4.55822,-0.968514,0.0387857,0.00788609,0.0378643,-0.000292849,7731,-4.56026,-0.965987,-0.00260816,0.0275913,0.0105282,0.00609499,0,0.00213449,0.132287,0.00433355,0.00397546,0.811966,6.39706,6.20865,5.3675,5.34908,5.37356,5.35566,-2.39113,1.70141,-66.4257,-66.3448,0.64719,10.7292,0.62813,10.7166
14.49,-4.55693,-0.968473,0.0388265,0.00815347,0.0381127,-0.000288221,7737,-4.55895,-0.965936,-0.00261827,0.0276051,0.0105362,0.00610107,0,0.00213482,0.132238,0.00436985,0.00397366,0.812538,6.38604,6.19441,5.37128,5.35285,5.37739,5.3595,-2.4019,1.72783,-66.4732,-66.3915,0.646075,10.7369,0.626688,10.7241
14.5,-4.55565,-0.968432,0.0388674,0.00841494,0.0383544,-0.000283605,7743,-4.55764,-0.965884,-0.00262803,0.0276189,0.0105442,0.00610715,0,0.00213516,0.132179,0.00440442,0.0039744,0.813242,6.37295,6.17595,5.37594,5.3575,5.3821,5.3642,-2.41441,1.75317,-66.5316,-66.4491,0.644751,10.7463,0.624821,10.7334
14.51,-4.55436,-0.968391,0.0389083,0.00867159,0.0385904,-0.000278998,7749,-4.55633,-0.965833,-0.00263747,0.0276328,0.0105522,0.00611325,0,0.00213551,0.132145,0.00444021,0.00397377,0.813635,6.35795,6.1563,5.37854,5.3601,5.38476,5.36685,-2.42643,1.7765,-66.5644,-66.4813,0.643234,10.7516,0.622833,10.7386
14.52,-4.55308,-0.968349,0.0389492,0.00892314,0.0388207,-0.000274396,7755,-4.55502,-0.965782,-0.00264657,0.0276466,0.0105602,0.00611934,0,0.00213586,0.132104,0.00447374,0.00397456,0.81412,6.34307,6.13612,5.38175,5.36331,5.38801,5.37011,-2.4386,1.79974,-66.6048,-66.521,0.641728,10.7581,0.620791,10.7451
14.53,-4.55179,-0.968307,0.0389901,0.00917003,0.0390456,-0.000269798,7761,-4.55371,-0.96573,-0.00265535,0.0276605,0.0105683,0.00612545,0,0.00213622,0.132073,0.00450823,0.00397502,0.814479,6.32772,6.11615,5.38412,5.36568,5.39044,5.37253,-2.45011,1.82211,-66.6348,-66.5505,0.640175,10.763,0.618771,10.7498
14.54,-4.55051,-0.968264,0.039031,0.00941233,0.0392652,-0.000265204,7767,-4.5524,-0.965678,-0.00266381,0.0276743,0.0105763,0.00613156,0,0.00213658,0.13205,0.00454168,0.00397513,0.814748,6.31155,6.09517,5.3859,5.36747,5.39226,5.37436,-2.46155,1.84354,-66.6575,-66.5725,0.63854,10.7666,0.616648,10.7534
14.55,-4.54923,-0.968221,0.0390719,0.00964977,0.0394672,-0.000254563,7772,-4.55131,-0.965635,-0.00267197,0.0276859,0.010583,0.00613666,0,0.00213695,0.13202,0.00457443,0.00397641,0.815096,6.29354,6.05505,5.3882,5.36977,5.3946,5.3767,-2.47338,1.86465,-66.6866,-66.601,0.636717,10.7713,0.612589,10.758
14.56,-4.54794,-0.968178,0.0391129,0.0098836,0.039677,-0.000249972,7778,-4.55,-0.965584,-0.00267982,0.0276998,0.010591,0.00614278,0,0.00213732,0.132008,0.00460771,0.00397646,0.815234,6.2765,6.03338,5.38912,5.3707,5.39556,5.37767,-2.48422,1.88478,-66.6985,-66.6124,0.634994,10.7732,0.610397,10.7598
14.57,-4.54666,-0.968134,0.0391538,0.0101132,0.0398809,-0.000245382,7784,-4.54869,-0.965532,-0.00268737,0.0277137,0.0105991,0.00614891,0,0.0021377,0.131985,0.00463919,0.00397724,0.815499,6.2597,6.01571,5.39087,5.37246,5.39736,5.37947,-2.49358,1.90511,-66.7208,-66.6342,0.633294,10.7768,0.608609,10.7633
14.58,-4.54538,-0.96809,0.0391948,0.0103388,0.0400794,-0.000240798,7790,-4.54738,-0.96548,-0.00269462,0.0277276,0.0106072,0.00615504,0,0.00213808,0.131973,0.00467173,0.00397713,0.815633,6.24221,5.99614,5.39175,5.37335,5.39827,5.3804,-2.5031,1.9244,-66.7322,-66.6451,0.631524,10.7787,0.606629,10.7651
14.59,-4.54409,-0.968046,0.0392357,0.0105606,0.0402733,-0.000236219,7796,-4.54607,-0.965429,-0.00270159,0.0277415,0.0106152,0.00616118,0,0.00213847,0.131962,0.00470286,0.00397729,0.81576,6.22404,5.97467,5.39259,5.3742,5.39915,5.38129,-2.5131,1.94311,-66.7432,-66.6556,0.629686,10.7804,0.604457,10.7668
14.6,-4.54281,-0.968001,0.0392767,0.0107784,0.0404626,-0.000231647,7802,-4.54476,-0.965377,-0.00270826,0.0277554,0.0106233,0.00616733,0,0.00213886,0.131947,0.00473388,0.00397802,0.815924,6.20612,5.95274,5.39367,5.37529,5.40027,5.38242,-2.52309,1.96173,-66.7571,-66.6691,0.627873,10.7827,0.602239,10.769
14.61,-4.54153,-0.967957,0.0393176,0.0109924,0.0406476,-0.00022708,7808,-4.54345,-0.965325,-0.00271466,0.0277693,0.0106314,0.00617348,0,0.00213925,0.131944,0.00476486,0.00397777,0.81595,6.18781,5.93069,5.39385,5.37548,5.40048,5.38264,-2.53252,1.97955,-66.7598,-66.6713,0.62602,10.7831,0.600007,10.7693
14.62,-4.54025,-0.967911,0.0393586,0.0112025,0.0408282,-0.000222518,7814,-4.54214,-0.965273,-0.00272078,0.0277832,0.0106395,0.00617964,0,0.00213965,0.131931,0.00479446,0.00397862,0.8161,6.16994,5.90919,5.39484,5.37648,5.4015,5.38367,-2.54179,1.99766,-66.7726,-66.6836,0.624213,10.7852,0.597833,10.7713
14.63,-4.53896,-0.967866,0.0393996,0.0114081,0.0409916,-0.0002119,7819,-4.54105,-0.96523,-0.00272664,0.0277948,0.0106462,0.00618477,0,0.00214005,0.13193,0.00482484,0.00397842,0.816111,6.15065,5.86886,5.39491,5.37657,5.40161,5.38379,-2.5508,2.01499,-66.774,-66.6846,0.622261,10.7854,0.593752,10.7715
14.64,-4.53768,-0.96782,0.0394406,0.0116105,0.0411634,-0.000207349,7825,-4.53974,-0.965178,-0.00273222,0.0278088,0.0106543,0.00619094,0,0.00214046,0.131923,0.00485358,0.00397876,0.816184,6.13227,5.848,5.39539,5.37707,5.40212,5.38432,-2.55915,2.03213,-66.7804,-66.6907,0.620402,10.7864,0.591642,10.7725
14.65,-4.5364,-0.967774,0.0394816,0.0118094,0.0413299,-0.000202807,7831,-4.53844,-0.965126,-0.00273755,0.0278227,0.0106624,0.00619712,0,0.00214086,0.131917,0.0048827,0.00397853,0.816242,6.11317,5.829,5.39577,5.37746,5.40252,5.38474,-2.56655,2.04866,-66.7856,-66.6955,0.618469,10.7873,0.58972,10.7732
14.66,-4.53512,-0.967728,0.0395226,0.0120047,0.0414919,-0.000198277,7837,-4.53713,-0.965074,-0.00274261,0.0278366,0.0106705,0.0062033,0,0.00214127,0.131918,0.00491131,0.00397776,0.816232,6.09386,5.80828,5.39569,5.37741,5.40248,5.38471,-2.57421,2.06458,-66.7852,-66.6947,0.616516,10.7872,0.587623,10.7731
14.67,-4.53383,-0.967681,0.0395636,0.0121965,0.0416498,-0.000193759,7843,-4.53582,-0.965022,-0.00274743,0.0278506,0.0106786,0.00620949,0,0.00214169,0.13191,0.00493906,0.0039779,0.816315,6.07471,5.78642,5.39624,5.37797,5.40305,5.3853,-2.58233,2.08056,-66.7924,-66.7015,0.614578,10.7884,0.585412,10.7742
14.68,-4.53255,-0.967634,0.0396045,0.0123847,0.0418037,-0.000189254,7849,-4.53452,-0.96497,-0.00275199,0.0278646,0.0106868,0.00621568,0,0.0021421,0.131912,0.00496718,0.00397714,0.816279,6.05582,5.76485,5.396,5.37775,5.40284,5.3851,-2.58978,2.09605,-66.7899,-66.6987,0.612667,10.7879,0.58323,10.7737
14.69,-4.53127,-0.967587,0.0396455,0.0125693,0.0419536,-0.000184761,7855,-4.53321,-0.964918,-0.00275631,0.0278786,0.0106949,0.00622188,0,0.00214252,0.131908,0.00499392,0.00397701,0.816329,6.03683,5.74313,5.39632,5.37809,5.40318,5.38547,-2.59731,2.11148,-66.7943,-66.7028,0.610746,10.7887,0.581033,10.7744
14.7,-4.52999,-0.967539,0.0396865,0.0127504,0.0420997,-0.000180282,7861,-4.5319,-0.964866,-0.00276039,0.0278925,0.010703,0.00622809,0,0.00214294,0.131907,0.00502105,0.00397649,0.816327,6.01749,5.72124,5.39631,5.3781,5.4032,5.3855,-2.60456,2.12637,-66.7946,-66.7027,0.608789,10.7887,0.578818,10.7744
14.71,-4.5287,-0.967491,0.0397275,0.0129281,0.042242,-0.000175817,7867,-4.5306,-0.964814,-0.00276424,0.0279065,0.0107112,0.0062343,0,0.00214336,0.131908,0.00504733,0.00397582,0.816313,5.99762,5.69892,5.39621,5.37802,5.40312,5.38544,-2.61175,2.14075,-66.7937,-66.7016,0.606779,10.7886,0.57656,10.7742
14.72,-4.52742,-0.967443,0.0397685,0.0131018,0.0423677,-0.000165289,7872,-4.52951,-0.96477,-0.00276785,0.0279182,0.010718,0.00623948,0,0.00214379,0.131904,0.00507317,0.00397559,0.816352,5.9767,5.65776,5.39646,5.37829,5.40339,5.38573,-2.6192,2.15512,-66.7973,-66.7049,0.604663,10.7891,0.572396,10.7747
14.73,-4.52614,-0.967395,0.0398094,0.0132727,0.0425026,-0.000160852,7878,-4.52821,-0.964718,-0.00277124,0.0279322,0.0107261,0.00624571,0,0.00214421,0.131907,0.00509891,0.00397471,0.816304,5.95711,5.63645,5.39614,5.37798,5.40309,5.38545,-2.62549,2.16905,-66.7937,-66.701,0.602681,10.7885,0.57024,10.7741
14.74,-4.52486,-0.967346,0.0398504,0.0134402,0.0426327,-0.00015643,7884,-4.5269,-0.964666,-0.0027744,0.0279462,0.0107343,0.00625194,0,0.00214464,0.131904,0.00512363,0.0039739,0.816339,5.93803,5.61863,5.39636,5.37823,5.40334,5.38571,-2.63049,2.18318,-66.7968,-66.7039,0.600751,10.7891,0.568437,10.7746
14.75,-4.52357,-0.967297,0.0398914,0.0136043,0.0427584,-0.00015203,7890,-4.5256,-0.964613,-0.00277735,0.0279602,0.0107424,0.00625817,0,0.00214507,0.131906,0.00514873,0.00397247,0.816308,5.91867,5.59925,5.39614,5.37804,5.40314,5.38554,-2.63574,2.19662,-66.7946,-66.7013,0.598791,10.7887,0.566476,10.7742
14.76,-4.52229,-0.967248,0.0399323,0.013765,0.0428803,-0.00014765,7896,-4.52429,-0.964561,-0.00278008,0.0279743,0.0107506,0.00626442,0,0.0021455,0.131906,0.00517282,0.00397127,0.816299,5.89881,5.57816,5.39608,5.37799,5.40309,5.38551,-2.64154,2.20962,-66.7941,-66.7006,0.596782,10.7886,0.564343,10.7741
14.77,-4.52101,-0.967199,0.0399733,0.0139225,0.0429987,-0.000143291,7902,-4.52299,-0.964509,-0.0027826,0.0279883,0.0107588,0.00627067,0,0.00214593,0.131905,0.00519674,0.00397031,0.816306,5.87913,5.55672,5.39612,5.37805,5.40315,5.38559,-2.64735,2.22248,-66.7949,-66.7013,0.594791,10.7887,0.562174,10.7742
14.78,-4.51973,-0.967149,0.0400142,0.0140766,0.0431136,-0.000138954,7908,-4.52168,-0.964456,-0.00278492,0.0280023,0.010767,0.00627692,0,0.00214636,0.131908,0.00522036,0.00396886,0.816259,5.85961,5.53562,5.3958,5.37776,5.40284,5.38531,-2.65269,2.235,-66.7914,-66.6975,0.592817,10.7882,0.560039,10.7736
14.79,-4.51844,-0.967099,0.0400551,0.0142276,0.0432252,-0.000134638,7914,-4.52038,-0.964404,-0.00278703,0.0280164,0.0107752,0.00628318,0,0.0021468,0.131906,0.0052431,0.00396799,0.816281,5.84054,5.51502,5.39594,5.37792,5.403,5.38549,-2.65787,2.24766,-66.7934,-66.6994,0.590887,10.7885,0.557954,10.7739
14.8,-4.51716,-0.967049,0.040096,0.014375,0.043333,-0.000130344,7920,-4.51908,-0.964351,-0.00278894,0.0280305,0.0107834,0.00628945,0,0.00214723,0.131909,0.00526602,0.00396646,0.816236,5.82161,5.49482,5.39563,5.37764,5.40271,5.38522,-2.66253,2.25988,-66.79,-66.6957,0.588972,10.7879,0.555911,10.7733
14.81,-4.51588,-0.966999,0.0401369,0.0145191,0.0434374,-0.000126073,7926,-4.51777,-0.964299,-0.00279066,0.0280445,0.0107916,0.00629572,0,0.00214767,0.131909,0.00528798,0.0039652,0.816233,5.80216,5.47415,5.3956,5.37764,5.4027,5.38523,-2.66737,2.27172,-66.79,-66.6955,0.587005,10.7879,0.553819,10.7732
14.82,-4.5146,-0.966948,0.0401778,0.0146593,0.0435255,-0.000115729,7931,-4.51669,-0.964255,-0.0027922,0.0280562,0.0107984,0.00630096,0,0.0021481,0.131909,0.00530988,0.0039639,0.816219,5.78202,5.43497,5.3955,5.37756,5.40261,5.38516,-2.67219,2.28347,-66.789,-66.6944,0.584967,10.7878,0.549856,10.7731
14.83,-4.51332,-0.966897,0.0402187,0.0147969,0.043623,-0.000111503,7937,-4.51539,-0.964202,-0.00279354,0.0280703,0.0108066,0.00630724,0,0.00214854,0.131912,0.00533117,0.00396244,0.816183,5.76264,5.41453,5.39525,5.37733,5.40237,5.38495,-2.67654,2.29468,-66.7863,-66.6914,0.583006,10.7873,0.547788,10.7726
14.84,-4.51203,-0.966846,0.0402595,0.0149313,0.0437163,-0.000107302,7943,-4.51408,-0.96415,-0.00279471,0.0280844,0.0108149,0.00631353,0,0.00214897,0.131911,0.005352,0.00396073,0.816191,5.74378,5.3983,5.39529,5.3774,5.40243,5.38503,-2.67928,2.306,-66.7871,-66.6921,0.581099,10.7875,0.546146,10.7727
14.85,-4.51075,-0.966795,0.0403004,0.0150628,0.0438058,-0.000103128,7949,-4.51278,-0.964097,-0.0027957,0.0280985,0.0108231,0.00631983,0,0.00214941,0.131914,0.00537277,0.0039586,0.816144,5.72433,5.38021,5.39497,5.3771,5.40211,5.38474,-2.68245,2.31655,-66.7834,-66.6882,0.57913,10.7869,0.544316,10.7721
14.86,-4.50947,-0.966744,0.0403412,0.0151909,0.0438916,-9.89819e-05,7955,-4.51148,-0.964044,-0.00279652,0.0281126,0.0108313,0.00632613,0,0.00214984,0.131914,0.00539271,0.00395682,0.816145,5.70586,5.3617,5.39496,5.37712,5.40212,5.38477,-2.68579,2.32731,-66.7836,-66.6883,0.577262,10.7869,0.542443,10.7721
14.87,-4.50819,-0.966692,0.040382,0.0153159,0.0439743,-9.48654e-05,7961,-4.51018,-0.963992,-0.00279716,0.0281267,0.0108396,0.00633244,0,0.00215028,0.131916,0.00541268,0.00395487,0.816116,5.68712,5.3424,5.39476,5.37694,5.40192,5.3846,-2.68924,2.33756,-66.7814,-66.686,0.575366,10.7865,0.54049,10.7717
14.88,-4.5069,-0.96664,0.0404228,0.015438,0.0440539,-9.07771e-05,7967,-4.50888,-0.963939,-0.00279765,0.0281408,0.0108478,0.00633876,0,0.00215071,0.131917,0.0054319,0.00395298,0.81609,5.66815,5.32307,5.39458,5.37679,5.40175,5.38445,-2.69259,2.34748,-66.7794,-66.6839,0.573447,10.7862,0.538535,10.7714
14.89,-4.50562,-0.966588,0.0404636,0.0155569,0.0441303,-8.67178e-05,7973,-4.50758,-0.963886,-0.00279797,0.028155,0.0108561,0.00634508,0,0.00215115,0.131917,0.0054508,0.00395121,0.816087,5.64978,5.30451,5.39455,5.37678,5.40173,5.38445,-2.69558,2.35742,-66.7793,-66.6836,0.571588,10.7862,0.536658,10.7713
14.9,-4.50434,-0.966536,0.0405044,0.0156725,0.0442035,-8.26879e-05,7979,-4.50628,-0.963833,-0.00279813,0.0281691,0.0108643,0.00635141,0,0.00215158,0.13192,0.00546945,0.00394909,0.816043,5.63182,5.28615,5.39424,5.37651,5.40143,5.38418,-2.69826,2.36708,-66.7758,-66.6801,0.569771,10.7856,0.5348,10.7708
14.91,-4.50306,-0.966483,0.0405451,0.0157849,0.0442736,-7.86878e-05,7985,-4.50498,-0.96378,-0.00279814,0.0281833,0.0108726,0.00635775,0,0.00215201,0.13192,0.00548739,0.00394729,0.816044,5.6139,5.26789,5.39424,5.37653,5.40144,5.38421,-2.70094,2.3766,-66.7759,-66.6801,0.567958,10.7856,0.532953,10.7708
14.92,-4.50177,-0.966431,0.0405858,0.0158944,0.0443408,-7.4717e-05,7991,-4.50368,-0.963727,-0.002798,0.0281974,0.0108809,0.00636409,0,0.00215245,0.131922,0.00550527,0.00394526,0.816008,5.59606,5.24989,5.39399,5.3763,5.40119,5.38399,-2.7033,2.38577,-66.7731,-66.6772,0.566153,10.7852,0.531131,10.7703
14.93,-4.50049,-0.966378,0.0406265,0.016,0.0443919,-6.4661e-05,7996,-4.50259,-0.963683,-0.00279772,0.0282092,0.0108878,0.00636938,0,0.00215288,0.131923,0.00552242,0.00394329,0.815992,5.57727,5.21317,5.39387,5.37621,5.40108,5.3839,-2.70586,2.39477,-66.7719,-66.6759,0.564252,10.785,0.527416,10.7701
14.94,-4.49921,-0.966325,0.0406672,0.0161034,0.0444529,-6.07483e-05,8002,-4.50129,-0.96363,-0.0027973,0.0282234,0.0108961,0.00637573,0,0.00215331,0.131924,0.0055393,0.00394146,0.815979,5.55921,5.19514,5.39377,5.37613,5.40099,5.38383,-2.70814,2.4033,-66.7708,-66.6748,0.562425,10.7848,0.525592,10.7699
14.95,-4.49793,-0.966272,0.0407078,0.0162037,0.0445101,-5.68655e-05,8008,-4.5,-0.963577,-0.00279674,0.0282375,0.0109044,0.00638209,0,0.00215374,0.131927,0.00555581,0.0039389,0.815943,5.54213,5.18186,5.39351,5.37591,5.40074,5.38361,-2.70842,2.4119,-66.7679,-66.6718,0.560697,10.7844,0.524249,10.7694
14.96,-4.49664,-0.966218,0.0407485,0.0163011,0.0445636,-5.30162e-05,8014,-4.4987,-0.963524,-0.00279605,0.0282517,0.0109127,0.00638846,0,0.00215417,0.131926,0.00557183,0.0039365,0.815941,5.52508,5.16714,5.39349,5.37591,5.40072,5.38362,-2.70931,2.4202,-66.7678,-66.6717,0.558973,10.7843,0.52276,10.7694
14.97,-4.49536,-0.966165,0.0407891,0.0163955,0.0446141,-4.9202e-05,8020,-4.4974,-0.963471,-0.00279523,0.0282659,0.010921,0.00639483,0,0.0021546,0.131929,0.00558777,0.0039339,0.815903,5.50742,5.15058,5.39322,5.37567,5.40045,5.38338,-2.71074,2.42779,-66.7647,-66.6685,0.557186,10.7838,0.521084,10.7689
14.98,-4.49408,-0.966111,0.0408297,0.0164872,0.0446619,-4.54218e-05,8026,-4.4961,-0.963418,-0.00279428,0.0282801,0.0109293,0.00640121,0,0.00215503,0.13193,0.00560299,0.00393164,0.815891,5.49009,5.13377,5.39313,5.37561,5.40036,5.38332,-2.71227,2.43531,-66.7638,-66.6676,0.555433,10.7837,0.519383,10.7687
14.99,-4.49279,-0.966057,0.0408703,0.0165761,0.044707,-4.1675e-05,8032,-4.4948,-0.963365,-0.00279322,0.0282943,0.0109376,0.00640759,0,0.00215545,0.131931,0.00561806,0.00392935,0.815869,5.47354,5.11764,5.39297,5.37548,5.40021,5.38318,-2.71342,2.44283,-66.762,-66.6657,0.553758,10.7834,0.517752,10.7684
15,-4.49151,-0.966003,0.0409108,0.0166621,0.0447495,-3.7962e-05,8038,-4.4935,-0.963312,-0.00279203,0.0283085,0.0109459,0.00641398,0,0.00215588,0.131933,0.00563264,0.00392694,0.815841,5.45701,5.10176,5.39277,5.3753,5.4,5.38301,-2.71439,2.45005,-66.7597,-66.6634,0.552085,10.783,0.516145,10.7681
15.01,-4.49023,-0.965949,0.0409513,0.0167453,0.0447894,-3.42829e-05,8044,-4.49221,-0.963258,-0.00279073,0.0283227,0.0109543,0.00642038,0,0.0021563,0.131933,0.00564682,0.00392471,0.815833,5.44051,5.08597,5.3927,5.37526,5.39994,5.38297,-2.71534,2.45705,-66.7591,-66.6628,0.550416,10.7829,0.514548,10.768
15.02,-4.48895,-0.965895,0.0409918,0.0168258,0.0448267,-3.0638e-05,8050,-4.49091,-0.963205,-0.00278932,0.028337,0.0109626,0.00642678,0,0.00215672,0.131936,0.00566082,0.00392224,0.815797,5.42363,5.06998,5.39245,5.37504,5.39969,5.38274,-2.71623,2.46352,-66.756,-66.6598,0.548709,10.7824,0.51293,10.7675
15.03,-4.48766,-0.96584,0.0410323,0.0169038,0.0448615,-2.70267e-05,8056,-4.48961,-0.963152,-0.0027878,0.0283512,0.010971,0.00643319,0,0.00215714,0.131937,0.00567421,0.00392003,0.815788,5.40718,5.0544,5.39238,5.37499,5.39961,5.3827,-2.717,2.46999,-66.7553,-66.659,0.547045,10.7823,0.511354,10.7674
15.04,-4.48638,-0.965786,0.0410728,0.0169791,0.044894,-2.34491e-05,8062,-4.48832,-0.963098,-0.00278618,0.0283654,0.0109793,0.00643961,0,0.00215756,0.131938,0.00568749,0.00391767,0.81576,5.39106,5.03918,5.39218,5.37482,5.39942,5.38253,-2.7175,2.47625,-66.753,-66.6568,0.545413,10.7819,0.509813,10.767
15.05,-4.4851,-0.965731,0.0411132,0.0170517,0.0449239,-1.99048e-05,8068,-4.48702,-0.963045,-0.00278446,0.0283797,0.0109877,0.00644603,0,0.00215798,0.13194,0.00570023,0.00391536,0.815739,5.37563,5.02467,5.39202,5.37469,5.39926,5.38239,-2.71769,2.48253,-66.7512,-66.655,0.543853,10.7817,0.508346,10.7667
15.06,-4.48382,-0.965676,0.0411536,0.0171217,0.0449514,-1.63943e-05,8074,-4.48572,-0.962992,-0.00278264,0.0283939,0.010996,0.00645246,0,0.00215839,0.131941,0.00571269,0.0039131,0.815725,5.36021,5.01022,5.39192,5.37462,5.39916,5.38232,-2.71786,2.48853,-66.7501,-66.6539,0.542292,10.7815,0.506884,10.7665
15.07,-4.48253,-0.965621,0.041194,0.0171891,0.0449764,-1.29176e-05,8080,-4.48443,-0.962938,-0.00278073,0.0284082,0.0110044,0.0064589,0,0.0021588,0.131943,0.00572486,0.0039107,0.815693,5.34477,4.99586,5.39169,5.37441,5.39892,5.38211,-2.71789,2.49418,-66.7474,-66.6512,0.54073,10.781,0.505432,10.7661
15.08,-4.48125,-0.965566,0.0412343,0.0172531,0.0449861,-3.33298e-06,8085,-4.48335,-0.962894,-0.00277873,0.0284201,0.0110114,0.00646427,0,0.00215921,0.131943,0.00573651,0.00390853,0.815685,5.32843,4.96278,5.39162,5.37437,5.39886,5.38207,-2.71817,2.49974,-66.7467,-66.6505,0.539077,10.7809,0.502084,10.766
15.09,-4.47997,-0.96551,0.0412747,0.0173155,0.0450065,7.94976e-08,8091,-4.48205,-0.96284,-0.00277665,0.0284344,0.0110198,0.00647071,0,0.00215962,0.131946,0.00574793,0.0039063,0.815656,5.31327,4.94917,5.39141,5.37419,5.39865,5.38188,-2.71786,2.50494,-66.7443,-66.6481,0.537544,10.7805,0.500708,10.7656
15.1,-4.47869,-0.965455,0.041315,0.0173753,0.0450236,3.4588e-06,8097,-4.48076,-0.962787,-0.00277448,0.0284487,0.0110282,0.00647717,0,0.00216003,0.131947,0.0057589,0.00390367,0.81564,5.29862,4.93916,5.39129,5.3741,5.39852,5.38178,-2.71619,2.51012,-66.7429,-66.6468,0.536061,10.7803,0.499695,10.7654
15.11,-4.4774,-0.965399,0.0413553,0.0174327,0.0450378,6.80218e-06,8103,-4.47946,-0.962733,-0.00277224,0.028463,0.0110366,0.00648363,0,0.00216044,0.131948,0.00576971,0.00390101,0.815622,5.28408,4.92785,5.39115,5.37399,5.39838,5.38167,-2.715,2.51496,-66.7413,-66.6452,0.53459,10.78,0.498551,10.7651
